Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,2.63E-05,-7.28E-12,-1.42E-02,3.19E-01, null
1,-1.21E-04,0.00E+00,-1.40E-02,3.28E-01, null
2,1.57E-04,0.00E+00,-1.40E-02,3.26E-01, null
3,-6.58E-05,-7.28E-12,-1.38E-02,3.35E-01, null
4,2.71E-04,0.00E+00,-1.42E-02,3.20E-01, null
5,-2.46E-04,0.00E+00,-1.30E-02,3.73E-01, null
6,-1.45E-04,0.00E+00,-1.30E-02,3.72E-01, null
7,-2.44E-04,0.00E+00,-1.32E-02,3.65E-01, null
8,2.04E-05,0.00E+00,-1.31E-02,3.70E-01, null
9,-2.30E-04,-3.64E-12,-1.33E-02,3.59E-01, null
10,6.46E-04,0.00E+00,-1.35E-02,3.55E-01, null
11,6.59E-04,1.27E-11,-1.35E-02,3.55E-01, null
12,6.41E-04,-9.09E-13,-1.35E-02,3.56E-01, null
13,6.34E-04,-3.64E-12,-1.42E-02,3.28E-01, null
14,4.10E-04,7.28E-12,-1.44E-02,3.14E-01, null
15,6.87E-04,0.00E+00,-1.42E-02,3.28E-01, null
16,5.57E-04,7.28E-12,-1.44E-02,3.13E-01, null
17,4.49E-04,5.68E-13,-1.40E-02,3.33E-01, null
18,4.48E-04,0.00E+00,-1.40E-02,3.33E-01, null
19,1.99E-04,0.00E+00,-1.38E-02,3.37E-01, null
20,6.69E-04,0.00E+00,-1.35E-02,3.54E-01, null
21,6.62E-04,1.36E-11,-1.35E-02,3.55E-01, null
22,2.55E-04,-5.46E-12,-1.46E-02,3.05E-01, null
23,3.24E-04,1.82E-12,-1.46E-02,3.05E-01, null
24,2.85E-04,7.28E-12,-1.45E-02,3.06E-01, null
25,-5.16E-05,0.00E+00,-1.47E-02,3.02E-01, null
26,-2.31E-04,3.64E-12,-1.47E-02,3.04E-01, null
27,-1.50E-04,-7.28E-12,-1.49E-02,3.00E-01, null
28,6.32E-04,0.00E+00,-1.31E-02,3.64E-01, null
29,3.94E-04,0.00E+00,-1.33E-02,3.65E-01, null
30,2.86E-04,7.28E-12,-1.46E-02,3.04E-01, null
31,2.60E-04,5.46E-12,-1.46E-02,3.04E-01, null
32,1.85E-05,7.28E-12,-1.45E-02,3.07E-01, null
33,1.44E-04,0.00E+00,-1.43E-02,3.14E-01, null
34,-6.78E-05,7.28E-12,-1.43E-02,3.15E-01, null
35,3.87E-04,-1.82E-12,-1.47E-02,3.02E-01, null
36,2.90E-04,-1.82E-12,-1.46E-02,3.04E-01, null
37,6.88E-04,-3.64E-12,-1.42E-02,3.30E-01, null
38,6.94E-04,1.09E-11,-1.39E-02,3.45E-01, null
39,6.73E-04,0.00E+00,-1.38E-02,3.47E-01, null
40,4.56E-04,0.00E+00,-1.40E-02,3.33E-01, null
41,-2.21E-04,0.00E+00,-1.35E-02,3.52E-01, null
42,-1.38E-04,-3.64E-12,-1.34E-02,3.57E-01, null
43,5.76E-04,0.00E+00,-1.45E-02,3.09E-01, null
44,5.30E-04,-1.82E-12,-1.48E-02,3.02E-01, null
45,5.11E-04,1.09E-11,-1.49E-02,3.00E-01, null
46,4.73E-04,-1.82E-12,-1.49E-02,3.00E-01, null
47,4.21E-04,2.91E-11,-1.37E-02,3.50E-01, null
48,7.59E-04,1.09E-11,-1.38E-02,3.31E-01, null
49,6.89E-07,3.64E-12,-1.49E-02,3.00E-01, null
50,1.91E-04,0.00E+00,-1.49E-02,3.00E-01, null
51,-1.73E-04,0.00E+00,-1.42E-02,3.18E-01, null
52,-2.47E-04,7.28E-12,-1.45E-02,3.09E-01, null
53,1.63E-04,0.00E+00,-1.31E-02,3.69E-01, null
54,1.65E-04,0.00E+00,-1.29E-02,3.76E-01, null
55,2.76E-05,-7.28E-12,-1.30E-02,3.73E-01, null
56,4.50E-04,5.68E-13,-1.40E-02,3.33E-01, null
57,-2.05E-04,-2.18E-11,-1.37E-02,3.43E-01, null
58,-1.11E-04,-7.28E-12,-1.37E-02,3.44E-01, null
59,1.02E-04,3.64E-12,-1.32E-02,3.62E-01, null
60,7.00E-04,-1.82E-12,-1.41E-02,3.35E-01, null
61,-1.84E-04,7.28E-12,-1.38E-02,3.38E-01, null
62,6.11E-04,0.00E+00,-1.30E-02,3.67E-01, null
63,6.75E-04,0.00E+00,-1.31E-02,3.62E-01, null
64,6.77E-04,0.00E+00,-1.31E-02,3.63E-01, null
65,2.36E-04,-7.28E-12,-1.35E-02,3.52E-01, null
66,2.43E-04,-7.28E-12,-1.34E-02,3.56E-01, null
67,1.10E-04,7.28E-12,-1.35E-02,3.54E-01, null
68,6.12E-04,0.00E+00,-1.35E-02,3.55E-01, null
69,-2.73E-04,-3.64E-12,-1.29E-02,3.76E-01, null
