Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,8.14E-03,-1.66E-04,2.30E-03,5.11E-03
1,8.15E-03,3.31E-05,2.30E-03,5.10E-03
2,8.06E-03,-6.22E-05,2.46E-03,5.36E-03
3,5.22E-03,-3.44E-03,1.57E-03,6.91E-02
4,5.39E-03,-3.34E-03,1.61E-03,5.37E-02
5,5.18E-03,-3.41E-03,1.76E-03,7.17E-02
6,5.37E-03,-3.28E-03,1.85E-03,5.34E-02
7,5.14E-03,-3.36E-03,1.95E-03,7.81E-02
8,5.29E-03,-3.24E-03,2.07E-03,6.13E-02
9,5.10E-03,-3.31E-03,2.14E-03,8.57E-02
10,5.25E-03,-3.18E-03,2.25E-03,6.52E-02
11,5.07E-03,-3.24E-03,2.32E-03,9.36E-02
12,5.21E-03,-3.12E-03,2.41E-03,7.18E-02
13,5.03E-03,-3.16E-03,2.50E-03,1.03E-01
14,5.17E-03,-3.04E-03,2.58E-03,7.75E-02
15,5.00E-03,-3.07E-03,2.68E-03,1.12E-01
16,5.14E-03,-2.95E-03,2.75E-03,8.59E-02
17,4.96E-03,-2.98E-03,2.84E-03,1.27E-01
18,5.11E-03,-2.85E-03,2.91E-03,9.17E-02
19,4.93E-03,-2.87E-03,3.01E-03,1.37E-01
20,5.08E-03,-2.74E-03,3.07E-03,1.00E-01
21,4.90E-03,-2.75E-03,3.16E-03,1.52E-01
22,5.05E-03,-2.62E-03,3.22E-03,1.07E-01
23,4.87E-03,-2.62E-03,3.31E-03,1.66E-01
24,5.02E-03,-2.50E-03,3.36E-03,1.15E-01
25,4.84E-03,-2.49E-03,3.46E-03,1.81E-01
26,4.99E-03,-2.36E-03,3.49E-03,1.24E-01
27,4.82E-03,-2.34E-03,3.59E-03,1.95E-01
28,4.97E-03,-2.22E-03,3.62E-03,1.33E-01
29,4.79E-03,-2.19E-03,3.72E-03,2.11E-01
30,4.95E-03,-2.07E-03,3.74E-03,1.43E-01
31,4.77E-03,-2.04E-03,3.83E-03,2.33E-01
32,4.93E-03,-1.91E-03,3.85E-03,1.58E-01
33,4.75E-03,-1.87E-03,3.94E-03,2.52E-01
34,4.91E-03,-1.74E-03,3.95E-03,1.69E-01
35,4.73E-03,-1.70E-03,4.04E-03,2.73E-01
36,4.89E-03,-1.58E-03,4.05E-03,1.76E-01
37,4.71E-03,-1.52E-03,4.13E-03,2.94E-01
38,4.87E-03,-1.40E-03,4.13E-03,1.89E-01
39,4.70E-03,-1.34E-03,4.21E-03,3.13E-01
