Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,4.61E-03,-1.58E-04,1.99E-03,1.68E-01
1,4.62E-03,3.31E-05,1.99E-03,1.57E-01
2,4.54E-03,-5.35E-05,2.15E-03,1.47E-01
3,3.01E-03,-2.35E-03,1.34E-03,3.71E-01
4,2.78E-03,-2.44E-03,1.47E-03,5.16E-01
5,2.86E-03,-2.45E-03,1.28E-03,4.09E-01
6,2.94E-03,-2.31E-03,1.58E-03,4.72E-01
7,2.70E-03,-2.41E-03,1.65E-03,7.03E-01
8,2.83E-03,-2.28E-03,1.78E-03,6.39E-01
9,2.63E-03,-2.37E-03,1.83E-03,8.74E-01
10,2.75E-03,-2.23E-03,1.96E-03,8.19E-01
11,2.55E-03,-2.31E-03,2.00E-03,1.17E+00
12,2.67E-03,-2.17E-03,2.12E-03,1.07E+00
13,2.48E-03,-2.24E-03,2.17E-03,1.62E+00
14,2.60E-03,-2.10E-03,2.28E-03,1.33E+00
15,2.41E-03,-2.15E-03,2.33E-03,2.19E+00
16,2.54E-03,-2.00E-03,2.43E-03,1.72E+00
17,2.34E-03,-2.04E-03,2.49E-03,2.86E+00
18,2.47E-03,-1.90E-03,2.57E-03,2.29E+00
19,2.28E-03,-1.93E-03,2.64E-03,3.67E+00
20,2.41E-03,-1.78E-03,2.71E-03,2.80E+00
21,2.22E-03,-1.80E-03,2.78E-03,4.49E+00
22,2.36E-03,-1.66E-03,2.84E-03,3.39E+00
23,2.16E-03,-1.66E-03,2.91E-03,5.47E+00
24,2.31E-03,-1.52E-03,2.95E-03,4.19E+00
25,2.11E-03,-1.51E-03,3.03E-03,6.50E+00
26,2.26E-03,-1.36E-03,3.06E-03,4.76E+00
27,2.07E-03,-1.34E-03,3.13E-03,7.26E+00
28,2.22E-03,-1.21E-03,3.16E-03,5.33E+00
29,2.03E-03,-1.17E-03,3.23E-03,8.25E+00
30,2.18E-03,-1.04E-03,3.24E-03,6.73E+00
31,1.99E-03,-9.95E-04,3.31E-03,9.74E+00
32,2.15E-03,-8.64E-04,3.32E-03,8.04E+00
33,1.96E-03,-8.10E-04,3.38E-03,1.06E+01
34,2.13E-03,-6.85E-04,3.37E-03,8.31E+00
35,1.94E-03,-6.20E-04,3.43E-03,1.12E+01
36,2.11E-03,-5.00E-04,3.42E-03,8.83E+00
37,1.92E-03,-4.26E-04,3.47E-03,1.15E+01
38,2.09E-03,-3.13E-04,3.45E-03,9.04E+00
39,1.91E-03,-2.29E-04,3.50E-03,1.22E+01
40,2.09E-03,-1.23E-04,3.47E-03,9.39E+00
41,1.90E-03,-3.04E-05,3.51E-03,1.23E+01
42,2.08E-03,6.77E-05,3.47E-03,9.62E+00
43,1.90E-03,1.69E-04,3.50E-03,1.23E+01
44,2.09E-03,2.58E-04,3.46E-03,9.63E+00
45,1.91E-03,3.67E-04,3.49E-03,1.22E+01
46,2.10E-03,4.47E-04,3.44E-03,9.00E+00
47,1.93E-03,5.63E-04,3.45E-03,1.16E+01
48,2.11E-03,6.33E-04,3.40E-03,8.11E+00
49,1.94E-03,7.55E-04,3.41E-03,1.10E+01
50,2.14E-03,8.15E-04,3.35E-03,7.77E+00
51,1.97E-03,9.43E-04,3.34E-03,1.01E+01
52,2.16E-03,9.93E-04,3.28E-03,7.48E+00
53,2.00E-03,1.12E-03,3.27E-03,9.58E+00
54,2.20E-03,1.16E-03,3.20E-03,6.64E+00
55,2.04E-03,1.30E-03,3.18E-03,7.98E+00
56,2.23E-03,1.33E-03,3.11E-03,5.66E+00
57,2.08E-03,1.47E-03,3.08E-03,7.12E+00
58,2.28E-03,1.48E-03,3.01E-03,5.23E+00
59,2.13E-03,1.62E-03,2.97E-03,6.52E+00
60,2.33E-03,1.63E-03,2.90E-03,4.56E+00
61,2.18E-03,1.77E-03,2.84E-03,5.52E+00
62,2.38E-03,1.76E-03,2.77E-03,3.75E+00
63,2.24E-03,1.90E-03,2.71E-03,4.54E+00
64,2.44E-03,1.89E-03,2.64E-03,2.95E+00
65,2.30E-03,2.03E-03,2.57E-03,3.60E+00
66,2.50E-03,2.00E-03,2.50E-03,2.35E+00
67,2.37E-03,2.14E-03,2.41E-03,2.76E+00
68,2.56E-03,2.10E-03,2.35E-03,1.87E+00
69,2.43E-03,2.23E-03,2.25E-03,2.19E+00
70,2.63E-03,2.18E-03,2.19E-03,1.46E+00
71,2.51E-03,2.32E-03,2.09E-03,1.66E+00
72,2.70E-03,2.26E-03,2.03E-03,1.16E+00
73,2.58E-03,2.38E-03,1.91E-03,1.29E+00
74,2.77E-03,2.31E-03,1.86E-03,9.01E-01
75,2.66E-03,2.44E-03,1.74E-03,9.67E-01
76,2.84E-03,2.36E-03,1.69E-03,7.07E-01
77,2.73E-03,2.47E-03,1.56E-03,7.14E-01
78,2.92E-03,2.38E-03,1.52E-03,5.65E-01
79,2.81E-03,2.49E-03,1.38E-03,5.70E-01
80,2.99E-03,2.39E-03,1.34E-03,4.84E-01
81,2.89E-03,2.50E-03,1.19E-03,4.85E-01
82,2.94E-03,-2.45E-03,1.10E-03,3.36E-01
83,3.15E-03,-2.24E-03,1.40E-03,3.41E-01
84,3.07E-03,2.39E-03,1.17E-03,4.56E-01
85,2.97E-03,2.48E-03,1.01E-03,4.39E-01
86,3.14E-03,2.37E-03,9.94E-04,4.33E-01
87,3.05E-03,2.45E-03,8.29E-04,3.91E-01
88,3.22E-03,2.34E-03,8.21E-04,4.16E-01
