Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,9.13E-04,-3.64E-12,-1.47E-02,2.90E-01, null
1,8.91E-04,1.46E-11,-1.46E-02,2.79E-01, null
2,9.69E-04,7.28E-12,-1.46E-02,1.98E-01, null
3,8.77E-04,-7.28E-12,-1.34E-02,2.55E-01, null
4,9.10E-04,7.28E-12,-1.33E-02,2.40E-01, null
5,1.03E-03,0.00E+00,-1.33E-02,1.30E-01, null
6,5.46E-04,0.00E+00,-1.48E-02,3.02E-01, null
7,6.92E-04,0.00E+00,-1.48E-02,2.93E-01, null
8,6.22E-04,0.00E+00,-1.49E-02,3.00E-01, null
9,2.63E-04,1.27E-11,-1.49E-02,3.00E-01, null
10,2.89E-04,0.00E+00,-1.49E-02,3.00E-01, null
11,2.70E-04,-1.82E-12,-1.48E-02,3.01E-01, null
12,9.92E-04,-3.64E-12,-1.49E-02,2.08E-01, null
13,1.16E-03,0.00E+00,-1.49E-02,0.00E+00,1.27E+01
14,1.16E-03,0.00E+00,-1.46E-02,0.00E+00,1.23E+01
15,1.10E-03,0.00E+00,-1.47E-02,8.04E-02, null
16,6.32E-04,1.82E-12,-1.41E-02,3.32E-01, null
17,6.17E-04,-7.28E-12,-1.41E-02,3.35E-01, null
18,6.01E-04,1.82E-12,-1.41E-02,3.38E-01, null
19,9.22E-04,-7.28E-12,-1.31E-02,2.30E-01, null
20,1.04E-03,0.00E+00,-1.31E-02,1.22E-01, null
21,9.71E-04,-1.82E-12,-1.39E-02,1.99E-01, null
22,9.26E-04,-1.82E-12,-1.38E-02,2.44E-01, null
23,1.15E-03,2.27E-12,-1.35E-02,1.02E-02, null
24,1.16E-03,2.27E-12,-1.35E-02,0.00E+00,6.69E+00
25,8.99E-04,-7.28E-12,-1.49E-02,3.00E-01, null
26,4.67E-04,7.28E-12,-1.46E-02,3.10E-01, null
27,6.84E-04,9.09E-12,-1.44E-02,3.20E-01, null
28,4.93E-04,0.00E+00,-1.46E-02,3.07E-01, null
29,6.84E-04,0.00E+00,-1.44E-02,3.19E-01, null
30,3.93E-04,0.00E+00,-1.46E-02,3.06E-01, null
31,1.16E-03,0.00E+00,-1.41E-02,0.00E+00,8.56E+00
32,1.16E-03,-7.28E-12,-1.43E-02,0.00E+00,9.57E+00
33,1.07E-03,7.28E-12,-1.43E-02,9.47E-02, null
34,1.16E-03,4.55E-13,-1.35E-02,0.00E+00,6.67E+00
35,1.16E-03,0.00E+00,-1.41E-02,0.00E+00,8.30E+00
36,1.13E-03,0.00E+00,-1.41E-02,3.03E-02, null
37,5.32E-04,0.00E+00,-1.40E-02,3.39E-01, null
38,5.81E-04,0.00E+00,-1.41E-02,3.37E-01, null
39,9.25E-04,3.64E-12,-1.39E-02,2.47E-01, null
40,9.22E-04,0.00E+00,-1.39E-02,2.45E-01, null
41,7.39E-04,0.00E+00,-1.40E-02,3.00E-01, null
42,1.16E-03,0.00E+00,-1.46E-02,0.00E+00,1.19E+01
43,1.16E-03,7.28E-12,-1.32E-02,0.00E+00,6.12E+00
44,7.16E-04,0.00E+00,-1.44E-02,3.14E-01, null
45,6.49E-04,0.00E+00,-1.42E-02,3.29E-01, null
46,9.06E-04,0.00E+00,-1.42E-02,2.62E-01, null
47,1.16E-03,-3.64E-12,-1.45E-02,0.00E+00,1.14E+01
48,1.02E-03,0.00E+00,-1.45E-02,1.47E-01, null
