Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.40E-03,-1.46E-04,1.37E-03,4.52E-02
1,3.43E-03,3.31E-05,1.39E-03,4.31E-02
2,3.32E-03,-3.59E-05,1.54E-03,4.83E-02
3,2.12E-03,-1.11E-03,1.13E-03,6.07E-01
4,2.20E-03,-1.13E-03,9.50E-04,5.73E-01
5,2.36E-03,-1.05E-03,1.01E-03,3.49E-01
6,2.30E-03,-1.01E-03,1.23E-03,2.96E-01
7,2.05E-03,-1.06E-03,1.30E-03,7.16E-01
8,2.19E-03,-9.44E-04,1.42E-03,3.55E-01
9,1.98E-03,-9.76E-04,1.46E-03,8.58E-01
10,2.12E-03,-8.47E-04,1.57E-03,4.27E-01
11,1.92E-03,-8.64E-04,1.61E-03,1.09E+00
12,2.07E-03,-7.30E-04,1.69E-03,5.40E-01
13,1.87E-03,-7.27E-04,1.74E-03,1.32E+00
14,2.02E-03,-5.87E-04,1.80E-03,6.33E-01
15,1.82E-03,-5.68E-04,1.84E-03,1.51E+00
16,1.99E-03,-4.26E-04,1.88E-03,6.71E-01
17,1.79E-03,-3.93E-04,1.92E-03,1.75E+00
18,1.97E-03,-2.66E-04,1.94E-03,7.59E-01
19,1.77E-03,-2.06E-04,1.97E-03,1.92E+00
20,1.96E-03,-8.84E-05,1.97E-03,7.63E-01
21,1.76E-03,-1.24E-05,1.99E-03,2.00E+00
22,1.96E-03,9.49E-05,1.97E-03,7.57E-01
23,1.76E-03,1.82E-04,1.98E-03,1.90E+00
24,1.96E-03,2.69E-04,1.95E-03,7.84E-01
25,1.78E-03,3.72E-04,1.94E-03,1.78E+00
26,1.99E-03,4.40E-04,1.90E-03,7.41E-01
27,1.81E-03,5.51E-04,1.87E-03,1.62E+00
28,2.02E-03,6.01E-04,1.82E-03,6.13E-01
29,1.85E-03,7.16E-04,1.77E-03,1.38E+00
30,2.06E-03,7.42E-04,1.72E-03,5.60E-01
31,1.90E-03,8.60E-04,1.65E-03,1.16E+00
32,2.11E-03,8.64E-04,1.60E-03,4.62E-01
33,1.96E-03,9.80E-04,1.51E-03,9.20E-01
34,2.17E-03,9.63E-04,1.45E-03,3.52E-01
35,2.03E-03,1.07E-03,1.35E-03,7.28E-01
36,2.23E-03,1.04E-03,1.30E-03,3.10E-01
37,2.10E-03,1.13E-03,1.18E-03,5.98E-01
38,2.31E-03,1.08E-03,1.14E-03,3.02E-01
39,2.17E-03,1.16E-03,1.01E-03,5.07E-01
40,2.38E-03,1.09E-03,9.75E-04,3.03E-01
41,2.27E-03,-1.12E-03,7.72E-04,5.26E-01
42,2.25E-03,1.16E-03,8.26E-04,4.89E-01
43,2.51E-03,-9.72E-04,1.06E-03,1.78E-01
44,2.44E-03,1.07E-03,8.10E-04,3.40E-01
45,2.32E-03,1.13E-03,6.50E-04,4.98E-01
46,2.51E-03,1.02E-03,6.45E-04,3.64E-01
47,2.39E-03,1.06E-03,4.82E-04,5.00E-01
48,3.27E-03,-2.09E-04,1.53E-03,5.10E-02
49,2.58E-03,9.40E-04,4.96E-04,3.73E-01
50,3.32E-03,1.45E-04,1.52E-03,4.91E-02
51,3.48E-03,-9.27E-06,1.17E-03,4.78E-02
52,2.46E-03,9.59E-04,3.28E-04,5.26E-01
53,2.65E-03,8.34E-04,3.71E-04,3.83E-01
54,2.52E-03,8.34E-04,1.91E-04,5.68E-01
55,2.70E-03,7.05E-04,2.53E-04,4.17E-01
56,2.57E-03,6.86E-04,7.49E-05,5.93E-01
57,2.73E-03,5.55E-04,1.47E-04,4.34E-01
58,2.61E-03,5.18E-04,-1.62E-05,6.40E-01
59,2.75E-03,4.06E-04,6.84E-05,4.70E-01
60,2.63E-03,3.36E-04,-7.99E-05,6.70E-01
61,2.36E-03,-9.06E-04,1.38E-03,1.72E-01
62,2.77E-03,2.27E-04,1.97E-05,4.81E-01
63,2.65E-03,1.45E-04,-1.15E-04,6.89E-01
64,2.32E-03,-8.20E-04,1.53E-03,1.50E-01
65,2.49E-03,-1.01E-03,7.97E-04,3.11E-01
66,2.78E-03,4.48E-05,7.05E-06,4.59E-01
67,2.25E-03,-7.08E-04,1.66E-03,1.73E-01
68,2.65E-03,-4.94E-05,-1.19E-04,6.93E-01
69,2.50E-03,-9.11E-04,1.26E-03,1.15E-01
70,2.78E-03,-1.40E-04,2.01E-05,4.46E-01
71,2.19E-03,-6.09E-04,1.76E-03,2.34E-01
72,2.64E-03,-2.42E-04,-9.39E-05,6.77E-01
73,2.20E-03,-4.34E-04,1.85E-03,1.74E-01
74,2.76E-03,-3.18E-04,5.93E-05,4.42E-01
75,2.62E-03,-4.27E-04,-3.90E-05,6.78E-01
76,2.15E-03,-2.86E-04,1.91E-03,2.15E-01
77,2.74E-03,-4.86E-04,1.26E-04,4.57E-01
78,2.10E-03,-1.55E-04,1.95E-03,2.59E-01
79,2.58E-03,-6.00E-04,4.38E-05,6.54E-01
80,2.70E-03,-6.39E-04,2.17E-04,4.22E-01
81,2.16E-03,9.36E-06,1.95E-03,1.83E-01
82,2.54E-03,-7.55E-04,1.52E-04,5.99E-01
83,3.32E-03,-3.09E-04,1.35E-03,4.90E-02
84,2.15E-03,1.95E-04,1.94E-03,2.06E-01
85,2.65E-03,-7.73E-04,3.36E-04,4.03E-01
86,2.48E-03,-8.88E-04,2.83E-04,5.77E-01
87,2.11E-03,3.49E-04,1.91E-03,2.84E-01
88,2.60E-03,-8.85E-04,4.73E-04,3.82E-01
89,2.17E-03,4.88E-04,1.85E-03,1.91E-01
90,2.42E-03,-9.95E-04,4.33E-04,5.47E-01
91,2.52E-03,-9.74E-04,6.09E-04,3.83E-01
92,2.22E-03,6.45E-04,1.75E-03,1.62E-01
93,3.42E-03,-2.21E-04,1.18E-03,4.80E-02
94,3.16E-03,-8.75E-05,1.66E-03,6.30E-02
95,2.35E-03,-1.07E-03,5.97E-04,5.34E-01
96,3.44E-03,2.11E-04,1.26E-03,4.46E-02
97,2.22E-03,7.67E-04,1.66E-03,2.00E-01
98,3.18E-03,8.13E-05,1.65E-03,6.27E-02
99,3.38E-03,2.27E-04,1.41E-03,4.45E-02
100,2.31E-03,8.49E-04,1.55E-03,1.48E-01
101,2.38E-03,9.37E-04,1.39E-03,1.47E-01
102,2.66E-03,-8.85E-04,1.11E-03,8.41E-02
103,2.40E-03,1.00E-03,1.25E-03,1.75E-01
104,2.65E-03,-8.18E-04,1.32E-03,6.15E-02
105,2.50E-03,1.01E-03,1.12E-03,1.78E-01
106,2.81E-03,-7.91E-04,1.17E-03,3.76E-02
107,2.79E-03,-7.25E-04,1.36E-03,4.32E-02
108,2.58E-03,1.00E-03,9.42E-04,1.85E-01
109,2.95E-03,-6.89E-04,1.22E-03,3.95E-02
110,2.60E-03,9.87E-04,7.92E-04,2.31E-01
111,2.95E-03,-6.12E-04,1.40E-03,5.09E-02
112,3.09E-03,-5.77E-04,1.26E-03,5.14E-02
113,2.72E-03,8.99E-04,6.83E-04,1.96E-01
114,2.67E-03,-9.09E-04,8.84E-04,1.37E-01
115,3.07E-03,-4.96E-04,1.45E-03,5.63E-02
116,2.76E-03,8.25E-04,5.38E-04,2.18E-01
117,3.22E-03,-4.52E-04,1.31E-03,5.40E-02
118,2.84E-03,-8.05E-04,9.46E-04,5.09E-02
119,3.18E-03,-3.63E-04,1.49E-03,5.61E-02
120,2.85E-03,7.02E-04,4.64E-04,1.84E-01
121,2.94E-03,-7.30E-04,1.06E-03,3.39E-02
122,2.88E-03,5.60E-04,3.32E-04,2.04E-01
123,3.08E-03,-6.28E-04,1.08E-03,4.38E-02
124,2.88E-03,4.16E-04,2.17E-04,2.38E-01
125,3.21E-03,-5.10E-04,1.12E-03,5.25E-02
126,2.86E-03,2.87E-04,1.34E-04,2.75E-01
127,3.32E-03,-3.76E-04,1.16E-03,5.28E-02
128,2.89E-03,1.36E-04,1.31E-04,2.46E-01
129,2.91E-03,-4.69E-05,1.41E-04,2.24E-01
130,2.90E-03,-2.20E-04,1.67E-04,2.09E-01
131,2.88E-03,-3.79E-04,2.15E-04,2.14E-01
132,2.85E-03,-5.30E-04,2.96E-04,2.09E-01
133,2.80E-03,-6.60E-04,3.75E-04,2.27E-01
134,2.78E-03,-7.64E-04,5.35E-04,1.76E-01
135,2.66E-03,-8.90E-04,6.51E-04,2.18E-01
136,2.49E-03,-8.13E-04,1.45E-03,8.77E-02
137,2.63E-03,-7.10E-04,1.51E-03,5.71E-02
138,2.76E-03,-6.18E-04,1.54E-03,5.46E-02
139,2.90E-03,-5.06E-04,1.57E-03,6.32E-02
140,3.01E-03,-3.85E-04,1.61E-03,6.72E-02
141,3.10E-03,-2.44E-04,1.64E-03,6.71E-02
142,3.44E-03,2.05E-04,1.04E-03,5.41E-02
143,3.44E-03,-1.37E-04,1.03E-03,5.30E-02
144,2.82E-03,-8.00E-04,7.59E-04,8.42E-02
145,3.17E-03,2.53E-04,1.62E-03,6.41E-02
146,3.00E-03,-6.87E-04,8.76E-04,3.62E-02
147,3.27E-03,3.22E-04,1.49E-03,5.45E-02
148,3.16E-03,-5.41E-04,9.20E-04,5.29E-02
149,3.29E-03,-4.11E-04,9.75E-04,5.98E-02
150,3.38E-03,-2.72E-04,1.01E-03,5.54E-02
151,3.33E-03,3.70E-04,1.33E-03,4.93E-02
152,3.03E-03,2.56E-05,1.74E-03,7.97E-02
153,2.47E-03,-6.58E-04,1.64E-03,6.81E-02
154,2.35E-03,-5.62E-04,1.75E-03,8.33E-02
155,2.35E-03,-2.80E-04,1.88E-03,5.62E-02
156,2.27E-03,-1.42E-04,1.93E-03,7.37E-02
157,3.44E-03,1.95E-05,9.14E-04,6.20E-02
158,2.34E-03,1.61E-04,1.92E-03,8.05E-02
159,3.37E-03,3.78E-04,1.14E-03,5.15E-02
160,2.28E-03,3.43E-04,1.89E-03,7.79E-02
161,2.99E-03,-1.16E-04,1.74E-03,8.02E-02
162,2.40E-03,5.23E-04,1.79E-03,7.29E-02
163,2.39E-03,7.12E-04,1.66E-03,9.03E-02
164,3.03E-03,1.79E-04,1.72E-03,8.19E-02
165,2.58E-03,8.00E-04,1.48E-03,8.57E-02
166,2.56E-03,9.23E-04,1.28E-03,1.14E-01
167,2.74E-03,8.94E-04,1.11E-03,9.90E-02
168,2.74E-03,9.12E-04,8.86E-04,1.33E-01
169,2.91E-03,7.47E-04,6.63E-04,1.01E-01
170,3.03E-03,3.93E-04,3.85E-04,1.02E-01
171,2.98E-03,2.46E-04,2.54E-04,1.41E-01
172,3.02E-03,5.06E-05,2.65E-04,9.81E-02
173,3.03E-03,-1.47E-04,2.93E-04,8.58E-02
