Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,2.53E-03,-1.32E-04,1.09E-03,5.56E-01
1,2.57E-03,3.31E-05,1.10E-03,5.04E-01
2,2.45E-03,-2.48E-05,1.24E-03,6.21E-01
3,1.75E-03,-7.19E-04,8.02E-04,4.89E+00
4,1.89E-03,-6.47E-04,8.56E-04,2.27E+00
5,1.67E-03,-6.94E-04,9.76E-04,6.07E+00
6,1.82E-03,-5.89E-04,1.08E-03,2.26E+00
7,1.59E-03,-6.19E-04,1.14E-03,8.75E+00
8,1.71E-03,-5.18E-04,1.22E-03,4.56E+00
9,1.53E-03,-5.02E-04,1.28E-03,1.11E+01
10,1.72E-03,-3.81E-04,1.33E-03,3.32E+00
11,1.48E-03,-3.49E-04,1.38E-03,1.26E+01
12,1.66E-03,-2.15E-04,1.42E-03,3.97E+00
13,1.45E-03,-1.71E-04,1.45E-03,1.37E+01
14,1.64E-03,-4.74E-05,1.46E-03,3.88E+00
15,1.44E-03,1.95E-05,1.47E-03,1.48E+01
16,1.64E-03,1.20E-04,1.45E-03,4.68E+00
17,1.45E-03,2.10E-04,1.45E-03,1.52E+01
18,1.66E-03,2.82E-04,1.41E-03,5.61E+00
19,1.48E-03,3.88E-04,1.38E-03,1.37E+01
20,1.70E-03,4.25E-04,1.33E-03,4.73E+00
21,1.53E-03,5.40E-04,1.27E-03,1.08E+01
22,1.75E-03,5.43E-04,1.22E-03,3.55E+00
23,1.59E-03,6.57E-04,1.13E-03,8.74E+00
24,1.82E-03,6.28E-04,1.08E-03,2.66E+00
25,1.67E-03,7.30E-04,9.71E-04,6.73E+00
26,1.89E-03,6.69E-04,9.35E-04,1.99E+00
27,1.82E-03,-6.95E-04,6.29E-04,3.98E+00
28,1.74E-03,7.54E-04,7.98E-04,5.05E+00
29,1.96E-03,6.66E-04,7.84E-04,1.97E+00
30,1.94E-03,-5.77E-04,1.02E-03,1.16E+00
31,2.39E-03,-1.91E-04,1.21E-03,7.09E-01
32,1.82E-03,7.29E-04,6.25E-04,3.95E+00
33,2.43E-03,1.83E-04,1.23E-03,6.34E-01
34,2.03E-03,6.19E-04,6.35E-04,2.16E+00
35,1.90E-03,6.54E-04,4.64E-04,4.27E+00
36,2.09E-03,5.31E-04,4.98E-04,2.78E+00
37,1.96E-03,5.37E-04,3.25E-04,4.98E+00
38,2.14E-03,4.04E-04,3.88E-04,2.97E+00
39,2.01E-03,3.84E-04,2.19E-04,5.75E+00
40,2.18E-03,2.51E-04,3.13E-04,2.98E+00
41,1.90E-03,-4.57E-04,1.22E-03,9.18E-01
42,2.04E-03,2.06E-04,1.53E-04,5.74E+00
43,2.20E-03,8.46E-05,2.77E-04,3.08E+00
44,2.02E-03,-5.91E-04,6.86E-04,2.16E+00
45,2.05E-03,1.54E-05,1.31E-04,6.04E+00
46,1.85E-03,-2.23E-04,1.39E-03,7.20E-01
47,2.04E-03,-5.69E-04,9.09E-04,1.19E+00
48,2.19E-03,-8.53E-05,2.81E-04,3.33E+00
49,2.00E-03,-5.16E-04,1.09E-03,8.50E-01
50,1.82E-03,-9.10E-05,1.43E-03,8.87E-01
51,2.04E-03,-1.75E-04,1.54E-04,6.07E+00
52,2.06E-03,-5.69E-04,8.42E-04,1.28E+00
53,2.17E-03,-2.53E-04,3.28E-04,3.12E+00
54,2.43E-03,-2.71E-04,1.05E-03,7.05E-01
55,1.82E-03,5.93E-05,1.44E-03,8.26E-01
56,2.01E-03,-3.53E-04,2.22E-04,5.31E+00
57,1.80E-03,1.90E-04,1.42E-03,1.11E+00
58,2.13E-03,-3.98E-04,4.07E-04,3.03E+00
59,1.96E-03,-5.05E-04,3.28E-04,4.54E+00
60,1.85E-03,3.07E-04,1.37E-03,1.15E+00
61,2.08E-03,-5.14E-04,5.19E-04,2.73E+00
62,2.53E-03,-1.86E-04,9.03E-04,6.91E-01
63,2.29E-03,9.12E-05,1.33E-03,7.27E-01
64,1.90E-03,4.26E-04,1.29E-03,9.09E-01
65,1.90E-03,-6.22E-04,4.67E-04,3.89E+00
66,2.51E-03,2.63E-04,1.03E-03,6.34E-01
67,1.96E-03,5.20E-04,1.18E-03,6.97E-01
68,2.03E-03,5.74E-04,1.04E-03,5.96E-01
69,2.09E-03,5.86E-04,9.21E-04,7.03E-01
70,2.16E-03,5.62E-04,7.92E-04,7.85E-01
71,2.18E-03,-4.83E-04,9.61E-04,8.84E-01
72,2.22E-03,5.01E-04,6.60E-04,8.68E-01
73,2.26E-03,4.07E-04,5.48E-04,1.14E+00
74,2.11E-03,-4.19E-04,1.16E-03,9.00E-01
75,2.30E-03,2.72E-04,4.72E-04,1.06E+00
76,2.30E-03,-8.42E-05,1.32E-03,8.04E-01
77,2.32E-03,1.39E-04,4.26E-04,1.16E+00
78,2.27E-03,-4.38E-04,7.93E-04,9.12E-01
79,2.31E-03,-3.85E-04,1.01E-03,7.55E-01
80,2.41E-03,-3.26E-04,8.60E-04,8.14E-01
81,2.32E-03,-1.38E-05,4.14E-04,1.22E+00
82,2.31E-03,-1.57E-04,4.38E-04,1.34E+00
83,2.28E-03,-3.00E-04,4.99E-04,1.42E+00
84,2.23E-03,-4.16E-04,5.89E-04,1.36E+00
85,1.90E-03,-3.40E-04,1.32E-03,7.24E-01
86,2.59E-03,-3.72E-05,9.96E-04,4.94E-01
87,2.16E-03,-5.02E-04,6.75E-04,1.35E+00
88,2.15E-03,-5.19E-04,7.93E-04,1.16E+00
89,2.28E-03,-3.27E-04,1.16E-03,8.18E-01
90,2.23E-03,2.67E-04,1.29E-03,7.33E-01
91,2.30E-03,3.77E-04,1.15E-03,6.55E-01
92,2.35E-03,-3.32E-04,6.75E-04,9.50E-01
93,2.60E-03,9.72E-05,9.55E-04,5.63E-01
94,2.45E-03,-2.42E-04,7.44E-04,9.35E-01
95,2.00E-03,-3.59E-04,1.28E-03,8.94E-01
96,2.51E-03,-1.10E-04,7.11E-04,9.75E-01
97,2.59E-03,-4.42E-05,8.87E-04,6.29E-01
98,2.26E-03,-2.21E-04,1.27E-03,8.58E-01
99,2.00E-03,-1.17E-04,1.40E-03,1.01E+00
100,1.96E-03,7.19E-06,1.42E-03,1.06E+00
101,2.14E-03,-2.99E-04,1.27E-03,9.34E-01
102,1.98E-03,1.63E-04,1.40E-03,7.32E-01
103,2.22E-03,-4.12E-04,1.08E-03,8.65E-01
104,2.12E-03,8.79E-06,1.39E-03,8.79E-01
105,2.14E-03,1.73E-04,1.36E-03,7.65E-01
106,2.04E-03,3.01E-04,1.34E-03,5.57E-01
107,2.10E-03,4.07E-04,1.24E-03,4.93E-01
108,2.13E-03,4.84E-04,1.13E-03,5.28E-01
109,2.01E-03,-2.56E-04,1.34E-03,9.41E-01
110,2.21E-03,4.94E-04,1.03E-03,5.86E-01
111,2.27E-03,4.85E-04,9.32E-04,7.01E-01
112,2.33E-03,4.46E-04,8.20E-04,7.42E-01
113,2.36E-03,3.86E-04,6.98E-04,8.95E-01
114,2.37E-03,3.04E-04,5.98E-04,1.03E+00
115,2.41E-03,1.85E-04,5.69E-04,1.08E+00
116,2.43E-03,4.16E-05,5.53E-04,1.15E+00
117,2.42E-03,-9.36E-05,5.63E-04,1.11E+00
118,2.38E-03,3.97E-04,9.93E-04,7.27E-01
119,2.40E-03,-2.12E-04,5.98E-04,1.04E+00
120,2.57E-03,9.47E-05,8.29E-04,7.21E-01
121,2.15E-03,-1.67E-04,1.34E-03,9.51E-01
122,2.44E-03,3.51E-04,8.65E-04,7.70E-01
123,2.54E-03,2.14E-04,8.65E-04,6.99E-01
124,2.48E-03,-2.11E-05,6.24E-04,1.18E+00
125,2.52E-03,8.16E-05,6.91E-04,1.04E+00
126,2.48E-03,2.47E-04,7.24E-04,9.71E-01
127,2.36E-03,4.22E-04,9.06E-04,7.86E-01
128,2.54E-03,1.63E-04,7.75E-04,8.16E-01
129,1.55E-03,-7.95E-04,1.08E-03,9.53E+00
130,1.91E-03,-7.03E-04,2.67E-04,3.10E+00
131,1.45E-03,-7.05E-04,1.27E-03,1.17E+01
132,1.53E-03,8.56E-04,1.08E-03,9.26E+00
133,1.39E-03,5.53E-04,1.41E-03,1.40E+01
134,1.64E-03,-8.50E-04,8.86E-04,6.93E+00
135,1.73E-03,-8.55E-04,6.82E-04,4.91E+00
136,1.33E-03,3.63E-04,1.53E-03,1.64E+01
137,2.03E-03,3.60E-04,9.08E-06,4.72E+00
138,1.33E-03,1.22E-04,1.57E-03,1.83E+01
139,1.98E-03,-5.15E-04,1.29E-04,3.77E+00
140,1.82E-03,8.54E-04,4.51E-04,3.76E+00
141,1.33E-03,-9.58E-05,1.57E-03,1.82E+01
142,1.98E-03,5.67E-04,1.14E-04,4.11E+00
143,1.82E-03,-8.20E-04,4.59E-04,3.50E+00
144,1.33E-03,-3.26E-04,1.53E-03,1.62E+01
145,1.91E-03,7.35E-04,2.65E-04,3.48E+00
146,2.05E-03,-8.43E-05,-1.75E-05,5.25E+00
147,-9.10E-04,1.37E-03,1.26E-03,1.99E+01
148,-8.36E-04,1.27E-03,1.40E-03,1.83E+01
149,-7.35E-04,1.39E-03,1.34E-03,2.13E+01
150,1.45E-03,7.37E-04,1.27E-03,1.18E+01
151,-1.36E-03,1.41E-03,6.52E-04,1.19E+01
152,-1.44E-03,1.27E-03,7.52E-04,1.19E+01
153,-1.30E-03,1.37E-03,8.32E-04,1.55E+01
154,-1.36E-03,1.53E-03,2.84E-04,7.28E+00
155,-1.49E-03,1.40E-03,3.26E-04,7.14E+00
156,-1.38E-03,1.46E-03,4.66E-04,9.44E+00
157,1.73E-03,9.16E-04,6.59E-04,5.10E+00
158,-1.20E-03,1.68E-03,-3.06E-05,4.20E+00
159,-1.37E-03,1.55E-03,-8.34E-05,3.42E+00
160,-1.30E-03,1.60E-03,1.15E-04,4.91E+00
161,2.53E-04,1.77E-03,1.05E-03,1.46E+01
162,4.47E-04,1.75E-03,1.01E-03,1.40E+01
163,3.35E-04,1.84E-03,8.89E-04,1.34E+01
164,3.78E-04,1.97E-03,5.26E-04,8.01E+00
165,5.47E-04,1.96E-03,3.79E-04,5.73E+00
166,3.35E-04,2.01E-03,3.42E-04,6.67E+00
167,-1.07E-03,1.77E-03,-1.49E-04,5.51E+00
168,-1.23E-03,1.64E-03,-2.52E-04,4.24E+00
169,1.35E-04,1.69E-03,1.18E-03,1.75E+01
170,3.52E-04,1.65E-03,1.20E-03,1.56E+01
171,1.63E-03,9.16E-04,8.74E-04,7.20E+00
172,1.37E-03,-5.40E-04,1.43E-03,1.45E+01
173,-1.36E-03,1.21E-03,9.67E-04,1.38E+01
174,-1.20E-03,1.35E-03,9.98E-04,1.52E+01
175,2.03E-03,-3.17E-04,6.31E-07,4.26E+00
176,-1.22E-05,1.62E-03,1.29E-03,1.99E+01
177,2.00E-04,1.56E-03,1.35E-03,1.66E+01
178,-1.81E-04,2.05E-03,-2.09E-04,1.13E+01
179,-2.22E-04,2.02E-03,-3.95E-04,8.76E+00
180,-3.63E-04,2.02E-03,-2.71E-04,9.85E+00
181,2.05E-03,1.27E-04,-1.54E-05,5.12E+00
182,-5.50E-04,1.97E-03,-2.96E-04,9.47E+00
183,-6.53E-04,1.90E-03,-4.86E-04,6.90E+00
184,-7.35E-04,1.91E-03,-2.84E-04,8.39E+00
185,-1.07E-03,1.35E-03,1.14E-03,1.94E+01
186,-1.03E-03,1.24E-03,1.30E-03,1.80E+01
187,-5.50E-04,1.43E-03,1.38E-03,2.52E+01
188,-4.30E-04,1.35E-03,1.50E-03,2.14E+01
189,-3.63E-04,1.49E-03,1.39E-03,2.33E+01
190,1.34E-04,2.07E-03,1.55E-05,9.80E+00
191,1.93E-04,2.05E-03,-2.04E-04,7.66E+00
192,-1.24E-05,2.07E-03,-1.12E-04,1.00E+01
193,4.43E-04,2.01E-03,1.79E-04,6.72E+00
194,2.52E-04,2.05E-03,1.69E-04,7.69E+00
195,-1.65E-06,2.04E-03,-3.36E-04,8.22E+00
196,-8.64E-04,1.83E-03,-4.47E-04,6.42E+00
197,-9.10E-04,1.84E-03,-2.34E-04,7.90E+00
198,-4.32E-04,1.97E-03,-4.47E-04,8.02E+00
199,-1.06E-03,1.74E-03,-3.76E-04,5.60E+00
200,-5.51E-04,-1.41E-03,1.38E-03,1.84E+01
201,-6.47E-04,-1.28E-03,1.46E-03,1.98E+01
202,-7.36E-04,-1.37E-03,1.33E-03,1.89E+01
203,-7.34E-04,-1.88E-03,-2.94E-04,7.60E+00
204,-6.25E-04,-1.89E-03,-4.68E-04,7.10E+00
205,-5.49E-04,-1.94E-03,-3.06E-04,9.90E+00
206,-1.38E-03,-1.44E-03,4.57E-04,9.68E+00
207,-1.48E-03,-1.37E-03,3.24E-04,7.05E+00
208,-1.36E-03,-1.50E-03,2.75E-04,6.56E+00
209,-1.44E-03,-1.45E-03,1.20E-04,4.09E+00
210,-1.30E-03,-1.58E-03,1.06E-04,4.59E+00
211,2.53E-04,-1.74E-03,1.04E-03,1.68E+01
212,3.48E-04,-1.62E-03,1.19E-03,1.57E+01
213,1.35E-04,-1.67E-03,1.18E-03,1.72E+01
214,-1.48E-03,1.33E-03,5.42E-04,9.69E+00
215,3.35E-04,-1.99E-03,3.33E-04,7.28E+00
216,5.46E-04,-1.93E-03,3.80E-04,5.56E+00
217,3.78E-04,-1.94E-03,5.17E-04,8.23E+00
218,2.52E-04,-2.02E-03,1.60E-04,8.03E+00
219,4.50E-04,-1.98E-03,1.74E-04,5.87E+00
220,5.22E-04,1.83E-03,8.23E-04,1.18E+01
221,3.78E-04,1.91E-03,7.11E-04,1.10E+01
222,1.90E-04,-1.53E-03,1.35E-03,1.63E+01
223,-1.25E-05,-1.59E-03,1.28E-03,1.96E+01
224,-1.80E-04,-2.02E-03,-2.19E-04,9.95E+00
225,1.30E-05,-2.01E-03,-3.42E-04,8.22E+00
226,-1.21E-05,-2.04E-03,-1.22E-04,1.00E+01
227,-1.20E-03,-1.33E-03,9.90E-04,1.62E+01
228,-1.37E-03,-1.19E-03,9.55E-04,1.48E+01
229,-1.30E-03,-1.35E-03,8.24E-04,1.42E+01
230,5.45E-04,1.90E-03,6.15E-04,8.79E+00
231,2.03E-04,-2.02E-03,-2.00E-04,8.28E+00
232,1.35E-04,-2.04E-03,6.14E-06,8.67E+00
233,-1.44E-03,1.47E-03,1.23E-04,4.83E+00
234,-1.36E-03,-1.39E-03,6.44E-04,1.15E+01
235,-1.49E-03,-1.30E-03,5.34E-04,1.01E+01
236,-1.81E-04,-1.53E-03,1.35E-03,2.00E+01
237,-2.37E-04,-1.39E-03,1.48E-03,1.89E+01
238,-3.63E-04,-1.46E-03,1.38E-03,2.19E+01
239,-9.09E-04,-1.81E-03,-2.44E-04,6.26E+00
240,-8.32E-04,-1.80E-03,-4.74E-04,5.92E+00
241,-1.07E-03,-1.33E-03,1.13E-03,1.61E+01
242,-1.23E-03,-1.18E-03,1.14E-03,1.56E+01
243,-8.51E-04,-1.24E-03,1.39E-03,1.87E+01
244,-9.10E-04,-1.34E-03,1.25E-03,1.75E+01
245,-4.16E-04,-1.95E-03,-4.59E-04,7.73E+00
246,-3.62E-04,-1.99E-03,-2.81E-04,9.71E+00
247,3.49E-04,2.04E-03,-3.59E-05,7.39E+00
248,-1.07E-03,-1.74E-03,-1.58E-04,5.94E+00
249,-1.05E-03,-1.71E-03,-3.97E-04,5.34E+00
250,-2.18E-04,1.41E-03,1.49E-03,1.99E+01
251,-1.81E-04,1.55E-03,1.36E-03,2.34E+01
252,6.33E-06,1.47E-03,1.45E-03,1.76E+01
253,-6.40E-04,1.31E-03,1.47E-03,2.11E+01
254,-1.22E-03,1.20E-03,1.16E-03,1.59E+01
255,-1.95E-03,4.43E-05,-6.42E-04,1.14E+00
256,-2.01E-03,3.26E-05,-4.24E-04,1.68E+00
257,-1.98E-03,1.82E-04,-5.44E-04,1.33E+00
258,-1.87E-03,7.37E-05,-8.50E-04,7.62E-01
259,-1.91E-03,-8.87E-05,-7.52E-04,9.95E-01
260,-1.92E-03,2.04E-04,-7.14E-04,1.00E+00
261,-1.70E-03,-1.14E-03,1.56E-04,4.35E+00
262,-1.57E-03,-1.30E-03,1.57E-04,4.69E+00
263,-1.62E-03,-1.20E-03,3.90E-04,7.07E+00
264,-3.82E-04,5.15E-05,2.02E-03,2.88E+00
265,-3.82E-04,2.45E-04,2.01E-03,3.91E+00
266,-5.49E-04,2.02E-04,1.97E-03,6.89E+00
267,-4.73E-04,3.75E-04,1.97E-03,6.87E+00
268,-2.03E-03,-4.10E-05,3.32E-04,5.23E+00
269,-2.03E-03,1.33E-04,3.32E-04,5.17E+00
270,-2.05E-03,8.51E-06,1.51E-04,4.11E+00
271,-1.57E-03,1.33E-03,-1.99E-04,2.55E+00
272,-1.62E-03,1.28E-03,-5.52E-05,3.03E+00
273,-1.52E-03,1.40E-03,-4.48E-05,3.15E+00
274,-2.01E-03,-1.56E-04,-3.83E-04,1.84E+00
275,-2.04E-03,-8.00E-05,-2.46E-04,2.24E+00
276,2.02E-03,1.36E-04,-3.55E-04,2.39E+00
277,2.04E-03,2.35E-04,-1.83E-04,3.31E+00
278,2.05E-03,2.84E-05,-1.88E-04,3.54E+00
279,7.96E-04,-3.67E-04,-1.86E-03,3.81E+00
280,8.87E-04,-5.41E-04,-1.77E-03,2.40E+00
281,6.90E-04,-5.35E-04,-1.86E-03,4.30E+00
282,2.00E-03,3.28E-04,-3.55E-04,2.18E+00
283,8.61E-04,-1.81E-04,-1.86E-03,3.53E+00
284,9.69E-04,-3.16E-04,-1.78E-03,2.03E+00
285,-2.03E-03,-1.73E-04,2.44E-04,4.75E+00
286,-2.01E-03,-1.72E-04,4.13E-04,5.87E+00
