Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,-1.65E-06,1.54E-05,-1.74E-03,5.19E-01
1,1.70E-05,-9.68E-06,-5.79E-05,4.89E-01
2,-2.40E-04,-5.86E-03,5.20E-03,9.28E-02
3,1.71E-04,-6.54E-03,3.21E-03,1.29E-01
4,5.96E-04,-2.72E-04,-9.79E-03,2.83E-01
5,-1.76E-04,-6.60E-04,-2.96E-03,2.69E-01
6,4.44E-04,5.82E-04,-1.42E-02,2.84E-01
7,3.27E-05,7.05E-04,-3.31E-03,2.31E-01
8,-6.49E-04,-2.96E-04,-1.44E-02,2.82E-01
9,2.06E-03,1.35E-04,6.74E-04,9.26E-03
10,1.69E-04,-6.27E-03,7.32E-03,1.38E-01
11,-3.60E-04,-3.21E-03,3.07E-04,9.10E-02
12,-3.00E-04,-7.23E-03,4.11E-03,1.49E-01
13,-1.14E-03,-6.15E-03,5.80E-03,1.15E-01
14,8.96E-05,-5.25E-03,9.33E-03,1.09E-01
15,4.95E-04,-5.21E-04,-1.16E-02,2.21E-01
16,-1.07E-03,-5.60E-03,1.16E-02,1.11E-01
17,1.17E-04,6.66E-03,3.33E-03,1.37E-01
18,5.35E-04,4.08E-04,-5.47E-03,2.76E-01
19,-1.09E-03,1.66E-03,9.98E-04,1.95E-01
20,-4.62E-04,-1.12E-03,-1.13E-03,3.40E-02
21,9.86E-05,-5.35E-03,2.44E-03,1.44E-01
22,-2.18E-04,-5.98E-03,1.07E-02,1.33E-01
23,1.45E-04,7.25E-04,1.46E-03,1.96E-01
24,-7.11E-04,1.24E-06,-1.47E-02,2.83E-01
25,-9.76E-04,-1.73E-03,-8.29E-05,1.01E-01
26,-4.78E-04,-4.97E-04,-6.90E-03,2.13E-01
27,-1.22E-03,4.14E-03,1.42E-03,1.32E-01
28,4.64E-04,-5.31E-04,-8.49E-03,2.36E-01
29,2.40E-04,2.10E-03,4.11E-04,6.82E-02
30,1.58E-03,6.05E-04,1.07E-04,1.19E-01
31,-9.12E-04,-5.02E-03,1.36E-03,1.38E-01
32,-9.89E-04,6.35E-03,2.16E-03,8.93E-02
33,-8.38E-04,3.51E-03,4.79E-04,8.04E-02
34,-1.02E-03,5.60E-03,6.98E-03,8.53E-02
35,1.02E-03,1.14E-03,4.42E-04,1.89E-01
36,-1.07E-03,-5.42E-03,9.16E-03,1.41E-01
37,-1.01E-03,-2.08E-03,1.16E-03,2.04E-01
38,-3.37E-04,-5.18E-04,-1.02E-02,3.11E-01
39,-5.08E-04,-3.33E-03,1.83E-03,2.15E-01
40,-2.92E-04,-6.70E-03,2.39E-03,9.05E-02
41,8.49E-05,6.55E-03,6.55E-03,1.74E-01
42,-4.16E-04,4.42E-03,1.18E-02,1.24E-01
43,-1.20E-03,-6.12E-03,6.79E-03,1.18E-01
44,-5.72E-04,6.01E-03,1.78E-03,1.27E-01
45,5.89E-04,4.24E-04,-1.25E-02,2.46E-01
46,3.81E-05,-1.03E-03,1.36E-03,1.91E-01
47,-1.18E-03,5.54E-03,9.70E-03,1.25E-01
48,-4.31E-04,-4.65E-04,-4.41E-03,3.11E-01
49,5.16E-04,4.67E-04,-4.27E-03,2.35E-01
50,-1.16E-03,6.11E-04,-9.71E-04,6.83E-02
51,-4.47E-04,-4.61E-04,-9.51E-03,2.99E-01
52,-2.84E-04,-4.37E-04,-1.46E-02,3.09E-01
53,-4.82E-04,-5.93E-03,1.65E-03,1.12E-01
54,5.05E-05,-3.09E-03,1.51E-03,1.68E-01
55,7.53E-04,9.73E-04,-1.15E-03,1.11E-01
56,3.68E-04,6.00E-04,-5.97E-03,2.46E-01
57,-1.15E-03,6.17E-03,7.99E-03,1.28E-01
58,3.55E-04,6.13E-04,-1.46E-02,2.98E-01
59,4.19E-04,4.69E-04,-9.20E-03,3.08E-01
60,6.44E-04,5.17E-04,1.39E-03,2.95E-01
61,-4.35E-04,-4.89E-04,-8.85E-03,2.68E-01
62,-1.24E-03,9.36E-04,-5.47E-04,8.35E-02
63,8.12E-04,-1.41E-03,4.12E-05,9.11E-02
64,-6.98E-04,-2.35E-06,-8.22E-03,2.43E-01
65,-1.26E-03,1.34E-03,3.69E-04,1.57E-01
66,-1.23E-03,-1.08E-03,-4.58E-04,6.15E-02
67,-1.89E-04,3.08E-03,1.69E-03,2.06E-01
68,3.72E-04,1.41E-03,-7.05E-04,1.47E-01
69,-2.17E-04,5.83E-03,1.15E-02,1.32E-01
70,-1.53E-03,-6.10E-04,-1.34E-04,1.66E-01
71,-1.07E-03,2.76E-03,4.75E-04,1.17E-01
72,6.97E-04,-1.50E-04,-1.34E-02,2.61E-01
73,2.35E-04,-1.98E-03,8.62E-04,1.44E-01
74,4.83E-04,-1.35E-03,-6.97E-04,1.36E-01
75,-4.41E-05,-6.20E-03,8.72E-03,1.61E-01
76,-1.64E-04,-5.73E-03,5.83E-03,8.01E-02
77,-8.68E-04,-6.86E-03,6.43E-03,1.68E-01
78,-1.24E-04,6.40E-03,8.36E-03,1.61E-01
79,-1.52E-03,5.75E-04,-3.37E-05,2.06E-01
80,-2.73E-04,-4.69E-03,1.07E-02,1.19E-01
81,1.87E-04,4.31E-03,1.31E-03,1.03E-01
82,-1.56E-03,3.71E-04,2.15E-04,2.61E-01
83,2.13E-03,-3.55E-05,1.13E-03,5.46E-03
84,-1.39E-03,-2.76E-04,6.57E-04,2.84E-01
85,1.67E-03,1.16E-05,-1.34E-04,1.46E-01
86,-9.42E-04,9.30E-04,-1.03E-03,7.95E-02
87,-7.71E-04,-7.08E-03,3.30E-03,1.26E-01
88,-1.00E-04,6.71E-04,-8.38E-03,2.88E-01
89,7.36E-04,-1.88E-04,-1.46E-02,2.70E-01
90,-1.20E-03,6.54E-04,1.04E-03,2.73E-01
91,-1.16E-03,-5.92E-04,-9.35E-04,7.21E-02
92,1.19E-04,-5.92E-03,6.59E-03,1.16E-01
93,4.95E-04,-4.58E-04,-6.68E-03,2.68E-01
94,-3.06E-04,-6.06E-04,-6.16E-03,2.70E-01
95,-7.11E-04,2.34E-04,-1.08E-02,2.08E-01
96,5.57E-04,-3.56E-04,-7.91E-03,3.14E-01
97,-1.19E-03,-2.95E-03,1.18E-03,1.57E-01
98,-5.31E-04,-5.44E-03,6.83E-03,8.91E-02
99,-6.45E-04,2.36E-04,-9.68E-03,2.74E-01
100,-1.08E-03,5.46E-03,8.13E-03,1.14E-01
101,-1.06E-03,5.30E-03,1.48E-03,1.01E-01
