Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,1.31E-03,0.00E+00,-1.44E-02,0.00E+00,9.79E+00
1,1.31E-03,7.28E-12,-1.46E-02,0.00E+00,1.18E+01
2,1.11E-03,-5.46E-12,-1.45E-02,2.26E-01, null
3,1.32E-03,-1.82E-12,-1.38E-02,0.00E+00,7.06E+00
4,1.31E-03,1.82E-12,-1.38E-02,0.00E+00,6.89E+00
5,1.14E-03,7.28E-12,-1.40E-02,1.82E-01, null
6,1.11E-03,1.09E-11,-1.39E-02,2.15E-01, null
7,1.07E-03,-5.46E-12,-1.45E-02,2.73E-01, null
8,1.09E-03,0.00E+00,-1.45E-02,2.52E-01, null
9,1.28E-03,1.82E-12,-1.43E-02,3.62E-02, null
10,1.31E-03,-1.82E-12,-1.43E-02,0.00E+00,9.35E+00
11,1.31E-03,0.00E+00,-1.43E-02,0.00E+00,9.07E+00
12,1.04E-03,0.00E+00,-1.32E-02,2.43E-01, null
13,1.07E-03,3.64E-12,-1.31E-02,2.25E-01, null
14,1.30E-03,3.18E-12,-1.32E-02,1.37E-02, null
15,1.06E-03,0.00E+00,-1.39E-02,2.55E-01, null
16,1.08E-03,0.00E+00,-1.40E-02,2.48E-01, null
17,1.01E-03,0.00E+00,-1.40E-02,2.67E-01, null
18,1.08E-03,-7.28E-12,-1.42E-02,2.55E-01, null
19,1.20E-03,0.00E+00,-1.41E-02,1.28E-01, null
20,1.01E-03,-1.27E-11,-1.49E-02,2.77E-01, null
21,1.31E-03,0.00E+00,-1.49E-02,0.00E+00,1.17E+01
22,1.00E-03,0.00E+00,-1.48E-02,2.96E-01, null
23,1.29E-03,-1.82E-12,-1.48E-02,3.08E-02, null
24,1.06E-03,0.00E+00,-1.36E-02,2.39E-01, null
25,1.12E-03,3.64E-12,-1.34E-02,1.53E-01, null
26,1.31E-03,0.00E+00,-1.35E-02,0.00E+00,6.18E+00
27,1.31E-03,0.00E+00,-1.48E-02,0.00E+00,1.16E+01
28,7.25E-04,0.00E+00,-1.46E-02,3.11E-01, null
29,6.60E-04,0.00E+00,-1.44E-02,3.17E-01, null
30,7.86E-04,7.28E-12,-1.45E-02,3.16E-01, null
31,7.29E-04,0.00E+00,-1.43E-02,3.26E-01, null
32,1.01E-03,1.82E-12,-1.45E-02,2.86E-01, null
33,8.40E-04,7.28E-12,-1.46E-02,3.10E-01, null
34,9.58E-04,5.46E-12,-1.48E-02,3.02E-01, null
35,8.18E-04,9.09E-13,-1.49E-02,3.00E-01, null
36,6.37E-04,0.00E+00,-1.49E-02,3.00E-01, null
37,6.25E-04,0.00E+00,-1.48E-02,3.01E-01, null
