Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,-1.37E-03,-1.03E-03,1.67E-03,3.97E+00
1,-1.53E-03,-9.55E-04,1.57E-03,3.85E+00
2,-1.46E-03,-1.12E-03,1.53E-03,3.98E+00
3,-2.27E-03,-7.54E-04,1.12E-04,1.09E+00
4,-2.23E-03,-8.57E-04,-9.27E-05,7.87E-01
5,-2.19E-03,-9.58E-04,1.01E-04,1.09E+00
6,-2.17E-03,-6.46E-04,7.91E-04,2.33E+00
7,-2.23E-03,-6.48E-04,5.63E-04,1.84E+00
8,-2.14E-03,-8.31E-04,6.61E-04,2.02E+00
9,-8.16E-04,9.02E-04,-2.07E-03,1.17E+00
10,-8.15E-04,1.08E-03,-1.99E-03,2.56E-01
11,-6.59E-04,1.02E-03,-2.07E-03,1.15E+00
12,1.53E-04,-2.38E-03,2.06E-06,1.64E+00
13,2.55E-04,-2.36E-03,1.90E-04,1.28E+00
14,6.57E-05,-2.38E-03,1.72E-04,1.49E+00
15,-2.16E-03,-9.85E-04,-2.73E-04,5.50E-01
16,-2.14E-03,-1.06E-03,-6.08E-05,8.40E-01
17,6.12E-04,2.33E-03,1.92E-04,6.00E-01
18,5.16E-04,2.33E-03,3.33E-04,5.78E-01
19,6.64E-04,2.29E-03,3.48E-04,4.13E-01
20,-1.19E-03,-1.12E-03,1.74E-03,3.60E+00
21,-1.30E-03,-1.20E-03,1.61E-03,4.01E+00
22,1.25E-03,-1.81E-03,-9.17E-04,7.09E-01
23,1.10E-03,-1.95E-03,-8.25E-04,7.32E-01
24,1.11E-03,-1.87E-03,-9.90E-04,7.50E-01
25,-4.84E-04,-1.09E-03,-2.07E-03,1.21E+00
26,-6.37E-04,-1.17E-03,-1.98E-03,2.62E-01
27,-6.59E-04,-9.94E-04,-2.07E-03,1.28E+00
28,-9.95E-05,-1.19E-03,-2.07E-03,1.24E+00
29,-2.20E-04,-1.30E-03,-1.99E-03,4.70E-01
30,-2.96E-04,-1.15E-03,-2.07E-03,1.29E+00
31,1.34E-03,-1.70E-03,-1.01E-03,7.04E-01
32,1.43E-03,-1.70E-03,-8.69E-04,6.58E-01
33,4.84E-04,1.12E-03,-2.07E-03,1.24E+00
34,6.37E-04,1.20E-03,-1.98E-03,9.00E-01
35,6.59E-04,1.02E-03,-2.07E-03,1.11E+00
36,1.30E-03,-1.94E-03,-4.90E-04,5.95E-01
37,1.17E-03,-2.03E-03,-4.58E-04,6.24E-01
38,1.17E-03,-1.98E-03,-6.27E-04,6.72E-01
39,8.45E-04,1.10E-03,-1.96E-03,8.57E-01
40,8.16E-04,9.02E-04,-2.07E-03,9.97E-01
41,5.66E-04,-2.01E-03,-1.15E-03,8.25E-01
42,7.41E-04,-2.02E-03,-1.04E-03,8.17E-01
43,5.66E-04,-2.08E-03,-1.01E-03,8.41E-01
44,1.32E-03,1.84E-03,-8.30E-04,6.74E-01
45,1.33E-03,1.74E-03,-1.01E-03,7.05E-01
46,1.20E-03,1.83E-03,-1.01E-03,7.28E-01
47,9.02E-04,-9.08E-04,2.02E-03,3.77E+00
48,9.70E-04,-1.07E-03,1.90E-03,3.39E+00
49,1.07E-03,-9.16E-04,1.93E-03,3.45E+00
50,-1.61E-03,1.57E-03,-8.65E-04,4.23E-01
51,-1.69E-03,1.58E-03,-6.74E-04,4.97E-01
52,-1.53E-03,1.71E-03,-7.25E-04,6.14E-01
53,1.19E-03,-1.76E-03,-1.09E-03,7.41E-01
54,1.19E-03,2.14E-04,-2.07E-03,3.89E-01
55,1.32E-03,1.23E-04,-2.00E-03,2.55E-01
56,1.21E-03,1.54E-05,-2.07E-03,3.59E-01
57,-1.43E-03,8.73E-04,1.72E-03,3.34E+00
58,-1.36E-03,1.06E-03,1.68E-03,3.89E+00
59,-1.53E-03,9.76E-04,1.58E-03,3.86E+00
60,-1.06E-03,5.89E-04,-2.07E-03,1.12E+00
61,-1.13E-03,7.49E-04,-1.98E-03,2.40E-01
62,-9.51E-04,7.56E-04,-2.07E-03,1.16E+00
63,-1.60E-03,7.96E-04,1.60E-03,3.40E+00
64,-1.69E-03,9.03E-04,1.46E-03,3.73E+00
65,1.05E-03,-2.07E-03,-5.30E-04,6.92E-01
66,-2.14E-03,7.90E-05,-1.09E-03,2.23E-01
67,-2.06E-03,1.90E-04,-1.21E-03,1.95E-01
68,-2.04E-03,-2.56E-05,-1.25E-03,1.90E-01
69,-2.19E-03,-1.61E-05,-9.68E-04,2.64E-01
70,-2.21E-03,1.37E-04,-9.23E-04,2.85E-01
71,-5.30E-04,-4.53E-05,2.34E-03,7.40E-01
72,-5.60E-04,1.36E-04,2.33E-03,6.39E-01
73,-6.87E-04,3.00E-05,2.30E-03,1.35E-01
74,1.89E-03,1.49E-03,2.33E-05,5.71E-01
75,1.92E-03,1.43E-03,2.31E-04,8.17E-01
76,2.01E-03,1.32E-03,7.36E-05,8.76E-01
77,-9.51E-04,-7.25E-04,-2.07E-03,1.10E+00
78,-1.15E-03,-7.29E-04,-1.97E-03,2.18E-01
79,-1.06E-03,-5.58E-04,-2.07E-03,1.10E+00
80,-1.61E-03,-7.75E-04,1.59E-03,3.36E+00
81,-1.69E-03,-8.82E-04,1.45E-03,3.69E+00
82,4.84E-04,-1.09E-03,-2.07E-03,1.20E+00
83,4.33E-04,-1.25E-03,-1.99E-03,8.33E-01
84,2.96E-04,-1.15E-03,-2.07E-03,1.20E+00
85,1.79E-03,1.60E-03,2.02E-04,5.58E-01
86,1.82E-03,1.52E-03,4.01E-04,8.08E-01
87,1.33E-03,-1.85E-03,-7.06E-04,6.49E-01
88,1.14E-03,-3.76E-04,-2.07E-03,5.48E-01
