Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,-1.64E-04,7.28E-12,-1.49E-02,4.38E-01
1,-1.77E-04,-3.64E-12,-1.48E-02,4.40E-01
2,1.56E-05,5.46E-12,-1.46E-02,4.45E-01
3,1.08E-05,0.00E+00,-1.46E-02,4.46E-01
4,-5.22E-04,0.00E+00,-1.49E-02,4.38E-01
5,-2.15E-04,-7.28E-12,-1.49E-02,4.38E-01
6,-4.03E-04,7.28E-12,-1.47E-02,4.46E-01
7,-9.87E-05,-3.64E-12,-1.49E-02,4.38E-01
8,4.73E-05,3.64E-12,-1.46E-02,4.45E-01
9,1.75E-04,-7.28E-12,-1.49E-02,4.38E-01
10,4.79E-04,-1.82E-12,-1.49E-02,4.38E-01
11,4.97E-04,0.00E+00,-1.48E-02,4.40E-01
12,2.66E-04,0.00E+00,-1.47E-02,4.43E-01
13,7.63E-04,-1.82E-12,-1.41E-02,4.28E-01
14,6.95E-04,3.64E-12,-1.40E-02,4.40E-01
15,7.82E-04,1.09E-11,-1.40E-02,4.24E-01
16,4.63E-04,0.00E+00,-1.34E-02,5.16E-01
17,2.12E-04,0.00E+00,-1.35E-02,5.14E-01
18,4.88E-04,-3.64E-12,-1.36E-02,5.09E-01
19,3.16E-04,-3.64E-12,-1.36E-02,5.09E-01
20,-3.56E-04,-7.28E-12,-1.46E-02,4.51E-01
21,-3.90E-04,0.00E+00,-1.34E-02,5.18E-01
22,-4.74E-04,-3.64E-12,-1.36E-02,5.06E-01
23,-1.71E-04,9.09E-12,-1.33E-02,5.19E-01
24,-2.87E-04,0.00E+00,-1.35E-02,5.12E-01
25,2.10E-04,0.00E+00,-1.36E-02,5.10E-01
26,1.48E-04,0.00E+00,-1.35E-02,5.13E-01
27,3.01E-05,0.00E+00,-1.46E-02,4.46E-01
28,-5.53E-04,-1.09E-11,-1.29E-02,4.94E-01
29,-5.87E-04,-7.28E-12,-1.32E-02,4.66E-01
30,-4.36E-04,0.00E+00,-1.29E-02,5.32E-01
31,-3.94E-04,0.00E+00,-1.32E-02,5.24E-01
32,5.19E-04,1.82E-12,-1.49E-02,4.38E-01
33,3.65E-04,0.00E+00,-1.39E-02,4.92E-01
34,1.62E-04,0.00E+00,-1.39E-02,4.90E-01
35,9.44E-05,-3.64E-12,-1.36E-02,5.03E-01
36,4.15E-04,0.00E+00,-1.46E-02,4.50E-01
37,-2.33E-05,0.00E+00,-1.31E-02,5.31E-01
38,1.04E-04,0.00E+00,-1.31E-02,5.33E-01
39,-1.73E-04,-1.82E-12,-1.33E-02,5.20E-01
40,-1.26E-04,-1.82E-12,-1.33E-02,5.21E-01
41,5.00E-04,0.00E+00,-1.39E-02,4.68E-01
42,3.64E-04,0.00E+00,-1.40E-02,4.83E-01
43,-5.81E-04,0.00E+00,-1.33E-02,4.72E-01
44,6.18E-05,5.46E-12,-1.45E-02,4.48E-01
45,-1.20E-05,-1.82E-12,-1.45E-02,4.49E-01
46,1.47E-04,-7.28E-12,-1.42E-02,4.66E-01
47,-1.25E-04,7.28E-12,-1.42E-02,4.67E-01
48,-3.49E-04,0.00E+00,-1.44E-02,4.58E-01
49,6.40E-04,0.00E+00,-1.46E-02,4.44E-01
50,-4.22E-04,7.28E-12,-1.42E-02,4.73E-01
51,7.70E-05,0.00E+00,-1.46E-02,4.46E-01
52,-3.17E-05,7.28E-12,-1.38E-02,4.91E-01
53,-9.32E-05,7.28E-12,-1.38E-02,4.89E-01
54,-9.85E-05,0.00E+00,-1.37E-02,4.95E-01
55,-4.66E-04,1.09E-11,-1.37E-02,5.02E-01
56,6.20E-04,0.00E+00,-1.49E-02,4.38E-01
57,7.95E-04,-3.64E-12,-1.48E-02,4.39E-01
58,7.64E-04,3.64E-12,-1.46E-02,4.35E-01
59,7.71E-04,-3.64E-12,-1.40E-02,4.28E-01
60,3.17E-04,3.64E-12,-1.29E-02,5.40E-01
61,2.31E-04,0.00E+00,-1.31E-02,5.33E-01
62,4.33E-04,0.00E+00,-1.38E-02,4.99E-01
63,5.11E-04,0.00E+00,-1.43E-02,4.62E-01
64,5.49E-04,-5.46E-12,-1.43E-02,4.60E-01
65,5.02E-04,-5.46E-12,-1.43E-02,4.65E-01
66,-5.31E-04,3.64E-12,-1.45E-02,4.51E-01
67,-6.25E-04,0.00E+00,-1.44E-02,4.62E-01
68,1.51E-04,0.00E+00,-1.33E-02,5.20E-01
69,-2.87E-04,7.28E-12,-1.41E-02,4.76E-01
70,-4.42E-04,0.00E+00,-1.38E-02,4.94E-01
71,-3.38E-04,0.00E+00,-1.38E-02,4.97E-01
72,-1.47E-04,0.00E+00,-1.33E-02,5.19E-01
73,-5.13E-05,0.00E+00,-1.34E-02,5.17E-01
74,7.26E-04,7.28E-12,-1.38E-02,4.34E-01
75,5.48E-04,-3.64E-12,-1.37E-02,4.85E-01
76,6.41E-04,0.00E+00,-1.42E-02,4.47E-01
77,3.81E-04,0.00E+00,-1.32E-02,5.29E-01
78,-1.60E-05,0.00E+00,-1.40E-02,4.79E-01
79,4.68E-04,-7.28E-12,-1.29E-02,5.37E-01
80,6.01E-04,0.00E+00,-1.30E-02,4.91E-01
81,4.71E-04,0.00E+00,-1.31E-02,5.27E-01
82,7.14E-04,0.00E+00,-1.35E-02,4.48E-01
83,5.28E-04,0.00E+00,-1.33E-02,5.18E-01
84,5.74E-04,0.00E+00,-1.44E-02,4.59E-01
85,-6.30E-04,-7.28E-12,-1.42E-02,4.55E-01
86,-5.45E-04,-3.64E-12,-1.38E-02,4.85E-01
87,-5.02E-04,0.00E+00,-1.37E-02,4.94E-01
88,6.89E-04,0.00E+00,-1.32E-02,4.32E-01
89,-6.63E-04,7.28E-12,-1.47E-02,4.35E-01
90,-1.07E-03,-5.46E-12,-1.43E-02,0.00E+00
91,-1.07E-03,-1.82E-12,-1.45E-02,0.00E+00
92,-1.04E-03,0.00E+00,-1.45E-02,4.91E-02
93,-1.04E-03,-5.46E-12,-1.43E-02,4.76E-02
94,-7.33E-04,0.00E+00,-1.44E-02,4.36E-01
95,-1.03E-03,0.00E+00,-1.34E-02,5.51E-02
96,-1.07E-03,0.00E+00,-1.34E-02,0.00E+00
97,-8.17E-04,0.00E+00,-1.37E-02,3.47E-01
98,-7.86E-04,0.00E+00,-1.37E-02,3.88E-01
99,-1.07E-03,0.00E+00,-1.31E-02,0.00E+00
100,-1.07E-03,-3.64E-12,-1.31E-02,0.00E+00
101,-1.03E-03,-3.64E-12,-1.31E-02,4.70E-02
102,-1.07E-03,-1.82E-12,-1.49E-02,0.00E+00
103,-1.07E-03,-3.64E-12,-1.46E-02,0.00E+00
104,-1.02E-03,0.00E+00,-1.48E-02,8.23E-02
105,-1.02E-03,-3.64E-12,-1.46E-02,8.00E-02
106,-1.03E-03,-3.64E-12,-1.31E-02,5.31E-02
107,-7.58E-04,0.00E+00,-1.33E-02,3.94E-01
