Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,8.55E-04,0.00E+00,-1.31E-02,2.45E-01, null
1,8.52E-04,-1.82E-12,-1.32E-02,2.49E-01, null
2,8.75E-04,-1.82E-12,-1.31E-02,2.29E-01, null
3,1.11E-03,-7.28E-12,-1.45E-02,0.00E+00,1.00E+01
4,1.12E-03,3.64E-12,-1.48E-02,0.00E+00,9.89E+00
5,1.08E-03,-1.82E-12,-1.48E-02,4.04E-02, null
6,9.36E-04,0.00E+00,-1.46E-02,1.71E-01, null
7,1.12E-03,-7.28E-12,-1.39E-02,0.00E+00,7.19E+00
8,1.09E-03,1.82E-12,-1.39E-02,2.28E-02, null
9,1.09E-03,7.28E-12,-1.38E-02,2.71E-02, null
10,5.02E-04,-1.09E-11,-1.47E-02,3.06E-01, null
11,6.61E-04,0.00E+00,-1.48E-02,3.02E-01, null
12,5.97E-04,0.00E+00,-1.46E-02,3.02E-01, null
13,8.06E-04,0.00E+00,-1.34E-02,2.83E-01, null
14,1.02E-03,0.00E+00,-1.35E-02,8.26E-02, null
15,4.99E-04,-1.09E-11,-1.46E-02,3.08E-01, null
16,5.01E-04,0.00E+00,-1.45E-02,3.11E-01, null
17,7.65E-04,0.00E+00,-1.48E-02,2.69E-01, null
18,7.36E-04,0.00E+00,-1.48E-02,3.00E-01, null
19,8.13E-04,-7.28E-12,-1.45E-02,2.93E-01, null
20,1.11E-03,0.00E+00,-1.44E-02,0.00E+00,9.10E+00
21,1.11E-03,0.00E+00,-1.41E-02,0.00E+00,8.16E+00
22,9.74E-04,0.00E+00,-1.42E-02,1.29E-01, null
23,1.00E-03,0.00E+00,-1.45E-02,1.07E-01, null
24,9.26E-04,0.00E+00,-1.49E-02,1.49E-01, null
25,7.32E-04,0.00E+00,-1.49E-02,3.00E-01, null
26,3.57E-04,-1.46E-11,-1.49E-02,3.00E-01, null
27,4.97E-04,-9.09E-13,-1.49E-02,3.00E-01, null
28,8.70E-04,0.00E+00,-1.28E-02,2.38E-01, null
29,1.12E-03,-1.82E-12,-1.29E-02,0.00E+00,6.57E+00
30,8.76E-04,0.00E+00,-1.31E-02,2.27E-01, null
31,8.53E-04,0.00E+00,-1.28E-02,2.53E-01, null
32,1.12E-03,1.82E-12,-1.39E-02,0.00E+00,7.28E+00
33,7.05E-04,0.00E+00,-1.49E-02,3.00E-01, null
34,9.31E-04,7.28E-12,-1.41E-02,1.43E-01, null
35,7.67E-04,7.28E-12,-1.42E-02,3.02E-01, null
36,1.12E-03,1.09E-11,-1.49E-02,0.00E+00,1.00E+01
37,7.82E-04,7.28E-12,-1.36E-02,2.97E-01, null
38,6.62E-04,-7.28E-12,-1.35E-02,3.13E-01, null
39,8.59E-04,0.00E+00,-1.31E-02,2.44E-01, null
40,8.99E-04,0.00E+00,-1.31E-02,2.07E-01, null
41,1.11E-03,-1.46E-11,-1.35E-02,0.00E+00,6.79E+00
42,1.11E-03,3.64E-12,-1.35E-02,0.00E+00,6.86E+00
43,7.53E-04,7.28E-12,-1.40E-02,3.03E-01, null
44,8.29E-04,0.00E+00,-1.31E-02,2.58E-01, null
45,8.49E-04,-1.14E-13,-1.28E-02,2.55E-01, null
46,5.49E-04,0.00E+00,-1.31E-02,3.69E-01, null
47,5.82E-04,-7.28E-12,-1.42E-02,3.14E-01, null
48,7.64E-04,0.00E+00,-1.38E-02,3.13E-01, null
49,5.46E-04,0.00E+00,-1.37E-02,3.42E-01, null
50,1.12E-03,0.00E+00,-1.29E-02,0.00E+00,6.64E+00
51,4.93E-04,0.00E+00,-1.32E-02,3.70E-01, null
52,1.79E-04,4.55E-12,-1.30E-02,3.84E-01, null
53,6.45E-04,0.00E+00,-1.33E-02,3.26E-01, null
54,8.25E-04,1.09E-11,-1.31E-02,2.55E-01, null
55,4.70E-04,-7.28E-12,-1.34E-02,3.63E-01, null
56,6.29E-04,1.46E-11,-1.44E-02,3.10E-01, null
57,4.65E-04,-7.28E-12,-1.43E-02,3.21E-01, null
58,1.11E-03,0.00E+00,-1.32E-02,0.00E+00,6.64E+00
59,1.12E-03,-3.64E-12,-1.34E-02,0.00E+00,6.80E+00
60,8.54E-04,0.00E+00,-1.28E-02,2.52E-01, null
61,5.13E-04,1.46E-11,-1.38E-02,3.40E-01, null
62,8.52E-04,0.00E+00,-1.28E-02,2.54E-01, null
63,3.36E-04,7.28E-12,-1.41E-02,3.34E-01, null
64,4.48E-04,0.00E+00,-1.37E-02,3.55E-01, null
65,4.46E-04,2.18E-11,-1.38E-02,3.52E-01, null
66,3.71E-04,3.64E-12,-1.38E-02,3.49E-01, null
67,5.65E-04,0.00E+00,-1.28E-02,3.58E-01, null
68,8.53E-04,0.00E+00,-1.27E-02,2.54E-01, null
69,5.99E-04,0.00E+00,-1.27E-02,3.48E-01, null
70,2.31E-04,3.64E-12,-1.24E-02,4.02E-01, null
71,2.10E-04,1.46E-11,-1.25E-02,4.03E-01, null
72,3.24E-04,0.00E+00,-1.25E-02,3.93E-01, null
73,1.12E-03,0.00E+00,-1.29E-02,0.00E+00,6.55E+00
74,1.11E-03,0.00E+00,-1.26E-02,0.00E+00,5.84E+00
75,8.57E-04,-1.14E-13,-1.27E-02,2.50E-01, null
76,8.07E-04,0.00E+00,-1.21E-02,2.74E-01, null
77,6.84E-04,0.00E+00,-1.21E-02,3.23E-01, null
78,7.82E-04,0.00E+00,-1.22E-02,2.87E-01, null
79,1.61E-04,0.00E+00,-1.29E-02,3.89E-01, null
80,1.11E-03,-7.28E-12,-1.15E-02,0.00E+00,5.03E+00
81,1.11E-03,0.00E+00,-1.17E-02,0.00E+00,4.96E+00
82,1.01E-03,0.00E+00,-1.16E-02,9.42E-02, null
83,1.12E-03,-1.82E-12,-1.19E-02,0.00E+00,5.18E+00
84,9.27E-04,7.28E-12,-1.17E-02,1.68E-01, null
85,1.07E-03,-3.64E-12,-1.19E-02,4.38E-02, null
86,4.97E-04,0.00E+00,-1.15E-02,3.92E-01, null
87,4.54E-04,5.46E-12,-1.15E-02,4.06E-01, null
88,4.60E-04,0.00E+00,-1.16E-02,4.04E-01, null
89,1.12E-03,0.00E+00,-1.20E-02,0.00E+00,5.25E+00
90,1.11E-03,1.46E-11,-1.23E-02,0.00E+00,5.45E+00
91,8.70E-04,0.00E+00,-1.22E-02,2.19E-01, null
92,1.12E-03,0.00E+00,-1.20E-02,0.00E+00,5.24E+00
93,1.10E-03,1.82E-12,-1.20E-02,1.55E-02, null
94,9.18E-04,1.46E-11,-1.14E-02,1.49E-01, null
95,7.76E-04,0.00E+00,-1.14E-02,2.74E-01, null
96,1.11E-03,0.00E+00,-1.25E-02,0.00E+00,5.70E+00
97,9.17E-04,-7.28E-12,-1.24E-02,1.54E-01, null
98,5.31E-04,0.00E+00,-1.28E-02,3.73E-01, null
99,1.11E-03,7.28E-12,-1.13E-02,0.00E+00,5.12E+00
100,8.39E-04,7.28E-12,-1.17E-02,2.48E-01, null
101,7.71E-04,7.28E-12,-1.13E-02,2.83E-01, null
102,6.52E-04,7.28E-12,-1.11E-02,3.39E-01, null
103,5.86E-04,0.00E+00,-1.13E-02,3.42E-01, null
104,4.68E-04,0.00E+00,-1.10E-02,3.99E-01, null
105,5.10E-04,0.00E+00,-1.27E-02,3.73E-01, null
106,1.59E-04,0.00E+00,-1.30E-02,3.85E-01, null
107,9.43E-04,7.28E-12,-1.12E-02,1.48E-01, null
108,8.21E-04,7.28E-12,-1.11E-02,2.51E-01, null
109,8.24E-04,0.00E+00,-1.20E-02,2.65E-01, null
110,8.51E-04,6.14E-12,-1.27E-02,2.54E-01, null
111,6.33E-04,0.00E+00,-1.24E-02,3.31E-01, null
112,7.53E-04,0.00E+00,-1.25E-02,2.86E-01, null
113,6.01E-04,0.00E+00,-1.26E-02,3.49E-01, null
114,5.48E-04,-1.46E-11,-1.19E-02,3.70E-01, null
115,4.90E-04,0.00E+00,-1.20E-02,3.87E-01, null
116,2.08E-04,0.00E+00,-1.19E-02,4.15E-01, null
117,4.93E-04,0.00E+00,-1.16E-02,3.92E-01, null
118,8.00E-04,0.00E+00,-1.18E-02,2.65E-01, null
119,4.75E-04,-7.28E-12,-1.16E-02,4.00E-01, null
120,3.03E-04,0.00E+00,-1.17E-02,4.14E-01, null
121,3.86E-04,0.00E+00,-1.12E-02,4.02E-01, null
122,1.12E-03,-4.55E-13,-1.07E-02,0.00E+00,4.86E+00
123,1.12E-03,1.05E-11,-1.07E-02,3.67E-03, null
124,9.16E-04,0.00E+00,-1.08E-02,1.74E-01, null
125,1.01E-03,0.00E+00,-1.03E-02,6.99E-02, null
126,1.11E-03,0.00E+00,-9.99E-03,7.64E-03, null
127,7.68E-04,0.00E+00,-1.02E-02,2.58E-01, null
128,1.11E-03,-3.64E-12,-1.07E-02,8.01E-03, null
129,8.27E-04,9.09E-12,-9.43E-03,2.47E-01, null
130,8.28E-04,0.00E+00,-9.51E-03,2.48E-01, null
131,5.94E-04,0.00E+00,-9.56E-03,3.61E-01, null
132,7.26E-04,0.00E+00,-9.75E-03,3.00E-01, null
133,1.12E-03,1.09E-11,-1.07E-02,0.00E+00,4.85E+00
134,1.12E-03,0.00E+00,-1.10E-02,0.00E+00,5.13E+00
135,1.11E-03,0.00E+00,-9.61E-03,0.00E+00,4.60E+00
136,1.12E-03,0.00E+00,-9.40E-03,0.00E+00,4.55E+00
137,8.73E-04,1.82E-12,-9.40E-03,2.11E-01, null
138,8.50E-04,1.82E-12,-9.44E-03,2.30E-01, null
139,8.52E-04,0.00E+00,-9.86E-03,2.14E-01, null
140,9.07E-04,0.00E+00,-9.76E-03,1.74E-01, null
141,8.11E-04,0.00E+00,-9.83E-03,2.49E-01, null
142,7.94E-04,0.00E+00,-1.04E-02,2.71E-01, null
143,9.64E-04,0.00E+00,-1.04E-02,1.31E-01, null
144,5.05E-04,0.00E+00,-9.64E-03,4.03E-01, null
145,5.50E-04,-3.64E-12,-9.28E-03,3.96E-01, null
146,1.12E-03,-4.55E-13,-1.07E-02,0.00E+00,4.84E+00
147,1.11E-03,0.00E+00,-1.03E-02,0.00E+00,4.62E+00
148,8.05E-04,0.00E+00,-9.90E-03,2.50E-01, null
149,1.12E-03,4.55E-12,-1.00E-02,0.00E+00,4.60E+00
150,1.12E-03,-9.09E-13,-9.98E-03,0.00E+00,4.60E+00
151,5.60E-04,0.00E+00,-1.03E-02,3.74E-01, null
152,4.72E-04,-7.28E-12,-1.03E-02,4.14E-01, null
153,4.78E-04,-3.64E-12,-1.02E-02,4.16E-01, null
154,1.10E-03,0.00E+00,-1.10E-02,1.35E-02, null
