Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,5.43E-03,-1.61E-04,2.44E-03,8.40E-02
1,5.44E-03,3.31E-05,2.45E-03,8.23E-02
2,5.35E-03,-6.28E-05,2.60E-03,9.12E-02
3,5.50E-03,-6.36E-05,2.29E-03,7.40E-02
4,3.96E-03,-2.03E-03,1.81E-03,3.15E-01
5,4.11E-03,-1.93E-03,1.87E-03,2.57E-01
6,3.96E-03,-1.97E-03,2.00E-03,2.80E-01
7,4.11E-03,-1.86E-03,2.06E-03,2.25E-01
8,4.10E-03,-1.98E-03,1.68E-03,2.99E-01
9,4.25E-03,-1.81E-03,1.94E-03,2.15E-01
10,4.25E-03,-1.87E-03,1.75E-03,2.51E-01
11,4.25E-03,-1.75E-03,2.12E-03,1.93E-01
12,4.40E-03,-1.70E-03,2.00E-03,1.87E-01
13,4.39E-03,-1.75E-03,1.81E-03,2.14E-01
14,5.05E-03,-1.03E-03,2.28E-03,9.44E-02
15,5.15E-03,-8.74E-04,2.32E-03,8.85E-02
16,5.02E-03,-9.45E-04,2.46E-03,9.98E-02
17,5.17E-03,-9.50E-04,2.14E-03,8.25E-02
18,4.91E-03,-1.10E-03,2.41E-03,1.02E-01
19,5.39E-03,-3.51E-04,2.43E-03,8.52E-02
20,5.28E-03,-4.38E-04,2.57E-03,9.32E-02
21,5.33E-03,-5.34E-04,2.40E-03,8.57E-02
22,5.33E-03,-2.53E-04,2.59E-03,9.10E-02
23,5.42E-03,-4.42E-04,2.25E-03,7.71E-02
24,5.05E-03,-1.10E-03,2.09E-03,9.15E-02
25,4.93E-03,-1.18E-03,2.23E-03,1.05E-01
26,5.47E-03,-2.55E-04,2.27E-03,7.62E-02
27,5.21E-03,-6.16E-04,2.54E-03,9.60E-02
28,5.12E-03,-7.85E-04,2.50E-03,9.88E-02
29,5.35E-03,-6.20E-04,2.22E-03,7.79E-02
30,5.27E-03,-7.90E-04,2.18E-03,7.75E-02
31,5.25E-03,-7.09E-04,2.36E-03,8.66E-02
32,4.79E-03,-1.24E-03,2.36E-03,1.12E-01
33,3.79E-03,-2.09E-03,1.92E-03,3.74E-01
