Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,5.12E-04,0.00E+00,-1.17E-02,3.90E-01, null
1,5.05E-04,0.00E+00,-1.14E-02,3.93E-01, null
2,2.43E-04,-3.64E-12,-1.16E-02,4.23E-01, null
3,3.84E-04,1.09E-11,-1.13E-02,4.12E-01, null
4,1.19E-04,3.64E-12,-1.15E-02,4.42E-01, null
5,1.93E-04,7.28E-12,-1.12E-02,4.40E-01, null
6,-5.10E-05,-7.28E-12,-1.12E-02,4.45E-01, null
7,-1.78E-04,0.00E+00,-1.13E-02,4.39E-01, null
8,-2.59E-05,0.00E+00,-1.14E-02,4.45E-01, null
9,-4.67E-04,-7.28E-12,-1.39E-02,3.48E-01, null
10,-2.78E-04,-2.73E-12,-1.42E-02,3.28E-01, null
11,-3.17E-04,0.00E+00,-1.38E-02,3.52E-01, null
12,-2.56E-04,-2.73E-12,-1.42E-02,3.28E-01, null
13,-1.10E-04,0.00E+00,-1.38E-02,3.54E-01, null
14,-5.57E-06,0.00E+00,-1.40E-02,3.42E-01, null
15,-2.72E-04,0.00E+00,-1.34E-02,3.70E-01, null
16,-4.95E-04,0.00E+00,-1.35E-02,3.57E-01, null
17,-4.18E-04,0.00E+00,-1.36E-02,3.58E-01, null
18,-5.07E-04,-3.64E-12,-1.34E-02,3.62E-01, null
19,-3.73E-04,0.00E+00,-1.15E-02,4.10E-01, null
20,-3.24E-04,3.64E-12,-1.13E-02,4.24E-01, null
21,4.49E-05,0.00E+00,-1.16E-02,4.40E-01, null
22,4.26E-04,3.64E-12,-1.40E-02,3.44E-01, null
23,4.15E-04,0.00E+00,-1.40E-02,3.45E-01, null
24,3.87E-04,3.64E-12,-1.40E-02,3.43E-01, null
25,-1.13E-04,5.46E-12,-1.18E-02,4.32E-01, null
26,-1.64E-04,0.00E+00,-1.19E-02,4.30E-01, null
27,-1.63E-04,0.00E+00,-1.18E-02,4.31E-01, null
28,5.12E-05,-3.64E-12,-1.36E-02,3.62E-01, null
29,6.98E-05,-7.28E-12,-1.38E-02,3.52E-01, null
30,1.68E-04,0.00E+00,-1.36E-02,3.62E-01, null
31,1.57E-04,-2.18E-11,-1.36E-02,3.65E-01, null
32,2.23E-04,0.00E+00,-1.34E-02,3.78E-01, null
33,-3.31E-05,0.00E+00,-1.34E-02,3.74E-01, null
34,1.34E-04,3.64E-12,-1.17E-02,4.39E-01, null
35,3.11E-04,0.00E+00,-1.18E-02,4.18E-01, null
36,2.22E-04,0.00E+00,-1.18E-02,4.25E-01, null
37,-1.40E-04,-3.64E-12,-1.33E-02,3.77E-01, null
38,-1.02E-04,0.00E+00,-1.33E-02,3.78E-01, null
39,-1.10E-04,1.09E-11,-1.34E-02,3.74E-01, null
40,2.71E-04,-1.82E-12,-1.33E-02,3.82E-01, null
41,2.43E-04,7.28E-12,-1.33E-02,3.83E-01, null
42,-2.73E-04,0.00E+00,-1.42E-02,3.27E-01, null
43,-3.01E-04,-2.73E-12,-1.42E-02,3.26E-01, null
44,-2.56E-04,-2.73E-12,-1.42E-02,3.25E-01, null
45,-2.54E-04,0.00E+00,-1.42E-02,3.27E-01, null
46,-2.31E-05,7.28E-12,-1.22E-02,4.20E-01, null
47,5.04E-05,0.00E+00,-1.22E-02,4.17E-01, null
48,1.57E-05,-3.64E-12,-1.23E-02,4.20E-01, null
49,-5.52E-05,1.82E-12,-1.32E-02,3.83E-01, null
50,1.17E-04,7.28E-12,-1.29E-02,3.96E-01, null
51,-8.15E-05,-1.82E-12,-1.27E-02,4.04E-01, null
52,-1.32E-04,0.00E+00,-1.33E-02,3.78E-01, null
53,-1.27E-04,0.00E+00,-1.27E-02,4.04E-01, null
54,-4.27E-04,-7.28E-12,-1.31E-02,3.73E-01, null
55,3.83E-04,5.46E-12,-1.25E-02,3.96E-01, null
56,4.12E-04,5.46E-12,-1.25E-02,3.96E-01, null
57,-1.00E-04,1.27E-11,-1.27E-02,4.05E-01, null
58,-6.00E-05,3.64E-12,-1.23E-02,4.18E-01, null
59,-4.98E-04,0.00E+00,-1.27E-02,3.81E-01, null
60,-5.01E-04,7.28E-12,-1.29E-02,3.77E-01, null
61,-1.75E-04,-1.82E-12,-1.27E-02,4.02E-01, null
62,-2.65E-04,0.00E+00,-1.18E-02,4.23E-01, null
63,-1.81E-04,-9.09E-12,-1.18E-02,4.29E-01, null
64,-5.15E-04,-3.64E-12,-1.16E-02,4.00E-01, null
65,4.38E-04,0.00E+00,-1.19E-02,4.00E-01, null
66,6.57E-05,7.28E-12,-1.21E-02,4.27E-01, null
67,-2.11E-04,0.00E+00,-1.19E-02,4.27E-01, null
68,-1.74E-04,1.82E-12,-1.19E-02,4.29E-01, null
69,-1.32E-04,-1.64E-11,-1.27E-02,4.02E-01, null
70,-1.26E-04,-1.82E-12,-1.27E-02,4.05E-01, null
71,-1.95E-04,0.00E+00,-1.19E-02,4.24E-01, null
72,-4.14E-04,7.28E-12,-1.21E-02,3.99E-01, null
73,-5.12E-04,7.28E-12,-1.18E-02,3.97E-01, null
74,-1.31E-04,0.00E+00,-1.46E-02,3.07E-01, null
75,5.27E-06,0.00E+00,-1.46E-02,3.05E-01, null
76,2.88E-05,-1.82E-12,-1.48E-02,3.01E-01, null
77,4.37E-04,0.00E+00,-1.40E-02,3.43E-01, null
78,4.34E-04,0.00E+00,-1.44E-02,3.21E-01, null
79,2.10E-04,0.00E+00,-1.44E-02,3.16E-01, null
80,3.50E-04,0.00E+00,-1.41E-02,3.38E-01, null
81,4.69E-05,3.64E-12,-1.43E-02,3.17E-01, null
82,-5.41E-05,-3.64E-12,-1.44E-02,3.12E-01, null
83,-2.07E-04,-1.46E-11,-1.45E-02,3.10E-01, null
84,-4.79E-04,0.00E+00,-1.45E-02,3.16E-01, null
85,-2.87E-04,-1.82E-12,-1.48E-02,3.02E-01, null
86,6.58E-05,0.00E+00,-1.44E-02,3.12E-01, null
87,1.60E-04,0.00E+00,-1.46E-02,3.05E-01, null
88,4.38E-04,0.00E+00,-1.30E-02,3.82E-01, null
89,4.47E-04,1.27E-11,-1.30E-02,3.82E-01, null
90,3.98E-04,-9.09E-13,-1.31E-02,3.83E-01, null
91,2.45E-04,-7.28E-12,-1.29E-02,3.93E-01, null
92,4.48E-04,0.00E+00,-1.30E-02,3.82E-01, null
93,3.25E-05,7.28E-12,-1.42E-02,3.28E-01, null
94,-4.76E-04,7.28E-12,-1.14E-02,3.99E-01, null
95,-5.03E-04,0.00E+00,-1.36E-02,3.56E-01, null
96,-1.18E-04,1.27E-11,-1.27E-02,4.04E-01, null
97,5.00E-04,-1.09E-11,-1.20E-02,3.90E-01, null
98,-2.65E-04,0.00E+00,-1.42E-02,3.27E-01, null
99,2.33E-04,0.00E+00,-1.49E-02,3.00E-01, null
100,1.03E-04,-1.82E-12,-1.49E-02,3.00E-01, null
101,2.20E-04,0.00E+00,-1.47E-02,3.02E-01, null
102,7.50E-05,0.00E+00,-1.48E-02,3.01E-01, null
103,-2.50E-04,-1.82E-12,-1.48E-02,3.01E-01, null
104,-3.06E-04,-1.82E-12,-1.49E-02,3.00E-01, null
105,-5.01E-04,0.00E+00,-1.41E-02,3.41E-01, null
106,-4.99E-04,7.28E-12,-1.43E-02,3.32E-01, null
107,-4.44E-04,7.28E-12,-1.32E-02,3.70E-01, null
108,-5.74E-04,-7.28E-12,-1.31E-02,3.29E-01, null
109,3.21E-04,0.00E+00,-1.45E-02,3.12E-01, null
110,-4.93E-04,0.00E+00,-1.25E-02,3.88E-01, null
111,2.65E-04,-1.82E-12,-1.33E-02,3.82E-01, null
112,2.30E-04,5.46E-12,-1.32E-02,3.87E-01, null
113,-4.77E-04,0.00E+00,-1.12E-02,3.96E-01, null
114,-3.12E-04,-3.64E-12,-1.12E-02,4.24E-01, null
115,2.68E-04,7.28E-12,-1.46E-02,3.05E-01, null
116,-4.37E-04,-3.64E-12,-1.22E-02,3.99E-01, null
117,-3.76E-04,0.00E+00,-1.24E-02,3.96E-01, null
118,4.34E-04,0.00E+00,-1.24E-02,3.95E-01, null
119,-5.22E-04,0.00E+00,-1.45E-02,3.21E-01, null
120,-1.84E-04,0.00E+00,-1.22E-02,4.15E-01, null
121,-7.33E-04,1.27E-11,-1.49E-02,3.00E-01, null
122,-5.27E-04,0.00E+00,-1.46E-02,3.14E-01, null
123,4.25E-05,1.27E-11,-1.49E-02,3.00E-01, null
124,-2.57E-04,1.09E-11,-1.49E-02,3.00E-01, null
125,-6.07E-04,0.00E+00,-1.24E-02,3.26E-01, null
126,-7.08E-04,-7.28E-12,-1.29E-02,2.83E-01, null
127,-7.41E-04,0.00E+00,-1.28E-02,2.69E-01, null
128,-6.46E-04,0.00E+00,-1.11E-02,3.15E-01, null
129,-6.32E-04,0.00E+00,-1.13E-02,3.24E-01, null
130,-6.20E-04,0.00E+00,-1.14E-02,3.19E-01, null
131,-8.01E-04,0.00E+00,-1.11E-02,2.28E-01, null
132,-8.02E-04,0.00E+00,-1.13E-02,2.11E-01, null
133,-7.94E-04,-3.64E-12,-1.27E-02,2.46E-01, null
134,-8.04E-04,0.00E+00,-1.28E-02,2.38E-01, null
135,-8.09E-04,0.00E+00,-1.32E-02,2.26E-01, null
136,-8.38E-04,7.28E-12,-1.32E-02,2.17E-01, null
137,-6.51E-04,0.00E+00,-1.34E-02,2.98E-01, null
138,-5.78E-04,-3.64E-12,-1.22E-02,3.24E-01, null
139,-7.03E-04,3.64E-12,-1.42E-02,3.16E-01, null
140,-6.88E-04,0.00E+00,-1.39E-02,2.83E-01, null
141,-7.20E-04,0.00E+00,-1.42E-02,3.11E-01, null
142,-7.70E-04,0.00E+00,-1.42E-02,3.02E-01, null
143,-7.95E-04,-7.28E-12,-1.40E-02,2.55E-01, null
144,-6.33E-04,3.64E-12,-1.37E-02,3.12E-01, null
145,-7.37E-04,0.00E+00,-1.36E-02,2.62E-01, null
146,-5.40E-04,3.64E-12,-1.35E-02,3.43E-01, null
147,-7.59E-04,-1.46E-11,-1.22E-02,2.32E-01, null
148,-7.91E-04,0.00E+00,-1.20E-02,2.27E-01, null
149,-7.40E-04,0.00E+00,-1.19E-02,2.50E-01, null
150,-5.91E-04,3.64E-12,-1.17E-02,3.53E-01, null
151,-8.34E-04,1.82E-12,-1.36E-02,2.21E-01, null
152,-7.81E-04,-1.46E-11,-1.38E-02,2.54E-01, null
153,-7.92E-04,-1.46E-11,-1.39E-02,2.51E-01, null
154,-5.52E-04,-3.64E-12,-1.35E-02,3.36E-01, null
155,-7.89E-04,1.46E-11,-1.23E-02,2.29E-01, null
156,-6.35E-04,7.28E-12,-1.26E-02,3.19E-01, null
157,-8.45E-04,0.00E+00,-1.36E-02,2.16E-01, null
158,-7.95E-04,3.64E-12,-1.19E-02,2.20E-01, null
159,-7.99E-04,-1.46E-11,-1.15E-02,2.02E-01, null
160,-7.85E-04,-1.09E-11,-1.19E-02,2.24E-01, null
161,-8.29E-04,3.64E-12,-1.19E-02,1.91E-01, null
162,-7.75E-04,0.00E+00,-1.14E-02,2.10E-01, null
