Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,3.48E-04,-4.55E-13,-1.38E-02,3.45E-01, null
1,3.52E-04,1.23E-11,-1.38E-02,3.45E-01, null
2,3.54E-04,-2.27E-12,-1.38E-02,3.45E-01, null
3,-2.53E-04,0.00E+00,-1.32E-02,3.72E-01, null
4,-1.83E-04,-7.28E-12,-1.31E-02,3.74E-01, null
5,8.10E-05,3.64E-12,-1.32E-02,3.67E-01, null
6,7.04E-05,1.46E-11,-1.33E-02,3.62E-01, null
7,3.69E-04,4.55E-12,-1.38E-02,3.46E-01, null
8,3.62E-04,-2.27E-12,-1.38E-02,3.45E-01, null
9,2.17E-04,0.00E+00,-1.29E-02,3.82E-01, null
10,4.15E-04,0.00E+00,-1.32E-02,3.74E-01, null
11,2.95E-04,0.00E+00,-1.33E-02,3.66E-01, null
12,5.86E-04,7.28E-12,-1.41E-02,3.33E-01, null
13,6.79E-04,-7.28E-12,-1.40E-02,3.41E-01, null
14,-7.06E-05,1.82E-12,-1.49E-02,3.00E-01, null
15,-9.60E-05,-5.46E-12,-1.49E-02,3.00E-01, null
16,-1.11E-04,1.82E-12,-1.48E-02,3.01E-01, null
17,3.96E-04,-5.46E-12,-1.48E-02,3.03E-01, null
18,5.08E-04,-7.28E-12,-1.45E-02,3.11E-01, null
19,6.34E-04,0.00E+00,-1.47E-02,3.06E-01, null
20,-8.85E-05,7.28E-12,-1.45E-02,3.08E-01, null
21,-2.73E-04,-7.28E-12,-1.45E-02,3.08E-01, null
22,-3.09E-04,3.64E-12,-1.43E-02,3.17E-01, null
23,3.32E-04,-2.27E-12,-1.38E-02,3.44E-01, null
24,3.47E-04,-4.55E-13,-1.38E-02,3.46E-01, null
25,-8.70E-06,0.00E+00,-1.39E-02,3.32E-01, null
26,1.03E-05,0.00E+00,-1.37E-02,3.44E-01, null
27,7.75E-05,1.82E-12,-1.49E-02,3.00E-01, null
28,3.41E-04,0.00E+00,-1.49E-02,3.00E-01, null
29,3.01E-04,0.00E+00,-1.48E-02,3.02E-01, null
30,1.20E-05,-3.64E-12,-1.34E-02,3.59E-01, null
31,1.09E-04,0.00E+00,-1.34E-02,3.60E-01, null
32,-1.19E-04,0.00E+00,-1.37E-02,3.43E-01, null
33,-2.72E-04,0.00E+00,-1.36E-02,3.53E-01, null
34,1.70E-05,-1.46E-11,-1.30E-02,3.79E-01, null
35,-1.47E-04,0.00E+00,-1.29E-02,3.81E-01, null
36,3.98E-04,-7.28E-12,-1.45E-02,3.10E-01, null
37,3.45E-04,0.00E+00,-1.42E-02,3.27E-01, null
38,2.32E-04,0.00E+00,-1.44E-02,3.15E-01, null
39,7.23E-05,0.00E+00,-1.41E-02,3.24E-01, null
40,6.97E-05,0.00E+00,-1.43E-02,3.17E-01, null
41,-6.47E-05,-5.46E-12,-1.48E-02,3.01E-01, null
42,4.83E-04,7.28E-12,-1.44E-02,3.16E-01, null
43,1.20E-04,0.00E+00,-1.45E-02,3.09E-01, null
44,-1.60E-04,-3.64E-12,-1.41E-02,3.24E-01, null
45,-2.70E-04,2.18E-11,-1.31E-02,3.73E-01, null
46,-3.16E-04,-7.28E-12,-1.30E-02,3.75E-01, null
47,-4.22E-04,0.00E+00,-1.27E-02,3.83E-01, null
48,3.93E-04,-1.09E-11,-1.49E-02,3.00E-01, null
49,-3.01E-04,7.28E-12,-1.42E-02,3.24E-01, null
50,-3.00E-04,0.00E+00,-1.40E-02,3.31E-01, null
51,7.30E-04,7.28E-12,-1.49E-02,3.00E-01, null
52,6.84E-04,0.00E+00,-1.36E-02,3.56E-01, null
53,6.78E-04,0.00E+00,-1.38E-02,3.48E-01, null
54,4.98E-04,-7.28E-12,-1.33E-02,3.68E-01, null
55,4.40E-04,-3.64E-12,-1.33E-02,3.69E-01, null
56,4.46E-04,0.00E+00,-1.29E-02,3.79E-01, null
57,-2.64E-04,0.00E+00,-1.33E-02,3.68E-01, null
58,6.41E-04,0.00E+00,-1.31E-02,3.65E-01, null
59,6.45E-04,-7.28E-12,-1.28E-02,3.67E-01, null
60,3.61E-04,0.00E+00,-1.37E-02,3.48E-01, null
61,4.84E-04,-7.28E-12,-1.34E-02,3.66E-01, null
62,-4.37E-04,0.00E+00,-1.46E-02,3.07E-01, null
63,-6.53E-04,-7.28E-12,-1.46E-02,3.07E-01, null
64,-6.05E-04,7.28E-12,-1.47E-02,3.05E-01, null
65,-4.32E-04,0.00E+00,-1.49E-02,3.00E-01, null
66,-4.14E-04,0.00E+00,-1.48E-02,3.01E-01, null
67,-5.78E-04,0.00E+00,-1.30E-02,3.65E-01, null
68,-6.95E-04,1.82E-12,-1.29E-02,3.61E-01, null
69,-6.64E-04,0.00E+00,-1.29E-02,3.64E-01, null
70,-6.15E-04,0.00E+00,-1.36E-02,3.51E-01, null
71,-4.88E-04,-2.18E-11,-1.39E-02,3.42E-01, null
72,-3.04E-04,-7.28E-12,-1.38E-02,3.42E-01, null
73,-7.01E-04,5.46E-12,-1.29E-02,3.61E-01, null
74,-4.59E-04,-1.82E-12,-1.49E-02,3.00E-01, null
75,-7.40E-04,1.32E-11,-1.43E-02,3.26E-01, null
76,-7.44E-04,-4.55E-13,-1.43E-02,3.25E-01, null
77,-7.15E-04,-1.36E-12,-1.43E-02,3.26E-01, null
78,-4.28E-04,3.64E-12,-1.40E-02,3.31E-01, null
79,-6.47E-04,0.00E+00,-1.32E-02,3.61E-01, null
80,-6.36E-04,0.00E+00,-1.35E-02,3.57E-01, null
81,-3.90E-04,3.64E-12,-1.32E-02,3.70E-01, null
82,-3.25E-04,-7.28E-12,-1.31E-02,3.70E-01, null
83,-7.35E-04,-9.09E-13,-1.43E-02,3.25E-01, null
84,-3.89E-04,0.00E+00,-1.42E-02,3.25E-01, null
85,-5.45E-04,0.00E+00,-1.36E-02,3.53E-01, null
86,-6.63E-04,0.00E+00,-1.39E-02,3.28E-01, null
87,-2.94E-04,1.82E-11,-1.32E-02,3.71E-01, null
88,-5.76E-04,0.00E+00,-1.38E-02,3.44E-01, null
89,-6.58E-04,3.64E-12,-1.35E-02,3.45E-01, null
90,4.22E-05,0.00E+00,-1.27E-02,3.89E-01, null
91,6.40E-04,0.00E+00,-1.21E-02,3.76E-01, null
92,4.28E-04,0.00E+00,-1.22E-02,3.93E-01, null
93,3.76E-04,0.00E+00,-1.19E-02,4.09E-01, null
94,3.20E-04,0.00E+00,-1.19E-02,4.13E-01, null
95,4.25E-04,7.28E-12,-1.27E-02,3.84E-01, null
96,2.88E-04,0.00E+00,-1.28E-02,3.87E-01, null
97,1.59E-04,0.00E+00,-1.26E-02,3.90E-01, null
98,4.92E-05,1.09E-11,-1.26E-02,3.93E-01, null
99,-2.29E-04,-4.09E-12,-1.24E-02,4.01E-01, null
100,-2.53E-04,-4.55E-13,-1.23E-02,4.02E-01, null
101,2.58E-04,7.28E-12,-1.23E-02,4.04E-01, null
102,-1.23E-04,0.00E+00,-1.20E-02,4.10E-01, null
103,6.16E-04,0.00E+00,-1.26E-02,3.73E-01, null
104,4.10E-04,0.00E+00,-1.24E-02,3.94E-01, null
105,2.55E-04,7.28E-12,-1.15E-02,4.21E-01, null
106,7.39E-05,0.00E+00,-1.15E-02,4.24E-01, null
107,3.21E-04,1.46E-11,-1.13E-02,4.25E-01, null
108,1.82E-04,1.82E-12,-1.19E-02,4.14E-01, null
109,-1.89E-04,0.00E+00,-1.19E-02,4.12E-01, null
110,-3.55E-04,0.00E+00,-1.14E-02,4.24E-01, null
111,-3.31E-04,4.55E-13,-1.13E-02,4.25E-01, null
112,-3.60E-04,4.55E-13,-1.14E-02,4.24E-01, null
113,3.76E-05,-7.28E-12,-1.16E-02,4.21E-01, null
114,-1.11E-04,0.00E+00,-1.15E-02,4.23E-01, null
115,3.08E-04,1.09E-11,-1.18E-02,4.15E-01, null
116,5.07E-04,0.00E+00,-1.15E-02,3.98E-01, null
117,3.19E-04,-1.46E-11,-1.18E-02,4.16E-01, null
118,6.15E-04,0.00E+00,-1.15E-02,3.83E-01, null
119,3.51E-04,3.64E-12,-1.18E-02,4.11E-01, null
120,-3.11E-05,-1.46E-11,-1.13E-02,4.28E-01, null
121,2.72E-04,0.00E+00,-1.12E-02,4.27E-01, null
122,-5.03E-05,3.64E-12,-1.09E-02,4.35E-01, null
123,-3.18E-04,7.28E-12,-1.09E-02,4.28E-01, null
124,7.06E-04,7.28E-12,-1.19E-02,3.65E-01, null
125,7.02E-04,0.00E+00,-1.18E-02,3.63E-01, null
126,-2.52E-04,1.05E-11,-1.24E-02,4.01E-01, null
127,-2.27E-04,-4.55E-13,-1.24E-02,4.00E-01, null
128,5.80E-05,-3.64E-12,-1.25E-02,3.96E-01, null
129,-1.90E-04,0.00E+00,-1.18E-02,4.15E-01, null
130,4.71E-04,0.00E+00,-1.13E-02,4.09E-01, null
131,-2.38E-05,-7.28E-12,-1.17E-02,4.19E-01, null
132,6.84E-04,-7.28E-12,-1.23E-02,3.70E-01, null
133,4.63E-05,3.64E-12,-1.10E-02,4.36E-01, null
134,6.76E-04,-7.28E-12,-1.15E-02,3.71E-01, null
135,6.48E-04,7.28E-12,-1.24E-02,3.72E-01, null
136,4.04E-04,0.00E+00,-1.11E-02,4.17E-01, null
137,6.56E-04,3.64E-12,-1.12E-02,3.81E-01, null
138,6.50E-04,0.00E+00,-1.11E-02,3.79E-01, null
139,-2.59E-04,-4.09E-12,-1.24E-02,4.01E-01, null
140,-2.55E-04,-4.55E-13,-1.24E-02,4.01E-01, null
141,-8.76E-05,1.09E-11,-1.26E-02,3.90E-01, null
142,-5.95E-04,7.28E-12,-1.26E-02,3.70E-01, null
143,-6.99E-04,-7.28E-12,-1.29E-02,3.62E-01, null
144,-3.69E-04,4.55E-13,-1.14E-02,4.23E-01, null
145,-3.55E-04,4.55E-13,-1.14E-02,4.23E-01, null
146,-2.62E-04,1.00E-11,-1.24E-02,4.01E-01, null
147,-3.66E-04,0.00E+00,-1.14E-02,4.23E-01, null
148,-6.64E-04,0.00E+00,-1.14E-02,3.76E-01, null
149,-6.68E-04,1.36E-12,-1.13E-02,3.76E-01, null
150,-5.29E-04,0.00E+00,-1.14E-02,3.97E-01, null
151,-6.53E-04,0.00E+00,-1.11E-02,3.83E-01, null
152,-6.25E-04,-1.46E-11,-1.22E-02,3.71E-01, null
153,-4.25E-04,7.28E-12,-1.21E-02,3.91E-01, null
154,-2.84E-04,-7.28E-12,-1.20E-02,4.05E-01, null
155,-6.85E-04,0.00E+00,-1.21E-02,3.65E-01, null
156,-4.25E-04,-7.28E-12,-1.19E-02,3.91E-01, null
157,-7.13E-04,-7.28E-12,-1.19E-02,3.63E-01, null
158,-6.79E-04,0.00E+00,-1.24E-02,3.63E-01, null
159,-2.74E-04,-3.64E-12,-1.24E-02,3.99E-01, null
160,-6.07E-04,7.28E-12,-1.16E-02,3.81E-01, null
161,-3.53E-04,0.00E+00,-1.18E-02,4.01E-01, null
162,-6.70E-04,7.28E-12,-1.17E-02,3.70E-01, null
163,-5.97E-04,3.64E-12,-1.10E-02,3.92E-01, null
164,-6.67E-04,0.00E+00,-1.14E-02,3.75E-01, null
165,-7.47E-04,-4.55E-13,-1.43E-02,3.25E-01, null
166,-8.05E-04,4.55E-13,-1.44E-02,3.15E-01, null
167,-9.24E-04,-4.55E-13,-1.30E-02,2.70E-01, null
168,-9.66E-04,1.36E-12,-1.30E-02,2.52E-01, null
169,-8.67E-04,3.64E-12,-1.33E-02,2.92E-01, null
170,-9.47E-04,-3.64E-12,-1.33E-02,2.62E-01, null
171,-9.27E-04,0.00E+00,-1.34E-02,2.70E-01, null
172,-9.53E-04,0.00E+00,-1.39E-02,2.76E-01, null
173,-7.94E-04,0.00E+00,-1.43E-02,3.13E-01, null
174,-7.48E-04,0.00E+00,-1.49E-02,3.00E-01, null
175,-9.45E-04,-7.28E-12,-1.49E-02,3.00E-01, null
176,-9.65E-04,0.00E+00,-1.47E-02,2.89E-01, null
177,-9.79E-04,-1.27E-11,-1.30E-02,2.47E-01, null
178,-1.01E-03,0.00E+00,-1.42E-02,2.62E-01, null
179,-1.01E-03,0.00E+00,-1.42E-02,2.58E-01, null
180,-9.74E-04,7.28E-12,-1.44E-02,2.77E-01, null
181,-7.09E-04,-1.82E-12,-1.49E-02,3.00E-01, null
182,-7.24E-04,0.00E+00,-1.48E-02,3.01E-01, null
183,-9.58E-04,0.00E+00,-1.47E-02,2.89E-01, null
184,-1.05E-03,-3.64E-12,-1.34E-02,1.71E-01, null
185,-9.95E-04,0.00E+00,-1.33E-02,2.18E-01, null
186,-9.69E-04,4.55E-13,-1.40E-02,2.72E-01, null
187,-9.68E-04,0.00E+00,-1.46E-02,2.87E-01, null
188,-9.55E-04,-3.64E-12,-1.34E-02,2.65E-01, null
189,-7.36E-04,0.00E+00,-1.36E-02,3.26E-01, null
190,-9.65E-04,-7.28E-12,-1.37E-02,2.58E-01, null
191,-9.57E-04,5.46E-12,-1.39E-02,2.74E-01, null
192,-9.19E-04,0.00E+00,-1.39E-02,2.85E-01, null
193,-9.86E-04,4.55E-13,-1.30E-02,2.41E-01, null
194,-1.22E-03,0.00E+00,-1.32E-02,0.00E+00,5.88E+00
195,-1.03E-03,0.00E+00,-1.42E-02,2.36E-01, null
196,-1.20E-03,-3.64E-12,-1.43E-02,3.16E-02, null
197,-1.22E-03,-5.46E-12,-1.43E-02,0.00E+00,9.71E+00
198,-1.22E-03,1.27E-11,-1.49E-02,0.00E+00,1.14E+01
199,-1.19E-03,0.00E+00,-1.49E-02,4.14E-02, null
200,-1.22E-03,-1.82E-12,-1.48E-02,0.00E+00,1.13E+01
201,-1.17E-03,-1.82E-12,-1.38E-02,5.38E-02, null
202,-1.01E-03,0.00E+00,-1.39E-02,2.22E-01, null
203,-9.97E-04,0.00E+00,-1.46E-02,2.53E-01, null
204,-1.22E-03,0.00E+00,-1.38E-02,0.00E+00,7.44E+00
205,-1.22E-03,1.82E-12,-1.37E-02,0.00E+00,7.18E+00
206,-1.22E-03,0.00E+00,-1.31E-02,0.00E+00,5.77E+00
207,-9.91E-04,1.36E-12,-1.30E-02,2.37E-01, null
208,-1.22E-03,-1.82E-12,-1.39E-02,0.00E+00,7.63E+00
209,-9.68E-04,4.55E-12,-1.39E-02,2.63E-01, null
210,-1.22E-03,0.00E+00,-1.41E-02,0.00E+00,8.27E+00
211,-1.22E-03,0.00E+00,-1.46E-02,0.00E+00,1.12E+01
212,-1.22E-03,-3.64E-12,-1.44E-02,0.00E+00,1.00E+01
213,-1.05E-03,0.00E+00,-1.42E-02,2.12E-01, null
214,-1.15E-03,-7.28E-12,-1.36E-02,7.23E-02, null
215,-1.22E-03,0.00E+00,-1.43E-02,0.00E+00,9.47E+00
216,-1.22E-03,-3.64E-12,-1.29E-02,0.00E+00,5.58E+00
217,-1.22E-03,7.28E-12,-1.35E-02,0.00E+00,6.64E+00
218,-1.22E-03,0.00E+00,-1.33E-02,0.00E+00,6.15E+00
219,-7.28E-04,0.00E+00,-1.29E-02,3.47E-01, null
220,-8.87E-04,0.00E+00,-1.25E-02,2.62E-01, null
221,-7.62E-04,0.00E+00,-1.26E-02,3.25E-01, null
222,-9.70E-04,1.09E-11,-1.25E-02,2.15E-01, null
223,-9.71E-04,0.00E+00,-1.24E-02,2.16E-01, null
224,-7.72E-04,0.00E+00,-1.22E-02,3.09E-01, null
225,-9.65E-04,0.00E+00,-1.13E-02,2.14E-01, null
226,-9.79E-04,1.82E-12,-1.12E-02,2.11E-01, null
227,-8.48E-04,1.82E-12,-1.12E-02,2.83E-01, null
228,-9.39E-04,0.00E+00,-1.27E-02,2.50E-01, null
229,-9.83E-04,-1.09E-11,-1.25E-02,2.14E-01, null
230,-9.84E-04,0.00E+00,-1.30E-02,2.43E-01, null
231,-1.01E-03,0.00E+00,-1.27E-02,2.17E-01, null
232,-9.89E-04,0.00E+00,-1.19E-02,1.99E-01, null
233,-9.39E-04,0.00E+00,-1.17E-02,2.37E-01, null
234,-9.10E-04,0.00E+00,-1.20E-02,2.48E-01, null
235,-8.57E-04,0.00E+00,-1.18E-02,2.86E-01, null
236,-9.79E-04,-1.32E-11,-1.30E-02,2.47E-01, null
237,-9.86E-04,0.00E+00,-1.20E-02,2.02E-01, null
238,-7.34E-04,0.00E+00,-1.11E-02,3.41E-01, null
239,-6.85E-04,0.00E+00,-1.14E-02,3.67E-01, null
240,-6.73E-04,-5.91E-12,-1.14E-02,3.72E-01, null
241,-6.70E-04,-5.46E-12,-1.14E-02,3.73E-01, null
242,-9.74E-04,-3.64E-12,-1.14E-02,2.10E-01, null
243,-9.76E-04,3.64E-12,-1.10E-02,2.05E-01, null
244,-8.46E-04,0.00E+00,-1.16E-02,2.82E-01, null
245,-9.63E-04,-1.82E-12,-1.15E-02,2.23E-01, null
246,-1.03E-03,-3.64E-12,-1.13E-02,1.63E-01, null
247,-1.22E-03,0.00E+00,-1.18E-02,0.00E+00,4.95E+00
248,-1.22E-03,0.00E+00,-1.20E-02,0.00E+00,5.11E+00
249,-1.06E-03,0.00E+00,-1.19E-02,1.40E-01, null
250,-1.17E-03,0.00E+00,-1.20E-02,4.45E-02, null
251,-1.22E-03,-1.82E-12,-1.26E-02,0.00E+00,5.24E+00
252,-1.20E-03,-1.82E-12,-1.26E-02,2.64E-02, null
253,-1.07E-03,0.00E+00,-1.28E-02,1.58E-01, null
254,-1.03E-03,0.00E+00,-1.20E-02,1.61E-01, null
255,-1.22E-03,0.00E+00,-1.23E-02,0.00E+00,4.96E+00
256,-1.22E-03,-1.82E-12,-1.21E-02,0.00E+00,5.10E+00
257,-1.12E-03,0.00E+00,-1.23E-02,8.06E-02, null
258,-1.22E-03,0.00E+00,-1.13E-02,0.00E+00,4.42E+00
