Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,9.13E-04,-3.64E-12,-1.47E-02,1.22E-01
1,8.91E-04,1.46E-11,-1.46E-02,1.16E-01
2,9.69E-04,7.28E-12,-1.46E-02,8.21E-02
3,8.77E-04,-7.28E-12,-1.34E-02,9.99E-02
4,9.10E-04,7.28E-12,-1.33E-02,9.18E-02
5,1.03E-03,0.00E+00,-1.33E-02,5.00E-02
6,5.46E-04,0.00E+00,-1.48E-02,1.29E-01
7,6.92E-04,0.00E+00,-1.48E-02,1.24E-01
8,6.22E-04,0.00E+00,-1.49E-02,1.28E-01
9,2.63E-04,1.27E-11,-1.49E-02,1.28E-01
10,2.89E-04,0.00E+00,-1.49E-02,1.28E-01
11,2.70E-04,-1.82E-12,-1.48E-02,1.28E-01
12,9.92E-04,-3.64E-12,-1.49E-02,8.86E-02
13,1.16E-03,0.00E+00,-1.49E-02,0.00E+00
14,1.16E-03,0.00E+00,-1.46E-02,0.00E+00
15,1.10E-03,0.00E+00,-1.47E-02,3.42E-02
16,6.32E-04,1.82E-12,-1.41E-02,1.49E-01
17,6.17E-04,-7.28E-12,-1.41E-02,1.50E-01
18,6.01E-04,1.82E-12,-1.41E-02,1.53E-01
19,9.22E-04,-7.28E-12,-1.31E-02,8.73E-02
20,1.04E-03,0.00E+00,-1.31E-02,4.63E-02
21,9.71E-04,-1.82E-12,-1.39E-02,7.65E-02
22,9.26E-04,-1.82E-12,-1.38E-02,9.39E-02
23,1.15E-03,2.27E-12,-1.35E-02,3.93E-03
24,1.16E-03,2.27E-12,-1.35E-02,0.00E+00
25,8.99E-04,-7.28E-12,-1.49E-02,1.28E-01
26,4.67E-04,7.28E-12,-1.46E-02,1.35E-01
27,6.84E-04,9.09E-12,-1.44E-02,1.42E-01
28,4.93E-04,0.00E+00,-1.46E-02,1.33E-01
29,6.84E-04,0.00E+00,-1.44E-02,1.41E-01
30,3.93E-04,0.00E+00,-1.46E-02,1.32E-01
31,1.16E-03,0.00E+00,-1.41E-02,0.00E+00
32,1.16E-03,-7.28E-12,-1.43E-02,0.00E+00
33,1.07E-03,7.28E-12,-1.43E-02,3.76E-02
34,1.16E-03,4.55E-13,-1.35E-02,0.00E+00
35,1.16E-03,0.00E+00,-1.41E-02,0.00E+00
36,1.13E-03,0.00E+00,-1.41E-02,1.22E-02
37,5.32E-04,0.00E+00,-1.40E-02,1.54E-01
38,5.81E-04,0.00E+00,-1.41E-02,1.52E-01
39,9.25E-04,3.64E-12,-1.39E-02,9.56E-02
40,9.22E-04,0.00E+00,-1.39E-02,9.44E-02
41,7.39E-04,0.00E+00,-1.40E-02,1.28E-01
42,1.16E-03,0.00E+00,-1.46E-02,0.00E+00
43,1.16E-03,7.28E-12,-1.32E-02,0.00E+00
44,7.16E-04,0.00E+00,-1.44E-02,1.38E-01
45,6.49E-04,0.00E+00,-1.42E-02,1.47E-01
46,9.06E-04,0.00E+00,-1.42E-02,1.05E-01
47,1.16E-03,-3.64E-12,-1.45E-02,0.00E+00
48,1.02E-03,0.00E+00,-1.45E-02,6.09E-02
49,6.86E-04,7.28E-12,-1.37E-02,1.41E-01
50,6.55E-04,1.46E-11,-1.36E-02,1.47E-01
51,5.87E-04,0.00E+00,-1.37E-02,1.60E-01
52,6.01E-04,-7.28E-12,-1.41E-02,1.53E-01
53,7.06E-04,1.09E-11,-1.44E-02,1.40E-01
54,6.17E-04,3.18E-12,-1.32E-02,1.66E-01
55,6.16E-04,0.00E+00,-1.32E-02,1.66E-01
56,7.67E-04,-3.64E-12,-1.44E-02,1.20E-01
57,5.79E-04,0.00E+00,-1.49E-02,1.28E-01
58,8.52E-04,0.00E+00,-1.38E-02,1.09E-01
59,1.16E-03,2.27E-12,-1.35E-02,0.00E+00
60,9.18E-04,-7.28E-12,-1.30E-02,9.06E-02
61,1.13E-03,0.00E+00,-1.30E-02,1.20E-02
62,1.84E-04,0.00E+00,-1.41E-02,1.48E-01
63,1.62E-04,0.00E+00,-1.43E-02,1.41E-01
64,3.12E-04,1.27E-11,-1.34E-02,1.74E-01
65,3.02E-04,0.00E+00,-1.34E-02,1.74E-01
66,3.02E-04,-1.82E-12,-1.34E-02,1.74E-01
67,7.87E-04,0.00E+00,-1.46E-02,1.22E-01
68,1.37E-04,-3.64E-12,-1.46E-02,1.30E-01
69,6.17E-04,3.18E-12,-1.32E-02,1.66E-01
70,6.16E-04,5.68E-14,-1.32E-02,1.66E-01
71,3.97E-04,0.00E+00,-1.49E-02,1.28E-01
72,9.49E-04,1.82E-12,-1.39E-02,8.47E-02
73,6.14E-04,0.00E+00,-1.32E-02,1.66E-01
74,4.65E-04,-9.09E-13,-1.28E-02,1.78E-01
75,4.95E-04,-1.09E-11,-1.28E-02,1.76E-01
76,9.12E-04,-7.28E-12,-1.35E-02,9.30E-02
77,2.56E-04,0.00E+00,-1.44E-02,1.38E-01
78,5.31E-04,0.00E+00,-1.43E-02,1.42E-01
79,3.32E-04,0.00E+00,-1.34E-02,1.73E-01
80,4.08E-04,0.00E+00,-1.38E-02,1.59E-01
81,5.91E-04,5.68E-14,-1.32E-02,1.67E-01
82,6.16E-04,-1.14E-11,-1.32E-02,1.66E-01
83,1.24E-04,-3.64E-12,-1.44E-02,1.37E-01
84,2.56E-04,7.28E-12,-1.30E-02,1.83E-01
85,6.15E-04,-1.13E-11,-1.32E-02,1.66E-01
86,7.74E-04,-7.28E-12,-1.29E-02,1.21E-01
87,3.11E-04,0.00E+00,-1.34E-02,1.75E-01
88,2.01E-04,0.00E+00,-1.38E-02,1.61E-01
89,2.62E-04,0.00E+00,-1.39E-02,1.58E-01
90,5.21E-04,3.64E-12,-1.28E-02,1.71E-01
91,3.15E-04,0.00E+00,-1.48E-02,1.28E-01
92,1.16E-03,0.00E+00,-1.30E-02,0.00E+00
93,1.16E-03,0.00E+00,-1.38E-02,0.00E+00
94,1.16E-03,0.00E+00,-1.40E-02,0.00E+00
95,1.16E-03,0.00E+00,-1.29E-02,0.00E+00
96,7.90E-04,3.64E-12,-1.25E-02,1.19E-01
97,5.58E-04,0.00E+00,-1.25E-02,1.67E-01
98,4.93E-04,0.00E+00,-1.28E-02,1.77E-01
99,2.83E-04,9.09E-13,-1.21E-02,1.95E-01
100,2.71E-04,1.91E-11,-1.21E-02,1.96E-01
101,2.61E-04,4.55E-12,-1.21E-02,1.97E-01
102,9.34E-04,-1.82E-12,-1.12E-02,7.98E-02
103,9.11E-04,7.28E-12,-1.15E-02,8.16E-02
104,6.91E-04,-7.28E-12,-1.14E-02,1.48E-01
105,1.16E-03,0.00E+00,-1.21E-02,0.00E+00
106,1.16E-03,0.00E+00,-1.18E-02,0.00E+00
107,1.00E-03,0.00E+00,-1.20E-02,5.60E-02
108,8.79E-04,-3.64E-12,-1.17E-02,9.85E-02
109,8.66E-04,-9.09E-13,-1.17E-02,1.02E-01
110,6.85E-04,-1.46E-11,-1.20E-02,1.44E-01
111,6.32E-04,0.00E+00,-1.20E-02,1.57E-01
112,8.77E-04,1.00E-11,-1.17E-02,9.85E-02
113,8.88E-04,-9.09E-13,-1.17E-02,9.52E-02
114,1.14E-03,0.00E+00,-1.18E-02,6.97E-03
115,1.16E-03,-1.82E-12,-1.18E-02,0.00E+00
116,6.42E-04,-7.28E-12,-1.15E-02,1.61E-01
117,6.37E-04,0.00E+00,-1.14E-02,1.61E-01
118,4.39E-04,3.64E-12,-1.17E-02,1.87E-01
119,4.24E-04,0.00E+00,-1.17E-02,1.89E-01
120,1.16E-03,0.00E+00,-1.18E-02,0.00E+00
121,9.01E-04,9.09E-13,-1.17E-02,9.12E-02
122,3.13E-04,-3.64E-12,-1.17E-02,1.97E-01
123,8.03E-05,0.00E+00,-1.18E-02,2.02E-01
124,1.14E-03,0.00E+00,-1.13E-02,8.41E-03
125,8.79E-04,-4.55E-12,-1.17E-02,9.84E-02
126,3.38E-04,-7.28E-12,-1.26E-02,1.81E-01
127,2.85E-04,-9.09E-13,-1.22E-02,1.95E-01
128,9.34E-04,7.28E-12,-1.12E-02,7.91E-02
129,9.52E-04,5.46E-12,-1.12E-02,7.35E-02
130,9.38E-04,-1.82E-12,-1.22E-02,8.34E-02
131,8.94E-04,3.64E-12,-1.19E-02,9.29E-02
132,9.89E-04,0.00E+00,-1.22E-02,6.58E-02
133,1.16E-03,7.28E-12,-1.15E-02,0.00E+00
134,8.65E-04,0.00E+00,-1.26E-02,1.03E-01
135,9.01E-04,-7.28E-12,-1.28E-02,9.45E-02
136,1.06E-03,0.00E+00,-1.27E-02,3.62E-02
137,6.69E-04,-7.28E-12,-1.14E-02,1.54E-01
138,6.70E-04,0.00E+00,-1.11E-02,1.47E-01
139,9.38E-04,-1.82E-12,-1.22E-02,8.27E-02
140,9.15E-04,0.00E+00,-1.23E-02,9.00E-02
141,9.67E-04,0.00E+00,-1.22E-02,7.35E-02
142,1.16E-03,9.09E-13,-1.29E-02,0.00E+00
143,1.14E-03,0.00E+00,-1.29E-02,8.57E-03
144,7.28E-04,0.00E+00,-1.22E-02,1.35E-01
145,6.25E-04,0.00E+00,-1.21E-02,1.58E-01
146,1.07E-03,0.00E+00,-1.15E-02,3.00E-02
147,4.64E-04,3.64E-12,-1.28E-02,1.78E-01
148,2.79E-04,9.09E-13,-1.21E-02,1.95E-01
149,1.16E-03,7.28E-12,-1.27E-02,0.00E+00
150,1.16E-03,-5.46E-12,-1.13E-02,0.00E+00
151,6.34E-04,0.00E+00,-1.21E-02,1.56E-01
152,4.79E-05,7.28E-12,-1.12E-02,2.07E-01
153,2.71E-04,0.00E+00,-1.11E-02,1.93E-01
154,6.38E-05,-7.28E-12,-1.10E-02,2.09E-01
155,6.67E-04,0.00E+00,-1.21E-02,1.48E-01
156,1.16E-03,-4.55E-12,-1.13E-02,0.00E+00
157,8.59E-04,0.00E+00,-1.25E-02,1.02E-01
158,1.03E-03,0.00E+00,-1.24E-02,4.56E-02
159,9.31E-04,-3.64E-12,-1.26E-02,7.75E-02
160,1.16E-03,-3.64E-12,-1.25E-02,0.00E+00
161,1.16E-03,3.64E-12,-1.24E-02,0.00E+00
162,8.05E-04,0.00E+00,-1.26E-02,1.16E-01
163,6.30E-04,-7.28E-12,-1.14E-02,1.62E-01
164,5.89E-04,7.28E-12,-1.10E-02,1.64E-01
165,2.58E-04,7.28E-12,-1.28E-02,1.88E-01
166,2.14E-04,7.28E-12,-1.27E-02,1.90E-01
167,2.68E-04,0.00E+00,-1.22E-02,1.96E-01
168,1.89E-04,7.28E-12,-1.25E-02,1.88E-01
169,2.78E-04,-3.64E-12,-1.15E-02,1.99E-01
170,3.94E-04,7.28E-12,-1.14E-02,1.91E-01
171,2.07E-04,3.64E-12,-1.13E-02,2.01E-01
172,3.73E-04,0.00E+00,-1.13E-02,1.92E-01
173,8.80E-05,0.00E+00,-1.17E-02,2.03E-01
174,1.16E-03,-3.64E-12,-1.23E-02,0.00E+00
175,8.53E-04,-3.64E-12,-9.52E-03,1.11E-01
176,8.31E-04,0.00E+00,-9.70E-03,1.12E-01
177,1.12E-03,1.82E-12,-9.59E-03,1.70E-02
178,1.15E-03,9.09E-13,-9.62E-03,4.56E-03
179,7.07E-04,0.00E+00,-1.08E-02,1.47E-01
180,6.99E-04,1.09E-11,-1.10E-02,1.42E-01
181,5.87E-04,-1.09E-11,-1.09E-02,1.67E-01
182,4.79E-04,0.00E+00,-1.02E-02,1.82E-01
183,3.74E-04,0.00E+00,-1.00E-02,1.94E-01
184,5.35E-04,3.64E-12,-9.98E-03,1.82E-01
185,6.46E-04,0.00E+00,-1.03E-02,1.61E-01
186,5.86E-04,5.46E-12,-1.00E-02,1.75E-01
187,7.85E-04,0.00E+00,-9.79E-03,1.24E-01
188,5.60E-04,0.00E+00,-9.61E-03,1.72E-01
189,8.56E-04,0.00E+00,-9.92E-03,1.10E-01
190,1.13E-03,-9.09E-13,-9.67E-03,1.13E-02
191,8.21E-04,7.28E-12,-1.00E-02,1.17E-01
192,1.12E-03,-1.82E-12,-9.97E-03,1.44E-02
193,8.76E-04,0.00E+00,-1.09E-02,9.25E-02
194,9.32E-04,5.46E-12,-1.11E-02,8.04E-02
195,7.22E-04,0.00E+00,-1.06E-02,1.43E-01
196,5.00E-04,0.00E+00,-1.07E-02,1.75E-01
197,5.52E-04,0.00E+00,-9.95E-03,1.80E-01
198,5.92E-04,0.00E+00,-9.97E-03,1.73E-01
199,1.16E-03,0.00E+00,-9.63E-03,0.00E+00
200,1.16E-03,1.09E-11,-9.95E-03,0.00E+00
201,1.02E-03,7.28E-12,-1.09E-02,4.51E-02
202,1.16E-03,-9.09E-13,-1.00E-02,0.00E+00
203,9.30E-04,-7.28E-12,-1.03E-02,7.60E-02
204,9.14E-04,3.64E-12,-1.01E-02,8.40E-02
205,7.74E-04,0.00E+00,-1.03E-02,1.28E-01
206,7.72E-04,3.64E-12,-1.02E-02,1.31E-01
207,9.44E-04,-3.64E-12,-9.39E-03,7.78E-02
208,8.58E-04,0.00E+00,-9.43E-03,1.08E-01
209,4.90E-04,3.64E-12,-9.91E-03,1.87E-01
210,7.27E-04,-3.64E-12,-1.05E-02,1.45E-01
211,2.98E-04,0.00E+00,-1.05E-02,1.98E-01
212,4.28E-04,0.00E+00,-1.04E-02,1.85E-01
213,1.08E-03,-1.46E-11,-1.06E-02,2.35E-02
214,1.15E-03,-7.28E-12,-1.07E-02,0.00E+00
215,1.07E-03,-7.28E-12,-1.07E-02,2.88E-02
216,7.85E-04,-3.64E-12,-1.07E-02,1.28E-01
217,7.74E-04,0.00E+00,-1.06E-02,1.30E-01
218,1.09E-03,-3.64E-12,-1.02E-02,2.06E-02
219,1.16E-03,-7.28E-12,-1.10E-02,0.00E+00
220,1.16E-03,0.00E+00,-1.08E-02,0.00E+00
221,1.15E-03,0.00E+00,-1.06E-02,0.00E+00
222,1.16E-03,7.28E-12,-1.03E-02,0.00E+00
