Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,8.10E-04,0.00E+00,-1.45E-02,2.96E-01, null
1,9.50E-04,0.00E+00,-1.44E-02,3.04E-01, null
2,6.46E-04,-3.64E-12,-1.45E-02,3.10E-01, null
3,8.09E-04,7.28E-12,-1.43E-02,3.24E-01, null
4,7.97E-04,7.28E-12,-1.31E-02,3.57E-01, null
5,9.25E-04,0.00E+00,-1.33E-02,3.13E-01, null
6,6.40E-04,3.64E-12,-1.34E-02,3.60E-01, null
7,9.97E-04,2.27E-12,-1.49E-02,3.00E-01, null
8,9.94E-04,2.39E-12,-1.49E-02,3.00E-01, null
9,2.77E-04,-7.28E-12,-1.44E-02,3.09E-01, null
10,4.31E-04,7.28E-12,-1.42E-02,3.18E-01, null
11,2.16E-04,0.00E+00,-1.42E-02,3.18E-01, null
12,-3.31E-04,0.00E+00,-1.40E-02,3.29E-01, null
13,-8.21E-05,0.00E+00,-1.42E-02,3.18E-01, null
14,-1.68E-04,4.55E-13,-1.37E-02,3.38E-01, null
15,-1.45E-04,3.64E-12,-1.37E-02,3.37E-01, null
16,-3.26E-05,0.00E+00,-1.49E-02,3.00E-01, null
17,-3.32E-04,0.00E+00,-1.49E-02,3.00E-01, null
18,-2.59E-04,-3.64E-12,-1.47E-02,3.02E-01, null
19,5.86E-04,0.00E+00,-1.43E-02,3.20E-01, null
20,-1.70E-04,0.00E+00,-1.46E-02,3.03E-01, null
21,-9.43E-05,-7.28E-12,-1.46E-02,3.04E-01, null
22,7.43E-05,-3.64E-12,-1.48E-02,3.01E-01, null
23,5.21E-05,-3.64E-12,-1.49E-02,3.00E-01, null
24,1.07E-03,0.00E+00,-1.45E-02,2.75E-01, null
25,-2.14E-04,7.28E-12,-1.42E-02,3.16E-01, null
26,7.59E-04,-7.28E-12,-1.39E-02,3.42E-01, null
27,5.60E-04,0.00E+00,-1.38E-02,3.44E-01, null
28,7.20E-04,-7.28E-12,-1.40E-02,3.36E-01, null
29,5.85E-04,-1.46E-11,-1.34E-02,3.63E-01, null
30,5.93E-04,0.00E+00,-1.33E-02,3.64E-01, null
31,9.71E-04,0.00E+00,-1.35E-02,3.00E-01, null
32,5.15E-04,0.00E+00,-1.38E-02,3.41E-01, null
33,3.83E-04,0.00E+00,-1.41E-02,3.25E-01, null
34,5.31E-04,0.00E+00,-1.42E-02,3.24E-01, null
35,2.94E-04,-1.82E-12,-1.29E-02,3.76E-01, null
36,8.39E-05,3.64E-12,-1.32E-02,3.60E-01, null
37,-1.62E-05,0.00E+00,-1.29E-02,3.74E-01, null
38,4.14E-04,3.64E-12,-1.49E-02,3.00E-01, null
39,5.28E-04,1.82E-12,-1.49E-02,3.00E-01, null
40,5.42E-04,3.64E-12,-1.47E-02,3.06E-01, null
41,6.23E-04,0.00E+00,-1.47E-02,3.03E-01, null
42,-2.20E-04,0.00E+00,-1.46E-02,3.04E-01, null
43,4.61E-04,0.00E+00,-1.46E-02,3.06E-01, null
44,1.74E-04,-7.28E-12,-1.46E-02,3.04E-01, null
45,5.19E-04,0.00E+00,-1.45E-02,3.10E-01, null
46,3.36E-05,-7.28E-12,-1.44E-02,3.10E-01, null
47,3.61E-04,-3.64E-12,-1.48E-02,3.01E-01, null
48,5.86E-04,7.28E-12,-1.46E-02,3.07E-01, null
49,6.55E-04,-3.64E-12,-1.49E-02,3.00E-01, null
50,1.04E-04,-3.64E-12,-1.49E-02,3.00E-01, null
51,1.29E-04,0.00E+00,-1.33E-02,3.57E-01, null
52,6.57E-07,0.00E+00,-1.33E-02,3.58E-01, null
53,6.13E-04,1.09E-11,-1.34E-02,3.61E-01, null
54,9.86E-04,0.00E+00,-1.49E-02,3.00E-01, null
55,5.39E-04,0.00E+00,-1.37E-02,3.45E-01, null
56,5.21E-04,0.00E+00,-1.38E-02,3.45E-01, null
57,7.27E-04,0.00E+00,-1.30E-02,3.66E-01, null
58,9.48E-04,0.00E+00,-1.37E-02,2.97E-01, null
59,9.01E-04,3.64E-12,-1.38E-02,3.07E-01, null
60,-1.50E-04,0.00E+00,-1.37E-02,3.38E-01, null
61,-1.42E-04,3.64E-12,-1.37E-02,3.38E-01, null
62,1.72E-04,0.00E+00,-1.38E-02,3.40E-01, null
63,5.03E-04,0.00E+00,-1.37E-02,3.45E-01, null
64,3.25E-04,0.00E+00,-1.29E-02,3.76E-01, null
65,3.55E-04,9.09E-12,-1.29E-02,3.76E-01, null
66,3.27E-04,0.00E+00,-1.29E-02,3.77E-01, null
67,6.99E-05,-1.46E-11,-1.40E-02,3.28E-01, null
68,5.38E-04,1.09E-11,-1.34E-02,3.61E-01, null
69,5.48E-04,-3.64E-12,-1.34E-02,3.64E-01, null
70,-1.77E-04,3.64E-12,-1.44E-02,3.08E-01, null
71,1.25E-04,0.00E+00,-1.34E-02,3.54E-01, null
72,7.51E-04,0.00E+00,-1.42E-02,3.28E-01, null
73,-3.01E-04,-7.28E-12,-1.33E-02,3.62E-01, null
74,-1.81E-04,1.46E-11,-1.30E-02,3.70E-01, null
75,8.43E-04,7.28E-12,-1.40E-02,3.25E-01, null
76,8.71E-04,7.28E-12,-1.29E-02,3.12E-01, null
77,-3.37E-04,0.00E+00,-1.30E-02,3.72E-01, null
78,-3.37E-04,0.00E+00,-1.27E-02,3.82E-01, null
79,-1.93E-04,7.28E-12,-1.28E-02,3.80E-01, null
80,6.04E-05,0.00E+00,-1.34E-02,3.55E-01, null
81,-2.75E-04,0.00E+00,-1.34E-02,3.55E-01, null
82,8.71E-04,-7.28E-12,-1.42E-02,3.16E-01, null
83,9.95E-04,1.14E-13,-1.49E-02,3.00E-01, null
84,-6.03E-04,0.00E+00,-1.45E-02,3.12E-01, null
85,-5.10E-04,0.00E+00,-1.43E-02,3.15E-01, null
86,-7.87E-04,-3.64E-12,-1.44E-02,3.23E-01, null
87,-5.67E-04,-7.28E-12,-1.37E-02,3.46E-01, null
88,-6.45E-04,0.00E+00,-1.39E-02,3.41E-01, null
89,-5.01E-04,0.00E+00,-1.39E-02,3.40E-01, null
90,-5.99E-04,0.00E+00,-1.43E-02,3.19E-01, null
91,-5.19E-04,3.64E-12,-1.41E-02,3.25E-01, null
92,-1.10E-03,1.02E-11,-1.45E-02,2.71E-01, null
93,-1.10E-03,0.00E+00,-1.45E-02,2.71E-01, null
94,-1.10E-03,-4.32E-12,-1.45E-02,2.71E-01, null
95,-7.11E-04,7.28E-12,-1.29E-02,3.68E-01, null
96,-6.74E-04,0.00E+00,-1.29E-02,3.69E-01, null
97,-5.74E-04,0.00E+00,-1.32E-02,3.66E-01, null
98,-5.16E-04,0.00E+00,-1.32E-02,3.67E-01, null
99,-4.33E-04,0.00E+00,-1.37E-02,3.46E-01, null
100,-7.28E-04,1.82E-12,-1.29E-02,3.67E-01, null
101,-6.35E-04,0.00E+00,-1.32E-02,3.63E-01, null
102,-7.47E-04,0.00E+00,-1.46E-02,3.10E-01, null
103,-8.45E-04,1.09E-11,-1.44E-02,3.24E-01, null
104,-8.18E-04,7.28E-12,-1.40E-02,3.39E-01, null
105,-5.89E-04,0.00E+00,-1.49E-02,3.00E-01, null
106,-6.59E-04,-1.46E-11,-1.49E-02,3.00E-01, null
107,-6.26E-04,0.00E+00,-1.47E-02,3.04E-01, null
108,-8.69E-04,0.00E+00,-1.32E-02,3.30E-01, null
109,-8.72E-04,3.64E-12,-1.33E-02,3.34E-01, null
110,-1.08E-03,-7.28E-12,-1.29E-02,2.22E-01, null
111,-8.81E-04,7.28E-12,-1.31E-02,3.13E-01, null
112,-7.94E-04,0.00E+00,-1.29E-02,3.37E-01, null
113,-8.42E-04,0.00E+00,-1.43E-02,3.25E-01, null
114,-8.72E-04,9.09E-12,-1.43E-02,3.21E-01, null
115,-8.49E-04,-3.64E-12,-1.43E-02,3.27E-01, null
116,-9.72E-04,0.00E+00,-1.41E-02,2.90E-01, null
117,-1.09E-03,0.00E+00,-1.39E-02,2.47E-01, null
118,-1.06E-03,1.46E-11,-1.39E-02,2.56E-01, null
119,-1.02E-03,0.00E+00,-1.38E-02,2.79E-01, null
120,-9.92E-04,7.28E-12,-1.49E-02,3.00E-01, null
121,-7.07E-04,0.00E+00,-1.49E-02,3.00E-01, null
122,-8.37E-04,0.00E+00,-1.47E-02,3.06E-01, null
123,-6.77E-04,-1.46E-11,-1.48E-02,3.01E-01, null
124,-1.09E-03,7.28E-12,-1.42E-02,2.57E-01, null
125,-1.10E-03,0.00E+00,-1.39E-02,2.44E-01, null
126,-7.08E-04,0.00E+00,-1.35E-02,3.57E-01, null
127,-5.88E-04,0.00E+00,-1.33E-02,3.65E-01, null
128,-5.51E-04,-1.82E-12,-1.34E-02,3.60E-01, null
129,-3.79E-04,3.64E-12,-1.45E-02,3.09E-01, null
130,-9.66E-04,0.00E+00,-1.32E-02,2.89E-01, null
131,-1.08E-03,3.64E-12,-1.30E-02,2.34E-01, null
132,-1.08E-03,0.00E+00,-1.32E-02,2.37E-01, null
133,-1.00E-03,-3.64E-12,-1.35E-02,2.88E-01, null
134,-8.74E-04,-7.28E-12,-1.36E-02,3.27E-01, null
135,-1.05E-03,0.00E+00,-1.34E-02,2.67E-01, null
136,-8.66E-04,0.00E+00,-1.44E-02,3.23E-01, null
137,-7.17E-04,7.28E-12,-1.28E-02,3.68E-01, null
138,-7.95E-04,7.28E-12,-1.31E-02,3.53E-01, null
139,-8.43E-04,0.00E+00,-1.38E-02,3.44E-01, null
140,-8.17E-04,1.09E-11,-1.37E-02,3.48E-01, null
141,-5.32E-04,0.00E+00,-1.33E-02,3.65E-01, null
142,-6.69E-04,1.82E-12,-1.28E-02,3.70E-01, null
143,-1.07E-03,0.00E+00,-1.33E-02,2.51E-01, null
144,-8.90E-04,3.64E-12,-1.37E-02,3.32E-01, null
145,7.51E-04,0.00E+00,-1.26E-02,3.67E-01, null
146,5.15E-04,0.00E+00,-1.25E-02,3.84E-01, null
147,7.52E-04,0.00E+00,-1.26E-02,3.66E-01, null
148,7.42E-04,-7.28E-12,-1.16E-02,3.78E-01, null
149,4.67E-04,0.00E+00,-1.19E-02,3.98E-01, null
150,5.85E-04,-3.64E-12,-1.14E-02,4.01E-01, null
151,4.15E-04,0.00E+00,-1.18E-02,4.08E-01, null
152,4.05E-04,-5.46E-12,-1.24E-02,3.91E-01, null
153,5.32E-05,0.00E+00,-1.26E-02,3.82E-01, null
154,1.05E-05,1.09E-11,-1.27E-02,3.79E-01, null
155,3.53E-04,-7.28E-12,-1.19E-02,4.05E-01, null
156,8.89E-05,-9.09E-13,-1.14E-02,4.16E-01, null
157,3.89E-04,-1.09E-11,-1.19E-02,4.05E-01, null
158,4.37E-04,-7.28E-12,-1.14E-02,4.13E-01, null
159,7.57E-04,0.00E+00,-1.28E-02,3.65E-01, null
160,4.59E-04,1.82E-12,-1.28E-02,3.73E-01, null
161,5.54E-04,0.00E+00,-1.23E-02,3.80E-01, null
162,4.27E-04,1.82E-12,-1.24E-02,3.90E-01, null
163,8.73E-05,4.55E-13,-1.13E-02,4.18E-01, null
164,5.79E-07,1.02E-12,-1.09E-02,4.27E-01, null
165,3.58E-04,0.00E+00,-1.09E-02,4.22E-01, null
166,7.69E-04,0.00E+00,-1.18E-02,3.70E-01, null
167,7.23E-04,0.00E+00,-1.10E-02,3.83E-01, null
168,4.03E-04,0.00E+00,-1.09E-02,4.17E-01, null
169,6.20E-04,0.00E+00,-1.12E-02,3.97E-01, null
170,3.90E-04,-5.46E-12,-1.10E-02,4.20E-01, null
171,3.61E-04,3.64E-12,-1.20E-02,4.03E-01, null
172,-5.05E-05,0.00E+00,-1.22E-02,3.95E-01, null
173,-3.98E-05,0.00E+00,-1.22E-02,3.93E-01, null
174,7.96E-04,-7.28E-12,-1.22E-02,3.59E-01, null
175,-1.03E-05,0.00E+00,-1.09E-02,4.27E-01, null
176,4.41E-05,0.00E+00,-1.14E-02,4.18E-01, null
177,4.80E-04,0.00E+00,-1.13E-02,4.11E-01, null
178,4.22E-04,-5.46E-12,-1.24E-02,3.90E-01, null
179,2.74E-05,0.00E+00,-1.26E-02,3.83E-01, null
180,2.26E-05,0.00E+00,-1.14E-02,4.17E-01, null
181,3.81E-05,-8.19E-12,-1.14E-02,4.18E-01, null
182,3.91E-05,0.00E+00,-1.14E-02,4.17E-01, null
183,-2.60E-04,3.64E-12,-1.18E-02,4.08E-01, null
184,-2.87E-04,5.46E-12,-1.18E-02,4.07E-01, null
185,-1.07E-04,0.00E+00,-1.22E-02,3.94E-01, null
186,-1.15E-05,0.00E+00,-1.09E-02,4.27E-01, null
187,3.94E-04,-5.46E-12,-1.24E-02,3.92E-01, null
188,5.27E-05,-8.19E-12,-1.14E-02,4.17E-01, null
189,4.78E-05,4.55E-13,-1.14E-02,4.17E-01, null
190,8.03E-04,7.28E-12,-1.21E-02,3.60E-01, null
191,5.98E-04,-1.82E-12,-1.20E-02,3.82E-01, null
192,4.09E-04,-3.64E-12,-1.19E-02,4.01E-01, null
193,-3.29E-04,0.00E+00,-1.22E-02,3.99E-01, null
194,-3.98E-04,0.00E+00,-1.24E-02,3.92E-01, null
195,-3.06E-04,-7.28E-12,-1.10E-02,4.22E-01, null
196,-2.14E-05,9.09E-13,-1.15E-02,4.16E-01, null
197,7.63E-04,7.28E-12,-1.14E-02,3.73E-01, null
198,7.65E-04,-3.64E-12,-1.11E-02,3.75E-01, null
199,-2.86E-04,-2.18E-11,-1.18E-02,4.06E-01, null
200,-9.03E-05,0.00E+00,-1.26E-02,3.82E-01, null
201,-2.93E-04,5.46E-12,-1.18E-02,4.08E-01, null
202,-2.76E-04,-2.18E-11,-1.18E-02,4.08E-01, null
203,-4.33E-04,-1.46E-11,-1.11E-02,4.09E-01, null
204,-5.07E-04,0.00E+00,-1.14E-02,3.99E-01, null
