Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,-2.86E-03,-5.86E-04,3.67E-03,3.74E+00
1,-2.94E-03,-7.70E-04,3.58E-03,3.51E+00
2,-2.77E-03,-8.20E-04,3.70E-03,3.81E+00
3,-3.08E-03,2.59E-03,-2.43E-03,2.23E-01
4,-3.13E-03,2.70E-03,-2.25E-03,2.24E-01
5,-2.96E-03,2.79E-03,-2.35E-03,2.30E-01
6,1.03E-03,-4.55E-03,-3.50E-04,2.21E-01
7,1.06E-03,-4.56E-03,-1.47E-04,2.12E-01
8,8.63E-04,-4.59E-03,-2.28E-04,2.28E-01
9,-3.81E-04,-3.47E-03,-3.13E-03,2.32E-01
10,-4.62E-04,-3.35E-03,-3.24E-03,2.24E-01
11,-2.42E-04,-3.33E-03,-3.29E-03,2.01E-01
12,-1.74E-04,-3.48E-03,-3.13E-03,2.14E-01
13,4.03E-04,-3.04E-03,3.54E-03,3.70E+00
14,2.89E-04,-3.18E-03,3.43E-03,3.41E+00
15,5.00E-04,-3.18E-03,3.40E-03,3.33E+00
16,-1.09E-03,3.92E-03,-2.37E-03,3.47E-01
17,-1.29E-03,3.87E-03,-2.35E-03,3.68E-01
18,-1.20E-03,3.98E-03,-2.21E-03,3.71E-01
19,2.84E-03,-1.97E-03,-3.17E-03,1.60E-01
20,2.74E-03,-1.92E-03,-3.29E-03,1.70E-01
21,2.87E-03,-1.81E-03,-3.24E-03,1.71E-01
22,-1.05E-03,4.02E-03,-2.21E-03,3.54E-01
23,-1.12E-03,4.07E-03,-2.09E-03,3.73E-01
24,-9.51E-04,4.09E-03,-2.13E-03,3.49E-01
25,6.60E-04,3.15E-03,3.43E-03,3.22E+00
26,7.33E-04,3.25E-03,3.33E-03,3.00E+00
27,5.55E-04,3.25E-03,3.35E-03,3.09E+00
28,-7.83E-04,4.07E-03,-2.23E-03,3.23E-01
29,-8.28E-04,4.17E-03,-2.02E-03,3.45E-01
30,3.23E-03,-1.34E-03,-3.12E-03,1.83E-01
31,3.07E-03,-1.41E-03,-3.25E-03,1.88E-01
32,3.10E-03,-1.23E-03,-3.30E-03,1.93E-01
33,-4.32E-03,3.31E-06,1.85E-03,1.62E+00
34,-4.36E-03,-1.43E-04,1.73E-03,1.57E+00
35,-4.30E-03,-1.51E-04,1.88E-03,1.64E+00
36,9.59E-04,-3.34E-03,-3.14E-03,1.54E-01
37,8.00E-04,-3.33E-03,-3.20E-03,1.57E-01
38,8.97E-04,-3.21E-03,-3.29E-03,1.49E-01
39,1.10E-03,-3.22E-03,-3.22E-03,1.47E-01
40,-1.09E-03,-3.17E-03,-3.27E-03,2.78E-01
41,-1.09E-03,-3.02E-03,-3.41E-03,2.57E-01
42,-9.13E-04,-3.11E-03,-3.38E-03,2.46E-01
43,-4.15E-04,-4.20E-03,-2.03E-03,3.66E-01
44,-3.59E-04,-4.30E-03,-1.82E-03,3.84E-01
45,-5.71E-04,-4.26E-03,-1.86E-03,4.03E-01
46,9.81E-04,-4.54E-03,-5.56E-04,2.37E-01
47,8.17E-04,-4.59E-03,-4.28E-04,2.45E-01
48,-1.26E-03,-3.08E-03,-3.29E-03,2.87E-01
49,3.46E-04,4.59E-03,-9.84E-04,2.52E-01
50,2.20E-04,4.58E-03,-1.05E-03,2.68E-01
51,2.09E-04,4.62E-03,-8.64E-04,2.70E-01
52,2.56E-04,-3.45E-03,-3.16E-03,1.82E-01
53,1.41E-04,-3.41E-03,-3.21E-03,1.84E-01
54,2.65E-04,-3.35E-03,-3.27E-03,1.73E-01
55,-1.69E-03,1.54E-03,4.11E-03,5.18E+00
56,-1.62E-03,1.73E-03,4.06E-03,5.02E+00
57,-1.83E-03,1.64E-03,4.01E-03,4.81E+00
58,-1.90E-03,1.42E-03,4.06E-03,4.97E+00
59,-6.38E-04,-4.14E-03,-2.09E-03,3.79E-01
60,3.24E-04,2.77E-03,3.79E-03,4.16E+00
61,5.26E-04,2.81E-03,3.74E-03,3.99E+00
62,3.07E-04,2.90E-03,3.69E-03,3.90E+00
63,-2.08E-03,-3.23E-03,-2.68E-03,3.45E-01
64,-1.98E-03,-3.39E-03,-2.55E-03,3.76E-01
65,-2.18E-03,-3.33E-03,-2.46E-03,3.66E-01
