Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,2.65E-04,2.27E-13,-1.46E-02,3.07E-01, null
1,-8.30E-05,0.00E+00,-1.45E-02,3.08E-01, null
2,6.11E-05,7.28E-12,-1.43E-02,3.17E-01, null
3,2.69E-04,0.00E+00,-1.46E-02,3.07E-01, null
4,2.68E-04,0.00E+00,-1.46E-02,3.07E-01, null
5,-5.28E-04,7.28E-12,-1.45E-02,3.13E-01, null
6,-3.95E-04,3.64E-12,-1.45E-02,3.11E-01, null
7,-4.96E-04,3.64E-12,-1.47E-02,3.07E-01, null
8,2.98E-04,0.00E+00,-1.42E-02,3.29E-01, null
9,2.69E-04,2.27E-13,-1.46E-02,3.07E-01, null
10,4.84E-04,0.00E+00,-1.42E-02,3.35E-01, null
11,2.52E-04,1.14E-13,-1.46E-02,3.06E-01, null
12,-1.99E-05,0.00E+00,-1.48E-02,3.01E-01, null
13,4.09E-04,7.28E-12,-1.49E-02,3.00E-01, null
14,1.04E-04,-1.82E-12,-1.49E-02,3.00E-01, null
15,-3.99E-04,0.00E+00,-1.44E-02,3.18E-01, null
16,5.78E-04,0.00E+00,-1.33E-02,3.69E-01, null
17,3.45E-04,-9.09E-13,-1.31E-02,3.84E-01, null
18,3.57E-04,0.00E+00,-1.35E-02,3.66E-01, null
19,8.84E-04,-9.09E-12,-1.28E-02,2.62E-01, null
20,8.89E-04,0.00E+00,-1.29E-02,2.63E-01, null
21,8.39E-04,5.46E-12,-1.28E-02,2.84E-01, null
22,4.10E-04,0.00E+00,-1.38E-02,3.49E-01, null
23,1.92E-04,7.28E-12,-1.39E-02,3.42E-01, null
24,2.40E-04,7.28E-12,-1.37E-02,3.54E-01, null
25,5.89E-04,0.00E+00,-1.44E-02,3.24E-01, null
26,6.39E-04,0.00E+00,-1.42E-02,3.22E-01, null
27,3.39E-04,9.09E-13,-1.31E-02,3.84E-01, null
28,3.32E-04,-8.19E-12,-1.31E-02,3.84E-01, null
29,-1.75E-04,3.64E-12,-1.42E-02,3.23E-01, null
30,-2.66E-04,-3.64E-12,-1.42E-02,3.26E-01, null
31,-8.88E-05,-3.64E-12,-1.40E-02,3.34E-01, null
32,-1.79E-04,0.00E+00,-1.39E-02,3.37E-01, null
33,-2.43E-04,7.28E-12,-1.43E-02,3.19E-01, null
34,8.95E-04,7.28E-12,-1.41E-02,2.69E-01, null
35,6.67E-04,0.00E+00,-1.39E-02,3.21E-01, null
36,8.72E-04,-3.64E-12,-1.41E-02,2.82E-01, null
