Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,8.08E-03,3.31E-05,3.01E-03,3.89E-03
1,8.00E-03,-6.04E-05,3.16E-03,4.40E-03
2,8.08E-03,-1.62E-04,3.00E-03,3.82E-03
3,4.88E-03,-3.49E-03,2.10E-03,1.05E-01
4,4.94E-03,-3.51E-03,1.91E-03,1.00E-01
5,5.11E-03,-3.42E-03,1.96E-03,8.55E-02
6,5.06E-03,-3.38E-03,2.20E-03,8.55E-02
7,4.82E-03,-3.47E-03,2.28E-03,1.14E-01
8,4.95E-03,-3.35E-03,2.42E-03,9.48E-02
9,4.75E-03,-3.43E-03,2.47E-03,1.25E-01
10,4.89E-03,-3.31E-03,2.60E-03,1.02E-01
11,4.69E-03,-3.38E-03,2.65E-03,1.38E-01
12,4.82E-03,-3.26E-03,2.78E-03,1.13E-01
13,4.63E-03,-3.31E-03,2.83E-03,1.53E-01
14,4.76E-03,-3.20E-03,2.95E-03,1.22E-01
15,4.57E-03,-3.24E-03,3.01E-03,1.71E-01
16,4.70E-03,-3.12E-03,3.11E-03,1.35E-01
17,4.51E-03,-3.16E-03,3.18E-03,1.93E-01
18,4.64E-03,-3.04E-03,3.28E-03,1.51E-01
19,4.45E-03,-3.07E-03,3.35E-03,2.18E-01
20,4.59E-03,-2.94E-03,3.44E-03,1.69E-01
21,4.40E-03,-2.96E-03,3.51E-03,2.46E-01
22,4.54E-03,-2.84E-03,3.59E-03,1.88E-01
23,4.35E-03,-2.85E-03,3.66E-03,2.78E-01
24,4.49E-03,-2.73E-03,3.74E-03,2.08E-01
25,4.30E-03,-2.73E-03,3.81E-03,3.13E-01
26,4.44E-03,-2.60E-03,3.88E-03,2.33E-01
27,4.25E-03,-2.60E-03,3.96E-03,3.53E-01
28,4.39E-03,-2.47E-03,4.02E-03,2.61E-01
29,4.20E-03,-2.46E-03,4.09E-03,3.93E-01
30,4.35E-03,-2.33E-03,4.15E-03,2.84E-01
31,4.16E-03,-2.31E-03,4.22E-03,4.39E-01
32,4.31E-03,-2.18E-03,4.27E-03,3.16E-01
33,4.12E-03,-2.16E-03,4.34E-03,4.87E-01
34,4.27E-03,-2.03E-03,4.38E-03,3.44E-01
35,4.08E-03,-2.00E-03,4.45E-03,5.43E-01
36,4.24E-03,-1.87E-03,4.49E-03,3.76E-01
37,4.05E-03,-1.83E-03,4.55E-03,5.85E-01
38,4.20E-03,-1.70E-03,4.58E-03,4.00E-01
39,4.01E-03,-1.66E-03,4.65E-03,6.17E-01
40,4.17E-03,-1.53E-03,4.67E-03,4.31E-01
41,3.99E-03,-1.48E-03,4.73E-03,6.73E-01
42,4.15E-03,-1.36E-03,4.75E-03,4.57E-01
43,3.96E-03,-1.30E-03,4.81E-03,7.15E-01
44,4.12E-03,-1.17E-03,4.82E-03,4.81E-01
45,3.94E-03,-1.11E-03,4.87E-03,7.62E-01
46,4.10E-03,-9.90E-04,4.88E-03,5.15E-01
47,3.92E-03,-9.18E-04,4.93E-03,8.11E-01
48,4.09E-03,-8.02E-04,4.93E-03,5.36E-01
49,3.91E-03,-7.24E-04,4.97E-03,8.43E-01
50,4.07E-03,-6.11E-04,4.96E-03,5.52E-01
51,3.89E-03,-5.28E-04,5.01E-03,8.76E-01
52,4.06E-03,-4.19E-04,4.99E-03,5.65E-01
53,3.88E-03,-3.31E-04,5.03E-03,9.30E-01
54,4.06E-03,-2.25E-04,5.01E-03,5.79E-01
55,3.88E-03,-1.32E-04,5.04E-03,9.31E-01
56,4.06E-03,-3.02E-05,5.02E-03,5.84E-01
57,3.88E-03,6.78E-05,5.05E-03,9.22E-01
58,4.06E-03,1.64E-04,5.02E-03,5.90E-01
59,3.88E-03,2.67E-04,5.04E-03,9.00E-01
60,4.06E-03,3.59E-04,5.00E-03,5.81E-01
61,3.89E-03,4.66E-04,5.02E-03,8.73E-01
62,4.07E-03,5.52E-04,4.98E-03,5.75E-01
63,3.90E-03,6.63E-04,4.99E-03,8.65E-01
64,4.08E-03,7.44E-04,4.95E-03,5.58E-01
65,3.91E-03,8.58E-04,4.95E-03,8.43E-01
66,4.09E-03,9.33E-04,4.90E-03,5.48E-01
67,3.93E-03,1.05E-03,4.90E-03,8.19E-01
68,4.11E-03,1.12E-03,4.85E-03,5.25E-01
69,3.94E-03,1.24E-03,4.84E-03,7.77E-01
70,4.13E-03,1.30E-03,4.79E-03,4.93E-01
71,3.97E-03,1.43E-03,4.77E-03,7.29E-01
72,4.15E-03,1.48E-03,4.71E-03,4.63E-01
73,3.99E-03,1.61E-03,4.69E-03,6.90E-01
74,4.18E-03,1.66E-03,4.63E-03,4.35E-01
75,4.02E-03,1.78E-03,4.61E-03,6.30E-01
