Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,-8.17E-05,0.00E+00,-1.13E-02,2.11E-01
1,-1.47E-04,0.00E+00,-1.13E-02,2.04E-01
2,-1.29E-04,0.00E+00,-1.13E-02,2.08E-01
3,-6.11E-04,-7.28E-12,-1.13E-02,1.22E-01
4,-3.55E-04,0.00E+00,-1.14E-02,1.81E-01
5,-4.35E-04,-7.28E-12,-1.13E-02,1.67E-01
6,-2.26E-05,0.00E+00,-1.18E-02,2.11E-01
7,1.16E-05,1.82E-12,-1.19E-02,2.13E-01
8,1.21E-06,0.00E+00,-1.17E-02,2.13E-01
9,-1.68E-04,0.00E+00,-1.30E-02,1.90E-01
10,-1.53E-05,7.28E-12,-1.31E-02,1.94E-01
11,2.08E-04,1.82E-12,-1.29E-02,1.96E-01
12,3.59E-04,0.00E+00,-1.16E-02,1.83E-01
13,5.23E-05,0.00E+00,-1.14E-02,2.06E-01
14,2.61E-04,0.00E+00,-1.16E-02,1.89E-01
15,2.54E-05,-7.28E-12,-1.21E-02,2.05E-01
16,9.14E-05,0.00E+00,-1.21E-02,2.05E-01
17,-2.28E-04,0.00E+00,-1.20E-02,1.88E-01
18,-3.71E-04,0.00E+00,-1.19E-02,1.75E-01
19,-4.00E-04,0.00E+00,-1.19E-02,1.74E-01
20,-8.28E-05,3.64E-12,-1.17E-02,2.07E-01
21,2.31E-04,1.82E-12,-1.29E-02,1.94E-01
22,2.47E-04,1.82E-12,-1.29E-02,1.93E-01
23,2.62E-04,1.82E-12,-1.29E-02,1.93E-01
24,1.06E-05,-5.46E-12,-1.26E-02,2.05E-01
25,1.16E-05,0.00E+00,-1.26E-02,2.05E-01
26,2.16E-04,-1.27E-11,-1.29E-02,1.95E-01
27,4.83E-05,1.82E-12,-1.26E-02,2.03E-01
28,3.00E-04,3.64E-12,-1.32E-02,1.78E-01
29,3.75E-04,-3.64E-12,-1.32E-02,1.74E-01
30,-3.01E-04,0.00E+00,-1.43E-02,1.51E-01
31,-3.63E-04,-7.28E-12,-1.40E-02,1.61E-01
32,-6.84E-05,7.28E-12,-1.41E-02,1.59E-01
33,-4.05E-05,1.82E-12,-1.15E-02,2.15E-01
34,-6.20E-04,7.28E-12,-1.36E-02,1.19E-01
35,-6.77E-04,-1.09E-11,-1.38E-02,1.13E-01
36,-5.28E-04,0.00E+00,-1.38E-02,1.45E-01
37,-4.81E-04,0.00E+00,-1.36E-02,1.51E-01
38,-3.73E-04,3.64E-12,-1.40E-02,1.63E-01
39,-4.81E-04,1.82E-12,-1.40E-02,1.47E-01
40,-3.89E-04,7.28E-12,-1.37E-02,1.68E-01
41,3.74E-04,-7.28E-12,-1.27E-02,1.79E-01
42,-6.51E-05,1.82E-12,-1.34E-02,1.88E-01
43,-1.21E-04,-1.82E-12,-1.34E-02,1.85E-01
44,-3.75E-04,-7.28E-12,-1.33E-02,1.73E-01
45,-1.93E-04,0.00E+00,-1.32E-02,1.84E-01
46,-5.15E-04,7.28E-12,-1.35E-02,1.44E-01
47,-6.36E-04,-3.64E-12,-1.35E-02,1.16E-01
48,-8.10E-05,-1.09E-11,-1.34E-02,1.85E-01
49,-5.69E-05,1.82E-12,-1.34E-02,1.86E-01
50,-5.18E-05,-9.09E-12,-1.34E-02,1.86E-01
51,-8.56E-05,1.82E-12,-1.34E-02,1.86E-01
