Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,9.54E-04,3.64E-12,-1.49E-02,1.95E-01, null
1,1.14E-03,-7.28E-12,-1.49E-02,0.00E+00,1.27E+01
2,9.43E-04,1.82E-12,-1.46E-02,2.61E-01, null
3,9.98E-04,3.64E-12,-1.46E-02,2.06E-01, null
4,9.55E-04,9.09E-12,-1.46E-02,2.56E-01, null
5,9.73E-04,9.09E-12,-1.46E-02,2.35E-01, null
6,2.96E-04,7.28E-12,-1.46E-02,3.06E-01, null
7,6.18E-04,-7.28E-12,-1.46E-02,3.14E-01, null
8,4.47E-04,0.00E+00,-1.48E-02,3.02E-01, null
9,1.15E-03,2.27E-13,-1.33E-02,0.00E+00,6.22E+00
10,1.14E-03,-3.64E-12,-1.30E-02,0.00E+00,5.81E+00
11,1.09E-03,3.64E-12,-1.30E-02,7.12E-02, null
12,1.14E-03,0.00E+00,-1.33E-02,7.50E-03, null
13,8.14E-04,0.00E+00,-1.37E-02,2.89E-01, null
14,7.74E-04,0.00E+00,-1.39E-02,3.14E-01, null
15,9.03E-04,3.64E-12,-1.37E-02,2.55E-01, null
16,4.75E-04,0.00E+00,-1.44E-02,3.21E-01, null
17,5.98E-04,1.82E-12,-1.44E-02,3.22E-01, null
18,5.34E-04,-3.64E-12,-1.43E-02,3.25E-01, null
19,1.15E-03,0.00E+00,-1.40E-02,0.00E+00,7.82E+00
20,1.15E-03,0.00E+00,-1.41E-02,0.00E+00,8.05E+00
21,1.10E-03,3.64E-12,-1.41E-02,5.26E-02, null
22,4.83E-04,0.00E+00,-1.37E-02,3.47E-01, null
23,4.12E-04,-7.28E-12,-1.37E-02,3.55E-01, null
24,4.94E-04,0.00E+00,-1.35E-02,3.61E-01, null
25,9.87E-04,1.82E-12,-1.46E-02,2.20E-01, null
26,1.14E-03,0.00E+00,-1.46E-02,1.60E-02, null
27,9.73E-04,7.28E-12,-1.43E-02,1.84E-01, null
28,1.13E-03,-7.28E-12,-1.44E-02,0.00E+00,1.05E+01
29,8.90E-04,0.00E+00,-1.33E-02,2.30E-01, null
30,7.92E-04,-7.28E-12,-1.32E-02,2.79E-01, null
31,9.58E-04,-3.64E-12,-1.32E-02,2.01E-01, null
32,6.90E-04,-7.28E-12,-1.46E-02,3.14E-01, null
33,6.62E-04,0.00E+00,-1.47E-02,3.12E-01, null
34,7.27E-04,-7.28E-12,-1.46E-02,3.13E-01, null
35,7.65E-04,0.00E+00,-1.47E-02,3.09E-01, null
36,1.15E-03,0.00E+00,-1.46E-02,0.00E+00,1.27E+01
37,1.15E-03,5.34E-12,-1.46E-02,0.00E+00,1.27E+01
38,8.98E-04,-7.28E-12,-1.42E-02,2.63E-01, null
39,7.84E-04,0.00E+00,-1.40E-02,3.13E-01, null
40,6.49E-04,0.00E+00,-1.43E-02,3.12E-01, null
41,1.06E-03,3.64E-12,-1.42E-02,9.48E-02, null
42,1.01E-03,-7.28E-12,-1.34E-02,1.23E-01, null
43,1.15E-03,2.27E-13,-1.33E-02,2.65E-03, null
44,1.15E-03,0.00E+00,-1.33E-02,0.00E+00,6.23E+00
45,1.14E-03,0.00E+00,-1.35E-02,0.00E+00,6.68E+00
46,1.02E-03,7.28E-12,-1.31E-02,1.43E-01, null
47,9.31E-04,-3.64E-12,-1.31E-02,2.10E-01, null
48,5.45E-04,3.64E-12,-1.34E-02,3.64E-01, null
49,6.61E-04,-3.64E-12,-1.35E-02,3.33E-01, null
50,8.76E-04,7.28E-12,-1.48E-02,2.92E-01, null
51,7.44E-04,-7.28E-12,-1.39E-02,3.23E-01, null
52,7.74E-04,-1.82E-12,-1.40E-02,3.14E-01, null
53,8.64E-04,0.00E+00,-1.35E-02,2.62E-01, null
54,6.08E-04,0.00E+00,-1.34E-02,3.39E-01, null
55,9.47E-04,0.00E+00,-1.38E-02,2.36E-01, null
56,1.07E-03,-3.64E-12,-1.38E-02,1.03E-01, null
57,7.36E-04,0.00E+00,-1.40E-02,3.22E-01, null
58,6.84E-04,0.00E+00,-1.39E-02,3.29E-01, null
59,9.72E-04,0.00E+00,-1.36E-02,1.60E-01, null
60,8.39E-04,7.28E-12,-1.49E-02,3.00E-01, null
61,6.80E-04,-3.64E-12,-1.49E-02,3.00E-01, null
62,1.14E-03,0.00E+00,-1.37E-02,0.00E+00,7.09E+00
63,5.03E-04,0.00E+00,-1.49E-02,3.00E-01, null
64,1.15E-03,3.64E-12,-1.42E-02,0.00E+00,8.56E+00
65,8.77E-04,-1.46E-11,-1.43E-02,2.85E-01, null
66,1.15E-03,1.14E-13,-1.46E-02,0.00E+00,1.27E+01
67,1.14E-03,0.00E+00,-1.38E-02,0.00E+00,7.38E+00
68,6.84E-04,7.28E-12,-1.31E-02,3.23E-01, null
69,5.73E-04,-3.64E-12,-1.43E-02,3.23E-01, null
70,5.34E-04,0.00E+00,-1.43E-02,3.28E-01, null
71,4.14E-04,1.46E-11,-1.40E-02,3.38E-01, null
72,5.69E-04,3.64E-12,-1.33E-02,3.61E-01, null
73,4.21E-04,-7.28E-12,-1.30E-02,3.69E-01, null
74,4.05E-04,3.64E-12,-1.38E-02,3.48E-01, null
75,1.15E-03,-3.64E-12,-1.29E-02,0.00E+00,5.69E+00
76,4.66E-04,0.00E+00,-1.19E-02,3.98E-01, null
77,4.80E-04,-4.55E-13,-1.20E-02,3.93E-01, null
78,4.60E-04,0.00E+00,-1.19E-02,4.00E-01, null
79,8.32E-04,0.00E+00,-1.17E-02,2.52E-01, null
80,6.51E-04,0.00E+00,-1.16E-02,3.29E-01, null
81,8.43E-04,3.64E-12,-1.14E-02,2.60E-01, null
82,9.77E-04,-7.28E-12,-1.17E-02,1.38E-01, null
83,1.13E-03,7.28E-12,-1.19E-02,0.00E+00,5.00E+00
84,1.15E-03,0.00E+00,-1.22E-02,0.00E+00,5.19E+00
85,8.49E-04,-1.09E-11,-1.21E-02,2.47E-01, null
86,9.59E-04,1.82E-12,-1.22E-02,1.60E-01, null
87,4.58E-04,0.00E+00,-1.19E-02,4.00E-01, null
88,8.88E-04,0.00E+00,-1.28E-02,2.35E-01, null
89,1.08E-03,-3.64E-12,-1.30E-02,5.84E-02, null
90,1.02E-03,3.64E-12,-1.28E-02,1.20E-01, null
91,8.20E-04,-7.28E-12,-1.21E-02,2.71E-01, null
92,1.14E-03,-7.28E-12,-1.27E-02,0.00E+00,5.57E+00
93,8.56E-04,7.28E-12,-1.13E-02,2.48E-01, null
94,1.04E-03,7.28E-12,-1.15E-02,7.56E-02, null
95,1.15E-03,-2.27E-13,-1.13E-02,2.91E-03, null
96,8.20E-04,-1.09E-11,-1.21E-02,2.72E-01, null
97,1.04E-03,7.28E-12,-1.19E-02,8.19E-02, null
98,1.14E-03,7.28E-12,-1.16E-02,0.00E+00,4.96E+00
99,4.60E-04,-2.27E-13,-1.19E-02,4.00E-01, null
100,5.63E-04,0.00E+00,-1.28E-02,3.66E-01, null
101,5.76E-04,0.00E+00,-1.28E-02,3.63E-01, null
102,5.41E-04,0.00E+00,-1.28E-02,3.73E-01, null
103,1.14E-03,0.00E+00,-1.18E-02,0.00E+00,4.93E+00
104,1.14E-03,0.00E+00,-1.23E-02,0.00E+00,5.30E+00
