Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,5.96E-03,-1.63E-04,2.82E-03,6.15E-02
1,5.97E-03,3.31E-05,2.82E-03,6.15E-02
2,5.88E-03,-6.17E-05,2.98E-03,6.18E-02
3,3.87E-03,-2.53E-03,2.08E-03,2.62E-01
4,3.96E-03,-2.54E-03,1.90E-03,2.67E-01
5,4.11E-03,-2.44E-03,1.97E-03,2.26E-01
6,4.04E-03,-2.41E-03,2.20E-03,2.20E-01
7,3.78E-03,-2.51E-03,2.25E-03,2.73E-01
8,3.90E-03,-2.40E-03,2.40E-03,2.33E-01
9,3.70E-03,-2.48E-03,2.43E-03,2.85E-01
10,3.81E-03,-2.36E-03,2.57E-03,2.47E-01
11,3.61E-03,-2.43E-03,2.60E-03,3.00E-01
12,3.73E-03,-2.31E-03,2.73E-03,2.59E-01
13,3.53E-03,-2.36E-03,2.77E-03,3.28E-01
14,3.65E-03,-2.24E-03,2.89E-03,2.76E-01
15,3.45E-03,-2.28E-03,2.94E-03,3.44E-01
16,3.58E-03,-2.15E-03,3.04E-03,2.97E-01
17,3.38E-03,-2.18E-03,3.09E-03,3.74E-01
18,3.50E-03,-2.05E-03,3.19E-03,3.12E-01
19,3.30E-03,-2.08E-03,3.24E-03,4.11E-01
20,3.43E-03,-1.94E-03,3.33E-03,3.45E-01
21,3.23E-03,-1.96E-03,3.38E-03,4.67E-01
22,3.37E-03,-1.82E-03,3.46E-03,3.84E-01
23,3.17E-03,-1.82E-03,3.52E-03,5.17E-01
24,3.31E-03,-1.69E-03,3.59E-03,4.18E-01
25,3.11E-03,-1.68E-03,3.64E-03,5.77E-01
26,3.25E-03,-1.54E-03,3.70E-03,4.49E-01
27,3.05E-03,-1.53E-03,3.76E-03,6.46E-01
28,3.20E-03,-1.39E-03,3.81E-03,4.95E-01
29,3.00E-03,-1.36E-03,3.86E-03,7.34E-01
30,3.15E-03,-1.23E-03,3.90E-03,5.51E-01
31,2.96E-03,-1.19E-03,3.95E-03,8.17E-01
32,3.11E-03,-1.06E-03,3.98E-03,5.92E-01
33,2.92E-03,-1.02E-03,4.03E-03,9.05E-01
34,3.08E-03,-8.88E-04,4.05E-03,6.51E-01
35,2.89E-03,-8.30E-04,4.09E-03,9.70E-01
36,3.05E-03,-7.07E-04,4.11E-03,7.05E-01
37,2.86E-03,-6.40E-04,4.15E-03,1.06E+00
