Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,1.62E-03,-6.11E-04,7.98E-04,1.24E+00
1,1.76E-03,-5.39E-04,8.59E-04,5.15E-01
2,1.53E-03,-5.83E-04,9.72E-04,1.41E+00
3,1.67E-03,-4.72E-04,1.09E-03,4.90E-01
4,1.45E-03,-4.96E-04,1.13E-03,1.74E+00
5,1.59E-03,-3.62E-04,1.23E-03,7.08E-01
6,1.39E-03,-3.58E-04,1.26E-03,2.22E+00
7,1.56E-03,-2.21E-04,1.31E-03,7.65E-01
8,1.35E-03,-1.84E-04,1.34E-03,2.62E+00
9,1.54E-03,-6.00E-05,1.36E-03,8.12E-01
10,1.33E-03,1.06E-05,1.37E-03,2.77E+00
11,1.54E-03,1.12E-04,1.36E-03,8.24E-01
12,1.34E-03,2.05E-04,1.34E-03,2.63E+00
13,1.59E-03,2.92E-04,1.30E-03,5.85E-01
14,1.38E-03,3.82E-04,1.26E-03,2.37E+00
15,1.64E-03,4.21E-04,1.21E-03,4.84E-01
16,1.44E-03,5.22E-04,1.14E-03,1.88E+00
17,1.69E-03,5.12E-04,1.08E-03,4.26E-01
18,1.52E-03,6.14E-04,9.83E-04,1.40E+00
19,1.76E-03,5.60E-04,9.41E-04,3.87E-01
20,1.61E-03,6.46E-04,8.09E-04,1.20E+00
21,1.70E-03,-5.78E-04,6.24E-04,1.15E+00
22,1.85E-03,5.47E-04,7.84E-04,3.98E-01
23,1.80E-03,-4.69E-04,1.02E-03,1.96E-01
24,1.70E-03,6.18E-04,6.34E-04,1.13E+00
25,1.92E-03,4.87E-04,6.48E-04,4.31E-01
26,1.77E-03,5.31E-04,4.76E-04,1.19E+00
27,1.97E-03,3.86E-04,5.25E-04,5.11E-01
28,1.84E-03,3.93E-04,3.50E-04,1.25E+00
29,2.02E-03,2.41E-04,4.41E-04,5.52E-01
30,1.88E-03,2.19E-04,2.68E-04,1.30E+00
31,1.77E-03,-3.59E-04,1.18E-03,1.75E-01
32,1.86E-03,-4.90E-04,6.78E-04,5.67E-01
33,2.04E-03,6.66E-05,4.04E-04,5.19E-01
34,1.77E-03,-2.24E-04,1.28E-03,1.29E-01
35,1.89E-03,2.45E-05,2.39E-04,1.34E+00
36,1.90E-03,-4.59E-04,9.18E-04,1.35E-01
37,2.04E-03,-1.05E-04,4.16E-04,5.33E-01
38,1.73E-03,-1.03E-04,1.34E-03,1.49E-01
39,1.85E-03,-4.08E-04,1.09E-03,7.42E-02
40,1.88E-03,-1.70E-04,2.65E-04,1.30E+00
41,1.73E-03,5.89E-05,1.35E-03,1.41E-01
42,2.00E-03,-2.56E-04,4.59E-04,6.05E-01
43,1.92E-03,-4.61E-04,8.36E-04,1.81E-01
44,1.84E-03,-3.47E-04,3.44E-04,1.26E+00
45,1.94E-03,-3.91E-04,5.50E-04,6.01E-01
46,1.78E-03,-4.87E-04,4.67E-04,1.22E+00
47,1.84E-03,4.14E-04,1.15E-03,1.07E-01
48,1.88E-03,4.70E-04,1.04E-03,9.02E-02
49,1.96E-03,4.80E-04,9.14E-04,8.82E-02
50,2.07E-03,4.14E-04,7.97E-04,7.76E-02
51,2.04E-03,-3.68E-04,9.75E-04,5.98E-02
52,2.09E-03,3.56E-04,6.83E-04,1.14E-01
53,1.97E-03,-2.83E-04,1.18E-03,9.10E-02
54,2.16E-03,-2.61E-04,1.03E-03,8.21E-02
55,1.69E-03,1.79E-04,1.33E-03,1.63E-01
56,1.77E-03,3.32E-04,1.25E-03,1.20E-01
57,2.13E-03,-1.78E-04,5.89E-04,1.44E-01
58,2.14E-03,-3.03E-04,8.15E-04,6.82E-02
