Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,3.50E-04,0.00E+00,-1.34E-02,3.57E-01, null
1,3.25E-04,0.00E+00,-1.35E-02,3.67E-01, null
2,2.72E-04,0.00E+00,-1.34E-02,3.87E-01, null
3,4.65E-04,0.00E+00,-1.31E-02,3.18E-01, null
4,2.74E-04,0.00E+00,-1.32E-02,3.90E-01, null
5,3.30E-04,0.00E+00,-1.30E-02,4.00E-01, null
6,8.17E-04,0.00E+00,-1.38E-02,0.00E+00,8.49E+00
7,8.18E-04,3.64E-12,-1.38E-02,0.00E+00,8.60E+00
8,7.90E-04,3.64E-12,-1.38E-02,3.30E-02, null
9,5.54E-04,0.00E+00,-1.39E-02,2.89E-01, null
10,5.82E-04,-3.64E-12,-1.37E-02,2.64E-01, null
11,5.80E-04,1.09E-11,-1.36E-02,2.57E-01, null
12,6.39E-04,0.00E+00,-1.36E-02,1.96E-01, null
13,6.93E-04,0.00E+00,-1.34E-02,1.39E-01, null
14,8.15E-04,0.00E+00,-1.33E-02,0.00E+00,7.42E+00
15,8.12E-04,-7.28E-12,-1.32E-02,0.00E+00,7.15E+00
16,7.67E-04,3.64E-12,-1.32E-02,4.43E-02, null
17,5.50E-04,0.00E+00,-1.32E-02,2.66E-01, null
18,6.37E-04,0.00E+00,-1.31E-02,1.80E-01, null
19,6.22E-04,7.28E-12,-1.29E-02,2.06E-01, null
20,5.62E-04,-3.64E-12,-1.30E-02,2.77E-01, null
21,7.74E-04,0.00E+00,-1.30E-02,4.72E-02, null
22,8.16E-04,-9.09E-12,-1.29E-02,0.00E+00,7.08E+00
23,3.69E-04,-7.28E-12,-1.46E-02,2.98E-01, null
24,5.41E-04,3.64E-12,-1.45E-02,2.85E-01, null
25,5.38E-04,0.00E+00,-1.48E-02,2.97E-01, null
26,8.08E-04,0.00E+00,-1.41E-02,0.00E+00,9.00E+00
27,8.18E-04,0.00E+00,-1.43E-02,0.00E+00,1.01E+01
28,7.74E-04,0.00E+00,-1.43E-02,5.17E-02, null
29,6.68E-04,0.00E+00,-1.41E-02,1.64E-01, null
30,3.97E-04,0.00E+00,-1.38E-02,3.30E-01, null
31,6.90E-04,0.00E+00,-1.40E-02,1.31E-01, null
32,2.48E-04,0.00E+00,-1.48E-02,2.96E-01, null
33,8.15E-04,1.27E-11,-1.43E-02,0.00E+00,1.03E+01
34,5.60E-04,3.64E-12,-1.43E-02,2.85E-01, null
35,6.15E-04,0.00E+00,-1.44E-02,2.06E-01, null
36,5.56E-04,-1.46E-11,-1.42E-02,2.79E-01, null
37,4.50E-04,-7.28E-12,-1.42E-02,3.07E-01, null
38,5.56E-04,7.28E-12,-1.41E-02,2.90E-01, null
39,4.15E-04,0.00E+00,-1.45E-02,2.99E-01, null
40,1.65E-04,-7.28E-12,-1.46E-02,3.20E-01, null
41,5.34E-04,0.00E+00,-1.44E-02,2.85E-01, null
42,5.45E-04,0.00E+00,-1.28E-02,2.79E-01, null
43,6.71E-04,3.64E-12,-1.45E-02,1.54E-01, null
44,8.19E-04,0.00E+00,-1.30E-02,0.00E+00,7.14E+00
45,4.14E-04,0.00E+00,-1.39E-02,3.27E-01, null
46,2.50E-04,0.00E+00,-1.38E-02,3.69E-01, null
47,2.53E-04,0.00E+00,-1.40E-02,3.57E-01, null
