Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,1.47E-03,-4.53E-04,6.71E-04,3.63E+00
1,1.47E-03,-6.11E-04,5.35E-04,4.36E+00
2,1.55E-03,-4.13E-04,4.97E-04,3.40E+00
3,1.28E-03,6.92E-05,1.09E-03,8.56E+00
4,1.15E-03,-7.46E-05,1.23E-03,1.07E+01
5,1.29E-03,-1.25E-04,1.08E-03,8.10E+00
6,1.51E-03,4.78E-04,5.78E-04,3.26E+00
7,1.41E-03,6.55E-04,6.65E-04,4.98E+00
8,1.43E-03,4.79E-04,7.56E-04,4.24E+00
9,1.59E-03,3.97E-04,4.15E-04,3.14E+00
10,1.53E-03,5.93E-04,4.17E-04,3.54E+00
11,1.64E-03,2.51E-04,2.97E-04,3.28E+00
12,1.62E-03,4.42E-04,2.19E-04,3.06E+00
13,1.62E-03,-2.99E-04,3.52E-04,3.42E+00
14,1.66E-03,-2.50E-04,1.30E-04,3.48E+00
15,1.66E-03,-1.30E-04,2.62E-04,3.73E+00
16,1.39E-03,-4.11E-04,8.45E-04,5.27E+00
17,1.37E-03,-6.03E-04,7.71E-04,6.06E+00
18,1.68E-03,-6.72E-05,8.78E-05,3.48E+00
19,1.67E-03,6.49E-05,2.43E-04,3.45E+00
20,1.20E-03,-2.67E-04,1.15E-03,9.69E+00
21,1.33E-03,-2.95E-04,9.89E-04,6.80E+00
22,1.97E-04,1.30E-03,1.07E-03,1.14E+01
23,4.16E-04,1.25E-03,1.06E-03,1.28E+01
24,3.10E-04,1.38E-03,9.31E-04,1.10E+01
25,1.96E-04,1.68E-03,-1.20E-04,5.25E+00
26,2.54E-04,1.65E-03,-3.38E-04,5.37E+00
27,5.44E-05,1.68E-03,-2.57E-04,6.97E+00
28,5.58E-05,1.22E-03,1.18E-03,1.17E+01
29,2.67E-04,1.15E-03,1.21E-03,1.24E+01
30,3.10E-04,1.67E-03,3.97E-05,4.34E+00
31,4.03E-04,1.64E-03,-1.52E-04,4.87E+00
32,-1.26E-03,7.77E-04,8.19E-04,1.27E+01
33,-1.24E-03,6.40E-04,9.55E-04,1.28E+01
34,-1.14E-03,7.93E-04,9.71E-04,1.32E+01
35,-6.51E-04,1.49E-03,-4.96E-04,3.87E+00
36,-7.49E-04,1.38E-03,-6.38E-04,2.63E+00
37,-8.27E-04,1.40E-03,-4.73E-04,3.34E+00
38,-1.36E-03,7.80E-04,6.47E-04,1.15E+01
39,-1.38E-03,6.01E-04,7.77E-04,1.16E+01
