Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,8.59E-04,0.00E+00,-1.38E-02,0.00E+00,7.87E+00
1,8.66E-04,3.64E-12,-1.37E-02,0.00E+00,7.42E+00
2,6.72E-04,-3.64E-12,-1.37E-02,2.06E-01, null
3,6.19E-04,-7.28E-12,-1.44E-02,2.91E-01, null
4,6.04E-04,0.00E+00,-1.42E-02,2.92E-01, null
5,7.75E-04,0.00E+00,-1.42E-02,1.11E-01, null
6,8.72E-04,5.23E-12,-1.44E-02,1.89E-03, null
7,8.74E-04,-1.14E-13,-1.44E-02,0.00E+00,1.06E+01
8,6.78E-04,0.00E+00,-1.46E-02,2.63E-01, null
9,8.66E-04,-1.14E-13,-1.44E-02,1.10E-02, null
10,3.65E-04,0.00E+00,-1.38E-02,3.44E-01, null
11,2.67E-04,3.64E-12,-1.37E-02,3.67E-01, null
12,5.27E-04,0.00E+00,-1.37E-02,3.02E-01, null
13,3.07E-04,0.00E+00,-1.46E-02,3.16E-01, null
14,4.27E-04,1.46E-11,-1.46E-02,3.06E-01, null
15,4.94E-04,0.00E+00,-1.48E-02,3.03E-01, null
16,6.84E-04,-1.09E-11,-1.46E-02,2.57E-01, null
17,6.08E-04,9.09E-13,-1.47E-02,2.77E-01, null
18,6.25E-04,0.00E+00,-1.40E-02,2.73E-01, null
19,7.94E-04,0.00E+00,-1.40E-02,9.19E-02, null
20,7.71E-04,0.00E+00,-1.29E-02,8.18E-02, null
21,7.90E-04,-3.64E-12,-1.30E-02,6.30E-02, null
22,8.58E-04,-3.64E-12,-1.30E-02,0.00E+00,6.65E+00
23,6.07E-04,0.00E+00,-1.35E-02,2.40E-01, null
24,6.70E-04,0.00E+00,-1.35E-02,1.89E-01, null
25,6.17E-04,0.00E+00,-1.34E-02,2.34E-01, null
26,4.88E-04,0.00E+00,-1.35E-02,2.94E-01, null
27,5.97E-04,0.00E+00,-1.36E-02,2.73E-01, null
28,5.28E-04,0.00E+00,-1.48E-02,3.00E-01, null
29,5.14E-04,0.00E+00,-1.49E-02,3.00E-01, null
30,1.39E-04,0.00E+00,-1.49E-02,3.00E-01, null
31,4.83E-04,0.00E+00,-1.49E-02,3.00E-01, null
32,2.37E-04,7.28E-12,-1.47E-02,3.08E-01, null
33,5.37E-04,0.00E+00,-1.29E-02,2.63E-01, null
34,5.03E-04,0.00E+00,-1.32E-02,2.79E-01, null
35,2.42E-04,0.00E+00,-1.36E-02,3.56E-01, null
36,3.59E-04,0.00E+00,-1.39E-02,3.44E-01, null
37,3.20E-04,0.00E+00,-1.42E-02,3.23E-01, null
38,2.43E-04,0.00E+00,-1.39E-02,3.58E-01, null
39,1.93E-04,7.28E-12,-1.42E-02,3.40E-01, null
40,2.97E-04,7.28E-12,-1.30E-02,3.71E-01, null
41,1.80E-04,-7.28E-12,-1.31E-02,4.03E-01, null
42,1.94E-04,3.64E-12,-1.29E-02,4.14E-01, null
43,8.21E-04,-1.09E-11,-1.32E-02,3.79E-02, null
44,8.72E-04,3.64E-12,-1.31E-02,0.00E+00,6.60E+00
45,5.14E-04,0.00E+00,-1.44E-02,3.03E-01, null
46,8.68E-04,0.00E+00,-1.33E-02,0.00E+00,6.69E+00
47,8.66E-04,-1.09E-11,-1.32E-02,0.00E+00,6.61E+00
48,7.35E-04,1.82E-12,-1.33E-02,1.29E-01, null
49,7.14E-04,1.82E-12,-1.46E-02,2.24E-01, null
50,5.75E-04,0.00E+00,-1.34E-02,2.69E-01, null
51,2.85E-04,0.00E+00,-1.33E-02,3.44E-01, null
52,5.23E-04,0.00E+00,-1.41E-02,2.96E-01, null
53,4.92E-04,0.00E+00,-1.39E-02,3.11E-01, null
54,8.60E-04,-7.28E-12,-1.35E-02,0.00E+00,7.19E+00
55,8.65E-04,0.00E+00,-1.41E-02,0.00E+00,8.80E+00
56,8.67E-04,0.00E+00,-1.40E-02,0.00E+00,8.58E+00
57,7.30E-04,1.82E-12,-1.47E-02,2.04E-01, null
58,8.73E-04,-9.21E-12,-1.44E-02,0.00E+00,1.07E+01
59,8.74E-04,1.14E-13,-1.44E-02,0.00E+00,1.08E+01
60,7.49E-04,-3.64E-12,-1.39E-02,1.42E-01, null
61,8.73E-04,-9.32E-12,-1.44E-02,0.00E+00,1.07E+01
62,6.43E-05,-1.46E-11,-1.33E-02,3.83E-01, null
63,5.66E-04,0.00E+00,-1.49E-02,2.58E-01, null
64,8.62E-04,-7.28E-12,-1.49E-02,0.00E+00,1.24E+01
65,8.72E-04,-5.46E-12,-1.47E-02,0.00E+00,1.27E+01
66,8.70E-04,0.00E+00,-1.47E-02,0.00E+00,1.26E+01
67,6.06E-04,-3.64E-12,-1.37E-02,2.75E-01, null
68,6.44E-04,0.00E+00,-1.37E-02,2.34E-01, null
69,1.65E-04,0.00E+00,-1.35E-02,3.80E-01, null
70,4.68E-04,0.00E+00,-1.43E-02,3.09E-01, null
71,3.55E-04,0.00E+00,-1.45E-02,3.22E-01, null
72,1.58E-04,0.00E+00,-1.43E-02,3.32E-01, null
73,2.93E-04,7.28E-12,-1.43E-02,3.32E-01, null
74,6.00E-04,0.00E+00,-1.38E-02,2.81E-01, null
75,5.63E-04,0.00E+00,-1.15E-02,2.74E-01, null
76,2.76E-04,0.00E+00,-1.15E-02,4.03E-01, null
77,4.51E-04,3.64E-12,-1.17E-02,3.53E-01, null
78,2.97E-04,3.64E-12,-1.16E-02,4.18E-01, null
79,8.72E-04,-1.82E-12,-1.14E-02,0.00E+00,5.61E+00
80,8.67E-04,0.00E+00,-1.15E-02,0.00E+00,5.66E+00
81,8.14E-04,1.82E-12,-1.15E-02,6.26E-02, null
82,8.70E-04,3.64E-12,-1.29E-02,0.00E+00,6.52E+00
83,5.33E-04,0.00E+00,-1.27E-02,2.65E-01, null
84,3.33E-04,0.00E+00,-1.28E-02,3.50E-01, null
85,5.66E-04,7.28E-12,-1.20E-02,2.79E-01, null
86,6.15E-04,0.00E+00,-1.19E-02,2.48E-01, null
87,4.50E-04,-7.28E-12,-1.18E-02,3.55E-01, null
88,6.09E-04,-7.28E-12,-1.16E-02,2.49E-01, null
89,6.27E-04,-3.64E-12,-1.14E-02,2.45E-01, null
90,8.27E-04,3.64E-12,-1.16E-02,4.33E-02, null
91,3.07E-04,-9.09E-13,-1.21E-02,4.05E-01, null
92,3.08E-04,0.00E+00,-1.21E-02,4.09E-01, null
93,3.87E-04,3.64E-12,-1.18E-02,3.79E-01, null
94,7.47E-04,7.28E-12,-1.18E-02,1.11E-01, null
