Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,-1.58E-04,7.28E-12,-1.23E-02,1.90E-01
1,-1.41E-05,7.28E-12,-1.21E-02,1.92E-01
2,5.79E-05,0.00E+00,-1.23E-02,2.02E-01
3,-2.57E-04,1.46E-11,-1.25E-02,1.85E-01
4,-2.98E-04,-7.28E-12,-1.27E-02,1.75E-01
5,-8.13E-06,7.28E-12,-1.25E-02,1.98E-01
6,9.00E-05,0.00E+00,-1.27E-02,1.90E-01
7,1.29E-04,0.00E+00,-1.25E-02,1.99E-01
8,-3.55E-04,0.00E+00,-1.15E-02,1.81E-01
9,-3.86E-04,-1.09E-11,-1.16E-02,1.76E-01
10,-1.32E-04,1.82E-12,-1.15E-02,2.04E-01
11,4.55E-04,0.00E+00,-1.25E-02,1.41E-01
12,2.14E-04,7.28E-12,-1.27E-02,1.90E-01
13,2.85E-04,0.00E+00,-1.23E-02,1.85E-01
14,-3.21E-05,-7.28E-12,-1.15E-02,2.16E-01
15,-2.13E-05,0.00E+00,-1.15E-02,2.15E-01
16,-4.69E-06,-7.28E-12,-1.15E-02,2.13E-01
17,1.56E-05,3.64E-12,-1.15E-02,2.15E-01
18,1.85E-04,0.00E+00,-1.22E-02,1.90E-01
19,-3.27E-04,-7.28E-12,-1.30E-02,1.78E-01
20,-3.38E-04,-3.64E-12,-1.29E-02,1.81E-01
21,-3.80E-05,0.00E+00,-1.31E-02,1.99E-01
22,-7.29E-05,0.00E+00,-1.29E-02,1.90E-01
23,1.71E-04,0.00E+00,-1.28E-02,1.90E-01
24,-1.46E-05,-4.55E-13,-1.31E-02,2.00E-01
25,-2.49E-04,0.00E+00,-1.35E-02,1.78E-01
26,-2.54E-04,7.28E-12,-1.33E-02,1.80E-01
27,-3.95E-04,0.00E+00,-1.34E-02,1.72E-01
28,2.93E-05,0.00E+00,-1.34E-02,1.89E-01
29,3.02E-05,-4.55E-13,-1.34E-02,1.89E-01
30,3.34E-04,-7.28E-12,-1.21E-02,1.79E-01
31,5.64E-04,3.64E-12,-1.20E-02,1.17E-01
32,3.13E-04,-7.28E-12,-1.19E-02,1.76E-01
33,-3.23E-04,-7.28E-12,-1.23E-02,1.72E-01
34,-2.80E-04,1.82E-12,-1.21E-02,1.85E-01
35,-3.18E-04,-1.82E-12,-1.21E-02,1.81E-01
36,-6.95E-06,3.64E-12,-1.16E-02,2.15E-01
37,-6.01E-05,-1.82E-12,-1.16E-02,2.11E-01
38,-7.54E-06,7.28E-12,-1.13E-02,2.00E-01
39,1.16E-04,-7.28E-12,-1.12E-02,1.98E-01
40,2.75E-04,0.00E+00,-1.12E-02,1.89E-01
41,-3.93E-04,0.00E+00,-1.30E-02,1.66E-01
42,-4.69E-04,-3.64E-12,-1.33E-02,1.56E-01
43,-3.09E-04,-3.64E-12,-1.31E-02,1.85E-01
44,1.40E-05,-7.28E-12,-1.15E-02,2.13E-01
45,-4.75E-05,0.00E+00,-1.40E-02,1.68E-01
46,-8.03E-06,1.46E-11,-1.40E-02,1.67E-01
47,2.74E-05,0.00E+00,-1.35E-02,1.86E-01
48,3.67E-05,7.73E-12,-1.35E-02,1.89E-01
49,1.06E-04,0.00E+00,-1.39E-02,1.68E-01
50,3.30E-04,0.00E+00,-1.37E-02,1.69E-01
51,-2.46E-04,0.00E+00,-1.37E-02,1.75E-01
52,3.65E-05,0.00E+00,-1.34E-02,1.89E-01
53,4.14E-05,7.28E-12,-1.34E-02,1.89E-01
54,3.47E-05,7.73E-12,-1.34E-02,1.89E-01
55,3.81E-04,0.00E+00,-1.36E-02,1.62E-01
56,-4.43E-04,0.00E+00,-1.23E-02,1.45E-01
57,-3.47E-04,-1.82E-12,-1.21E-02,1.74E-01
58,4.35E-04,0.00E+00,-1.22E-02,1.50E-01
59,4.31E-04,0.00E+00,-1.13E-02,1.54E-01
60,3.93E-04,-7.28E-12,-1.11E-02,1.69E-01
61,-2.96E-05,0.00E+00,-1.40E-02,1.66E-01
62,4.08E-05,0.00E+00,-1.42E-02,1.55E-01
63,-1.36E-04,-1.82E-12,-1.41E-02,1.62E-01
64,2.85E-04,0.00E+00,-1.32E-02,1.78E-01
65,3.73E-04,0.00E+00,-1.33E-02,1.63E-01
66,5.94E-05,9.09E-13,-1.43E-02,1.51E-01
67,-3.11E-04,3.64E-12,-1.43E-02,1.54E-01
68,7.35E-05,-9.09E-13,-1.43E-02,1.51E-01
69,4.52E-05,0.00E+00,-1.43E-02,1.50E-01
70,-1.18E-04,0.00E+00,-1.46E-02,1.39E-01
71,-3.31E-04,3.64E-12,-1.43E-02,1.53E-01
72,6.50E-05,-1.46E-11,-1.43E-02,1.50E-01
73,-5.26E-04,0.00E+00,-1.34E-02,1.41E-01
74,-4.76E-04,7.28E-12,-1.34E-02,1.56E-01
75,5.22E-04,-3.64E-12,-1.17E-02,1.29E-01
76,2.37E-04,-1.46E-11,-1.18E-02,1.80E-01
77,-2.09E-05,0.00E+00,-1.31E-02,2.00E-01
78,-1.79E-05,8.19E-12,-1.31E-02,2.00E-01
79,-3.95E-04,0.00E+00,-1.35E-02,1.70E-01
80,-5.53E-04,0.00E+00,-1.28E-02,1.19E-01
81,-4.46E-04,7.28E-12,-1.27E-02,1.46E-01
82,3.26E-04,-7.28E-12,-1.31E-02,1.75E-01
83,4.63E-04,0.00E+00,-1.30E-02,1.45E-01
84,3.87E-04,0.00E+00,-1.28E-02,1.55E-01
85,2.27E-04,0.00E+00,-1.28E-02,1.87E-01
86,5.77E-04,-7.28E-12,-1.30E-02,1.15E-01
