Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,3.01E-04,0.00E+00,-1.46E-02,1.33E-01
1,3.94E-04,0.00E+00,-1.48E-02,1.31E-01
2,2.17E-04,0.00E+00,-1.47E-02,1.30E-01
3,3.09E-04,0.00E+00,-1.49E-02,1.28E-01
4,1.36E-04,0.00E+00,-1.46E-02,1.34E-01
5,-5.03E-04,0.00E+00,-1.37E-02,1.64E-01
6,-5.52E-04,9.09E-12,-1.40E-02,1.54E-01
7,-3.57E-04,0.00E+00,-1.37E-02,1.65E-01
8,-4.34E-04,-9.09E-13,-1.39E-02,1.58E-01
9,-5.85E-06,1.09E-11,-1.49E-02,1.28E-01
10,3.47E-05,0.00E+00,-1.49E-02,1.28E-01
11,1.35E-05,0.00E+00,-1.48E-02,1.29E-01
12,1.67E-04,-3.64E-12,-1.41E-02,1.56E-01
13,4.03E-04,0.00E+00,-1.42E-02,1.49E-01
14,1.76E-04,1.09E-11,-1.40E-02,1.58E-01
15,7.81E-04,-8.64E-12,-1.36E-02,1.00E-01
16,7.74E-04,0.00E+00,-1.36E-02,1.02E-01
17,7.33E-04,-1.36E-12,-1.35E-02,1.12E-01
18,5.20E-04,4.55E-12,-1.44E-02,1.43E-01
19,1.69E-04,7.28E-12,-1.44E-02,1.41E-01
20,5.30E-04,0.00E+00,-1.43E-02,1.44E-01
21,-4.91E-04,0.00E+00,-1.36E-02,1.65E-01
22,5.00E-04,7.28E-12,-1.36E-02,1.59E-01
23,5.12E-04,7.28E-12,-1.38E-02,1.57E-01
24,2.11E-04,9.09E-13,-1.40E-02,1.58E-01
25,-7.71E-05,-1.09E-11,-1.43E-02,1.48E-01
26,-7.40E-05,0.00E+00,-1.43E-02,1.46E-01
27,5.37E-04,5.46E-12,-1.43E-02,1.45E-01
28,-1.92E-04,0.00E+00,-1.38E-02,1.66E-01
29,-1.97E-04,1.09E-11,-1.34E-02,1.79E-01
30,1.56E-04,0.00E+00,-1.35E-02,1.78E-01
31,2.56E-04,3.64E-12,-1.35E-02,1.73E-01
32,-2.03E-04,7.28E-12,-1.46E-02,1.34E-01
33,4.49E-04,0.00E+00,-1.32E-02,1.73E-01
34,4.14E-04,3.64E-12,-1.32E-02,1.72E-01
35,2.94E-04,0.00E+00,-1.29E-02,1.89E-01
36,1.66E-04,-7.28E-12,-1.31E-02,1.88E-01
37,-4.03E-04,0.00E+00,-1.35E-02,1.70E-01
38,-2.58E-04,0.00E+00,-1.35E-02,1.77E-01
39,-2.38E-04,-3.64E-12,-1.34E-02,1.79E-01
40,8.21E-04,1.82E-12,-1.46E-02,1.12E-01
41,7.83E-04,3.64E-12,-1.46E-02,1.15E-01
42,6.14E-04,-4.55E-13,-1.44E-02,1.36E-01
43,-2.61E-04,4.55E-12,-1.28E-02,1.92E-01
44,-3.30E-04,7.28E-12,-1.31E-02,1.76E-01
45,1.42E-05,7.28E-12,-1.31E-02,1.88E-01
46,-2.16E-04,4.55E-12,-1.28E-02,1.94E-01
47,8.26E-04,1.82E-12,-1.46E-02,1.11E-01
48,-5.22E-04,0.00E+00,-1.36E-02,1.61E-01
49,4.82E-04,-9.09E-12,-1.32E-02,1.66E-01
50,1.99E-04,0.00E+00,-1.28E-02,1.91E-01
51,3.11E-05,0.00E+00,-1.28E-02,1.89E-01
52,5.32E-05,0.00E+00,-1.30E-02,1.90E-01
53,-4.87E-04,7.28E-12,-1.31E-02,1.66E-01
54,-5.13E-04,0.00E+00,-1.32E-02,1.58E-01
55,-3.06E-04,0.00E+00,-1.33E-02,1.76E-01
56,-1.41E-04,3.64E-12,-1.43E-02,1.47E-01
57,-1.30E-04,0.00E+00,-1.42E-02,1.49E-01
58,-3.44E-04,9.09E-13,-1.41E-02,1.51E-01
59,1.63E-04,1.09E-11,-1.40E-02,1.59E-01
60,1.78E-04,0.00E+00,-1.40E-02,1.58E-01
61,4.79E-04,0.00E+00,-1.46E-02,1.35E-01
62,5.38E-04,-9.09E-13,-1.44E-02,1.44E-01
63,4.77E-04,0.00E+00,-1.49E-02,1.28E-01
64,5.65E-04,-3.64E-12,-1.49E-02,1.28E-01
65,5.18E-04,-3.64E-12,-1.48E-02,1.30E-01
66,4.92E-04,0.00E+00,-1.33E-02,1.67E-01
67,4.86E-04,0.00E+00,-1.40E-02,1.57E-01
68,1.97E-04,-1.82E-12,-1.40E-02,1.58E-01
69,-9.43E-05,-1.09E-11,-1.42E-02,1.48E-01
70,-2.40E-04,3.64E-12,-1.39E-02,1.64E-01
71,-1.96E-04,-7.28E-12,-1.38E-02,1.65E-01
72,7.80E-04,4.55E-13,-1.36E-02,1.01E-01
73,-2.31E-04,-7.28E-12,-1.38E-02,1.66E-01
