Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,-3.38E-03,5.41E-04,-5.74E-04,5.17E-01
1,-3.42E-03,3.66E-04,-4.80E-04,5.45E-01
2,-3.41E-03,5.42E-04,-3.81E-04,5.74E-01
3,3.36E-03,3.86E-04,-7.90E-04,2.64E-01
4,3.38E-03,4.85E-04,-6.15E-04,3.09E-01
5,3.40E-03,2.43E-04,-6.47E-04,3.25E-01
6,-5.66E-04,2.75E-03,2.07E-03,2.69E+00
7,-5.93E-04,2.86E-03,1.90E-03,2.82E+00
8,-7.62E-04,2.79E-03,1.94E-03,3.18E+00
9,-7.87E-04,2.69E-03,2.07E-03,2.97E+00
10,-3.35E-03,5.41E-04,-7.65E-04,4.64E-01
11,-3.39E-03,3.66E-04,-6.74E-04,4.91E-01
12,3.37E-03,1.32E-04,-8.20E-04,2.69E-01
13,3.41E-03,-3.72E-06,-6.60E-04,3.30E-01
14,-8.45E-04,2.57E-03,2.19E-03,2.95E+00
15,-9.79E-04,2.64E-03,2.05E-03,3.31E+00
16,-1.04E-03,2.52E-03,2.17E-03,3.07E+00
17,-3.30E-03,5.41E-04,-9.55E-04,4.15E-01
18,-3.34E-03,3.66E-04,-8.66E-04,4.39E-01
19,3.37E-03,-1.38E-04,-8.39E-04,2.57E-01
20,3.40E-03,-2.52E-04,-6.45E-04,3.19E-01
21,-2.61E-03,-2.27E-03,1.34E-04,5.86E-01
22,-2.50E-03,-2.40E-03,5.43E-05,5.78E-01
23,-2.50E-03,-2.38E-03,2.75E-04,7.90E-01
24,-3.24E-03,5.41E-04,-1.14E-03,3.73E-01
25,-3.29E-03,3.66E-04,-1.06E-03,3.94E-01
26,-2.60E-03,-2.26E-03,3.53E-04,7.93E-01
27,3.35E-03,-4.08E-04,-7.96E-04,2.56E-01
28,3.38E-03,-4.96E-04,-6.05E-04,3.04E-01
29,-3.17E-03,5.41E-04,-1.32E-03,3.37E-01
30,-3.22E-03,3.66E-04,-1.24E-03,3.55E-01
31,3.33E-03,-6.57E-04,-7.35E-04,2.44E-01
32,3.35E-03,-7.31E-04,-5.37E-04,2.87E-01
33,2.95E-04,5.37E-04,3.42E-03,3.65E+00
34,8.60E-05,5.36E-04,3.43E-03,2.66E+00
35,1.90E-04,3.69E-04,3.45E-03,2.45E+00
36,-3.09E-03,5.41E-04,-1.50E-03,3.02E-01
37,-3.15E-03,3.66E-04,-1.42E-03,3.19E-01
38,3.28E-03,-9.06E-04,-6.72E-04,2.26E-01
39,3.30E-03,-9.56E-04,-4.48E-04,2.77E-01
40,-2.99E-03,5.41E-04,-1.68E-03,2.72E-01
41,-3.06E-03,3.66E-04,-1.60E-03,2.87E-01
42,3.24E-03,-1.12E-03,-5.47E-04,2.24E-01
43,3.24E-03,-1.19E-03,-3.46E-04,2.57E-01
44,-1.28E-03,-6.62E-04,-3.16E-03,3.65E-01
45,-1.13E-03,-5.79E-04,-3.23E-03,4.99E-01
46,-1.09E-03,-7.50E-04,-3.21E-03,4.38E-01
47,6.03E-04,3.19E-05,3.42E-03,4.89E+00
48,4.01E-04,2.36E-05,3.45E-03,3.71E+00
49,5.07E-04,-1.50E-04,3.43E-03,4.50E+00
50,-2.89E-03,5.41E-04,-1.84E-03,2.47E-01
51,-2.97E-03,3.66E-04,-1.77E-03,2.57E-01
52,3.16E-03,-1.36E-03,-3.94E-04,2.12E-01
53,3.18E-03,-1.35E-03,-2.03E-04,2.55E-01
