Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,6.35E-03,-1.57E-04,2.50E-03,5.22E-02
1,6.35E-03,3.31E-05,2.50E-03,5.15E-02
2,6.27E-03,-5.06E-05,2.65E-03,5.45E-02
3,4.70E-03,-2.54E-03,1.89E-03,2.69E-01
4,4.85E-03,-2.43E-03,1.95E-03,2.18E-01
5,4.64E-03,-2.52E-03,2.08E-03,3.01E-01
6,4.80E-03,-2.38E-03,2.17E-03,2.39E-01
7,4.57E-03,-2.49E-03,2.26E-03,3.57E-01
8,4.69E-03,-2.35E-03,2.38E-03,2.88E-01
9,4.50E-03,-2.44E-03,2.44E-03,4.37E-01
10,4.62E-03,-2.29E-03,2.56E-03,3.36E-01
11,4.44E-03,-2.37E-03,2.62E-03,5.19E-01
12,4.56E-03,-2.22E-03,2.73E-03,3.79E-01
13,4.38E-03,-2.29E-03,2.79E-03,6.15E-01
14,4.50E-03,-2.14E-03,2.89E-03,4.33E-01
15,4.32E-03,-2.20E-03,2.96E-03,7.32E-01
16,4.45E-03,-2.04E-03,3.04E-03,5.12E-01
17,4.26E-03,-2.09E-03,3.12E-03,8.77E-01
18,4.39E-03,-1.94E-03,3.18E-03,5.85E-01
19,4.20E-03,-1.97E-03,3.26E-03,1.02E+00
20,4.34E-03,-1.82E-03,3.32E-03,6.48E-01
21,4.15E-03,-1.84E-03,3.40E-03,1.16E+00
22,4.30E-03,-1.69E-03,3.45E-03,7.34E-01
23,4.11E-03,-1.69E-03,3.53E-03,1.32E+00
24,4.25E-03,-1.55E-03,3.57E-03,8.34E-01
25,4.06E-03,-1.54E-03,3.65E-03,1.53E+00
26,4.21E-03,-1.39E-03,3.67E-03,9.63E-01
27,4.02E-03,-1.38E-03,3.76E-03,1.72E+00
28,4.18E-03,-1.23E-03,3.77E-03,1.01E+00
29,3.99E-03,-1.21E-03,3.86E-03,1.90E+00
30,4.15E-03,-1.07E-03,3.86E-03,1.08E+00
31,3.96E-03,-1.03E-03,3.94E-03,2.14E+00
32,4.12E-03,-8.93E-04,3.93E-03,1.23E+00
33,3.93E-03,-8.41E-04,4.01E-03,2.38E+00
34,4.10E-03,-7.13E-04,3.99E-03,1.34E+00
35,3.91E-03,-6.51E-04,4.07E-03,2.43E+00
36,4.08E-03,-5.29E-04,4.04E-03,1.35E+00
37,3.90E-03,-4.57E-04,4.11E-03,2.48E+00
38,4.07E-03,-3.42E-04,4.07E-03,1.41E+00
39,3.88E-03,-2.60E-04,4.14E-03,2.64E+00
40,4.06E-03,-1.52E-04,4.09E-03,1.45E+00
41,3.88E-03,-6.14E-05,4.15E-03,2.69E+00
42,4.06E-03,3.84E-05,4.10E-03,1.47E+00
43,3.88E-03,1.38E-04,4.15E-03,2.62E+00
44,4.06E-03,2.29E-04,4.09E-03,1.47E+00
45,3.88E-03,3.37E-04,4.13E-03,2.58E+00
46,4.07E-03,4.18E-04,4.07E-03,1.46E+00
47,3.89E-03,5.33E-04,4.10E-03,2.52E+00
48,4.08E-03,6.06E-04,4.03E-03,1.40E+00
49,3.91E-03,7.27E-04,4.06E-03,2.40E+00
50,4.10E-03,7.89E-04,3.98E-03,1.34E+00
51,3.93E-03,9.17E-04,4.00E-03,2.29E+00
52,4.12E-03,9.68E-04,3.92E-03,1.30E+00
53,3.95E-03,1.10E-03,3.93E-03,2.14E+00
54,4.14E-03,1.14E-03,3.85E-03,1.21E+00
55,3.98E-03,1.28E-03,3.85E-03,1.96E+00
56,4.17E-03,1.31E-03,3.76E-03,1.11E+00
57,4.02E-03,1.45E-03,3.75E-03,1.80E+00
58,4.21E-03,1.47E-03,3.66E-03,1.03E+00
59,4.06E-03,1.61E-03,3.64E-03,1.63E+00
60,4.25E-03,1.62E-03,3.55E-03,8.99E-01
61,4.10E-03,1.77E-03,3.52E-03,1.43E+00
62,4.29E-03,1.76E-03,3.43E-03,7.87E-01
63,4.15E-03,1.91E-03,3.39E-03,1.25E+00
64,4.34E-03,1.89E-03,3.30E-03,7.05E-01
65,4.20E-03,2.04E-03,3.25E-03,1.10E+00
66,4.39E-03,2.01E-03,3.16E-03,6.38E-01
67,4.25E-03,2.16E-03,3.10E-03,9.56E-01
68,4.44E-03,2.12E-03,3.01E-03,5.59E-01
69,4.31E-03,2.26E-03,2.94E-03,8.22E-01
70,4.50E-03,2.21E-03,2.86E-03,5.00E-01
71,4.37E-03,2.36E-03,2.77E-03,7.14E-01
72,4.56E-03,2.30E-03,2.70E-03,4.44E-01
73,4.43E-03,2.44E-03,2.60E-03,6.19E-01
74,4.62E-03,2.36E-03,2.53E-03,3.82E-01
75,4.50E-03,2.50E-03,2.42E-03,5.11E-01
76,4.68E-03,2.42E-03,2.36E-03,3.27E-01
77,4.56E-03,2.55E-03,2.24E-03,4.33E-01
78,4.74E-03,2.46E-03,2.18E-03,2.92E-01
79,4.63E-03,2.58E-03,2.06E-03,3.71E-01
80,4.81E-03,2.48E-03,2.01E-03,2.66E-01
81,4.70E-03,2.60E-03,1.87E-03,3.21E-01
82,4.87E-03,2.49E-03,1.83E-03,2.44E-01
83,4.77E-03,2.60E-03,1.68E-03,2.85E-01
84,4.94E-03,2.49E-03,1.65E-03,2.25E-01
85,4.77E-03,-2.55E-03,1.71E-03,2.28E-01
86,4.99E-03,-2.31E-03,2.00E-03,1.75E-01
87,4.84E-03,2.59E-03,1.50E-03,2.53E-01
88,5.01E-03,2.47E-03,1.47E-03,2.15E-01
89,4.90E-03,2.56E-03,1.31E-03,2.29E-01
90,5.07E-03,2.44E-03,1.30E-03,2.04E-01
91,4.97E-03,2.52E-03,1.13E-03,2.12E-01
92,5.13E-03,2.39E-03,1.12E-03,1.96E-01
93,5.04E-03,2.46E-03,9.51E-04,2.08E-01
94,5.20E-03,2.32E-03,9.54E-04,2.00E-01
95,5.10E-03,2.39E-03,7.77E-04,2.05E-01
96,5.26E-03,2.25E-03,7.90E-04,2.03E-01
97,5.16E-03,2.30E-03,6.09E-04,2.03E-01
98,5.32E-03,2.16E-03,6.33E-04,2.07E-01
99,6.25E-03,-2.44E-04,2.65E-03,5.61E-02
100,5.22E-03,2.20E-03,4.48E-04,2.15E-01
101,6.28E-03,1.62E-04,2.63E-03,5.16E-02
102,6.43E-03,-1.93E-05,2.31E-03,4.64E-02
103,5.37E-03,2.05E-03,4.82E-04,2.17E-01
104,5.28E-03,2.09E-03,2.95E-04,2.21E-01
105,5.42E-03,1.94E-03,3.40E-04,2.29E-01
106,5.33E-03,1.96E-03,1.51E-04,2.31E-01
107,5.47E-03,1.81E-03,2.06E-04,2.45E-01
108,5.38E-03,1.82E-03,1.58E-05,2.47E-01
109,5.52E-03,1.68E-03,8.22E-05,2.56E-01
110,5.43E-03,1.67E-03,-1.09E-04,2.66E-01
111,5.56E-03,1.53E-03,-3.16E-05,2.71E-01
112,5.47E-03,1.52E-03,-2.22E-04,2.83E-01
113,5.60E-03,1.37E-03,-1.34E-04,2.86E-01
114,5.51E-03,1.35E-03,-3.23E-04,3.03E-01
115,5.64E-03,1.21E-03,-2.25E-04,3.01E-01
116,4.85E-03,-2.27E-03,2.33E-03,2.04E-01
117,5.55E-03,1.17E-03,-4.12E-04,3.26E-01
118,4.80E-03,-2.22E-03,2.50E-03,2.12E-01
119,5.67E-03,1.04E-03,-3.04E-04,3.16E-01
120,5.57E-03,9.91E-04,-4.88E-04,3.40E-01
121,4.74E-03,-2.15E-03,2.67E-03,2.43E-01
122,5.69E-03,8.60E-04,-3.71E-04,3.32E-01
123,4.68E-03,-2.07E-03,2.83E-03,2.61E-01
124,5.60E-03,8.03E-04,-5.51E-04,3.57E-01
125,5.71E-03,6.78E-04,-4.24E-04,3.42E-01
126,4.63E-03,-1.99E-03,2.97E-03,3.07E-01
127,5.62E-03,6.11E-04,-6.00E-04,3.69E-01
128,4.57E-03,-1.90E-03,3.11E-03,3.40E-01
129,5.73E-03,4.93E-04,-4.64E-04,3.47E-01
130,5.63E-03,4.15E-04,-6.35E-04,3.70E-01
131,4.52E-03,-1.79E-03,3.24E-03,3.52E-01
132,5.74E-03,3.04E-04,-4.91E-04,3.52E-01
133,4.48E-03,-1.68E-03,3.36E-03,3.74E-01
134,5.64E-03,2.17E-04,-6.55E-04,3.77E-01
135,5.74E-03,1.14E-04,-5.04E-04,3.56E-01
136,4.44E-03,-1.54E-03,3.48E-03,4.16E-01
137,5.64E-03,1.78E-05,-6.62E-04,3.88E-01
138,4.93E-03,-2.44E-03,1.69E-03,1.96E-01
139,4.40E-03,-1.40E-03,3.59E-03,4.88E-01
140,5.74E-03,-7.69E-05,-5.03E-04,3.57E-01
141,5.64E-03,-1.81E-04,-6.54E-04,3.83E-01
142,4.36E-03,-1.25E-03,3.69E-03,5.11E-01
143,4.97E-03,-2.24E-03,2.20E-03,1.81E-01
144,5.74E-03,-2.67E-04,-4.89E-04,3.51E-01
145,4.33E-03,-1.10E-03,3.77E-03,5.46E-01
146,5.63E-03,-3.79E-04,-6.31E-04,3.74E-01
147,5.73E-03,-4.55E-04,-4.61E-04,3.43E-01
148,4.30E-03,-9.34E-04,3.85E-03,5.72E-01
149,5.62E-03,-5.75E-04,-5.95E-04,3.61E-01
150,4.28E-03,-7.65E-04,3.91E-03,6.32E-01
151,5.71E-03,-6.41E-04,-4.19E-04,3.34E-01
152,5.60E-03,-7.67E-04,-5.45E-04,3.43E-01
153,4.26E-03,-5.92E-04,3.96E-03,6.44E-01
154,5.69E-03,-8.23E-04,-3.64E-04,3.21E-01
155,4.25E-03,-4.14E-04,4.00E-03,6.64E-01
156,5.58E-03,-9.54E-04,-4.81E-04,3.34E-01
157,5.67E-03,-9.99E-04,-2.96E-04,3.07E-01
158,4.24E-03,-2.34E-04,4.03E-03,7.06E-01
159,5.55E-03,-1.14E-03,-4.03E-04,3.10E-01
160,4.23E-03,-5.24E-05,4.04E-03,7.11E-01
161,5.64E-03,-1.17E-03,-2.16E-04,2.92E-01
162,5.51E-03,-1.31E-03,-3.13E-04,2.87E-01
163,4.23E-03,1.30E-04,4.04E-03,6.93E-01
164,5.61E-03,-1.33E-03,-1.23E-04,2.78E-01
165,4.24E-03,3.11E-04,4.03E-03,7.02E-01
166,5.00E-03,-2.35E-03,1.82E-03,1.67E-01
167,5.48E-03,-1.48E-03,-2.10E-04,2.63E-01
168,5.57E-03,-1.49E-03,-1.93E-05,2.58E-01
169,4.25E-03,4.91E-04,4.00E-03,6.85E-01
170,5.43E-03,-1.63E-03,-9.52E-05,2.50E-01
171,4.26E-03,6.68E-04,3.96E-03,6.73E-01
172,5.52E-03,-1.63E-03,9.59E-05,2.40E-01
173,5.39E-03,-1.78E-03,3.03E-05,2.32E-01
174,4.28E-03,8.42E-04,3.91E-03,6.70E-01
175,5.48E-03,-1.77E-03,2.21E-04,2.25E-01
176,6.32E-03,-3.45E-04,2.49E-03,5.14E-02
177,4.30E-03,1.01E-03,3.84E-03,6.42E-01
178,5.34E-03,-1.92E-03,1.66E-04,2.16E-01
179,5.43E-03,-1.90E-03,3.56E-04,2.12E-01
180,4.33E-03,1.17E-03,3.76E-03,6.16E-01
181,5.28E-03,-2.04E-03,3.12E-04,2.04E-01
182,4.36E-03,1.33E-03,3.68E-03,5.52E-01
183,5.38E-03,-2.01E-03,5.00E-04,2.00E-01
184,5.23E-03,-2.16E-03,4.66E-04,1.96E-01
185,4.39E-03,1.48E-03,3.58E-03,5.13E-01
186,5.32E-03,-2.11E-03,6.52E-04,1.94E-01
187,4.43E-03,1.62E-03,3.47E-03,4.61E-01
188,5.17E-03,-2.26E-03,6.28E-04,1.89E-01
189,5.26E-03,-2.20E-03,8.10E-04,1.87E-01
190,4.48E-03,1.75E-03,3.35E-03,4.26E-01
191,6.41E-03,-2.48E-04,2.32E-03,4.64E-02
192,5.11E-03,-2.34E-03,7.97E-04,1.79E-01
193,6.38E-03,2.13E-04,2.41E-03,4.78E-02
194,6.17E-03,-1.41E-04,2.80E-03,5.73E-02
195,4.52E-03,1.87E-03,3.22E-03,3.88E-01
196,5.20E-03,-2.27E-03,9.76E-04,1.80E-01
197,6.18E-03,5.13E-05,2.80E-03,5.61E-02
198,5.04E-03,-2.41E-03,9.72E-04,1.78E-01
199,4.57E-03,1.97E-03,3.08E-03,3.52E-01
200,5.14E-03,-2.33E-03,1.15E-03,1.80E-01
201,4.63E-03,2.07E-03,2.93E-03,3.20E-01
202,4.98E-03,-2.47E-03,1.15E-03,1.82E-01
203,5.07E-03,-2.38E-03,1.32E-03,1.80E-01
204,4.68E-03,2.16E-03,2.78E-03,2.99E-01
205,4.91E-03,-2.51E-03,1.33E-03,1.94E-01
206,4.74E-03,2.23E-03,2.63E-03,2.61E-01
207,5.00E-03,-2.42E-03,1.50E-03,1.89E-01
208,4.84E-03,-2.54E-03,1.52E-03,2.10E-01
209,4.80E-03,2.29E-03,2.46E-03,2.37E-01
210,4.86E-03,2.33E-03,2.30E-03,2.19E-01
211,4.92E-03,2.36E-03,2.13E-03,2.05E-01
212,4.98E-03,2.38E-03,1.96E-03,1.94E-01
213,5.13E-03,-2.19E-03,2.05E-03,1.48E-01
214,5.11E-03,-2.12E-03,2.25E-03,1.45E-01
215,5.04E-03,2.38E-03,1.79E-03,1.91E-01
216,5.26E-03,-2.07E-03,2.10E-03,1.28E-01
217,5.10E-03,2.37E-03,1.62E-03,1.83E-01
218,5.24E-03,-1.99E-03,2.30E-03,1.23E-01
219,5.39E-03,-1.94E-03,2.15E-03,1.15E-01
220,5.17E-03,2.34E-03,1.45E-03,1.81E-01
221,5.37E-03,-1.86E-03,2.34E-03,1.02E-01
222,5.23E-03,2.30E-03,1.29E-03,1.78E-01
223,5.52E-03,-1.80E-03,2.19E-03,9.89E-02
224,5.50E-03,-1.72E-03,2.38E-03,8.66E-02
225,5.29E-03,2.25E-03,1.12E-03,1.79E-01
226,5.64E-03,-1.66E-03,2.24E-03,8.29E-02
227,5.35E-03,2.19E-03,9.64E-04,1.85E-01
228,5.62E-03,-1.58E-03,2.42E-03,7.39E-02
229,5.75E-03,-1.52E-03,2.28E-03,7.19E-02
230,5.40E-03,2.11E-03,8.10E-04,1.91E-01
231,5.73E-03,-1.43E-03,2.46E-03,6.61E-02
232,5.46E-03,2.01E-03,6.63E-04,1.94E-01
233,5.86E-03,-1.37E-03,2.32E-03,6.26E-02
234,5.84E-03,-1.28E-03,2.50E-03,5.72E-02
235,5.51E-03,1.91E-03,5.24E-04,2.04E-01
236,5.97E-03,-1.21E-03,2.36E-03,5.67E-02
237,5.15E-03,-2.24E-03,1.82E-03,1.52E-01
238,5.56E-03,1.79E-03,3.92E-04,2.18E-01
239,5.94E-03,-1.12E-03,2.54E-03,5.57E-02
240,6.06E-03,-1.05E-03,2.39E-03,5.68E-02
241,5.29E-03,-2.11E-03,1.89E-03,1.33E-01
242,5.61E-03,1.67E-03,2.69E-04,2.28E-01
243,6.03E-03,-9.58E-04,2.57E-03,5.55E-02
244,5.41E-03,-1.99E-03,1.95E-03,1.19E-01
245,5.65E-03,1.53E-03,1.55E-04,2.37E-01
246,6.15E-03,-8.83E-04,2.42E-03,5.31E-02
247,6.10E-03,-7.88E-04,2.60E-03,5.44E-02
248,5.53E-03,-1.86E-03,2.00E-03,1.09E-01
249,5.69E-03,1.39E-03,5.14E-05,2.49E-01
250,6.22E-03,-7.09E-04,2.45E-03,5.46E-02
251,5.72E-03,1.23E-03,-4.12E-05,2.64E-01
252,5.65E-03,-1.73E-03,2.05E-03,9.55E-02
