Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,-1.58E-04,7.28E-12,-1.23E-02,4.15E-01, null
1,-1.41E-05,7.28E-12,-1.21E-02,4.19E-01, null
2,5.79E-05,0.00E+00,-1.23E-02,4.28E-01, null
3,-2.57E-04,1.46E-11,-1.25E-02,4.05E-01, null
4,-2.98E-04,-7.28E-12,-1.27E-02,3.87E-01, null
5,-8.13E-06,7.28E-12,-1.25E-02,4.21E-01, null
6,9.00E-05,0.00E+00,-1.27E-02,4.07E-01, null
7,1.29E-04,0.00E+00,-1.25E-02,4.22E-01, null
8,-3.55E-04,0.00E+00,-1.15E-02,4.09E-01, null
9,-3.86E-04,-1.09E-11,-1.16E-02,4.00E-01, null
10,-1.32E-04,1.82E-12,-1.15E-02,4.43E-01, null
11,4.55E-04,0.00E+00,-1.25E-02,3.26E-01, null
12,2.14E-04,7.28E-12,-1.27E-02,4.08E-01, null
13,2.85E-04,0.00E+00,-1.23E-02,4.07E-01, null
14,-3.21E-05,-7.28E-12,-1.15E-02,4.60E-01, null
15,-2.13E-05,0.00E+00,-1.15E-02,4.58E-01, null
16,-4.69E-06,-7.28E-12,-1.15E-02,4.55E-01, null
17,1.56E-05,3.64E-12,-1.15E-02,4.59E-01, null
18,1.85E-04,0.00E+00,-1.22E-02,4.16E-01, null
19,-3.27E-04,-7.28E-12,-1.30E-02,3.87E-01, null
20,-3.38E-04,-3.64E-12,-1.29E-02,3.92E-01, null
21,-3.80E-05,0.00E+00,-1.31E-02,4.09E-01, null
22,-7.29E-05,0.00E+00,-1.29E-02,4.05E-01, null
23,1.71E-04,0.00E+00,-1.28E-02,4.07E-01, null
24,-1.46E-05,-4.55E-13,-1.31E-02,4.10E-01, null
25,-2.49E-04,0.00E+00,-1.35E-02,3.81E-01, null
26,-2.54E-04,7.28E-12,-1.33E-02,3.87E-01, null
27,-3.95E-04,0.00E+00,-1.34E-02,3.78E-01, null
28,2.93E-05,0.00E+00,-1.34E-02,3.88E-01, null
29,3.02E-05,-4.55E-13,-1.34E-02,3.88E-01, null
30,3.34E-04,-7.28E-12,-1.21E-02,4.02E-01, null
31,5.64E-04,3.64E-12,-1.20E-02,2.80E-01, null
32,3.13E-04,-7.28E-12,-1.19E-02,3.99E-01, null
33,-3.23E-04,-7.28E-12,-1.23E-02,3.84E-01, null
34,-2.80E-04,1.82E-12,-1.21E-02,4.11E-01, null
35,-3.18E-04,-1.82E-12,-1.21E-02,4.04E-01, null
36,-6.95E-06,3.64E-12,-1.16E-02,4.57E-01, null
37,-6.01E-05,-1.82E-12,-1.16E-02,4.52E-01, null
38,-7.54E-06,7.28E-12,-1.13E-02,4.41E-01, null
39,1.16E-04,-7.28E-12,-1.12E-02,4.39E-01, null
40,2.75E-04,0.00E+00,-1.12E-02,4.22E-01, null
41,-3.93E-04,0.00E+00,-1.30E-02,3.66E-01, null
42,-4.69E-04,-3.64E-12,-1.33E-02,3.52E-01, null
43,-3.09E-04,-3.64E-12,-1.31E-02,3.96E-01, null
44,1.40E-05,-7.28E-12,-1.15E-02,4.57E-01, null
45,-4.75E-05,0.00E+00,-1.40E-02,3.53E-01, null
46,-8.03E-06,1.46E-11,-1.40E-02,3.51E-01, null
47,2.74E-05,0.00E+00,-1.35E-02,3.82E-01, null
48,3.67E-05,7.73E-12,-1.35E-02,3.88E-01, null
49,1.06E-04,0.00E+00,-1.39E-02,3.56E-01, null
50,3.30E-04,0.00E+00,-1.37E-02,3.68E-01, null
51,-2.46E-04,0.00E+00,-1.37E-02,3.73E-01, null
52,3.65E-05,0.00E+00,-1.34E-02,3.88E-01, null
53,4.14E-05,7.28E-12,-1.34E-02,3.87E-01, null
54,3.47E-05,7.73E-12,-1.34E-02,3.88E-01, null
55,3.81E-04,0.00E+00,-1.36E-02,3.57E-01, null
56,-4.43E-04,0.00E+00,-1.23E-02,3.31E-01, null
57,-3.47E-04,-1.82E-12,-1.21E-02,3.91E-01, null
58,4.35E-04,0.00E+00,-1.22E-02,3.42E-01, null
59,4.31E-04,0.00E+00,-1.13E-02,3.55E-01, null
60,3.93E-04,-7.28E-12,-1.11E-02,3.87E-01, null
61,-2.96E-05,0.00E+00,-1.40E-02,3.49E-01, null
62,4.08E-05,0.00E+00,-1.42E-02,3.34E-01, null
63,-1.36E-04,-1.82E-12,-1.41E-02,3.44E-01, null
64,2.85E-04,0.00E+00,-1.32E-02,3.88E-01, null
65,3.73E-04,0.00E+00,-1.33E-02,3.62E-01, null
66,5.94E-05,9.09E-13,-1.43E-02,3.28E-01, null
67,-3.11E-04,3.64E-12,-1.43E-02,3.35E-01, null
68,7.35E-05,-9.09E-13,-1.43E-02,3.28E-01, null
69,4.52E-05,0.00E+00,-1.43E-02,3.28E-01, null
70,-1.18E-04,0.00E+00,-1.46E-02,3.15E-01, null
71,-3.31E-04,3.64E-12,-1.43E-02,3.33E-01, null
72,6.50E-05,-1.46E-11,-1.43E-02,3.27E-01, null
73,-5.26E-04,0.00E+00,-1.34E-02,3.25E-01, null
74,-4.76E-04,7.28E-12,-1.34E-02,3.51E-01, null
75,5.22E-04,-3.64E-12,-1.17E-02,3.06E-01, null
76,2.37E-04,-1.46E-11,-1.18E-02,4.05E-01, null
77,-2.09E-05,0.00E+00,-1.31E-02,4.09E-01, null
