Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,2.53E-03,-1.32E-04,1.09E-03,2.79E-01
1,2.57E-03,3.31E-05,1.10E-03,2.52E-01
2,2.45E-03,-2.48E-05,1.24E-03,3.28E-01
3,1.75E-03,-7.19E-04,8.02E-04,2.72E+00
4,1.89E-03,-6.47E-04,8.56E-04,1.31E+00
5,1.67E-03,-6.94E-04,9.76E-04,3.14E+00
6,1.82E-03,-5.89E-04,1.08E-03,1.16E+00
7,1.59E-03,-6.19E-04,1.14E-03,4.41E+00
8,1.71E-03,-5.18E-04,1.22E-03,2.19E+00
9,1.53E-03,-5.02E-04,1.28E-03,5.71E+00
10,1.72E-03,-3.81E-04,1.33E-03,1.70E+00
11,1.48E-03,-3.49E-04,1.38E-03,6.74E+00
12,1.66E-03,-2.15E-04,1.42E-03,2.16E+00
13,1.45E-03,-1.71E-04,1.45E-03,7.50E+00
14,1.64E-03,-4.74E-05,1.46E-03,2.25E+00
15,1.44E-03,1.95E-05,1.47E-03,7.98E+00
16,1.64E-03,1.20E-04,1.45E-03,2.41E+00
17,1.45E-03,2.10E-04,1.45E-03,7.88E+00
18,1.66E-03,2.82E-04,1.41E-03,2.58E+00
19,1.48E-03,3.88E-04,1.38E-03,7.04E+00
20,1.70E-03,4.25E-04,1.33E-03,2.13E+00
21,1.53E-03,5.40E-04,1.27E-03,5.63E+00
22,1.75E-03,5.43E-04,1.22E-03,1.61E+00
23,1.59E-03,6.57E-04,1.13E-03,4.45E+00
24,1.82E-03,6.28E-04,1.08E-03,1.20E+00
25,1.67E-03,7.30E-04,9.71E-04,3.38E+00
26,1.89E-03,6.69E-04,9.35E-04,1.05E+00
27,1.82E-03,-6.95E-04,6.29E-04,2.47E+00
28,1.74E-03,7.54E-04,7.98E-04,2.65E+00
29,1.96E-03,6.66E-04,7.84E-04,1.10E+00
30,1.94E-03,-5.77E-04,1.02E-03,6.50E-01
31,2.39E-03,-1.91E-04,1.21E-03,3.65E-01
32,1.82E-03,7.29E-04,6.25E-04,2.30E+00
33,2.43E-03,1.83E-04,1.23E-03,3.42E-01
34,2.03E-03,6.19E-04,6.35E-04,1.20E+00
35,1.90E-03,6.54E-04,4.64E-04,2.59E+00
36,2.09E-03,5.31E-04,4.98E-04,1.50E+00
37,1.96E-03,5.37E-04,3.25E-04,2.87E+00
38,2.14E-03,4.04E-04,3.88E-04,1.59E+00
39,2.01E-03,3.84E-04,2.19E-04,3.21E+00
40,2.18E-03,2.51E-04,3.13E-04,1.65E+00
41,1.90E-03,-4.57E-04,1.22E-03,4.97E-01
42,2.04E-03,2.06E-04,1.53E-04,3.28E+00
43,2.20E-03,8.46E-05,2.77E-04,1.65E+00
44,2.02E-03,-5.91E-04,6.86E-04,1.22E+00
45,2.05E-03,1.54E-05,1.31E-04,3.48E+00
46,1.85E-03,-2.23E-04,1.39E-03,4.14E-01
47,2.04E-03,-5.69E-04,9.09E-04,6.19E-01
48,2.19E-03,-8.53E-05,2.81E-04,1.72E+00
49,2.00E-03,-5.16E-04,1.09E-03,4.39E-01
50,1.82E-03,-9.10E-05,1.43E-03,4.46E-01
51,2.04E-03,-1.75E-04,1.54E-04,3.54E+00
52,2.06E-03,-5.69E-04,8.42E-04,6.74E-01
53,2.17E-03,-2.53E-04,3.28E-04,1.65E+00
54,2.43E-03,-2.71E-04,1.05E-03,3.50E-01
55,1.82E-03,5.93E-05,1.44E-03,4.42E-01
56,2.01E-03,-3.53E-04,2.22E-04,3.20E+00
57,1.80E-03,1.90E-04,1.42E-03,5.56E-01
58,2.13E-03,-3.98E-04,4.07E-04,1.61E+00
59,1.96E-03,-5.05E-04,3.28E-04,2.85E+00
60,1.85E-03,3.07E-04,1.37E-03,4.82E-01
61,2.08E-03,-5.14E-04,5.19E-04,1.48E+00
62,2.53E-03,-1.86E-04,9.03E-04,3.37E-01
63,2.29E-03,9.12E-05,1.33E-03,4.09E-01
64,1.90E-03,4.26E-04,1.29E-03,4.08E-01
65,1.90E-03,-6.22E-04,4.67E-04,2.49E+00
66,2.51E-03,2.63E-04,1.03E-03,3.20E-01
67,1.96E-03,5.20E-04,1.18E-03,3.60E-01
68,2.03E-03,5.74E-04,1.04E-03,3.55E-01
69,2.09E-03,5.86E-04,9.21E-04,4.04E-01
70,2.16E-03,5.62E-04,7.92E-04,4.20E-01
71,2.18E-03,-4.83E-04,9.61E-04,4.26E-01
72,2.22E-03,5.01E-04,6.60E-04,4.44E-01
73,2.26E-03,4.07E-04,5.48E-04,5.62E-01
74,2.11E-03,-4.19E-04,1.16E-03,4.58E-01
75,2.30E-03,2.72E-04,4.72E-04,5.37E-01
76,2.30E-03,-8.42E-05,1.32E-03,4.34E-01
77,2.32E-03,1.39E-04,4.26E-04,5.69E-01
78,2.27E-03,-4.38E-04,7.93E-04,4.22E-01
79,2.31E-03,-3.85E-04,1.01E-03,3.69E-01
80,2.41E-03,-3.26E-04,8.60E-04,3.86E-01
81,2.32E-03,-1.38E-05,4.14E-04,5.65E-01
82,2.31E-03,-1.57E-04,4.38E-04,6.17E-01
83,2.28E-03,-3.00E-04,4.99E-04,6.53E-01
84,2.23E-03,-4.16E-04,5.89E-04,6.32E-01
85,1.90E-03,-3.40E-04,1.32E-03,4.11E-01
86,2.59E-03,-3.72E-05,9.96E-04,2.40E-01
87,2.16E-03,-5.02E-04,6.75E-04,6.71E-01
88,2.15E-03,-5.19E-04,7.93E-04,5.60E-01
89,2.28E-03,-3.27E-04,1.16E-03,4.20E-01
90,2.23E-03,2.67E-04,1.29E-03,4.31E-01
91,2.30E-03,3.77E-04,1.15E-03,3.73E-01
92,2.35E-03,-3.32E-04,6.75E-04,4.24E-01
93,2.60E-03,9.72E-05,9.55E-04,2.72E-01
94,2.45E-03,-2.42E-04,7.44E-04,4.46E-01
95,2.00E-03,-3.59E-04,1.28E-03,4.82E-01
96,2.51E-03,-1.10E-04,7.11E-04,4.69E-01
97,2.59E-03,-4.42E-05,8.87E-04,3.04E-01
98,2.26E-03,-2.21E-04,1.27E-03,4.56E-01
99,2.00E-03,-1.17E-04,1.40E-03,5.21E-01
100,1.96E-03,7.19E-06,1.42E-03,5.48E-01
101,2.14E-03,-2.99E-04,1.27E-03,4.96E-01
102,1.98E-03,1.63E-04,1.40E-03,4.27E-01
103,2.22E-03,-4.12E-04,1.08E-03,4.35E-01
104,2.12E-03,8.79E-06,1.39E-03,4.89E-01
105,2.14E-03,1.73E-04,1.36E-03,4.48E-01
106,2.04E-03,3.01E-04,1.34E-03,3.87E-01
107,2.10E-03,4.07E-04,1.24E-03,3.57E-01
108,2.13E-03,4.84E-04,1.13E-03,3.64E-01
109,2.01E-03,-2.56E-04,1.34E-03,5.02E-01
110,2.21E-03,4.94E-04,1.03E-03,3.45E-01
111,2.27E-03,4.85E-04,9.32E-04,3.71E-01
112,2.33E-03,4.46E-04,8.20E-04,3.59E-01
113,2.36E-03,3.86E-04,6.98E-04,4.06E-01
114,2.37E-03,3.04E-04,5.98E-04,4.69E-01
115,2.41E-03,1.85E-04,5.69E-04,5.05E-01
116,2.43E-03,4.16E-05,5.53E-04,5.34E-01
117,2.42E-03,-9.36E-05,5.63E-04,5.18E-01
118,2.38E-03,3.97E-04,9.93E-04,3.74E-01
119,2.40E-03,-2.12E-04,5.98E-04,4.80E-01
120,2.57E-03,9.47E-05,8.29E-04,3.44E-01
121,2.15E-03,-1.67E-04,1.34E-03,5.14E-01
122,2.44E-03,3.51E-04,8.65E-04,3.67E-01
123,2.54E-03,2.14E-04,8.65E-04,3.34E-01
124,2.48E-03,-2.11E-05,6.24E-04,5.50E-01
125,2.52E-03,8.16E-05,6.91E-04,4.85E-01
126,2.48E-03,2.47E-04,7.24E-04,4.45E-01
127,2.36E-03,4.22E-04,9.06E-04,3.87E-01
128,2.54E-03,1.63E-04,7.75E-04,3.82E-01
129,1.55E-03,-7.95E-04,1.08E-03,4.98E+00
130,1.91E-03,-7.03E-04,2.67E-04,2.24E+00
131,1.45E-03,-7.05E-04,1.27E-03,6.38E+00
132,1.53E-03,8.56E-04,1.08E-03,4.97E+00
133,1.39E-03,5.53E-04,1.41E-03,7.74E+00
134,1.64E-03,-8.50E-04,8.86E-04,3.65E+00
135,1.73E-03,-8.55E-04,6.82E-04,2.82E+00
136,1.33E-03,3.63E-04,1.53E-03,8.98E+00
137,2.03E-03,3.60E-04,9.08E-06,2.76E+00
138,1.33E-03,1.22E-04,1.57E-03,9.88E+00
139,1.98E-03,-5.15E-04,1.29E-04,2.61E+00
140,1.82E-03,8.54E-04,4.51E-04,2.36E+00
141,1.33E-03,-9.58E-05,1.57E-03,9.91E+00
142,1.98E-03,5.67E-04,1.14E-04,2.50E+00
143,1.82E-03,-8.20E-04,4.59E-04,2.32E+00
144,1.33E-03,-3.26E-04,1.53E-03,9.02E+00
145,1.91E-03,7.35E-04,2.65E-04,2.29E+00
146,2.05E-03,-8.43E-05,-1.75E-05,3.22E+00
147,-9.10E-04,1.37E-03,1.26E-03,1.09E+01
148,-8.36E-04,1.27E-03,1.40E-03,1.01E+01
149,-7.35E-04,1.39E-03,1.34E-03,1.14E+01
150,1.45E-03,7.37E-04,1.27E-03,6.51E+00
151,-1.36E-03,1.41E-03,6.52E-04,6.94E+00
152,-1.44E-03,1.27E-03,7.52E-04,7.04E+00
153,-1.30E-03,1.37E-03,8.32E-04,8.94E+00
154,-1.36E-03,1.53E-03,2.84E-04,3.83E+00
155,-1.49E-03,1.40E-03,3.26E-04,3.97E+00
156,-1.38E-03,1.46E-03,4.66E-04,5.16E+00
157,1.73E-03,9.16E-04,6.59E-04,2.75E+00
158,-1.20E-03,1.68E-03,-3.06E-05,2.52E+00
159,-1.37E-03,1.55E-03,-8.34E-05,1.98E+00
160,-1.30E-03,1.60E-03,1.15E-04,2.62E+00
161,2.53E-04,1.77E-03,1.05E-03,7.97E+00
162,4.47E-04,1.75E-03,1.01E-03,7.54E+00
163,3.35E-04,1.84E-03,8.89E-04,6.71E+00
