Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,5.24E-03,-5.83E-05,2.21E-03,2.34E-01
1,5.31E-03,-1.66E-04,2.05E-03,2.40E-01
2,5.33E-03,3.31E-05,2.06E-03,2.45E-01
3,3.53E-03,-2.11E-03,1.42E-03,5.70E-01
4,3.69E-03,-2.01E-03,1.48E-03,4.92E-01
5,3.46E-03,-2.10E-03,1.61E-03,7.31E-01
6,3.64E-03,-1.97E-03,1.72E-03,5.42E-01
7,3.39E-03,-2.06E-03,1.79E-03,9.34E-01
8,3.53E-03,-1.93E-03,1.92E-03,6.72E-01
9,3.32E-03,-2.00E-03,1.97E-03,1.21E+00
10,3.46E-03,-1.87E-03,2.10E-03,8.16E-01
11,3.26E-03,-1.93E-03,2.15E-03,1.56E+00
12,3.39E-03,-1.79E-03,2.26E-03,9.95E-01
13,3.20E-03,-1.84E-03,2.31E-03,1.96E+00
14,3.33E-03,-1.70E-03,2.41E-03,1.15E+00
15,3.14E-03,-1.73E-03,2.47E-03,2.37E+00
16,3.28E-03,-1.59E-03,2.56E-03,1.43E+00
17,3.08E-03,-1.61E-03,2.62E-03,2.99E+00
18,3.23E-03,-1.47E-03,2.69E-03,1.85E+00
19,3.03E-03,-1.47E-03,2.76E-03,3.49E+00
20,3.18E-03,-1.34E-03,2.81E-03,2.17E+00
21,2.99E-03,-1.32E-03,2.88E-03,3.92E+00
22,3.14E-03,-1.19E-03,2.92E-03,2.51E+00
23,2.95E-03,-1.16E-03,2.99E-03,4.52E+00
24,3.11E-03,-1.03E-03,3.02E-03,2.72E+00
25,2.91E-03,-9.92E-04,3.09E-03,4.97E+00
26,3.07E-03,-8.62E-04,3.11E-03,2.96E+00
27,2.88E-03,-8.11E-04,3.17E-03,5.32E+00
28,3.05E-03,-6.86E-04,3.18E-03,3.18E+00
29,2.86E-03,-6.24E-04,3.23E-03,5.75E+00
30,3.03E-03,-5.03E-04,3.23E-03,3.18E+00
31,2.84E-03,-4.30E-04,3.28E-03,5.86E+00
32,3.01E-03,-3.17E-04,3.27E-03,3.24E+00
33,2.83E-03,-2.33E-04,3.31E-03,6.23E+00
34,3.00E-03,-1.27E-04,3.29E-03,3.45E+00
35,2.82E-03,-3.42E-05,3.32E-03,6.52E+00
36,3.00E-03,6.44E-05,3.29E-03,3.48E+00
37,2.82E-03,1.66E-04,3.32E-03,6.27E+00
38,3.01E-03,2.55E-04,3.28E-03,3.46E+00
39,2.83E-03,3.64E-04,3.30E-03,6.41E+00
40,3.02E-03,4.44E-04,3.25E-03,3.49E+00
41,2.84E-03,5.60E-04,3.26E-03,6.12E+00
42,3.03E-03,6.29E-04,3.21E-03,3.11E+00
43,2.86E-03,7.51E-04,3.21E-03,5.61E+00
44,3.05E-03,8.09E-04,3.15E-03,2.89E+00
45,2.89E-03,9.36E-04,3.13E-03,5.25E+00
46,3.08E-03,9.83E-04,3.07E-03,2.84E+00
47,2.92E-03,1.11E-03,3.05E-03,4.90E+00
48,3.12E-03,1.15E-03,2.98E-03,2.86E+00
49,2.96E-03,1.28E-03,2.94E-03,4.45E+00
50,3.15E-03,1.30E-03,2.87E-03,2.51E+00
51,3.00E-03,1.44E-03,2.83E-03,3.76E+00
52,3.20E-03,1.45E-03,2.76E-03,1.94E+00
53,3.05E-03,1.58E-03,2.70E-03,3.15E+00
54,3.24E-03,1.58E-03,2.63E-03,1.55E+00
55,3.10E-03,1.71E-03,2.55E-03,2.62E+00
56,3.30E-03,1.70E-03,2.49E-03,1.30E+00
57,3.16E-03,1.83E-03,2.40E-03,2.13E+00
58,3.35E-03,1.80E-03,2.33E-03,1.13E+00
59,3.22E-03,1.93E-03,2.24E-03,1.65E+00
60,3.41E-03,1.89E-03,2.18E-03,8.77E-01
61,3.28E-03,2.01E-03,2.07E-03,1.29E+00
62,3.47E-03,1.96E-03,2.01E-03,7.06E-01
63,3.34E-03,2.07E-03,1.89E-03,1.03E+00
64,3.54E-03,2.01E-03,1.84E-03,6.25E-01
65,3.41E-03,2.12E-03,1.71E-03,8.06E-01
66,3.60E-03,2.05E-03,1.66E-03,5.34E-01
67,3.48E-03,2.15E-03,1.52E-03,6.26E-01
68,3.67E-03,2.07E-03,1.48E-03,4.88E-01
69,3.55E-03,2.16E-03,1.34E-03,5.14E-01
70,3.74E-03,2.07E-03,1.30E-03,4.58E-01
71,3.60E-03,-2.11E-03,1.23E-03,4.66E-01
72,3.85E-03,-1.91E-03,1.54E-03,4.22E-01
73,3.62E-03,2.15E-03,1.15E-03,4.35E-01
74,3.80E-03,2.05E-03,1.13E-03,4.55E-01
75,3.69E-03,2.12E-03,9.66E-04,4.04E-01
76,3.87E-03,2.02E-03,9.51E-04,4.56E-01
77,3.76E-03,2.08E-03,7.84E-04,3.79E-01
78,3.93E-03,1.96E-03,7.79E-04,4.73E-01
79,3.83E-03,2.01E-03,6.07E-04,4.17E-01
80,4.00E-03,1.89E-03,6.12E-04,5.09E-01
81,3.89E-03,1.93E-03,4.36E-04,4.55E-01
82,4.06E-03,1.81E-03,4.53E-04,5.63E-01
83,5.21E-03,-2.55E-04,2.20E-03,2.28E-01
84,3.95E-03,1.83E-03,2.74E-04,4.88E-01
85,5.23E-03,1.45E-04,2.21E-03,2.40E-01
86,5.40E-03,-3.55E-05,1.85E-03,2.61E-01
87,4.12E-03,1.70E-03,3.02E-04,6.41E-01
88,4.01E-03,1.72E-03,1.21E-04,5.55E-01
89,4.17E-03,1.59E-03,1.60E-04,7.10E-01
90,4.07E-03,1.59E-03,-2.08E-05,6.53E-01
91,4.22E-03,1.46E-03,2.95E-05,8.21E-01
92,4.12E-03,1.44E-03,-1.51E-04,7.98E-01
93,4.27E-03,1.31E-03,-8.94E-05,9.35E-01
94,4.16E-03,1.29E-03,-2.68E-04,9.61E-01
95,4.31E-03,1.16E-03,-1.95E-04,1.10E+00
96,4.20E-03,1.12E-03,-3.72E-04,1.10E+00
97,4.34E-03,9.95E-04,-2.87E-04,1.24E+00
98,4.23E-03,9.47E-04,-4.59E-04,1.29E+00
99,3.70E-03,-1.86E-03,1.89E-03,4.71E-01
100,4.37E-03,8.21E-04,-3.64E-04,1.42E+00
101,4.26E-03,7.62E-04,-5.31E-04,1.50E+00
102,3.65E-03,-1.80E-03,2.05E-03,4.78E-01
103,4.40E-03,6.41E-04,-4.25E-04,1.55E+00
104,3.59E-03,-1.73E-03,2.22E-03,5.40E-01
105,4.28E-03,5.72E-04,-5.87E-04,1.58E+00
106,4.41E-03,4.56E-04,-4.71E-04,1.64E+00
107,3.52E-03,-1.66E-03,2.37E-03,6.14E-01
108,4.30E-03,3.76E-04,-6.27E-04,1.66E+00
109,3.46E-03,-1.56E-03,2.50E-03,6.91E-01
110,4.43E-03,2.67E-04,-5.01E-04,1.76E+00
111,4.31E-03,1.78E-04,-6.49E-04,1.78E+00
112,3.42E-03,-1.46E-03,2.63E-03,7.42E-01
113,4.43E-03,7.60E-05,-5.14E-04,1.78E+00
114,3.77E-03,-2.02E-03,1.23E-03,4.50E-01
115,3.37E-03,-1.34E-03,2.74E-03,9.12E-01
116,4.31E-03,-2.17E-05,-6.55E-04,1.84E+00
117,4.43E-03,-1.16E-04,-5.11E-04,1.79E+00
118,3.33E-03,-1.21E-03,2.85E-03,1.04E+00
119,3.84E-03,-1.85E-03,1.76E-03,4.27E-01
120,4.31E-03,-2.21E-04,-6.42E-04,1.85E+00
121,3.30E-03,-1.06E-03,2.95E-03,1.14E+00
122,4.42E-03,-3.06E-04,-4.90E-04,1.79E+00
123,4.29E-03,-4.18E-04,-6.12E-04,1.75E+00
124,3.26E-03,-9.03E-04,3.04E-03,1.20E+00
125,4.41E-03,-4.94E-04,-4.54E-04,1.78E+00
126,3.24E-03,-7.38E-04,3.11E-03,1.39E+00
127,4.28E-03,-6.12E-04,-5.66E-04,1.63E+00
128,4.39E-03,-6.77E-04,-4.01E-04,1.66E+00
129,3.21E-03,-5.66E-04,3.17E-03,1.44E+00
130,4.25E-03,-8.00E-04,-5.03E-04,1.48E+00
131,3.20E-03,-3.90E-04,3.22E-03,1.35E+00
132,4.36E-03,-8.54E-04,-3.32E-04,1.51E+00
133,4.22E-03,-9.81E-04,-4.24E-04,1.36E+00
134,3.19E-03,-2.10E-04,3.25E-03,1.46E+00
135,4.33E-03,-1.02E-03,-2.49E-04,1.32E+00
136,3.18E-03,-2.82E-05,3.26E-03,1.57E+00
137,4.19E-03,-1.15E-03,-3.29E-04,1.18E+00
138,4.29E-03,-1.18E-03,-1.51E-04,1.20E+00
139,3.86E-03,-1.94E-03,1.36E-03,4.33E-01
140,3.18E-03,1.54E-04,3.25E-03,1.51E+00
141,4.15E-03,-1.32E-03,-2.19E-04,9.50E-01
142,3.19E-03,3.36E-04,3.24E-03,1.51E+00
143,4.25E-03,-1.33E-03,-3.86E-05,1.06E+00
144,4.10E-03,-1.47E-03,-9.58E-05,7.92E-01
145,3.20E-03,5.14E-04,3.20E-03,1.33E+00
146,4.20E-03,-1.47E-03,8.65E-05,9.04E-01
147,5.27E-03,-3.60E-04,2.03E-03,2.36E-01
148,3.22E-03,6.89E-04,3.15E-03,1.21E+00
149,4.05E-03,-1.60E-03,4.00E-05,6.49E-01
150,4.15E-03,-1.60E-03,2.24E-04,7.67E-01
151,3.24E-03,8.58E-04,3.08E-03,1.19E+00
152,3.99E-03,-1.73E-03,1.87E-04,5.78E-01
153,3.27E-03,1.02E-03,3.00E-03,1.26E+00
154,4.10E-03,-1.71E-03,3.74E-04,6.55E-01
155,3.93E-03,-1.83E-03,3.45E-04,4.81E-01
156,3.31E-03,1.17E-03,2.91E-03,1.12E+00
157,4.04E-03,-1.80E-03,5.33E-04,5.71E-01
158,3.34E-03,1.31E-03,2.80E-03,1.02E+00
159,3.87E-03,-1.93E-03,5.11E-04,4.03E-01
160,5.36E-03,-2.59E-04,1.87E-03,2.57E-01
161,3.98E-03,-1.88E-03,6.97E-04,5.17E-01
162,3.39E-03,1.45E-03,2.69E-03,8.25E-01
163,5.37E-03,1.96E-04,1.92E-03,2.59E-01
164,5.12E-03,-1.45E-04,2.36E-03,2.36E-01
165,3.81E-03,-2.00E-03,6.84E-04,3.91E-01
166,5.13E-03,5.14E-05,2.36E-03,2.42E-01
167,3.44E-03,1.57E-03,2.56E-03,6.72E-01
168,3.92E-03,-1.94E-03,8.63E-04,4.73E-01
169,5.30E-03,2.30E-04,2.08E-03,2.47E-01
170,3.74E-03,-2.06E-03,8.64E-04,3.92E-01
171,3.49E-03,1.67E-03,2.42E-03,6.53E-01
172,3.85E-03,-1.99E-03,1.04E-03,4.51E-01
173,3.54E-03,1.76E-03,2.27E-03,5.95E-01
174,3.67E-03,-2.09E-03,1.05E-03,4.07E-01
175,3.60E-03,1.84E-03,2.11E-03,4.59E-01
176,3.66E-03,1.90E-03,1.95E-03,4.22E-01
177,3.72E-03,1.94E-03,1.79E-03,4.34E-01
178,4.01E-03,-1.80E-03,1.59E-03,4.14E-01
179,3.79E-03,1.97E-03,1.62E-03,4.29E-01
180,4.01E-03,-1.73E-03,1.81E-03,3.70E-01
181,4.17E-03,-1.69E-03,1.65E-03,4.03E-01
182,3.85E-03,1.98E-03,1.45E-03,4.31E-01
183,4.17E-03,-1.62E-03,1.85E-03,3.39E-01
184,3.91E-03,1.97E-03,1.28E-03,4.33E-01
185,4.32E-03,-1.57E-03,1.70E-03,3.78E-01
186,4.32E-03,-1.50E-03,1.90E-03,3.25E-01
187,3.98E-03,1.95E-03,1.11E-03,4.39E-01
188,4.47E-03,-1.45E-03,1.75E-03,3.43E-01
189,4.04E-03,1.90E-03,9.43E-04,4.64E-01
190,4.47E-03,-1.37E-03,1.95E-03,2.96E-01
191,4.61E-03,-1.32E-03,1.80E-03,3.03E-01
192,4.10E-03,1.85E-03,7.82E-04,5.02E-01
193,4.61E-03,-1.24E-03,1.99E-03,2.59E-01
194,4.16E-03,1.77E-03,6.26E-04,5.42E-01
195,4.75E-03,-1.18E-03,1.85E-03,2.66E-01
196,4.74E-03,-1.10E-03,2.04E-03,2.35E-01
197,4.22E-03,1.68E-03,4.77E-04,6.09E-01
198,4.88E-03,-1.04E-03,1.90E-03,2.48E-01
199,4.04E-03,-1.84E-03,1.35E-03,4.43E-01
200,4.27E-03,1.58E-03,3.37E-04,6.76E-01
201,4.86E-03,-9.48E-04,2.08E-03,2.27E-01
202,5.00E-03,-8.84E-04,1.94E-03,2.35E-01
203,4.32E-03,1.46E-03,2.07E-04,7.51E-01
204,4.19E-03,-1.72E-03,1.43E-03,4.42E-01
205,4.97E-03,-7.90E-04,2.12E-03,2.27E-01
206,4.32E-03,-1.62E-03,1.51E-03,4.11E-01
207,4.37E-03,1.33E-03,8.74E-05,8.44E-01
208,5.11E-03,-7.20E-04,1.98E-03,2.34E-01
209,5.07E-03,-6.22E-04,2.16E-03,2.26E-01
210,4.41E-03,1.18E-03,-2.01E-05,9.58E-01
211,4.46E-03,-1.51E-03,1.56E-03,3.89E-01
212,5.20E-03,-5.45E-04,2.01E-03,2.34E-01
213,4.44E-03,1.03E-03,-1.15E-04,1.10E+00
214,4.61E-03,-1.39E-03,1.60E-03,3.55E-01
215,5.15E-03,-4.43E-04,2.18E-03,2.30E-01
