Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,6.59E-03,-5.17E-05,3.03E-03,1.64E-01
1,6.67E-03,-1.59E-04,2.88E-03,1.62E-01
2,6.68E-03,3.31E-05,2.88E-03,1.70E-01
3,4.31E-03,-2.87E-03,1.90E-03,9.58E-01
4,4.46E-03,-2.77E-03,1.97E-03,7.53E-01
5,4.23E-03,-2.86E-03,2.09E-03,1.04E+00
6,4.40E-03,-2.74E-03,2.20E-03,7.62E-01
7,4.15E-03,-2.83E-03,2.27E-03,1.13E+00
8,4.28E-03,-2.72E-03,2.42E-03,8.77E-01
9,4.07E-03,-2.80E-03,2.45E-03,1.27E+00
10,4.20E-03,-2.67E-03,2.60E-03,9.76E-01
11,4.00E-03,-2.75E-03,2.63E-03,1.44E+00
12,4.11E-03,-2.63E-03,2.75E-03,1.07E+00
13,3.92E-03,-2.68E-03,2.80E-03,1.58E+00
14,4.04E-03,-2.56E-03,2.91E-03,1.17E+00
15,3.85E-03,-2.60E-03,2.97E-03,1.76E+00
16,3.97E-03,-2.48E-03,3.08E-03,1.31E+00
17,3.78E-03,-2.51E-03,3.13E-03,1.94E+00
18,3.90E-03,-2.39E-03,3.23E-03,1.39E+00
19,3.71E-03,-2.41E-03,3.29E-03,2.15E+00
20,3.84E-03,-2.28E-03,3.38E-03,1.54E+00
21,3.65E-03,-2.30E-03,3.44E-03,2.40E+00
22,3.78E-03,-2.17E-03,3.52E-03,1.70E+00
23,3.59E-03,-2.17E-03,3.58E-03,2.61E+00
24,3.72E-03,-2.04E-03,3.66E-03,1.88E+00
25,3.53E-03,-2.04E-03,3.72E-03,2.95E+00
26,3.67E-03,-1.91E-03,3.78E-03,2.10E+00
27,3.48E-03,-1.89E-03,3.84E-03,3.28E+00
28,3.62E-03,-1.76E-03,3.90E-03,2.34E+00
29,3.43E-03,-1.74E-03,3.96E-03,3.56E+00
30,3.57E-03,-1.61E-03,4.01E-03,2.47E+00
31,3.38E-03,-1.58E-03,4.07E-03,3.90E+00
32,3.53E-03,-1.45E-03,4.11E-03,2.53E+00
33,3.34E-03,-1.41E-03,4.16E-03,4.13E+00
34,3.49E-03,-1.28E-03,4.20E-03,2.74E+00
35,3.30E-03,-1.23E-03,4.25E-03,4.36E+00
36,3.46E-03,-1.10E-03,4.27E-03,2.94E+00
37,3.27E-03,-1.05E-03,4.32E-03,4.71E+00
38,3.43E-03,-9.25E-04,4.34E-03,2.98E+00
39,3.24E-03,-8.61E-04,4.38E-03,4.91E+00
40,3.40E-03,-7.40E-04,4.39E-03,3.04E+00
41,3.22E-03,-6.69E-04,4.43E-03,4.96E+00
42,3.39E-03,-5.53E-04,4.43E-03,3.12E+00
43,3.20E-03,-4.73E-04,4.47E-03,5.23E+00
44,3.37E-03,-3.62E-04,4.46E-03,3.30E+00
45,3.19E-03,-2.76E-04,4.50E-03,5.74E+00
46,3.36E-03,-1.71E-04,4.48E-03,3.37E+00
47,3.19E-03,-7.68E-05,4.51E-03,5.58E+00
48,3.36E-03,2.30E-05,4.49E-03,3.26E+00
49,3.19E-03,1.23E-04,4.51E-03,5.27E+00
50,3.36E-03,2.16E-04,4.48E-03,3.17E+00
51,3.19E-03,3.22E-04,4.50E-03,5.18E+00
52,3.37E-03,4.09E-04,4.46E-03,3.07E+00
53,3.20E-03,5.19E-04,4.47E-03,4.91E+00
54,3.38E-03,5.99E-04,4.43E-03,3.08E+00
55,3.22E-03,7.14E-04,4.43E-03,4.77E+00
56,3.40E-03,7.87E-04,4.39E-03,3.04E+00
57,3.24E-03,9.06E-04,4.38E-03,4.57E+00
58,3.42E-03,9.71E-04,4.34E-03,2.74E+00
59,3.27E-03,1.09E-03,4.32E-03,4.30E+00
60,3.45E-03,1.15E-03,4.27E-03,2.44E+00
61,3.30E-03,1.28E-03,4.25E-03,3.91E+00
62,3.49E-03,1.33E-03,4.19E-03,2.28E+00
63,3.33E-03,1.45E-03,4.16E-03,3.64E+00
64,3.52E-03,1.49E-03,4.11E-03,2.13E+00
65,3.37E-03,1.62E-03,4.07E-03,3.29E+00
66,3.56E-03,1.65E-03,4.01E-03,1.88E+00
67,3.42E-03,1.79E-03,3.96E-03,2.87E+00
68,3.61E-03,1.81E-03,3.90E-03,1.63E+00
69,3.47E-03,1.94E-03,3.84E-03,2.54E+00
70,3.66E-03,1.95E-03,3.78E-03,1.41E+00
71,3.52E-03,2.08E-03,3.72E-03,2.20E+00
72,3.71E-03,2.09E-03,3.65E-03,1.30E+00
73,3.58E-03,2.22E-03,3.58E-03,1.94E+00
74,3.77E-03,2.21E-03,3.52E-03,1.12E+00
75,3.64E-03,2.34E-03,3.44E-03,1.59E+00
76,3.83E-03,2.33E-03,3.38E-03,9.30E-01
77,3.71E-03,2.46E-03,3.29E-03,1.33E+00
78,3.90E-03,2.43E-03,3.23E-03,8.15E-01
79,3.77E-03,2.56E-03,3.13E-03,1.12E+00
80,3.96E-03,2.53E-03,3.07E-03,6.78E-01
81,3.84E-03,2.65E-03,2.97E-03,9.11E-01
82,4.03E-03,2.61E-03,2.91E-03,5.62E-01
83,3.92E-03,2.73E-03,2.80E-03,7.22E-01
84,4.10E-03,2.68E-03,2.74E-03,4.66E-01
85,3.99E-03,2.79E-03,2.62E-03,5.70E-01
86,4.18E-03,2.73E-03,2.57E-03,3.73E-01
87,4.07E-03,2.84E-03,2.45E-03,4.41E-01
88,4.25E-03,2.78E-03,2.40E-03,3.25E-01
89,4.14E-03,2.88E-03,2.27E-03,3.62E-01
90,4.33E-03,2.81E-03,2.23E-03,2.80E-01
91,4.22E-03,2.90E-03,2.08E-03,2.97E-01
92,4.40E-03,2.82E-03,2.05E-03,2.50E-01
93,4.30E-03,2.91E-03,1.90E-03,2.53E-01
94,4.48E-03,2.83E-03,1.87E-03,2.37E-01
95,4.39E-03,-2.87E-03,1.72E-03,8.38E-01
96,4.38E-03,2.91E-03,1.72E-03,2.23E-01
97,4.61E-03,-2.67E-03,2.03E-03,6.01E-01
98,4.56E-03,2.82E-03,1.69E-03,2.29E-01
99,4.46E-03,2.89E-03,1.53E-03,2.10E-01
100,4.63E-03,2.79E-03,1.52E-03,2.30E-01
101,4.53E-03,2.86E-03,1.35E-03,2.03E-01
102,4.71E-03,2.76E-03,1.34E-03,2.43E-01
103,4.61E-03,2.82E-03,1.17E-03,2.11E-01
104,4.78E-03,2.71E-03,1.17E-03,2.61E-01
105,4.69E-03,2.76E-03,9.99E-04,2.28E-01
106,4.85E-03,2.64E-03,1.00E-03,2.91E-01
107,4.76E-03,2.69E-03,8.28E-04,2.52E-01
108,4.92E-03,2.57E-03,8.38E-04,3.29E-01
109,4.83E-03,2.60E-03,6.62E-04,2.86E-01
110,4.99E-03,2.48E-03,6.79E-04,3.64E-01
111,4.90E-03,2.51E-03,5.01E-04,3.25E-01
112,5.06E-03,2.38E-03,5.27E-04,4.11E-01
113,6.57E-03,-2.49E-04,3.03E-03,1.54E-01
114,4.97E-03,2.40E-03,3.47E-04,3.80E-01
115,6.75E-03,-2.48E-05,2.69E-03,1.67E-01
116,6.60E-03,1.81E-04,3.02E-03,1.73E-01
117,5.12E-03,2.27E-03,3.81E-04,4.63E-01
118,5.03E-03,2.28E-03,2.00E-04,4.35E-01
119,5.18E-03,2.15E-03,2.42E-04,5.28E-01
120,5.09E-03,2.15E-03,6.12E-05,4.91E-01
121,5.24E-03,2.02E-03,1.11E-04,6.03E-01
122,5.15E-03,2.01E-03,-6.92E-05,5.62E-01
123,5.29E-03,1.88E-03,-1.11E-05,7.04E-01
124,5.20E-03,1.86E-03,-1.90E-04,6.54E-01
125,5.34E-03,1.73E-03,-1.24E-04,7.95E-01
126,5.25E-03,1.70E-03,-3.02E-04,7.53E-01
127,5.38E-03,1.57E-03,-2.27E-04,8.93E-01
128,5.29E-03,1.54E-03,-4.03E-04,8.83E-01
129,5.43E-03,1.41E-03,-3.20E-04,9.95E-01
130,5.33E-03,1.36E-03,-4.93E-04,9.79E-01
131,5.46E-03,1.24E-03,-4.03E-04,1.11E+00
132,4.45E-03,-2.65E-03,2.38E-03,6.59E-01
133,5.37E-03,1.18E-03,-5.73E-04,1.09E+00
134,4.41E-03,-2.59E-03,2.56E-03,6.47E-01
135,5.49E-03,1.06E-03,-4.74E-04,1.20E+00
136,5.40E-03,9.99E-04,-6.40E-04,1.16E+00
137,4.31E-03,-2.55E-03,2.73E-03,7.20E-01
138,5.52E-03,8.79E-04,-5.34E-04,1.29E+00
139,4.23E-03,-2.50E-03,2.88E-03,7.51E-01
140,5.42E-03,8.09E-04,-6.96E-04,1.23E+00
141,5.54E-03,6.93E-04,-5.82E-04,1.36E+00
142,4.16E-03,-2.44E-03,3.02E-03,8.73E-01
143,5.44E-03,6.16E-04,-7.40E-04,1.31E+00
144,4.10E-03,-2.35E-03,3.17E-03,9.25E-01
145,5.56E-03,5.03E-04,-6.18E-04,1.42E+00
146,5.45E-03,4.19E-04,-7.71E-04,1.41E+00
147,4.03E-03,-2.26E-03,3.32E-03,9.62E-01
148,5.57E-03,3.12E-04,-6.43E-04,1.47E+00
149,3.97E-03,-2.15E-03,3.46E-03,1.03E+00
150,5.46E-03,2.21E-04,-7.90E-04,1.39E+00
151,5.57E-03,1.19E-04,-6.55E-04,1.43E+00
152,3.91E-03,-2.04E-03,3.60E-03,1.09E+00
153,4.53E-03,-2.78E-03,1.73E-03,7.03E-01
154,5.46E-03,2.15E-05,-7.96E-04,1.37E+00
155,3.86E-03,-1.91E-03,3.72E-03,1.17E+00
156,5.57E-03,-7.49E-05,-6.55E-04,1.45E+00
157,4.59E-03,-2.62E-03,2.24E-03,5.88E-01
158,5.46E-03,-1.78E-04,-7.90E-04,1.37E+00
159,3.81E-03,-1.77E-03,3.84E-03,1.26E+00
160,5.57E-03,-2.68E-04,-6.42E-04,1.45E+00
161,3.76E-03,-1.63E-03,3.95E-03,1.40E+00
162,5.45E-03,-3.76E-04,-7.71E-04,1.40E+00
163,5.56E-03,-4.60E-04,-6.18E-04,1.41E+00
164,3.72E-03,-1.48E-03,4.05E-03,1.40E+00
165,5.44E-03,-5.73E-04,-7.39E-04,1.33E+00
166,3.68E-03,-1.32E-03,4.14E-03,1.39E+00
167,5.54E-03,-6.49E-04,-5.81E-04,1.37E+00
168,5.42E-03,-7.66E-04,-6.95E-04,1.28E+00
169,3.65E-03,-1.15E-03,4.22E-03,1.54E+00
170,5.52E-03,-8.35E-04,-5.32E-04,1.31E+00
171,3.62E-03,-9.81E-04,4.29E-03,1.59E+00
172,5.40E-03,-9.56E-04,-6.39E-04,1.28E+00
173,5.49E-03,-1.02E-03,-4.72E-04,1.26E+00
174,3.59E-03,-8.05E-04,4.35E-03,1.61E+00
175,5.37E-03,-1.14E-03,-5.71E-04,1.19E+00
176,3.57E-03,-6.24E-04,4.39E-03,1.61E+00
177,5.46E-03,-1.19E-03,-4.01E-04,1.18E+00
178,5.34E-03,-1.32E-03,-4.92E-04,1.07E+00
179,3.56E-03,-4.42E-04,4.43E-03,1.57E+00
180,5.43E-03,-1.37E-03,-3.19E-04,1.14E+00
181,3.55E-03,-2.57E-04,4.45E-03,1.57E+00
182,5.30E-03,-1.49E-03,-4.01E-04,9.88E-01
183,5.39E-03,-1.53E-03,-2.25E-04,1.05E+00
184,3.54E-03,-7.02E-05,4.46E-03,1.53E+00
185,5.25E-03,-1.66E-03,-3.00E-04,9.09E-01
186,3.54E-03,1.17E-04,4.46E-03,1.62E+00
187,5.34E-03,-1.69E-03,-1.22E-04,9.68E-01
188,4.65E-03,-2.70E-03,1.83E-03,6.00E-01
189,5.21E-03,-1.82E-03,-1.88E-04,8.72E-01
190,3.55E-03,3.04E-04,4.45E-03,1.63E+00
191,5.30E-03,-1.84E-03,-8.30E-06,8.98E-01
192,3.55E-03,4.89E-04,4.43E-03,1.70E+00
193,5.15E-03,-1.97E-03,-6.67E-05,7.72E-01
194,5.24E-03,-1.98E-03,1.14E-04,8.23E-01
195,3.57E-03,6.72E-04,4.39E-03,1.74E+00
196,5.10E-03,-2.11E-03,6.39E-05,6.80E-01
197,3.59E-03,8.51E-04,4.34E-03,1.51E+00
198,5.19E-03,-2.11E-03,2.45E-04,7.86E-01
199,5.04E-03,-2.24E-03,2.03E-04,6.41E-01
200,6.63E-03,-3.48E-04,2.87E-03,1.54E-01
201,3.61E-03,1.03E-03,4.29E-03,1.37E+00
202,5.13E-03,-2.23E-03,3.84E-04,7.35E-01
203,3.64E-03,1.20E-03,4.22E-03,1.25E+00
204,4.97E-03,-2.36E-03,3.50E-04,6.20E-01
205,5.06E-03,-2.34E-03,5.30E-04,6.86E-01
206,3.68E-03,1.36E-03,4.14E-03,1.11E+00
207,4.91E-03,-2.47E-03,5.05E-04,5.79E-01
208,3.72E-03,1.52E-03,4.05E-03,1.00E+00
209,5.00E-03,-2.44E-03,6.83E-04,6.54E-01
210,4.84E-03,-2.56E-03,6.65E-04,5.93E-01
