Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,-2.66E-03,1.83E-03,1.42E-03,1.20E+00
1,-2.62E-03,1.76E-03,1.58E-03,1.28E+00
2,-2.53E-03,1.91E-03,1.54E-03,1.50E+00
3,2.00E-03,-9.78E-04,2.72E-03,1.77E+00
4,2.06E-03,-1.15E-03,2.61E-03,1.53E+00
5,2.16E-03,-9.77E-04,2.60E-03,1.41E+00
6,2.13E-03,-1.30E-03,2.47E-03,1.30E+00
7,2.22E-03,-1.13E-03,2.49E-03,1.23E+00
8,-2.24E-03,2.73E-03,-1.76E-04,1.02E+00
9,-2.31E-03,2.65E-03,-3.25E-04,6.57E-01
10,-2.39E-03,2.60E-03,-1.70E-04,7.97E-01
11,3.35E-03,1.11E-03,5.41E-05,2.96E-01
12,3.28E-03,1.27E-03,1.79E-04,2.86E-01
13,3.34E-03,1.09E-03,2.60E-04,4.07E-01
14,1.91E-03,-3.79E-04,2.94E-03,2.31E+00
15,1.93E-03,-5.85E-04,2.88E-03,2.13E+00
16,2.04E-03,-4.47E-04,2.83E-03,1.97E+00
17,2.30E-03,-1.55E-03,2.16E-03,8.86E-01
18,2.38E-03,-1.64E-03,1.99E-03,7.12E-01
19,2.43E-03,-1.48E-03,2.06E-03,7.12E-01
20,3.48E-03,5.26E-04,-1.81E-04,3.56E-01
21,3.45E-03,7.30E-04,-1.24E-04,3.40E-01
22,3.48E-03,5.82E-04,-1.88E-06,4.66E-01
23,-3.01E-03,1.68E-03,7.41E-04,7.93E-01
24,-3.07E-03,1.51E-03,8.59E-04,8.53E-01
25,-2.96E-03,1.68E-03,9.33E-04,9.34E-01
26,-9.73E-04,3.26E-03,9.62E-04,1.54E+00
27,-8.41E-04,3.33E-03,8.39E-04,1.19E+00
28,-1.01E-03,3.30E-03,7.71E-04,1.52E+00
29,-2.96E-03,1.91E-03,2.11E-04,6.77E-01
30,-3.08E-03,1.71E-03,1.71E-04,6.24E-01
31,-3.01E-03,1.80E-03,3.67E-04,6.97E-01
32,3.20E-03,-1.41E-03,3.58E-04,2.84E-01
33,3.28E-03,-1.26E-03,2.23E-04,3.02E-01
34,3.27E-03,-1.23E-03,4.12E-04,3.86E-01
35,-1.01E-03,3.12E-03,1.33E-03,1.85E+00
36,-8.38E-04,3.18E-03,1.29E-03,1.39E+00
37,-9.72E-04,3.20E-03,1.15E-03,1.66E+00
38,-9.06E-04,3.36E-03,6.24E-04,1.23E+00
39,-1.09E-03,3.31E-03,5.86E-04,1.49E+00
40,2.23E-03,1.50E-03,2.29E-03,1.08E+00
41,2.15E-03,1.37E-03,2.44E-03,1.27E+00
42,2.29E-03,1.33E-03,2.33E-03,1.04E+00
43,-1.31E-03,2.80E-03,1.72E-03,2.18E+00
44,-1.10E-03,2.83E-03,1.81E-03,1.88E+00
45,-1.18E-03,2.91E-03,1.62E-03,2.22E+00
46,-2.47E-03,1.85E-03,1.71E-03,1.45E+00
47,-2.39E-03,2.01E-03,1.65E-03,1.52E+00
