Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,4.52E-04,0.00E+00,-1.44E-02,1.46E-01
1,3.93E-04,0.00E+00,-1.43E-02,1.47E-01
2,4.83E-04,1.09E-11,-1.43E-02,1.46E-01
3,4.71E-04,0.00E+00,-1.35E-02,1.63E-01
4,5.84E-04,0.00E+00,-1.34E-02,1.44E-01
5,4.56E-04,0.00E+00,-1.33E-02,1.65E-01
6,7.68E-04,0.00E+00,-1.39E-02,1.10E-01
7,7.27E-04,0.00E+00,-1.39E-02,1.16E-01
8,5.66E-04,7.28E-12,-1.40E-02,1.39E-01
9,4.17E-04,0.00E+00,-1.39E-02,1.61E-01
10,5.37E-04,7.28E-12,-1.33E-02,1.51E-01
11,1.95E-04,0.00E+00,-1.46E-02,1.33E-01
12,-7.67E-05,1.09E-11,-1.46E-02,1.33E-01
13,5.46E-05,5.46E-12,-1.48E-02,1.29E-01
14,-3.30E-05,0.00E+00,-1.48E-02,1.30E-01
15,-2.03E-04,0.00E+00,-1.46E-02,1.34E-01
16,-1.27E-04,3.64E-12,-1.45E-02,1.35E-01
17,-1.05E-04,1.46E-11,-1.46E-02,1.32E-01
18,1.99E-04,-7.28E-12,-1.37E-02,1.71E-01
19,7.83E-05,0.00E+00,-1.37E-02,1.72E-01
20,1.20E-04,-3.64E-12,-1.38E-02,1.66E-01
21,3.22E-04,3.64E-12,-1.48E-02,1.29E-01
22,2.94E-04,0.00E+00,-1.49E-02,1.28E-01
23,3.62E-04,-3.64E-12,-1.49E-02,1.28E-01
24,-1.45E-05,1.27E-11,-1.49E-02,1.28E-01
25,2.14E-05,1.82E-12,-1.49E-02,1.28E-01
26,-1.09E-04,0.00E+00,-1.33E-02,1.86E-01
27,-1.24E-04,0.00E+00,-1.33E-02,1.85E-01
28,-1.02E-04,0.00E+00,-1.33E-02,1.86E-01
29,-2.95E-04,0.00E+00,-1.43E-02,1.50E-01
30,-3.22E-04,0.00E+00,-1.42E-02,1.52E-01
31,-2.24E-04,0.00E+00,-1.42E-02,1.53E-01
32,1.48E-04,-3.64E-12,-1.36E-02,1.74E-01
33,-8.67E-05,0.00E+00,-1.33E-02,1.86E-01
34,2.00E-04,7.28E-12,-1.32E-02,1.84E-01
35,4.65E-04,0.00E+00,-1.43E-02,1.49E-01
36,5.28E-04,0.00E+00,-1.44E-02,1.41E-01
37,4.73E-04,0.00E+00,-1.37E-02,1.61E-01
38,3.08E-04,-7.28E-12,-1.46E-02,1.34E-01
39,2.24E-04,0.00E+00,-1.45E-02,1.38E-01
40,-1.51E-04,0.00E+00,-1.43E-02,1.49E-01
41,1.32E-04,0.00E+00,-1.42E-02,1.47E-01
42,2.85E-05,-7.28E-12,-1.41E-02,1.53E-01
43,4.49E-04,0.00E+00,-1.29E-02,1.68E-01
44,5.25E-04,0.00E+00,-1.29E-02,1.53E-01
45,4.83E-04,0.00E+00,-1.31E-02,1.67E-01
46,-3.39E-05,0.00E+00,-1.45E-02,1.36E-01
47,6.85E-04,0.00E+00,-1.49E-02,1.28E-01
48,6.52E-04,-2.73E-12,-1.48E-02,1.30E-01
49,4.66E-04,0.00E+00,-1.48E-02,1.31E-01
50,-9.50E-05,1.46E-11,-1.40E-02,1.59E-01
51,5.20E-04,0.00E+00,-1.47E-02,1.34E-01
52,5.79E-04,3.64E-12,-1.47E-02,1.31E-01
53,-3.29E-04,0.00E+00,-1.37E-02,1.69E-01
54,-3.46E-04,0.00E+00,-1.37E-02,1.67E-01
55,9.25E-05,0.00E+00,-1.36E-02,1.74E-01
56,7.71E-04,0.00E+00,-1.38E-02,1.08E-01
57,6.54E-04,-7.28E-12,-1.36E-02,1.29E-01
58,-1.30E-04,-3.64E-12,-1.29E-02,1.92E-01
59,-1.15E-04,0.00E+00,-1.33E-02,1.86E-01
60,-9.38E-05,0.00E+00,-1.33E-02,1.87E-01
61,-6.20E-05,-3.64E-12,-1.29E-02,1.95E-01
62,-3.38E-04,0.00E+00,-1.49E-02,1.28E-01
63,-2.99E-04,-9.09E-13,-1.49E-02,1.28E-01
64,7.68E-04,0.00E+00,-1.39E-02,1.08E-01
65,2.53E-04,0.00E+00,-1.41E-02,1.52E-01
66,3.45E-04,0.00E+00,-1.30E-02,1.77E-01
67,5.50E-04,3.64E-12,-1.47E-02,1.33E-01
68,-3.39E-04,0.00E+00,-1.39E-02,1.61E-01
69,1.46E-04,0.00E+00,-1.31E-02,1.89E-01
70,1.73E-04,3.64E-12,-1.29E-02,1.83E-01
71,-3.76E-04,0.00E+00,-1.37E-02,1.68E-01
72,-7.86E-04,0.00E+00,-1.29E-02,9.38E-02
73,-7.43E-04,0.00E+00,-1.31E-02,9.90E-02
74,-6.52E-04,7.28E-12,-1.30E-02,1.30E-01
75,-4.05E-04,0.00E+00,-1.38E-02,1.65E-01
76,-4.98E-04,-7.28E-12,-1.40E-02,1.56E-01
77,-7.18E-04,1.82E-12,-1.48E-02,1.26E-01
78,-5.91E-04,7.28E-12,-1.46E-02,1.28E-01
79,-5.12E-04,-1.46E-11,-1.47E-02,1.32E-01
80,-6.96E-04,0.00E+00,-1.49E-02,1.28E-01
81,-3.80E-04,6.82E-13,-1.49E-02,1.28E-01
82,-3.45E-04,9.09E-13,-1.49E-02,1.28E-01
83,-5.32E-04,0.00E+00,-1.32E-02,1.54E-01
84,-4.60E-04,0.00E+00,-1.33E-02,1.69E-01
85,-4.37E-04,-7.28E-12,-1.32E-02,1.71E-01
86,-4.58E-04,0.00E+00,-1.46E-02,1.38E-01
87,-3.57E-04,0.00E+00,-1.44E-02,1.45E-01
88,-6.17E-04,0.00E+00,-1.44E-02,1.38E-01
89,-6.57E-04,-3.64E-12,-1.42E-02,1.34E-01
90,-4.98E-04,1.46E-11,-1.44E-02,1.47E-01
91,-3.90E-04,0.00E+00,-1.43E-02,1.50E-01
92,-5.35E-04,7.28E-12,-1.42E-02,1.52E-01
93,-7.66E-04,3.64E-12,-1.43E-02,1.19E-01
94,-7.75E-04,-7.28E-12,-1.45E-02,1.18E-01
95,-7.47E-04,7.28E-12,-1.42E-02,1.18E-01
96,-7.61E-04,3.64E-12,-1.41E-02,1.15E-01
97,-3.43E-04,4.55E-13,-1.49E-02,1.28E-01
98,-7.69E-04,-7.28E-12,-1.38E-02,1.05E-01
99,-4.55E-04,0.00E+00,-1.37E-02,1.53E-01
100,-6.95E-04,0.00E+00,-1.39E-02,1.24E-01
101,-7.69E-04,-3.64E-12,-1.34E-02,9.97E-02
102,-7.54E-04,-7.28E-12,-1.36E-02,1.00E-01
103,-7.74E-04,-5.46E-12,-1.34E-02,9.89E-02
104,-7.42E-04,0.00E+00,-1.34E-02,1.05E-01
105,-4.96E-04,3.64E-12,-1.31E-02,1.68E-01
106,-7.68E-04,7.28E-12,-1.39E-02,1.07E-01
107,-2.14E-04,3.64E-12,-1.29E-02,1.87E-01
108,-5.02E-04,3.64E-12,-1.27E-02,1.69E-01
109,6.92E-04,0.00E+00,-1.25E-02,1.16E-01
110,4.79E-04,0.00E+00,-1.28E-02,1.67E-01
111,4.45E-04,-1.46E-11,-1.25E-02,1.74E-01
112,3.33E-04,0.00E+00,-1.10E-02,1.88E-01
113,-1.27E-04,9.09E-13,-1.12E-02,2.13E-01
114,2.94E-04,0.00E+00,-1.12E-02,1.97E-01
115,-1.08E-04,0.00E+00,-1.12E-02,2.12E-01
116,-2.61E-05,0.00E+00,-1.22E-02,2.03E-01
117,-8.62E-05,-7.28E-12,-1.22E-02,2.02E-01
118,-2.58E-05,3.64E-12,-1.23E-02,2.06E-01
119,-1.34E-04,9.09E-13,-1.12E-02,2.12E-01
120,6.08E-04,-7.28E-12,-1.20E-02,1.29E-01
121,4.08E-04,0.00E+00,-1.20E-02,1.70E-01
122,4.36E-04,0.00E+00,-1.19E-02,1.73E-01
123,4.94E-04,-7.28E-12,-1.14E-02,1.73E-01
124,7.76E-04,3.64E-12,-1.13E-02,9.16E-02
125,4.55E-04,0.00E+00,-1.12E-02,1.78E-01
126,-1.35E-04,9.09E-13,-1.12E-02,2.13E-01
127,3.82E-04,1.46E-11,-1.25E-02,1.80E-01
128,1.99E-04,0.00E+00,-1.26E-02,1.89E-01
129,1.94E-04,-3.64E-12,-1.25E-02,1.91E-01
130,3.69E-05,0.00E+00,-1.25E-02,2.00E-01
131,7.81E-04,1.09E-11,-1.13E-02,8.98E-02
132,4.23E-04,0.00E+00,-1.10E-02,1.79E-01
133,4.75E-04,0.00E+00,-1.22E-02,1.65E-01
134,6.58E-04,7.28E-12,-1.23E-02,1.21E-01
135,-9.23E-05,0.00E+00,-1.28E-02,1.92E-01
136,-3.35E-05,7.28E-12,-1.28E-02,1.95E-01
137,2.03E-05,0.00E+00,-1.21E-02,2.02E-01
138,4.30E-04,0.00E+00,-1.16E-02,1.78E-01
139,2.29E-04,0.00E+00,-1.17E-02,1.98E-01
140,3.92E-04,0.00E+00,-1.24E-02,1.78E-01
141,-7.96E-05,3.64E-12,-1.21E-02,2.03E-01
142,-5.70E-05,0.00E+00,-1.20E-02,2.07E-01
143,5.35E-04,0.00E+00,-1.21E-02,1.43E-01
144,1.62E-04,0.00E+00,-1.18E-02,2.01E-01
145,-1.28E-04,-7.28E-12,-1.28E-02,1.92E-01
146,-1.31E-04,-2.18E-11,-1.17E-02,2.02E-01
147,-2.30E-04,-7.28E-12,-1.17E-02,1.98E-01
148,-5.51E-06,0.00E+00,-1.17E-02,2.09E-01
149,-8.09E-05,-7.28E-12,-1.25E-02,1.97E-01
150,4.33E-04,0.00E+00,-1.28E-02,1.71E-01
151,-4.54E-04,0.00E+00,-1.22E-02,1.71E-01
152,-4.93E-04,0.00E+00,-1.26E-02,1.70E-01
153,-2.66E-04,0.00E+00,-1.23E-02,1.85E-01
154,-4.54E-04,-7.28E-12,-1.21E-02,1.71E-01
155,5.08E-04,0.00E+00,-1.29E-02,1.56E-01
156,1.71E-04,-3.64E-12,-1.15E-02,2.08E-01
157,2.95E-04,0.00E+00,-1.14E-02,1.96E-01
158,-1.40E-04,0.00E+00,-1.12E-02,2.12E-01
159,-1.43E-04,9.09E-13,-1.12E-02,2.12E-01
160,1.74E-04,0.00E+00,-1.13E-02,2.02E-01
161,-3.43E-04,-7.28E-12,-1.20E-02,1.84E-01
162,-4.79E-04,3.64E-12,-1.27E-02,1.71E-01
163,-4.87E-04,-3.64E-12,-1.20E-02,1.71E-01
164,-7.99E-04,0.00E+00,-1.21E-02,8.07E-02
165,-8.06E-04,-7.28E-12,-1.22E-02,7.45E-02
166,-6.49E-04,-3.64E-12,-1.22E-02,1.22E-01
167,-5.13E-04,3.64E-12,-1.27E-02,1.64E-01
168,-5.62E-04,-1.82E-12,-1.27E-02,1.53E-01
169,-5.15E-04,0.00E+00,-1.22E-02,1.56E-01
170,-6.78E-04,0.00E+00,-1.24E-02,1.16E-01
171,-5.47E-04,0.00E+00,-1.21E-02,1.47E-01
172,-6.06E-04,0.00E+00,-1.16E-02,1.37E-01
