Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,4.12E-04,0.00E+00,-1.21E-02,6.11E-01
1,6.34E-05,3.64E-12,-1.22E-02,6.37E-01
2,1.39E-04,7.28E-12,-1.21E-02,6.36E-01
3,-1.52E-05,0.00E+00,-1.18E-02,6.53E-01
4,-1.22E-05,3.87E-12,-1.18E-02,6.53E-01
5,3.92E-04,-1.46E-11,-1.18E-02,6.01E-01
6,-3.71E-06,-3.41E-12,-1.18E-02,6.52E-01
7,2.10E-04,-7.28E-12,-1.19E-02,6.29E-01
8,4.24E-04,9.09E-13,-1.21E-02,6.10E-01
9,-4.55E-04,9.09E-13,-1.45E-02,4.94E-01
10,-4.26E-04,-1.82E-12,-1.43E-02,5.03E-01
11,-3.61E-04,3.64E-12,-1.43E-02,5.05E-01
12,-4.18E-04,4.55E-12,-1.20E-02,6.03E-01
13,-4.07E-04,0.00E+00,-1.21E-02,6.04E-01
14,-7.53E-05,2.27E-13,-1.18E-02,6.46E-01
15,-4.26E-04,0.00E+00,-1.21E-02,5.96E-01
16,-9.19E-05,-7.28E-12,-1.22E-02,6.28E-01
17,-3.05E-05,0.00E+00,-1.21E-02,6.33E-01
18,-4.10E-04,0.00E+00,-1.21E-02,6.04E-01
19,-2.78E-04,0.00E+00,-1.23E-02,6.06E-01
20,-4.47E-05,9.09E-13,-1.42E-02,5.10E-01
21,-3.71E-04,1.82E-12,-1.42E-02,5.09E-01
22,-3.93E-05,0.00E+00,-1.41E-02,5.12E-01
23,-3.90E-04,-4.55E-12,-1.29E-02,5.84E-01
24,1.25E-05,-3.64E-12,-1.31E-02,5.91E-01
25,-2.98E-04,-7.28E-12,-1.31E-02,5.76E-01
26,4.33E-04,-3.64E-12,-1.24E-02,6.05E-01
27,3.76E-04,0.00E+00,-1.26E-02,6.02E-01
28,2.57E-04,0.00E+00,-1.25E-02,6.14E-01
29,1.86E-04,-7.28E-12,-1.23E-02,6.28E-01
30,3.37E-04,0.00E+00,-1.31E-02,5.75E-01
31,4.88E-04,3.64E-12,-1.30E-02,5.66E-01
32,2.16E-04,-3.64E-12,-1.29E-02,5.98E-01
33,3.92E-04,-7.28E-12,-1.28E-02,5.94E-01
34,1.39E-04,0.00E+00,-1.30E-02,5.93E-01
35,-9.62E-05,-9.09E-13,-1.41E-02,5.15E-01
36,-3.98E-04,1.82E-12,-1.41E-02,5.18E-01
37,-4.13E-04,9.09E-13,-1.29E-02,5.80E-01
38,-4.38E-04,-3.64E-12,-1.32E-02,5.67E-01
39,-4.15E-05,-3.64E-12,-1.35E-02,5.64E-01
40,3.07E-05,-3.64E-12,-1.34E-02,5.67E-01
41,-8.93E-05,0.00E+00,-1.34E-02,5.69E-01
42,6.09E-05,3.64E-12,-1.37E-02,5.45E-01
43,2.51E-05,-1.09E-11,-1.37E-02,5.42E-01
44,9.20E-06,0.00E+00,-1.36E-02,5.53E-01
45,-5.16E-05,9.09E-12,-1.14E-02,6.64E-01
46,-8.53E-05,0.00E+00,-1.14E-02,6.65E-01
47,-8.69E-05,1.09E-11,-1.14E-02,6.65E-01
48,-3.94E-04,0.00E+00,-1.39E-02,5.35E-01
49,-2.47E-04,1.82E-12,-1.37E-02,5.49E-01
50,-1.31E-04,-3.64E-12,-1.14E-02,6.61E-01
51,-1.18E-04,0.00E+00,-1.13E-02,6.64E-01
52,-3.96E-04,-9.09E-12,-1.43E-02,5.05E-01
53,-3.99E-04,0.00E+00,-1.25E-02,5.96E-01
54,-9.79E-05,7.28E-12,-1.25E-02,6.13E-01
55,-3.98E-04,-3.64E-12,-1.29E-02,5.84E-01
56,-4.09E-04,0.00E+00,-1.28E-02,5.85E-01
57,-3.67E-04,0.00E+00,-1.29E-02,5.87E-01
58,-2.99E-05,0.00E+00,-1.41E-02,5.12E-01
59,-1.34E-05,0.00E+00,-1.41E-02,5.12E-01
60,-1.81E-05,0.00E+00,-1.41E-02,5.16E-01
61,7.77E-05,0.00E+00,-1.38E-02,5.41E-01
62,1.81E-04,3.64E-12,-1.38E-02,5.40E-01
63,9.68E-05,3.64E-12,-1.37E-02,5.43E-01
64,4.08E-04,-1.46E-11,-1.38E-02,5.40E-01
65,3.93E-04,7.28E-12,-1.39E-02,5.34E-01
66,-4.37E-04,-9.09E-13,-1.21E-02,5.90E-01
67,1.10E-04,-1.46E-11,-1.26E-02,6.16E-01
68,-2.52E-04,0.00E+00,-1.45E-02,4.87E-01
69,-1.55E-04,0.00E+00,-1.44E-02,4.92E-01
70,7.39E-05,0.00E+00,-1.13E-02,6.63E-01
71,-6.29E-05,0.00E+00,-1.11E-02,6.77E-01
72,-3.84E-04,-4.55E-12,-1.29E-02,5.85E-01
73,4.31E-04,0.00E+00,-1.21E-02,6.10E-01
74,3.17E-04,0.00E+00,-1.15E-02,6.14E-01
75,2.60E-04,-1.82E-12,-1.12E-02,6.50E-01
76,2.42E-04,0.00E+00,-1.11E-02,6.47E-01
77,-4.21E-04,-4.55E-12,-1.29E-02,5.69E-01
78,1.02E-04,7.28E-12,-1.27E-02,6.12E-01
79,2.48E-04,7.28E-12,-1.26E-02,6.13E-01
80,2.94E-04,0.00E+00,-1.28E-02,6.06E-01
81,2.72E-04,0.00E+00,-1.11E-02,6.35E-01
82,4.09E-04,-1.46E-11,-1.17E-02,6.02E-01
83,-1.27E-05,2.27E-13,-1.18E-02,6.53E-01
84,-1.57E-05,2.27E-13,-1.18E-02,6.53E-01
85,-1.66E-04,0.00E+00,-1.47E-02,4.81E-01
86,6.78E-05,-7.28E-12,-1.46E-02,4.80E-01
87,-2.16E-04,-1.46E-11,-1.49E-02,4.72E-01
88,5.01E-05,-5.46E-12,-1.46E-02,4.82E-01
89,8.08E-05,1.82E-12,-1.45E-02,4.83E-01
90,1.38E-04,0.00E+00,-1.45E-02,4.85E-01
91,4.64E-04,3.64E-12,-1.45E-02,4.89E-01
92,1.34E-04,-5.46E-12,-1.46E-02,4.82E-01
93,4.76E-04,-3.64E-12,-1.46E-02,4.85E-01
94,-2.89E-04,-3.64E-12,-1.26E-02,6.02E-01
95,-2.99E-05,-7.28E-12,-1.26E-02,6.16E-01
96,5.84E-05,3.64E-12,-1.29E-02,6.02E-01
97,3.10E-04,-7.28E-12,-1.34E-02,5.69E-01
98,3.77E-04,0.00E+00,-1.33E-02,5.74E-01
99,1.58E-04,7.28E-12,-1.31E-02,5.88E-01
100,-2.57E-04,0.00E+00,-1.33E-02,5.65E-01
101,-1.13E-04,1.09E-11,-1.35E-02,5.63E-01
102,-1.73E-04,0.00E+00,-1.32E-02,5.82E-01
103,-3.97E-04,0.00E+00,-1.32E-02,5.68E-01
104,-4.17E-04,0.00E+00,-1.29E-02,5.73E-01
105,-4.05E-04,-4.55E-12,-1.29E-02,5.80E-01
106,4.87E-04,-3.64E-12,-1.31E-02,5.65E-01
107,3.79E-04,-7.28E-12,-1.42E-02,5.16E-01
108,-4.30E-04,0.00E+00,-1.39E-02,5.27E-01
109,-2.15E-05,0.00E+00,-1.42E-02,5.11E-01
110,-3.38E-05,0.00E+00,-1.41E-02,5.11E-01
111,-1.07E-04,0.00E+00,-1.09E-02,6.72E-01
112,-3.96E-04,-1.46E-11,-1.12E-02,6.24E-01
113,-4.12E-04,1.46E-11,-1.13E-02,6.18E-01
114,-5.23E-04,7.28E-12,-1.13E-02,5.32E-01
115,1.32E-04,0.00E+00,-1.37E-02,5.48E-01
116,-5.12E-04,7.28E-12,-1.25E-02,5.37E-01
117,7.60E-05,0.00E+00,-1.30E-02,5.94E-01
118,-1.69E-05,0.00E+00,-1.18E-02,6.53E-01
119,-6.58E-04,-2.73E-12,-1.36E-02,4.68E-01
