Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,1.62E-03,-6.11E-04,7.98E-04,9.77E+00
1,1.76E-03,-5.39E-04,8.59E-04,3.47E+00
2,1.53E-03,-5.83E-04,9.72E-04,1.18E+01
3,1.67E-03,-4.72E-04,1.09E-03,3.79E+00
4,1.45E-03,-4.96E-04,1.13E-03,1.38E+01
5,1.59E-03,-3.62E-04,1.23E-03,5.84E+00
6,1.39E-03,-3.58E-04,1.26E-03,1.58E+01
7,1.56E-03,-2.21E-04,1.31E-03,5.14E+00
8,1.35E-03,-1.84E-04,1.34E-03,1.81E+01
9,1.54E-03,-6.00E-05,1.36E-03,5.69E+00
10,1.33E-03,1.06E-05,1.37E-03,1.99E+01
11,1.54E-03,1.12E-04,1.36E-03,5.61E+00
12,1.34E-03,2.05E-04,1.34E-03,1.88E+01
13,1.59E-03,2.92E-04,1.30E-03,3.70E+00
14,1.38E-03,3.82E-04,1.26E-03,1.60E+01
15,1.64E-03,4.21E-04,1.21E-03,2.98E+00
16,1.44E-03,5.22E-04,1.14E-03,1.30E+01
17,1.69E-03,5.12E-04,1.08E-03,2.80E+00
18,1.52E-03,6.14E-04,9.83E-04,1.05E+01
19,1.76E-03,5.60E-04,9.41E-04,2.39E+00
20,1.61E-03,6.46E-04,8.09E-04,8.77E+00
21,1.70E-03,-5.78E-04,6.24E-04,8.51E+00
22,1.85E-03,5.47E-04,7.84E-04,2.31E+00
23,1.80E-03,-4.69E-04,1.02E-03,1.16E+00
24,1.70E-03,6.18E-04,6.34E-04,8.04E+00
25,1.92E-03,4.87E-04,6.48E-04,3.26E+00
26,1.77E-03,5.31E-04,4.76E-04,8.25E+00
27,1.97E-03,3.86E-04,5.25E-04,4.00E+00
28,1.84E-03,3.93E-04,3.50E-04,9.17E+00
29,2.02E-03,2.41E-04,4.41E-04,4.76E+00
30,1.88E-03,2.19E-04,2.68E-04,1.06E+01
31,1.77E-03,-3.59E-04,1.18E-03,1.24E+00
32,1.86E-03,-4.90E-04,6.78E-04,3.99E+00
33,2.04E-03,6.66E-05,4.04E-04,4.70E+00
34,1.77E-03,-2.24E-04,1.28E-03,9.85E-01
35,1.89E-03,2.45E-05,2.39E-04,1.28E+01
36,1.90E-03,-4.59E-04,9.18E-04,1.04E+00
37,2.04E-03,-1.05E-04,4.16E-04,5.11E+00
38,1.73E-03,-1.03E-04,1.34E-03,1.07E+00
39,1.85E-03,-4.08E-04,1.09E-03,8.09E-01
40,1.88E-03,-1.70E-04,2.65E-04,1.21E+01
41,1.73E-03,5.89E-05,1.35E-03,1.13E+00
42,2.00E-03,-2.56E-04,4.59E-04,4.95E+00
43,1.92E-03,-4.61E-04,8.36E-04,1.38E+00
44,1.84E-03,-3.47E-04,3.44E-04,9.85E+00
45,1.94E-03,-3.91E-04,5.50E-04,4.39E+00
46,1.78E-03,-4.87E-04,4.67E-04,9.04E+00
47,1.84E-03,4.14E-04,1.15E-03,1.36E+00
48,1.88E-03,4.70E-04,1.04E-03,1.41E+00
49,1.96E-03,4.80E-04,9.14E-04,1.39E+00
50,2.07E-03,4.14E-04,7.97E-04,1.65E+00
51,2.04E-03,-3.68E-04,9.75E-04,1.01E+00
52,2.09E-03,3.56E-04,6.83E-04,2.09E+00
53,1.97E-03,-2.83E-04,1.18E-03,1.14E+00
