Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,2.23E-03,9.42E-04,4.24E-03,3.10E+00
1,2.38E-03,7.81E-04,4.20E-03,2.95E+00
2,2.39E-03,1.04E-03,4.13E-03,2.79E+00
3,4.29E-03,-8.94E-04,-2.14E-03,1.17E-01
4,4.38E-03,-7.32E-04,-2.01E-03,1.27E-01
5,4.36E-03,-9.76E-04,-1.95E-03,1.22E-01
6,2.24E-03,-9.71E-04,4.23E-03,3.06E+00
7,2.41E-03,-1.06E-03,4.11E-03,2.76E+00
8,2.40E-03,-8.05E-04,4.17E-03,2.92E+00
9,4.29E-03,1.01E-03,-2.11E-03,1.17E-01
10,4.36E-03,1.10E-03,-1.92E-03,1.23E-01
11,4.38E-03,8.47E-04,-1.98E-03,1.28E-01
12,2.20E-03,6.75E-04,4.31E-03,3.32E+00
13,2.37E-03,5.16E-04,4.24E-03,3.07E+00
14,4.30E-03,-6.32E-04,-2.21E-03,1.20E-01
15,4.40E-03,-4.72E-04,-2.05E-03,1.31E-01
16,2.24E-03,-7.05E-04,4.28E-03,3.19E+00
17,2.39E-03,-5.45E-04,4.22E-03,3.02E+00
18,4.32E-03,7.46E-04,-2.15E-03,1.21E-01
19,4.41E-03,5.87E-04,-2.02E-03,1.32E-01
20,2.22E-03,3.96E-04,4.33E-03,3.39E+00
21,2.38E-03,2.50E-04,4.26E-03,3.13E+00
22,4.34E-03,-3.54E-04,-2.21E-03,1.24E-01
23,4.42E-03,-2.08E-04,-2.06E-03,1.33E-01
24,-2.13E-03,2.95E-03,3.27E-03,1.67E+00
25,-2.30E-03,2.92E-03,3.17E-03,1.61E+00
26,-2.30E-03,2.77E-03,3.31E-03,1.68E+00
27,2.23E-03,-4.30E-04,4.32E-03,3.29E+00
28,2.38E-03,-2.81E-04,4.25E-03,3.10E+00
29,4.34E-03,4.70E-04,-2.18E-03,1.23E-01
30,4.42E-03,3.23E-04,-2.04E-03,1.34E-01
31,2.23E-03,1.19E-04,4.34E-03,3.41E+00
32,2.38E-03,-1.58E-05,4.26E-03,3.13E+00
33,4.35E-03,-7.79E-05,-2.22E-03,1.25E-01
34,4.43E-03,5.80E-05,-2.06E-03,1.34E-01
35,2.23E-03,-1.54E-04,4.34E-03,3.38E+00
36,-2.03E-03,4.37E-03,-8.51E-04,3.30E-01
37,-2.03E-03,4.40E-03,-6.82E-04,3.77E-01
38,-1.86E-03,4.47E-03,-7.42E-04,3.42E-01
39,4.35E-03,1.96E-04,-2.21E-03,1.24E-01
40,-2.27E-03,1.87E-04,-4.32E-03,1.06E-01
41,-2.11E-03,2.28E-04,-4.40E-03,1.25E-01
42,-2.16E-03,4.13E-05,-4.38E-03,1.21E-01
43,-2.36E-03,-2.35E-06,-4.27E-03,1.01E-01
44,-2.20E-03,-1.59E-04,-4.35E-03,1.15E-01
45,-1.58E-03,1.70E-03,-4.30E-03,5.17E-02
46,-1.40E-03,1.65E-03,-4.38E-03,7.36E-02
47,-1.56E-03,1.48E-03,-4.39E-03,8.57E-02
48,1.26E-03,1.91E-03,-4.32E-03,1.41E-01
49,1.13E-03,1.77E-03,-4.41E-03,1.69E-01
50,1.06E-03,1.93E-03,-4.37E-03,1.49E-01
51,2.30E-03,1.70E-03,3.96E-03,2.42E+00
52,2.40E-03,1.51E-03,3.98E-03,2.44E+00
53,2.47E-03,1.70E-03,3.86E-03,2.18E+00
54,1.68E-03,1.43E-03,-4.36E-03,1.57E-01
55,1.61E-03,1.31E-03,-4.42E-03,1.78E-01
56,1.51E-03,1.42E-03,-4.42E-03,1.80E-01
57,1.56E-03,1.62E-03,-4.34E-03,1.52E-01
58,1.36E-03,1.53E-03,-4.44E-03,1.85E-01
59,-4.97E-04,-2.25E-03,-4.29E-03,4.69E-02
60,-4.60E-04,-2.10E-03,-4.37E-03,7.15E-02
61,-3.30E-04,-2.18E-03,-4.35E-03,6.90E-02
62,-6.53E-04,-2.11E-03,-4.34E-03,5.42E-02
63,-3.51E-03,2.26E-03,2.54E-03,1.13E+00
64,-3.38E-03,2.30E-03,2.69E-03,1.20E+00
65,-3.41E-03,2.40E-03,2.56E-03,1.15E+00
66,-8.69E-04,-2.25E-03,-4.24E-03,1.89E-02
67,-9.18E-04,-2.05E-03,-4.33E-03,4.61E-02
68,-2.12E-03,-6.79E-04,-4.34E-03,1.06E-01
69,-2.01E-03,-6.83E-04,-4.39E-03,1.19E-01
70,-2.03E-03,-8.08E-04,-4.36E-03,1.09E-01
71,-4.15E-03,2.08E-03,1.54E-03,7.77E-01
72,-4.06E-03,2.23E-03,1.56E-03,7.87E-01
73,-4.14E-03,2.18E-03,1.39E-03,7.40E-01
74,-2.04E-03,-2.95E-03,3.30E-03,1.73E+00
75,-2.16E-03,-2.97E-03,3.21E-03,1.69E+00
76,-2.07E-03,-3.06E-03,3.18E-03,1.68E+00
77,-1.97E-03,1.25E-03,-4.29E-03,7.54E-02
78,-1.83E-03,1.13E-03,-4.38E-03,9.96E-02
79,-2.01E-03,1.03E-03,-4.33E-03,9.14E-02
80,-2.22E-03,3.51E-04,-4.34E-03,1.08E-01
81,-2.05E-03,4.03E-04,-4.41E-03,1.26E-01
82,-4.12E-03,2.63E-03,-1.32E-04,2.91E-01
83,-4.13E-03,2.62E-03,1.86E-05,3.26E-01
84,-4.04E-03,2.75E-03,-5.76E-05,2.93E-01
85,-1.78E-03,1.36E-03,-4.34E-03,7.94E-02
86,-2.36E-03,-2.08E-04,-4.27E-03,9.93E-02
87,-2.24E-03,-3.94E-04,-4.32E-03,1.07E-01
88,-4.20E-03,-2.47E-03,1.68E-04,3.99E-01
89,-4.10E-03,-2.63E-03,1.52E-04,3.84E-01
90,-4.15E-03,-2.54E-03,2.86E-04,4.27E-01
91,-1.44E-03,1.84E-03,-4.29E-03,4.20E-02
92,-1.27E-03,1.82E-03,-4.35E-03,5.84E-02
93,-4.22E-03,-2.42E-03,2.86E-04,4.33E-01
94,-4.18E-03,-2.47E-03,3.93E-04,4.59E-01
95,-4.26E-03,-2.33E-03,3.77E-04,4.60E-01
96,-4.20E-03,-2.42E-03,4.97E-04,4.91E-01
97,-1.75E-03,1.58E-03,-4.28E-03,5.66E-02
98,-4.26E-03,-2.30E-03,5.61E-04,5.14E-01
99,-1.38E-03,-4.65E-03,-4.51E-04,3.33E-01
100,-1.53E-03,-4.60E-03,-4.69E-04,3.62E-01
101,-1.45E-03,-4.60E-03,-6.29E-04,3.10E-01
102,-1.16E-03,1.98E-03,-4.32E-03,4.18E-02
103,-1.09E-03,1.81E-03,-4.41E-03,7.62E-02
104,-6.01E-04,2.28E-03,-4.28E-03,4.68E-02
105,-4.15E-04,2.21E-03,-4.34E-03,6.79E-02
106,-5.97E-04,2.07E-03,-4.39E-03,7.51E-02
107,-7.66E-04,2.20E-03,-4.30E-03,4.13E-02
108,-8.09E-04,2.01E-03,-4.38E-03,6.46E-02
109,1.15E-03,2.04E-03,-4.29E-03,1.30E-01
110,9.89E-04,2.08E-03,-4.31E-03,1.32E-01
111,1.33E-03,1.72E-03,-4.38E-03,1.60E-01
112,1.77E-03,1.25E-03,-4.38E-03,1.61E-01
113,2.25E-03,8.26E-04,-4.25E-03,1.31E-01
