Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.40E-03,-1.46E-04,1.37E-03,2.95E-01
1,3.43E-03,3.31E-05,1.39E-03,2.85E-01
2,3.32E-03,-3.59E-05,1.54E-03,3.04E-01
3,2.12E-03,-1.11E-03,1.13E-03,2.47E+00
4,2.20E-03,-1.13E-03,9.50E-04,1.88E+00
5,2.36E-03,-1.05E-03,1.01E-03,1.27E+00
6,2.30E-03,-1.01E-03,1.23E-03,1.21E+00
7,2.05E-03,-1.06E-03,1.30E-03,3.66E+00
8,2.19E-03,-9.44E-04,1.42E-03,1.77E+00
9,1.98E-03,-9.76E-04,1.46E-03,5.00E+00
10,2.12E-03,-8.47E-04,1.57E-03,2.83E+00
11,1.92E-03,-8.64E-04,1.61E-03,6.92E+00
12,2.07E-03,-7.30E-04,1.69E-03,4.02E+00
13,1.87E-03,-7.27E-04,1.74E-03,8.96E+00
14,2.02E-03,-5.87E-04,1.80E-03,4.46E+00
15,1.82E-03,-5.68E-04,1.84E-03,1.00E+01
16,1.99E-03,-4.26E-04,1.88E-03,4.54E+00
17,1.79E-03,-3.93E-04,1.92E-03,1.17E+01
18,1.97E-03,-2.66E-04,1.94E-03,5.32E+00
19,1.77E-03,-2.06E-04,1.97E-03,1.28E+01
20,1.96E-03,-8.84E-05,1.97E-03,4.92E+00
21,1.76E-03,-1.24E-05,1.99E-03,1.32E+01
22,1.96E-03,9.49E-05,1.97E-03,4.72E+00
23,1.76E-03,1.82E-04,1.98E-03,1.26E+01
24,1.96E-03,2.69E-04,1.95E-03,5.70E+00
25,1.78E-03,3.72E-04,1.94E-03,1.28E+01
26,1.99E-03,4.40E-04,1.90E-03,5.62E+00
27,1.81E-03,5.51E-04,1.87E-03,1.14E+01
28,2.02E-03,6.01E-04,1.82E-03,4.49E+00
29,1.85E-03,7.16E-04,1.77E-03,9.45E+00
30,2.06E-03,7.42E-04,1.72E-03,4.20E+00
31,1.90E-03,8.60E-04,1.65E-03,7.65E+00
32,2.11E-03,8.64E-04,1.60E-03,3.25E+00
33,1.96E-03,9.80E-04,1.51E-03,5.89E+00
34,2.17E-03,9.63E-04,1.45E-03,2.05E+00
35,2.03E-03,1.07E-03,1.35E-03,4.24E+00
36,2.23E-03,1.04E-03,1.30E-03,1.44E+00
37,2.10E-03,1.13E-03,1.18E-03,2.95E+00
38,2.31E-03,1.08E-03,1.14E-03,1.28E+00
39,2.17E-03,1.16E-03,1.01E-03,2.12E+00
40,2.38E-03,1.09E-03,9.75E-04,1.25E+00
41,2.27E-03,-1.12E-03,7.72E-04,1.64E+00
42,2.25E-03,1.16E-03,8.26E-04,1.84E+00
43,2.51E-03,-9.72E-04,1.06E-03,8.78E-01
44,2.44E-03,1.07E-03,8.10E-04,1.39E+00
45,2.32E-03,1.13E-03,6.50E-04,1.77E+00
46,2.51E-03,1.02E-03,6.45E-04,1.54E+00
47,2.39E-03,1.06E-03,4.82E-04,1.82E+00
48,3.27E-03,-2.09E-04,1.53E-03,3.24E-01
49,2.58E-03,9.40E-04,4.96E-04,1.67E+00
50,3.32E-03,1.45E-04,1.52E-03,3.13E-01
51,3.48E-03,-9.27E-06,1.17E-03,3.30E-01
