Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,6.59E-03,-4.88E-05,3.03E-03,9.97E-02
1,6.66E-03,-1.58E-04,2.88E-03,1.00E-01
2,6.68E-03,3.31E-05,2.88E-03,1.01E-01
3,3.99E-03,-2.85E-03,1.99E-03,4.89E-01
4,4.07E-03,-2.86E-03,1.81E-03,4.04E-01
5,4.23E-03,-2.77E-03,1.87E-03,3.33E-01
6,4.17E-03,-2.74E-03,2.11E-03,3.76E-01
7,3.91E-03,-2.83E-03,2.17E-03,6.24E-01
8,4.04E-03,-2.72E-03,2.32E-03,4.91E-01
9,3.83E-03,-2.79E-03,2.35E-03,7.71E-01
10,3.95E-03,-2.68E-03,2.49E-03,5.95E-01
11,3.76E-03,-2.74E-03,2.52E-03,9.28E-01
12,3.88E-03,-2.63E-03,2.66E-03,7.15E-01
13,3.68E-03,-2.68E-03,2.70E-03,1.16E+00
14,3.81E-03,-2.56E-03,2.82E-03,8.55E-01
15,3.61E-03,-2.60E-03,2.87E-03,1.36E+00
16,3.74E-03,-2.48E-03,2.98E-03,9.71E-01
17,3.54E-03,-2.51E-03,3.03E-03,1.56E+00
18,3.67E-03,-2.39E-03,3.13E-03,1.14E+00
19,3.47E-03,-2.41E-03,3.19E-03,1.80E+00
20,3.60E-03,-2.29E-03,3.28E-03,1.32E+00
21,3.41E-03,-2.30E-03,3.34E-03,2.08E+00
22,3.54E-03,-2.17E-03,3.42E-03,1.46E+00
23,3.34E-03,-2.18E-03,3.48E-03,2.38E+00
24,3.48E-03,-2.05E-03,3.56E-03,1.65E+00
25,3.29E-03,-2.04E-03,3.62E-03,2.72E+00
26,3.43E-03,-1.91E-03,3.69E-03,1.91E+00
27,3.23E-03,-1.90E-03,3.74E-03,3.09E+00
28,3.38E-03,-1.77E-03,3.80E-03,2.11E+00
29,3.18E-03,-1.74E-03,3.86E-03,3.37E+00
30,3.33E-03,-1.62E-03,3.91E-03,2.20E+00
31,3.13E-03,-1.58E-03,3.96E-03,3.64E+00
32,3.29E-03,-1.45E-03,4.01E-03,2.34E+00
33,3.09E-03,-1.41E-03,4.06E-03,3.93E+00
34,3.25E-03,-1.29E-03,4.10E-03,2.49E+00
35,3.06E-03,-1.24E-03,4.15E-03,4.28E+00
36,3.22E-03,-1.11E-03,4.18E-03,2.74E+00
37,3.02E-03,-1.06E-03,4.22E-03,4.58E+00
38,3.19E-03,-9.34E-04,4.24E-03,2.90E+00
39,3.00E-03,-8.69E-04,4.28E-03,4.95E+00
40,3.16E-03,-7.50E-04,4.30E-03,3.06E+00
41,2.97E-03,-6.78E-04,4.33E-03,5.58E+00
42,3.14E-03,-5.63E-04,4.34E-03,3.19E+00
43,2.96E-03,-4.83E-04,4.37E-03,5.87E+00
44,3.13E-03,-3.73E-04,4.37E-03,3.33E+00
45,2.95E-03,-2.86E-04,4.40E-03,6.11E+00
46,3.12E-03,-1.81E-04,4.39E-03,3.50E+00
47,2.94E-03,-8.76E-05,4.41E-03,5.98E+00
48,3.12E-03,1.23E-05,4.40E-03,3.28E+00
49,2.94E-03,1.11E-04,4.41E-03,5.42E+00
50,3.12E-03,2.05E-04,4.39E-03,3.21E+00
51,2.95E-03,3.10E-04,4.40E-03,5.44E+00
52,3.13E-03,3.98E-04,4.37E-03,3.33E+00
53,2.96E-03,5.07E-04,4.37E-03,5.40E+00
54,3.14E-03,5.88E-04,4.34E-03,3.31E+00
55,2.97E-03,7.02E-04,4.34E-03,5.24E+00
56,3.16E-03,7.76E-04,4.30E-03,3.06E+00
57,2.99E-03,8.94E-04,4.29E-03,4.99E+00
58,3.18E-03,9.60E-04,4.25E-03,2.88E+00
59,3.02E-03,1.08E-03,4.22E-03,4.66E+00
60,3.21E-03,1.14E-03,4.18E-03,2.76E+00
61,3.05E-03,1.26E-03,4.15E-03,4.36E+00
62,3.24E-03,1.31E-03,4.11E-03,2.70E+00
63,3.09E-03,1.44E-03,4.07E-03,3.99E+00
64,3.28E-03,1.48E-03,4.02E-03,2.47E+00
65,3.13E-03,1.61E-03,3.97E-03,3.70E+00
66,3.32E-03,1.64E-03,3.92E-03,2.27E+00
67,3.17E-03,1.77E-03,3.87E-03,3.37E+00
68,3.37E-03,1.80E-03,3.81E-03,2.07E+00
69,3.22E-03,1.93E-03,3.75E-03,3.06E+00
70,3.42E-03,1.94E-03,3.70E-03,1.90E+00
71,3.28E-03,2.07E-03,3.62E-03,2.81E+00
72,3.47E-03,2.08E-03,3.57E-03,1.72E+00
73,3.33E-03,2.21E-03,3.49E-03,2.47E+00
74,3.53E-03,2.20E-03,3.44E-03,1.52E+00
75,3.39E-03,2.33E-03,3.35E-03,2.20E+00
76,3.59E-03,2.32E-03,3.29E-03,1.40E+00
77,3.46E-03,2.44E-03,3.20E-03,1.92E+00
78,3.66E-03,2.43E-03,3.14E-03,1.22E+00
79,3.53E-03,2.55E-03,3.04E-03,1.68E+00
80,3.72E-03,2.52E-03,2.99E-03,1.04E+00
81,3.60E-03,2.64E-03,2.88E-03,1.44E+00
82,3.79E-03,2.60E-03,2.83E-03,9.22E-01
83,3.67E-03,2.71E-03,2.71E-03,1.21E+00
84,3.86E-03,2.67E-03,2.66E-03,7.93E-01
85,3.74E-03,2.78E-03,2.54E-03,1.01E+00
86,3.94E-03,2.73E-03,2.49E-03,6.55E-01
87,3.82E-03,2.83E-03,2.36E-03,8.42E-01
88,4.01E-03,2.77E-03,2.32E-03,5.63E-01
89,3.90E-03,2.87E-03,2.18E-03,6.82E-01
90,4.09E-03,2.80E-03,2.14E-03,4.68E-01
91,3.98E-03,2.89E-03,2.00E-03,5.50E-01
92,4.16E-03,2.82E-03,1.97E-03,4.11E-01
93,4.05E-03,2.90E-03,1.82E-03,4.56E-01
94,4.15E-03,-2.86E-03,1.62E-03,3.24E-01
95,4.24E-03,2.82E-03,1.79E-03,3.52E-01
96,4.13E-03,2.90E-03,1.64E-03,3.62E-01
97,4.38E-03,-2.68E-03,1.93E-03,2.79E-01
98,4.32E-03,2.81E-03,1.61E-03,3.06E-01
99,4.21E-03,2.88E-03,1.45E-03,2.87E-01
100,4.39E-03,2.79E-03,1.44E-03,2.83E-01
101,4.29E-03,2.85E-03,1.27E-03,2.41E-01
102,4.47E-03,2.75E-03,1.26E-03,2.65E-01
103,4.37E-03,2.81E-03,1.09E-03,2.13E-01
104,4.54E-03,2.71E-03,1.09E-03,2.50E-01
105,4.44E-03,2.75E-03,9.20E-04,1.97E-01
106,4.62E-03,2.64E-03,9.24E-04,2.53E-01
107,4.52E-03,2.68E-03,7.49E-04,1.98E-01
108,4.69E-03,2.57E-03,7.60E-04,2.63E-01
109,4.59E-03,2.60E-03,5.83E-04,2.07E-01
110,4.76E-03,2.48E-03,6.02E-04,2.76E-01
111,4.66E-03,2.50E-03,4.23E-04,2.28E-01
112,4.82E-03,2.38E-03,4.49E-04,3.00E-01
