Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.54E-03,3.31E-05,2.25E-03,7.93E-01
1,3.44E-03,-6.14E-05,2.40E-03,7.35E-01
2,3.52E-03,-1.57E-04,2.24E-03,8.68E-01
3,1.78E-03,-1.90E-03,1.33E-03,2.29E+00
4,1.90E-03,-1.89E-03,1.17E-03,2.01E+00
5,2.04E-03,-1.80E-03,1.26E-03,2.09E+00
6,1.87E-03,-1.79E-03,1.55E-03,2.04E+00
7,1.67E-03,-1.89E-03,1.49E-03,3.03E+00
8,1.72E-03,-1.80E-03,1.65E-03,2.49E+00
9,1.55E-03,-1.85E-03,1.65E-03,3.74E+00
10,1.64E-03,-1.75E-03,1.80E-03,2.91E+00
11,1.44E-03,-1.80E-03,1.80E-03,4.76E+00
12,1.54E-03,-1.69E-03,1.94E-03,3.70E+00
13,1.34E-03,-1.72E-03,1.95E-03,6.00E+00
14,1.44E-03,-1.61E-03,2.08E-03,4.62E+00
15,1.23E-03,-1.63E-03,2.09E-03,7.14E+00
16,1.34E-03,-1.51E-03,2.22E-03,5.45E+00
17,1.14E-03,-1.52E-03,2.23E-03,8.56E+00
18,1.26E-03,-1.39E-03,2.34E-03,6.49E+00
19,1.05E-03,-1.39E-03,2.35E-03,9.94E+00
20,1.18E-03,-1.26E-03,2.45E-03,7.69E+00
21,9.77E-04,-1.25E-03,2.46E-03,1.11E+01
22,1.11E-03,-1.12E-03,2.55E-03,8.65E+00
23,9.08E-04,-1.09E-03,2.56E-03,1.21E+01
24,1.05E-03,-9.63E-04,2.64E-03,9.47E+00
25,8.50E-04,-9.20E-04,2.65E-03,1.28E+01
26,1.00E-03,-7.96E-04,2.72E-03,1.01E+01
27,8.02E-04,-7.41E-04,2.72E-03,1.33E+01
28,9.63E-04,-6.21E-04,2.78E-03,9.87E+00
29,7.65E-04,-5.55E-04,2.77E-03,1.34E+01
30,9.33E-04,-4.40E-04,2.82E-03,1.03E+01
31,7.40E-04,-3.62E-04,2.81E-03,1.38E+01
32,9.13E-04,-2.54E-04,2.85E-03,1.06E+01
33,7.25E-04,-1.66E-04,2.84E-03,1.38E+01
34,9.04E-04,-6.46E-05,2.87E-03,1.04E+01
35,7.21E-04,3.22E-05,2.84E-03,1.37E+01
