Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,1.74E-03,-7.28E-12,-6.22E-03,0.00E+00,2.18E-01
1,1.68E-03,0.00E+00,-6.23E-03,0.00E+00,2.39E-01
2,1.73E-03,3.64E-12,-6.19E-03,1.56E-03, null
3,1.67E-03,0.00E+00,-6.21E-03,1.71E-03, null
4,1.30E-03,3.64E-12,-6.32E-03,0.00E+00,4.69E-01
5,1.19E-03,3.64E-12,-6.34E-03,0.00E+00,5.82E-01
6,1.30E-03,-3.64E-12,-6.29E-03,3.27E-03, null
7,1.18E-03,0.00E+00,-6.32E-03,4.11E-03, null
8,1.93E-03,0.00E+00,-6.16E-03,0.00E+00,1.68E-01
9,1.86E-03,-3.64E-12,-6.18E-03,0.00E+00,1.82E-01
10,1.92E-03,-3.64E-12,-6.14E-03,1.21E-03, null
11,1.86E-03,0.00E+00,-6.15E-03,1.30E-03, null
12,1.51E-03,-9.09E-13,-6.27E-03,0.00E+00,3.12E-01
13,1.54E-03,-3.64E-12,-6.27E-03,0.00E+00,2.96E-01
14,1.53E-03,-4.55E-12,-6.24E-03,2.08E-03, null
15,1.50E-03,0.00E+00,-6.25E-03,2.19E-03, null
16,1.02E-03,0.00E+00,-6.37E-03,0.00E+00,8.96E-01
17,1.02E-03,9.09E-13,-6.35E-03,5.00E-03, null
18,9.97E-04,-6.37E-12,-6.38E-03,0.00E+00,9.43E-01
19,9.93E-04,-6.37E-12,-6.35E-03,5.17E-03, null
20,1.40E-03,3.64E-12,-6.30E-03,0.00E+00,3.70E-01
21,1.39E-03,0.00E+00,-6.27E-03,2.56E-03, null
22,1.18E-03,0.00E+00,-6.29E-03,8.44E-03, null
23,1.29E-03,3.64E-12,-6.27E-03,6.93E-03, null
24,1.39E-03,-3.64E-12,-6.25E-03,5.40E-03, null
25,1.50E-03,1.82E-12,-6.22E-03,4.58E-03, null
26,1.53E-03,9.09E-13,-6.21E-03,4.35E-03, null
27,1.66E-03,-3.64E-12,-6.18E-03,3.62E-03, null
28,1.72E-03,0.00E+00,-6.16E-03,3.32E-03, null
29,1.85E-03,-3.64E-12,-6.13E-03,2.78E-03, null
30,1.91E-03,-3.64E-12,-6.11E-03,2.58E-03, null
31,1.49E-03,0.00E+00,-6.19E-03,7.29E-03, null
32,1.38E-03,3.64E-12,-6.21E-03,9.05E-03, null
33,1.52E-03,1.82E-12,-6.18E-03,6.90E-03, null
34,1.65E-03,0.00E+00,-6.14E-03,5.73E-03, null
35,1.71E-03,3.64E-12,-6.13E-03,5.25E-03, null
36,1.84E-03,3.64E-12,-6.09E-03,4.44E-03, null
37,1.90E-03,0.00E+00,-6.07E-03,4.13E-03, null
38,1.64E-03,-3.64E-12,-6.10E-03,8.34E-03, null
39,1.51E-03,0.00E+00,-6.14E-03,9.39E-03, null
40,1.70E-03,0.00E+00,-6.09E-03,7.48E-03, null
41,1.83E-03,0.00E+00,-6.05E-03,6.27E-03, null
42,1.89E-03,0.00E+00,-6.03E-03,5.84E-03, null
43,1.81E-03,3.64E-12,-6.00E-03,9.23E-03, null
44,1.69E-03,-3.64E-12,-6.04E-03,1.02E-02, null
45,9.77E-04,9.09E-13,-6.38E-03,0.00E+00,1.03E+00
46,9.74E-04,0.00E+00,-6.36E-03,4.51E-03, null
47,1.02E-03,9.09E-13,-6.34E-03,5.48E-03, null
48,1.29E-03,0.00E+00,-6.25E-03,8.67E-03, null
49,1.48E-03,0.00E+00,-6.15E-03,9.29E-03, null
50,1.63E-03,0.00E+00,-6.07E-03,1.01E-02, null
51,1.40E-03,3.64E-12,-6.01E-03,1.49E-02, null
52,1.46E-03,0.00E+00,-6.06E-03,1.24E-02, null
53,1.48E-03,0.00E+00,-6.00E-03,1.42E-02, null
54,1.18E-03,0.00E+00,-6.17E-03,1.42E-02, null
55,7.50E-04,0.00E+00,-6.25E-03,1.21E-01, null
56,9.82E-04,-1.46E-11,-6.18E-03,1.65E-02, null
57,9.93E-04,-6.37E-12,-6.34E-03,5.86E-03, null
58,1.19E-03,0.00E+00,-6.11E-03,1.67E-02, null
59,1.39E-03,-3.64E-12,-5.99E-03,1.60E-02, null
60,1.23E-03,-1.82E-12,-6.14E-03,1.46E-02, null
61,8.83E-04,2.27E-12,-6.02E-03,5.74E-02, null
62,8.33E-04,0.00E+00,-6.10E-03,8.13E-02, null
63,1.64E-03,-1.82E-12,-6.01E-03,1.15E-02, null
64,1.41E-03,-3.64E-12,-5.99E-03,1.56E-02, null
65,7.46E-04,-2.73E-12,-6.27E-03,1.15E-01, null
66,8.77E-04,2.73E-12,-6.02E-03,5.97E-02, null
67,1.13E-03,0.00E+00,-6.13E-03,1.56E-02, null
68,1.15E-03,3.64E-12,-6.09E-03,1.65E-02, null
69,1.24E-03,-7.28E-12,-5.93E-03,1.85E-02, null
70,1.20E-03,0.00E+00,-6.00E-03,1.79E-02, null
71,1.21E-03,-5.46E-12,-5.91E-03,1.84E-02, null
72,8.38E-04,0.00E+00,-6.40E-03,0.00E+00,2.85E+00
73,7.36E-04,-9.09E-13,-6.26E-03,1.27E-01, null
74,1.34E-03,0.00E+00,-5.95E-03,1.70E-02, null
75,8.86E-04,2.73E-12,-6.02E-03,5.75E-02, null
76,8.80E-04,0.00E+00,-6.02E-03,5.86E-02, null
77,9.09E-04,0.00E+00,-6.03E-03,5.30E-02, null
78,8.77E-04,2.73E-12,-6.01E-03,6.00E-02, null
79,2.14E-03,0.00E+00,-6.09E-03,0.00E+00,1.32E-01
80,2.36E-03,-5.46E-12,-6.01E-03,0.00E+00,1.07E-01
