Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,1.31E-03,0.00E+00,-1.44E-02,0.00E+00
1,1.31E-03,7.28E-12,-1.46E-02,0.00E+00
2,1.11E-03,-5.46E-12,-1.45E-02,9.25E-02
3,1.32E-03,-1.82E-12,-1.38E-02,0.00E+00
4,1.31E-03,1.82E-12,-1.38E-02,0.00E+00
5,1.14E-03,7.28E-12,-1.40E-02,6.91E-02
6,1.11E-03,1.09E-11,-1.39E-02,8.17E-02
7,1.07E-03,-5.46E-12,-1.45E-02,1.11E-01
8,1.09E-03,0.00E+00,-1.45E-02,1.03E-01
9,1.28E-03,1.82E-12,-1.43E-02,1.35E-02
10,1.31E-03,-1.82E-12,-1.43E-02,0.00E+00
11,1.31E-03,0.00E+00,-1.43E-02,0.00E+00
12,1.04E-03,0.00E+00,-1.32E-02,9.18E-02
13,1.07E-03,3.64E-12,-1.31E-02,8.36E-02
14,1.30E-03,3.18E-12,-1.32E-02,5.15E-03
15,1.06E-03,0.00E+00,-1.39E-02,9.76E-02
16,1.08E-03,0.00E+00,-1.40E-02,9.42E-02
17,1.01E-03,0.00E+00,-1.40E-02,1.06E-01
18,1.08E-03,-7.28E-12,-1.42E-02,9.79E-02
19,1.20E-03,0.00E+00,-1.41E-02,4.79E-02
20,1.01E-03,-1.27E-11,-1.49E-02,1.18E-01
21,1.31E-03,0.00E+00,-1.49E-02,0.00E+00
22,1.00E-03,0.00E+00,-1.48E-02,1.26E-01
23,1.29E-03,-1.82E-12,-1.48E-02,1.28E-02
24,1.06E-03,0.00E+00,-1.36E-02,9.12E-02
25,1.12E-03,3.64E-12,-1.34E-02,5.81E-02
26,1.31E-03,0.00E+00,-1.35E-02,0.00E+00
27,1.31E-03,0.00E+00,-1.48E-02,0.00E+00
28,7.25E-04,0.00E+00,-1.46E-02,1.35E-01
29,6.60E-04,0.00E+00,-1.44E-02,1.39E-01
30,7.86E-04,7.28E-12,-1.45E-02,1.39E-01
31,7.29E-04,0.00E+00,-1.43E-02,1.45E-01
32,1.01E-03,1.82E-12,-1.45E-02,1.19E-01
33,8.40E-04,7.28E-12,-1.46E-02,1.34E-01
34,9.58E-04,5.46E-12,-1.48E-02,1.29E-01
35,8.18E-04,9.09E-13,-1.49E-02,1.28E-01
36,6.37E-04,0.00E+00,-1.49E-02,1.28E-01
37,6.25E-04,0.00E+00,-1.48E-02,1.28E-01
38,1.31E-03,7.28E-12,-1.41E-02,0.00E+00
39,1.02E-03,-3.64E-12,-1.45E-02,1.19E-01
40,8.78E-04,7.28E-12,-1.42E-02,1.30E-01
41,4.10E-04,0.00E+00,-1.42E-02,1.42E-01
