Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,5.67E-04,0.00E+00,-1.44E-02,2.95E-01, null
1,5.39E-04,0.00E+00,-1.43E-02,2.95E-01, null
2,5.97E-04,0.00E+00,-1.43E-02,2.70E-01, null
3,3.21E-04,2.16E-12,-1.46E-02,3.13E-01, null
4,5.63E-04,0.00E+00,-1.46E-02,3.01E-01, null
5,3.19E-04,-5.00E-12,-1.46E-02,3.13E-01, null
6,6.64E-04,0.00E+00,-1.44E-02,1.75E-01, null
7,6.97E-04,0.00E+00,-1.46E-02,1.36E-01, null
8,6.79E-04,0.00E+00,-1.38E-02,1.33E-01, null
9,5.14E-04,0.00E+00,-1.40E-02,3.01E-01, null
10,6.75E-04,-7.28E-12,-1.41E-02,1.45E-01, null
11,8.16E-04,0.00E+00,-1.39E-02,0.00E+00,8.32E+00
12,5.52E-04,0.00E+00,-1.42E-02,2.93E-01, null
13,5.81E-04,0.00E+00,-1.31E-02,2.60E-01, null
14,5.25E-04,0.00E+00,-1.29E-02,2.85E-01, null
15,4.23E-04,0.00E+00,-1.31E-02,3.29E-01, null
16,5.12E-04,0.00E+00,-1.36E-02,2.92E-01, null
17,5.03E-04,0.00E+00,-1.38E-02,2.99E-01, null
18,2.79E-04,-3.64E-12,-1.37E-02,3.53E-01, null
19,7.28E-04,-7.28E-12,-1.42E-02,1.27E-01, null
20,8.06E-04,0.00E+00,-1.42E-02,0.00E+00,9.37E+00
21,5.47E-04,0.00E+00,-1.48E-02,3.00E-01, null
22,7.88E-04,-1.82E-12,-1.48E-02,4.70E-02, null
23,3.60E-04,0.00E+00,-1.32E-02,3.49E-01, null
24,2.04E-04,7.28E-12,-1.32E-02,3.92E-01, null
25,2.61E-04,0.00E+00,-1.33E-02,3.86E-01, null
26,3.18E-04,0.00E+00,-1.46E-02,3.13E-01, null
27,3.17E-04,0.00E+00,-1.46E-02,3.13E-01, null
28,3.16E-04,-5.12E-12,-1.46E-02,3.13E-01, null
29,3.17E-04,0.00E+00,-1.46E-02,3.13E-01, null
30,5.03E-04,0.00E+00,-1.34E-02,2.88E-01, null
31,3.84E-04,1.46E-11,-1.35E-02,3.33E-01, null
32,5.78E-04,7.28E-12,-1.32E-02,2.57E-01, null
33,2.50E-04,-3.64E-12,-1.29E-02,4.06E-01, null
34,5.37E-04,0.00E+00,-1.49E-02,3.00E-01, null
35,5.69E-04,0.00E+00,-1.49E-02,2.65E-01, null
36,6.46E-04,-3.64E-12,-1.32E-02,1.96E-01, null
37,6.40E-04,-3.64E-12,-1.32E-02,2.02E-01, null
38,8.25E-04,0.00E+00,-1.48E-02,0.00E+00,1.03E+01
39,7.33E-04,-3.64E-12,-1.30E-02,8.91E-02, null
40,8.20E-04,7.28E-12,-1.30E-02,0.00E+00,7.11E+00
41,8.20E-04,0.00E+00,-1.30E-02,0.00E+00,7.03E+00
42,8.22E-04,3.64E-12,-1.34E-02,0.00E+00,7.26E+00
43,8.23E-04,0.00E+00,-1.33E-02,0.00E+00,7.22E+00
44,6.70E-04,0.00E+00,-1.36E-02,1.43E-01, null
45,6.16E-04,7.28E-12,-1.35E-02,1.88E-01, null
46,4.31E-04,0.00E+00,-1.44E-02,3.03E-01, null
47,8.17E-04,-7.28E-12,-1.45E-02,0.00E+00,1.00E+01
48,3.24E-04,0.00E+00,-1.46E-02,3.13E-01, null
49,8.27E-04,-1.82E-12,-1.44E-02,0.00E+00,9.50E+00
50,8.03E-04,0.00E+00,-1.43E-02,2.68E-02, null
51,4.92E-04,0.00E+00,-1.49E-02,3.00E-01, null
52,8.25E-04,-3.64E-12,-1.35E-02,0.00E+00,7.40E+00
53,8.13E-04,-7.28E-12,-1.37E-02,0.00E+00,7.77E+00
54,1.69E-04,-7.28E-12,-1.35E-02,3.86E-01, null
55,1.98E-04,0.00E+00,-1.37E-02,3.79E-01, null
56,8.23E-04,-1.82E-12,-1.49E-02,0.00E+00,1.04E+01
57,2.59E-04,0.00E+00,-1.49E-02,3.00E-01, null
58,8.27E-04,-1.82E-12,-1.43E-02,0.00E+00,9.48E+00
59,3.58E-04,7.28E-12,-1.40E-02,3.29E-01, null
60,1.15E-04,-7.28E-12,-1.40E-02,3.60E-01, null
61,1.86E-04,0.00E+00,-1.38E-02,3.72E-01, null
62,2.58E-04,-1.46E-11,-1.42E-02,3.44E-01, null
63,2.55E-04,0.00E+00,-1.43E-02,3.32E-01, null
64,3.46E-04,0.00E+00,-1.43E-02,3.28E-01, null
65,2.77E-04,0.00E+00,-1.28E-02,3.94E-01, null
66,2.20E-04,7.28E-12,-1.28E-02,4.12E-01, null
67,3.93E-04,7.28E-12,-1.42E-02,3.20E-01, null
68,3.36E-04,0.00E+00,-1.24E-02,3.89E-01, null
69,3.03E-04,-7.28E-12,-1.24E-02,3.99E-01, null
70,2.41E-04,0.00E+00,-1.23E-02,4.16E-01, null
71,5.77E-04,0.00E+00,-1.26E-02,2.68E-01, null
72,5.77E-04,-9.55E-12,-1.26E-02,2.68E-01, null
