Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,4.52E-04,0.00E+00,-1.44E-02,3.24E-01, null
1,3.93E-04,0.00E+00,-1.43E-02,3.25E-01, null
2,4.83E-04,1.09E-11,-1.43E-02,3.25E-01, null
3,4.71E-04,0.00E+00,-1.35E-02,3.62E-01, null
4,5.84E-04,0.00E+00,-1.34E-02,3.31E-01, null
5,4.56E-04,0.00E+00,-1.33E-02,3.67E-01, null
6,7.68E-04,0.00E+00,-1.39E-02,2.72E-01, null
7,7.27E-04,0.00E+00,-1.39E-02,2.82E-01, null
8,5.66E-04,7.28E-12,-1.40E-02,3.18E-01, null
9,4.17E-04,0.00E+00,-1.39E-02,3.51E-01, null
10,5.37E-04,7.28E-12,-1.33E-02,3.45E-01, null
11,1.95E-04,0.00E+00,-1.46E-02,3.06E-01, null
12,-7.67E-05,1.09E-11,-1.46E-02,3.06E-01, null
13,5.46E-05,5.46E-12,-1.48E-02,3.01E-01, null
14,-3.30E-05,0.00E+00,-1.48E-02,3.02E-01, null
15,-2.03E-04,0.00E+00,-1.46E-02,3.07E-01, null
16,-1.27E-04,3.64E-12,-1.45E-02,3.09E-01, null
17,-1.05E-04,1.46E-11,-1.46E-02,3.05E-01, null
18,1.99E-04,-7.28E-12,-1.37E-02,3.60E-01, null
19,7.83E-05,0.00E+00,-1.37E-02,3.60E-01, null
20,1.20E-04,-3.64E-12,-1.38E-02,3.51E-01, null
21,3.22E-04,3.64E-12,-1.48E-02,3.02E-01, null
22,2.94E-04,0.00E+00,-1.49E-02,3.00E-01, null
23,3.62E-04,-3.64E-12,-1.49E-02,3.00E-01, null
24,-1.45E-05,1.27E-11,-1.49E-02,3.00E-01, null
25,2.14E-05,1.82E-12,-1.49E-02,3.00E-01, null
26,-1.09E-04,0.00E+00,-1.33E-02,3.81E-01, null
27,-1.24E-04,0.00E+00,-1.33E-02,3.81E-01, null
28,-1.02E-04,0.00E+00,-1.33E-02,3.81E-01, null
29,-2.95E-04,0.00E+00,-1.43E-02,3.28E-01, null
30,-3.22E-04,0.00E+00,-1.42E-02,3.32E-01, null
31,-2.24E-04,0.00E+00,-1.42E-02,3.31E-01, null
32,1.48E-04,-3.64E-12,-1.36E-02,3.64E-01, null
33,-8.67E-05,0.00E+00,-1.33E-02,3.81E-01, null
34,2.00E-04,7.28E-12,-1.32E-02,3.84E-01, null
35,4.65E-04,0.00E+00,-1.43E-02,3.30E-01, null
36,5.28E-04,0.00E+00,-1.44E-02,3.17E-01, null
37,4.73E-04,0.00E+00,-1.37E-02,3.56E-01, null
38,3.08E-04,-7.28E-12,-1.46E-02,3.09E-01, null
39,2.24E-04,0.00E+00,-1.45E-02,3.13E-01, null
40,-1.51E-04,0.00E+00,-1.43E-02,3.27E-01, null
41,1.32E-04,0.00E+00,-1.42E-02,3.24E-01, null
42,2.85E-05,-7.28E-12,-1.41E-02,3.32E-01, null
43,4.49E-04,0.00E+00,-1.29E-02,3.77E-01, null
44,5.25E-04,0.00E+00,-1.29E-02,3.49E-01, null
45,4.83E-04,0.00E+00,-1.31E-02,3.72E-01, null
46,-3.39E-05,0.00E+00,-1.45E-02,3.10E-01, null
47,6.85E-04,0.00E+00,-1.49E-02,3.00E-01, null
48,6.52E-04,-2.73E-12,-1.48E-02,3.03E-01, null
49,4.66E-04,0.00E+00,-1.48E-02,3.05E-01, null
50,-9.50E-05,1.46E-11,-1.40E-02,3.41E-01, null
