Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,4.63E-04,-1.82E-12,-1.42E-02,4.63E-01
1,4.25E-04,5.46E-12,-1.42E-02,4.71E-01
2,4.15E-04,0.00E+00,-1.40E-02,4.84E-01
3,4.72E-04,-1.09E-11,-1.49E-02,4.38E-01
4,6.36E-04,0.00E+00,-1.49E-02,4.38E-01
5,5.71E-04,1.09E-11,-1.47E-02,4.46E-01
6,6.68E-04,1.82E-12,-1.48E-02,4.42E-01
7,9.85E-04,9.09E-12,-1.30E-02,0.00E+00
8,9.87E-04,0.00E+00,-1.30E-02,0.00E+00
9,7.40E-04,0.00E+00,-1.32E-02,3.12E-01
10,7.01E-04,-7.28E-12,-1.31E-02,3.55E-01
11,8.02E-04,0.00E+00,-1.35E-02,2.51E-01
12,9.66E-04,0.00E+00,-1.33E-02,0.00E+00
13,4.11E-04,0.00E+00,-1.49E-02,4.38E-01
14,1.91E-04,0.00E+00,-1.49E-02,4.38E-01
15,4.37E-04,0.00E+00,-1.48E-02,4.40E-01
16,2.33E-04,0.00E+00,-1.48E-02,4.42E-01
17,3.29E-04,7.28E-12,-1.46E-02,4.49E-01
18,4.23E-04,-1.82E-12,-1.43E-02,4.70E-01
19,5.85E-05,-3.64E-12,-1.44E-02,4.55E-01
20,7.94E-04,-1.82E-12,-1.48E-02,3.32E-01
21,5.99E-04,7.28E-12,-1.46E-02,4.44E-01
22,9.12E-04,0.00E+00,-1.46E-02,1.29E-01
23,2.90E-04,0.00E+00,-1.34E-02,5.04E-01
24,2.63E-04,7.28E-12,-1.34E-02,5.11E-01
25,2.35E-04,7.28E-12,-1.34E-02,5.17E-01
26,8.16E-04,-1.82E-12,-1.43E-02,2.84E-01
27,7.50E-04,-5.46E-12,-1.44E-02,3.86E-01
28,7.90E-04,1.82E-12,-1.44E-02,3.26E-01
29,5.39E-04,-3.64E-12,-1.46E-02,4.48E-01
30,1.82E-04,0.00E+00,-1.46E-02,4.47E-01
31,1.42E-05,7.28E-12,-1.44E-02,4.55E-01
32,6.37E-04,-7.28E-12,-1.31E-02,4.24E-01
33,6.51E-04,0.00E+00,-1.31E-02,4.22E-01
34,9.84E-04,3.64E-12,-1.40E-02,0.00E+00
35,9.81E-04,0.00E+00,-1.39E-02,0.00E+00
36,8.95E-04,-3.64E-12,-1.39E-02,1.32E-01
37,3.73E-05,1.82E-12,-1.31E-02,5.37E-01
38,-3.99E-05,0.00E+00,-1.32E-02,5.36E-01
39,-6.63E-05,0.00E+00,-1.31E-02,5.40E-01
40,7.67E-04,0.00E+00,-1.49E-02,3.76E-01
41,9.79E-04,0.00E+00,-1.49E-02,0.00E+00
42,9.84E-04,-3.64E-12,-1.47E-02,0.00E+00
43,4.04E-04,0.00E+00,-1.42E-02,4.72E-01
44,1.22E-05,7.28E-12,-1.43E-02,4.57E-01
45,7.29E-04,0.00E+00,-1.49E-02,4.38E-01
46,3.29E-04,0.00E+00,-1.29E-02,5.43E-01
