Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,4.54E-03,-6.41E-05,2.15E-03,2.15E-01
1,4.61E-03,-1.63E-04,1.99E-03,2.18E-01
2,4.62E-03,3.31E-05,1.99E-03,2.33E-01
3,2.94E-03,-2.39E-03,1.32E-03,1.07E+00
4,3.09E-03,-2.28E-03,1.38E-03,9.36E-01
5,2.86E-03,-2.38E-03,1.50E-03,1.45E+00
6,3.03E-03,-2.24E-03,1.61E-03,1.16E+00
7,2.79E-03,-2.35E-03,1.68E-03,2.00E+00
8,2.91E-03,-2.22E-03,1.82E-03,1.68E+00
9,2.71E-03,-2.31E-03,1.86E-03,2.87E+00
10,2.83E-03,-2.17E-03,1.99E-03,2.48E+00
11,2.64E-03,-2.25E-03,2.04E-03,3.98E+00
12,2.75E-03,-2.10E-03,2.16E-03,3.36E+00
13,2.56E-03,-2.17E-03,2.20E-03,5.04E+00
14,2.68E-03,-2.03E-03,2.31E-03,4.12E+00
15,2.49E-03,-2.08E-03,2.37E-03,6.32E+00
16,2.62E-03,-1.94E-03,2.46E-03,5.16E+00
17,2.43E-03,-1.97E-03,2.52E-03,7.58E+00
18,2.56E-03,-1.83E-03,2.60E-03,6.25E+00
19,2.36E-03,-1.85E-03,2.67E-03,9.01E+00
20,2.50E-03,-1.71E-03,2.73E-03,7.20E+00
21,2.31E-03,-1.72E-03,2.81E-03,1.02E+01
22,2.44E-03,-1.58E-03,2.86E-03,8.39E+00
23,2.25E-03,-1.58E-03,2.93E-03,1.17E+01
24,2.40E-03,-1.43E-03,2.98E-03,9.94E+00
25,2.20E-03,-1.42E-03,3.05E-03,1.29E+01
26,2.35E-03,-1.28E-03,3.08E-03,1.10E+01
27,2.16E-03,-1.26E-03,3.15E-03,1.44E+01
28,2.31E-03,-1.12E-03,3.17E-03,1.19E+01
29,2.12E-03,-1.08E-03,3.24E-03,1.59E+01
30,2.27E-03,-9.49E-04,3.25E-03,1.31E+01
31,2.09E-03,-9.01E-04,3.32E-03,1.76E+01
32,2.25E-03,-7.72E-04,3.32E-03,1.35E+01
33,2.06E-03,-7.14E-04,3.38E-03,1.77E+01
34,2.22E-03,-5.90E-04,3.37E-03,1.40E+01
35,2.04E-03,-5.22E-04,3.43E-03,1.92E+01
36,2.21E-03,-4.04E-04,3.41E-03,1.54E+01
37,2.02E-03,-3.25E-04,3.46E-03,1.91E+01
38,2.19E-03,-2.15E-04,3.44E-03,1.53E+01
39,2.01E-03,-1.27E-04,3.48E-03,1.96E+01
40,2.19E-03,-2.47E-05,3.45E-03,1.64E+01
41,2.01E-03,7.25E-05,3.49E-03,2.05E+01
42,2.19E-03,1.66E-04,3.45E-03,1.67E+01
43,2.02E-03,2.72E-04,3.48E-03,1.99E+01
44,2.20E-03,3.56E-04,3.43E-03,1.56E+01
45,2.03E-03,4.69E-04,3.45E-03,2.04E+01
46,2.21E-03,5.44E-04,3.39E-03,1.57E+01
47,2.04E-03,6.64E-04,3.41E-03,1.96E+01
48,2.23E-03,7.28E-04,3.35E-03,1.46E+01
49,2.07E-03,8.54E-04,3.35E-03,1.83E+01
50,2.26E-03,9.08E-04,3.29E-03,1.37E+01
51,2.10E-03,1.04E-03,3.28E-03,1.74E+01
52,2.29E-03,1.08E-03,3.21E-03,1.26E+01
53,2.13E-03,1.22E-03,3.20E-03,1.56E+01
54,2.32E-03,1.25E-03,3.13E-03,1.15E+01
55,2.17E-03,1.39E-03,3.10E-03,1.46E+01
56,2.36E-03,1.41E-03,3.03E-03,1.09E+01
57,2.22E-03,1.55E-03,2.99E-03,1.32E+01
58,2.41E-03,1.55E-03,2.92E-03,9.01E+00
59,2.27E-03,1.70E-03,2.87E-03,1.11E+01
60,2.46E-03,1.69E-03,2.80E-03,7.68E+00
61,2.33E-03,1.83E-03,2.74E-03,9.58E+00
62,2.52E-03,1.82E-03,2.67E-03,6.48E+00
63,2.39E-03,1.96E-03,2.59E-03,7.95E+00
64,2.58E-03,1.93E-03,2.52E-03,5.29E+00
65,2.45E-03,2.07E-03,2.44E-03,6.81E+00
66,2.64E-03,2.03E-03,2.38E-03,4.17E+00
67,2.52E-03,2.17E-03,2.28E-03,5.50E+00
68,2.71E-03,2.12E-03,2.22E-03,3.12E+00
69,2.59E-03,2.26E-03,2.12E-03,4.13E+00
70,2.78E-03,2.20E-03,2.06E-03,2.35E+00
71,2.66E-03,2.32E-03,1.94E-03,3.02E+00
72,2.85E-03,2.25E-03,1.89E-03,1.78E+00
73,2.74E-03,2.38E-03,1.77E-03,2.19E+00
74,2.92E-03,2.30E-03,1.72E-03,1.48E+00
75,2.82E-03,2.41E-03,1.59E-03,1.59E+00
76,3.00E-03,2.33E-03,1.55E-03,1.07E+00
77,2.89E-03,2.43E-03,1.40E-03,1.01E+00
78,3.07E-03,2.34E-03,1.37E-03,6.81E-01
79,3.02E-03,-2.39E-03,1.13E-03,7.46E-01
80,2.97E-03,2.44E-03,1.22E-03,7.31E-01
81,3.24E-03,-2.17E-03,1.44E-03,9.45E-01
82,3.15E-03,2.33E-03,1.20E-03,5.10E-01
83,3.05E-03,2.43E-03,1.04E-03,4.67E-01
84,3.22E-03,2.31E-03,1.02E-03,4.49E-01
85,3.13E-03,2.40E-03,8.57E-04,3.40E-01
86,3.30E-03,2.28E-03,8.48E-04,4.55E-01
87,3.21E-03,2.35E-03,6.79E-04,3.32E-01
88,3.37E-03,2.23E-03,6.79E-04,4.72E-01
89,3.28E-03,2.29E-03,5.04E-04,3.24E-01
90,3.44E-03,2.16E-03,5.14E-04,5.03E-01
91,3.35E-03,2.21E-03,3.35E-04,3.53E-01
92,3.51E-03,2.08E-03,3.55E-04,5.63E-01
93,4.52E-03,-2.57E-04,2.14E-03,2.20E-01
94,3.42E-03,2.12E-03,1.72E-04,4.25E-01
95,4.54E-03,1.37E-04,2.14E-03,2.40E-01
96,4.70E-03,-2.15E-05,1.79E-03,2.74E-01
97,3.58E-03,1.99E-03,2.03E-04,6.50E-01
98,3.49E-03,2.02E-03,1.72E-05,5.31E-01
99,3.64E-03,1.88E-03,5.79E-05,7.35E-01
100,3.56E-03,1.90E-03,-1.29E-04,6.10E-01
101,3.70E-03,1.76E-03,-7.81E-05,8.68E-01
102,3.61E-03,1.76E-03,-2.66E-04,7.30E-01
103,3.75E-03,1.63E-03,-2.05E-04,9.63E-01
104,3.67E-03,1.62E-03,-3.93E-04,7.97E-01
105,3.80E-03,1.48E-03,-3.21E-04,1.04E+00
106,3.72E-03,1.46E-03,-5.08E-04,9.37E-01
107,3.85E-03,1.33E-03,-4.25E-04,1.14E+00
108,3.76E-03,1.30E-03,-6.11E-04,1.05E+00
109,3.89E-03,1.17E-03,-5.18E-04,1.22E+00
110,3.07E-03,-2.13E-03,1.79E-03,1.27E+00
111,3.80E-03,1.13E-03,-7.01E-04,1.11E+00
112,3.02E-03,-2.08E-03,1.95E-03,1.58E+00
113,3.93E-03,9.95E-04,-5.98E-04,1.27E+00
114,3.84E-03,9.45E-04,-7.78E-04,1.17E+00
115,2.94E-03,-2.02E-03,2.12E-03,2.34E+00
116,3.95E-03,8.19E-04,-6.65E-04,1.33E+00
117,2.86E-03,-1.96E-03,2.27E-03,2.82E+00
118,3.87E-03,7.58E-04,-8.40E-04,1.19E+00
119,3.98E-03,6.36E-04,-7.18E-04,1.34E+00
120,2.79E-03,-1.89E-03,2.40E-03,3.33E+00
121,3.89E-03,5.65E-04,-8.89E-04,1.23E+00
122,2.74E-03,-1.80E-03,2.54E-03,4.10E+00
123,4.00E-03,4.50E-04,-7.57E-04,1.39E+00
124,3.90E-03,3.69E-04,-9.22E-04,1.29E+00
125,2.68E-03,-1.69E-03,2.66E-03,4.75E+00
126,4.01E-03,2.60E-04,-7.83E-04,1.42E+00
127,2.63E-03,-1.57E-03,2.79E-03,5.75E+00
128,3.91E-03,1.71E-04,-9.41E-04,1.29E+00
129,3.16E-03,-2.30E-03,1.14E-03,6.85E-01
130,4.01E-03,6.91E-05,-7.94E-04,1.47E+00
131,2.59E-03,-1.44E-03,2.90E-03,6.75E+00
132,3.91E-03,-2.87E-05,-9.45E-04,1.33E+00
133,2.54E-03,-1.30E-03,3.01E-03,7.66E+00
134,4.01E-03,-1.22E-04,-7.90E-04,1.55E+00
135,3.22E-03,-2.10E-03,1.66E-03,1.13E+00
136,3.91E-03,-2.28E-04,-9.33E-04,1.43E+00
137,2.50E-03,-1.14E-03,3.10E-03,8.41E+00
138,4.00E-03,-3.12E-04,-7.72E-04,1.56E+00
139,2.46E-03,-9.86E-04,3.19E-03,9.05E+00
140,3.90E-03,-4.25E-04,-9.07E-04,1.41E+00
141,3.99E-03,-5.00E-04,-7.39E-04,1.60E+00
142,2.43E-03,-8.21E-04,3.26E-03,9.69E+00
143,3.88E-03,-6.20E-04,-8.66E-04,1.41E+00
144,2.41E-03,-6.49E-04,3.31E-03,9.84E+00
145,3.97E-03,-6.85E-04,-6.92E-04,1.62E+00
146,3.86E-03,-8.10E-04,-8.10E-04,1.42E+00
147,2.39E-03,-4.73E-04,3.36E-03,1.03E+01
148,3.94E-03,-8.65E-04,-6.32E-04,1.61E+00
149,2.37E-03,-2.94E-04,3.39E-03,1.15E+01
150,3.83E-03,-9.94E-04,-7.40E-04,1.42E+00
151,3.91E-03,-1.04E-03,-5.58E-04,1.58E+00
152,2.37E-03,-1.13E-04,3.41E-03,1.19E+01
153,3.79E-03,-1.17E-03,-6.56E-04,1.37E+00
154,2.36E-03,6.91E-05,3.41E-03,1.19E+01
155,3.88E-03,-1.20E-03,-4.72E-04,1.54E+00
156,3.27E-03,-2.20E-03,1.24E-03,7.99E-01
157,3.75E-03,-1.34E-03,-5.59E-04,1.34E+00
158,2.37E-03,2.51E-04,3.40E-03,1.17E+01
159,3.83E-03,-1.36E-03,-3.72E-04,1.51E+00
160,2.38E-03,4.32E-04,3.37E-03,1.10E+01
161,3.70E-03,-1.50E-03,-4.50E-04,1.23E+00
162,3.78E-03,-1.51E-03,-2.62E-04,1.38E+00
163,2.39E-03,6.09E-04,3.34E-03,1.06E+01
164,3.65E-03,-1.65E-03,-3.29E-04,1.06E+00
165,4.58E-03,-3.57E-04,1.98E-03,2.55E-01
166,2.41E-03,7.83E-04,3.29E-03,1.00E+01
167,3.73E-03,-1.65E-03,-1.40E-04,1.25E+00
168,3.59E-03,-1.79E-03,-1.97E-04,9.20E-01
169,2.44E-03,9.51E-04,3.22E-03,9.45E+00
170,3.68E-03,-1.78E-03,-8.58E-06,1.10E+00
171,2.47E-03,1.11E-03,3.15E-03,8.27E+00
172,3.53E-03,-1.92E-03,-5.46E-05,7.63E-01
173,3.62E-03,-1.89E-03,1.33E-04,9.44E-01
174,2.51E-03,1.27E-03,3.06E-03,7.71E+00
175,3.47E-03,-2.03E-03,9.67E-05,6.16E-01
176,2.55E-03,1.42E-03,2.96E-03,6.90E+00
177,3.55E-03,-1.99E-03,2.85E-04,8.20E-01
178,3.40E-03,-2.13E-03,2.56E-04,5.07E-01
179,2.60E-03,1.55E-03,2.85E-03,5.69E+00
180,4.67E-03,-2.51E-04,1.81E-03,2.67E-01
181,4.43E-03,-1.55E-04,2.29E-03,2.12E-01
182,4.67E-03,1.91E-04,1.85E-03,3.25E-01
183,3.49E-03,-2.08E-03,4.47E-04,7.31E-01
184,2.65E-03,1.68E-03,2.73E-03,4.79E+00
185,4.44E-03,4.14E-05,2.29E-03,2.42E-01
186,3.33E-03,-2.21E-03,4.22E-04,4.20E-01
187,4.60E-03,2.18E-04,2.02E-03,2.78E-01
188,3.42E-03,-2.15E-03,6.12E-04,6.65E-01
189,2.71E-03,1.79E-03,2.60E-03,3.99E+00
190,3.25E-03,-2.28E-03,5.94E-04,3.61E-01
191,2.77E-03,1.90E-03,2.46E-03,3.16E+00
192,3.35E-03,-2.20E-03,7.88E-04,6.36E-01
193,3.18E-03,-2.33E-03,7.71E-04,3.71E-01
194,2.83E-03,1.99E-03,2.31E-03,2.45E+00
195,3.28E-03,-2.24E-03,9.99E-04,6.32E-01
196,2.89E-03,2.07E-03,2.16E-03,1.86E+00
197,3.10E-03,-2.37E-03,9.52E-04,4.94E-01
198,2.96E-03,2.13E-03,2.00E-03,1.48E+00
199,3.03E-03,2.18E-03,1.84E-03,1.26E+00
200,3.10E-03,2.21E-03,1.68E-03,9.76E-01
201,3.39E-03,-2.05E-03,1.50E-03,1.07E+00
202,3.17E-03,2.23E-03,1.51E-03,7.21E-01
203,3.37E-03,-1.98E-03,1.71E-03,1.32E+00
204,3.53E-03,-1.92E-03,1.55E-03,1.23E+00
205,3.24E-03,2.23E-03,1.34E-03,5.86E-01
206,3.51E-03,-1.85E-03,1.76E-03,1.41E+00
207,3.32E-03,2.22E-03,1.18E-03,5.10E-01
208,3.67E-03,-1.80E-03,1.61E-03,1.35E+00
209,3.65E-03,-1.72E-03,1.80E-03,1.47E+00
210,3.39E-03,2.20E-03,1.01E-03,5.44E-01
211,3.80E-03,-1.66E-03,1.66E-03,1.39E+00
212,3.46E-03,2.16E-03,8.46E-04,5.60E-01
213,3.79E-03,-1.59E-03,1.85E-03,1.47E+00
214,3.93E-03,-1.52E-03,1.71E-03,1.40E+00
215,3.53E-03,2.10E-03,6.87E-04,6.16E-01
216,3.92E-03,-1.44E-03,1.90E-03,1.41E+00
217,3.60E-03,2.03E-03,5.32E-04,6.67E-01
218,4.05E-03,-1.38E-03,1.76E-03,1.34E+00
219,4.04E-03,-1.29E-03,1.95E-03,1.25E+00
220,3.66E-03,1.95E-03,3.83E-04,7.38E-01
221,4.17E-03,-1.23E-03,1.81E-03,1.18E+00
222,3.72E-03,1.85E-03,2.41E-04,8.25E-01
223,4.15E-03,-1.14E-03,1.99E-03,1.05E+00
224,3.41E-03,-2.09E-03,1.29E-03,9.21E-01
225,4.28E-03,-1.07E-03,1.85E-03,9.45E-01
226,3.78E-03,1.74E-03,1.06E-04,9.20E-01
227,4.25E-03,-9.77E-04,2.03E-03,8.05E-01
228,3.55E-03,-1.97E-03,1.35E-03,1.13E+00
229,3.83E-03,1.62E-03,-1.94E-05,1.02E+00
230,4.37E-03,-9.01E-04,1.89E-03,7.36E-01
231,3.68E-03,-1.85E-03,1.41E-03,1.22E+00
232,4.34E-03,-8.07E-04,2.07E-03,5.92E-01
233,3.89E-03,1.49E-03,-1.35E-04,1.11E+00
234,4.46E-03,-7.27E-04,1.93E-03,5.30E-01
235,3.80E-03,-1.73E-03,1.47E-03,1.36E+00
236,3.93E-03,1.35E-03,-2.41E-04,1.18E+00
237,4.41E-03,-6.30E-04,2.10E-03,4.26E-01
238,3.94E-03,-1.59E-03,1.52E-03,1.43E+00
239,4.53E-03,-5.45E-04,1.96E-03,3.72E-01
240,3.97E-03,1.19E-03,-3.36E-04,1.23E+00
241,4.47E-03,-4.46E-04,2.12E-03,2.95E-01
242,4.06E-03,-1.45E-03,1.57E-03,1.39E+00
243,4.01E-03,1.04E-03,-4.18E-04,1.28E+00
244,4.18E-03,-1.30E-03,1.62E-03,1.32E+00
245,4.04E-03,8.69E-04,-4.89E-04,1.34E+00
246,4.29E-03,-1.15E-03,1.67E-03,1.13E+00
247,4.06E-03,6.98E-04,-5.46E-04,1.36E+00
248,4.39E-03,-9.85E-04,1.71E-03,8.81E-01
249,4.08E-03,5.21E-04,-5.90E-04,1.37E+00
250,4.48E-03,-8.13E-04,1.75E-03,6.51E-01
251,4.10E-03,3.41E-04,-6.21E-04,1.40E+00
252,4.56E-03,-6.33E-04,1.77E-03,4.57E-01
253,4.11E-03,1.59E-04,-6.39E-04,1.45E+00
254,4.63E-03,-4.46E-04,1.80E-03,3.24E-01
255,4.11E-03,-2.45E-05,-6.42E-04,1.52E+00
256,4.10E-03,-2.07E-04,-6.32E-04,1.48E+00
257,4.09E-03,-3.88E-04,-6.07E-04,1.51E+00
258,4.08E-03,-5.66E-04,-5.69E-04,1.60E+00
259,4.06E-03,-7.40E-04,-5.18E-04,1.60E+00
260,4.03E-03,-9.10E-04,-4.54E-04,1.60E+00
261,3.99E-03,-1.07E-03,-3.77E-04,1.60E+00
262,3.96E-03,-1.23E-03,-2.88E-04,1.57E+00
263,3.91E-03,-1.37E-03,-1.87E-04,1.52E+00
264,3.86E-03,-1.51E-03,-7.60E-05,1.41E+00
265,3.81E-03,-1.64E-03,4.57E-05,1.30E+00
266,3.76E-03,-1.75E-03,1.78E-04,1.19E+00
267,3.70E-03,-1.85E-03,3.22E-04,1.11E+00
268,3.64E-03,-1.94E-03,4.74E-04,9.92E-01
269,3.58E-03,-2.01E-03,6.27E-04,9.27E-01
270,3.52E-03,-2.07E-03,7.84E-04,8.91E-01
271,3.46E-03,-2.11E-03,9.59E-04,8.30E-01
272,3.20E-03,-2.02E-03,1.86E-03,1.37E+00
273,3.34E-03,-1.89E-03,1.92E-03,1.43E+00
274,3.49E-03,-1.77E-03,1.95E-03,1.47E+00
