Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,5.09E-04,3.64E-12,-1.24E-02,3.86E-01, null
1,5.43E-04,-3.64E-12,-1.27E-02,3.78E-01, null
2,4.19E-04,0.00E+00,-1.26E-02,3.92E-01, null
3,4.02E-05,-7.28E-12,-1.12E-02,4.38E-01, null
4,9.46E-05,-1.82E-12,-1.09E-02,4.46E-01, null
5,1.61E-04,0.00E+00,-1.13E-02,4.34E-01, null
6,5.28E-04,-3.64E-12,-1.12E-02,3.88E-01, null
7,4.10E-04,-3.64E-12,-1.11E-02,4.06E-01, null
8,4.31E-04,0.00E+00,-1.14E-02,3.96E-01, null
9,5.16E-04,0.00E+00,-1.14E-02,3.83E-01, null
10,-1.51E-04,-7.28E-12,-1.15E-02,4.32E-01, null
11,-8.63E-05,0.00E+00,-1.14E-02,4.35E-01, null
12,1.14E-04,7.28E-12,-1.15E-02,4.28E-01, null
13,2.65E-04,-1.82E-12,-1.20E-02,4.18E-01, null
14,2.71E-04,1.82E-12,-1.20E-02,4.17E-01, null
15,2.10E-04,1.82E-12,-1.20E-02,4.20E-01, null
16,3.39E-04,-1.82E-12,-1.21E-02,4.10E-01, null
17,2.81E-04,0.00E+00,-1.20E-02,4.17E-01, null
18,5.42E-04,1.09E-11,-1.23E-02,3.69E-01, null
19,4.89E-04,0.00E+00,-1.23E-02,3.87E-01, null
20,3.99E-04,0.00E+00,-1.23E-02,3.94E-01, null
21,2.45E-04,0.00E+00,-1.19E-02,4.21E-01, null
22,8.36E-04,-7.28E-12,-1.25E-02,2.55E-01, null
23,5.91E-04,-3.64E-12,-1.24E-02,3.51E-01, null
24,6.68E-04,0.00E+00,-1.25E-02,3.26E-01, null
25,5.24E-04,3.64E-12,-1.33E-02,3.72E-01, null
26,5.25E-04,0.00E+00,-1.31E-02,3.75E-01, null
27,3.85E-04,3.64E-12,-1.32E-02,3.75E-01, null
28,1.06E-04,0.00E+00,-1.34E-02,3.70E-01, null
29,1.82E-04,0.00E+00,-1.33E-02,3.75E-01, null
30,1.20E-04,0.00E+00,-1.32E-02,3.80E-01, null
31,7.84E-05,0.00E+00,-1.36E-02,3.59E-01, null
32,3.28E-04,7.28E-12,-1.35E-02,3.66E-01, null
