Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,9.54E-04,3.64E-12,-1.49E-02,8.29E-02
1,1.14E-03,-7.28E-12,-1.49E-02,0.00E+00
2,9.43E-04,1.82E-12,-1.46E-02,1.07E-01
3,9.98E-04,3.64E-12,-1.46E-02,8.28E-02
4,9.55E-04,9.09E-12,-1.46E-02,1.03E-01
5,9.73E-04,9.09E-12,-1.46E-02,9.48E-02
6,2.96E-04,7.28E-12,-1.46E-02,1.33E-01
7,6.18E-04,-7.28E-12,-1.46E-02,1.38E-01
8,4.47E-04,0.00E+00,-1.48E-02,1.29E-01
9,1.15E-03,2.27E-13,-1.33E-02,0.00E+00
10,1.14E-03,-3.64E-12,-1.30E-02,0.00E+00
11,1.09E-03,3.64E-12,-1.30E-02,2.62E-02
12,1.14E-03,0.00E+00,-1.33E-02,2.76E-03
13,8.14E-04,0.00E+00,-1.37E-02,1.18E-01
14,7.74E-04,0.00E+00,-1.39E-02,1.33E-01
15,9.03E-04,3.64E-12,-1.37E-02,9.98E-02
16,4.75E-04,0.00E+00,-1.44E-02,1.43E-01
17,5.98E-04,1.82E-12,-1.44E-02,1.44E-01
18,5.34E-04,-3.64E-12,-1.43E-02,1.46E-01
19,1.15E-03,0.00E+00,-1.40E-02,0.00E+00
20,1.15E-03,0.00E+00,-1.41E-02,0.00E+00
21,1.10E-03,3.64E-12,-1.41E-02,2.03E-02
22,4.83E-04,0.00E+00,-1.37E-02,1.61E-01
23,4.12E-04,-7.28E-12,-1.37E-02,1.67E-01
24,4.94E-04,0.00E+00,-1.35E-02,1.67E-01
25,9.87E-04,1.82E-12,-1.46E-02,8.86E-02
26,1.14E-03,0.00E+00,-1.46E-02,6.45E-03
27,9.73E-04,7.28E-12,-1.43E-02,7.49E-02
28,1.13E-03,-7.28E-12,-1.44E-02,0.00E+00
29,8.90E-04,0.00E+00,-1.33E-02,8.71E-02
30,7.92E-04,-7.28E-12,-1.32E-02,1.13E-01
31,9.58E-04,-3.64E-12,-1.32E-02,7.48E-02
32,6.90E-04,-7.28E-12,-1.46E-02,1.38E-01
33,6.62E-04,0.00E+00,-1.47E-02,1.36E-01
34,7.27E-04,-7.28E-12,-1.46E-02,1.37E-01
35,7.65E-04,0.00E+00,-1.47E-02,1.34E-01
36,1.15E-03,0.00E+00,-1.46E-02,0.00E+00
37,1.15E-03,5.34E-12,-1.46E-02,0.00E+00
38,8.98E-04,-7.28E-12,-1.42E-02,1.06E-01
39,7.84E-04,0.00E+00,-1.40E-02,1.33E-01
40,6.49E-04,0.00E+00,-1.43E-02,1.37E-01
41,1.06E-03,3.64E-12,-1.42E-02,3.86E-02
42,1.01E-03,-7.28E-12,-1.34E-02,4.69E-02
43,1.15E-03,2.27E-13,-1.33E-02,9.99E-04
44,1.15E-03,0.00E+00,-1.33E-02,0.00E+00
45,1.14E-03,0.00E+00,-1.35E-02,0.00E+00
46,1.02E-03,7.28E-12,-1.31E-02,5.28E-02
47,9.31E-04,-3.64E-12,-1.31E-02,8.01E-02
48,5.45E-04,3.64E-12,-1.34E-02,1.66E-01
49,6.61E-04,-3.64E-12,-1.35E-02,1.47E-01
50,8.76E-04,7.28E-12,-1.48E-02,1.23E-01
51,7.44E-04,-7.28E-12,-1.39E-02,1.39E-01
52,7.74E-04,-1.82E-12,-1.40E-02,1.34E-01
53,8.64E-04,0.00E+00,-1.35E-02,1.03E-01
54,6.08E-04,0.00E+00,-1.34E-02,1.52E-01
55,9.47E-04,0.00E+00,-1.38E-02,8.96E-02
56,1.07E-03,-3.64E-12,-1.38E-02,3.86E-02
57,7.36E-04,0.00E+00,-1.40E-02,1.39E-01
58,6.84E-04,0.00E+00,-1.39E-02,1.45E-01
59,9.72E-04,0.00E+00,-1.36E-02,6.45E-02
