Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,4.88E-04,1.66E-03,4.46E-03,1.80E+00
1,3.56E-04,1.51E-03,4.53E-03,1.72E+00
2,5.81E-04,1.48E-03,4.51E-03,1.80E+00
3,1.75E-03,2.08E-03,-3.94E-03,9.20E-02
4,1.94E-03,2.00E-03,-3.89E-03,8.88E-02
5,1.78E-03,1.91E-03,-4.01E-03,9.91E-02
6,7.00E-04,1.64E-03,4.44E-03,1.86E+00
7,7.99E-04,1.47E-03,4.48E-03,1.88E+00
8,1.60E-03,2.17E-03,-3.95E-03,9.24E-02
9,1.58E-03,2.02E-03,-4.04E-03,1.01E-01
10,-3.04E-03,1.76E-03,3.25E-03,9.82E-01
11,-3.15E-03,1.58E-03,3.24E-03,9.82E-01
12,-3.01E-03,1.58E-03,3.37E-03,1.04E+00
13,1.75E-03,-1.48E-03,4.19E-03,1.72E+00
14,1.84E-03,-1.62E-03,4.10E-03,1.66E+00
15,1.96E-03,-1.40E-03,4.12E-03,1.66E+00
16,1.71E-03,-3.62E-04,4.45E-03,1.98E+00
17,1.71E-03,-1.35E-04,4.46E-03,1.98E+00
18,1.57E-03,-2.75E-04,4.51E-03,2.01E+00
19,1.80E-03,-1.30E-03,4.23E-03,1.77E+00
20,-3.21E-03,1.71E-03,3.12E-03,9.26E-01
21,-3.26E-03,1.56E-03,3.13E-03,9.38E-01
22,1.53E-03,-4.67E-04,4.50E-03,1.99E+00
23,2.51E-03,-9.94E-04,-3.94E-03,8.85E-02
24,2.37E-03,-8.60E-04,-4.06E-03,9.83E-02
25,2.56E-03,-7.87E-04,-3.95E-03,8.92E-02
26,2.53E-03,6.94E-04,-4.00E-03,9.08E-02
27,2.60E-03,5.69E-04,-3.97E-03,8.81E-02
28,2.46E-03,5.79E-04,-4.06E-03,9.55E-02
29,1.72E-03,-9.50E-04,4.36E-03,1.89E+00
30,1.79E-03,-1.11E-03,4.29E-03,1.83E+00
31,1.91E-03,-9.00E-04,4.28E-03,1.81E+00
32,1.57E-03,-6.67E-04,4.46E-03,1.97E+00
33,1.40E-03,-6.46E-04,4.52E-03,1.99E+00
34,1.76E-03,-7.16E-04,4.39E-03,1.90E+00
35,2.53E-03,8.53E-04,-3.97E-03,8.94E-02
36,2.41E-03,7.51E-04,-4.06E-03,9.76E-02
37,-4.42E-03,-1.74E-03,-5.07E-04,3.49E-01
38,-4.32E-03,-1.99E-03,-4.39E-04,3.49E-01
39,-4.40E-03,-1.82E-03,-3.06E-04,3.65E-01
40,1.46E-03,-7.90E-04,4.48E-03,1.98E+00
41,1.31E-03,-8.16E-04,4.52E-03,1.98E+00
42,-2.52E-03,-2.04E-03,3.51E-03,1.13E+00
43,-2.64E-03,-2.05E-03,3.41E-03,1.08E+00
44,-2.52E-03,-2.20E-03,3.40E-03,1.08E+00
45,1.42E-03,-9.70E-04,4.46E-03,1.95E+00
46,1.22E-03,-9.94E-04,4.51E-03,1.94E+00
47,1.32E-03,-1.17E-03,4.44E-03,1.92E+00
48,1.12E-03,-1.17E-03,4.49E-03,1.90E+00
49,2.76E-03,-1.20E-04,-3.90E-03,8.14E-02
50,2.72E-03,-2.97E-04,-3.92E-03,8.33E-02
51,2.61E-03,-1.57E-04,-4.00E-03,8.90E-02
52,-2.15E-03,-2.22E-03,3.64E-03,1.19E+00
53,-2.23E-03,-2.32E-03,3.52E-03,1.13E+00
54,-2.11E-03,-2.36E-03,3.57E-03,1.15E+00
55,1.23E-03,-1.33E-03,4.42E-03,1.89E+00
56,1.02E-03,-1.34E-03,4.47E-03,1.86E+00
57,1.13E-03,-1.51E-03,4.39E-03,1.85E+00
58,9.22E-04,-1.52E-03,4.43E-03,1.84E+00
59,2.66E-03,4.23E-04,-3.95E-03,8.51E-02
60,2.72E-03,2.87E-04,-3.92E-03,8.22E-02
61,2.56E-03,2.93E-04,-4.03E-03,9.04E-02
62,-1.62E-03,-2.46E-03,3.76E-03,1.26E+00
63,-1.78E-03,-2.41E-03,3.72E-03,1.24E+00
64,-1.72E-03,-2.58E-03,3.63E-03,1.20E+00
65,2.71E-03,-4.61E-04,-3.91E-03,8.35E-02
66,2.76E-03,-6.66E-04,-3.84E-03,8.23E-02
67,2.58E-03,-5.74E-04,-3.98E-03,9.06E-02
68,-1.22E-03,-2.85E-03,3.63E-03,1.23E+00
69,-1.23E-03,-3.01E-03,3.49E-03,1.16E+00
70,-1.08E-03,-2.92E-03,3.62E-03,1.23E+00
71,-6.87E-04,-3.04E-03,3.61E-03,1.23E+00
72,-8.94E-04,-2.98E-03,3.61E-03,1.22E+00
73,-8.57E-04,-3.15E-03,3.48E-03,1.15E+00
74,2.23E-03,-1.64E-03,-3.89E-03,8.56E-02
75,2.15E-03,-1.77E-03,-3.88E-03,8.43E-02
76,2.10E-03,-1.61E-03,-3.98E-03,9.17E-02
77,3.57E-04,3.93E-03,2.72E-03,7.56E-01
78,1.31E-04,3.97E-03,2.68E-03,7.53E-01
79,1.52E-04,3.88E-03,2.81E-03,8.13E-01
80,-4.31E-04,-3.39E-03,3.33E-03,1.07E+00
81,-6.08E-04,-3.37E-03,3.32E-03,1.06E+00
82,-5.37E-04,-3.52E-03,3.17E-03,9.93E-01
83,-3.57E-04,-3.51E-03,3.21E-03,1.01E+00
