Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.54E-03,3.31E-05,2.25E-03,5.81E-02
1,3.44E-03,-6.14E-05,2.40E-03,7.50E-02
2,3.52E-03,-1.57E-04,2.24E-03,9.97E-02
3,1.78E-03,-1.90E-03,1.33E-03,8.73E-01
4,1.90E-03,-1.89E-03,1.17E-03,7.68E-01
5,2.04E-03,-1.80E-03,1.26E-03,7.40E-01
6,1.87E-03,-1.79E-03,1.55E-03,7.90E-01
7,1.67E-03,-1.89E-03,1.49E-03,1.12E+00
8,1.72E-03,-1.80E-03,1.65E-03,9.64E-01
9,1.55E-03,-1.85E-03,1.65E-03,1.35E+00
10,1.64E-03,-1.75E-03,1.80E-03,1.11E+00
11,1.44E-03,-1.80E-03,1.80E-03,1.65E+00
12,1.54E-03,-1.69E-03,1.94E-03,1.33E+00
13,1.34E-03,-1.72E-03,1.95E-03,2.02E+00
14,1.44E-03,-1.61E-03,2.08E-03,1.59E+00
15,1.23E-03,-1.63E-03,2.09E-03,2.37E+00
16,1.34E-03,-1.51E-03,2.22E-03,1.84E+00
17,1.14E-03,-1.52E-03,2.23E-03,2.78E+00
18,1.26E-03,-1.39E-03,2.34E-03,2.16E+00
19,1.05E-03,-1.39E-03,2.35E-03,3.22E+00
20,1.18E-03,-1.26E-03,2.45E-03,2.54E+00
21,9.77E-04,-1.25E-03,2.46E-03,3.56E+00
22,1.11E-03,-1.12E-03,2.55E-03,2.80E+00
23,9.08E-04,-1.09E-03,2.56E-03,3.83E+00
24,1.05E-03,-9.63E-04,2.64E-03,2.99E+00
25,8.50E-04,-9.20E-04,2.65E-03,4.08E+00
26,1.00E-03,-7.96E-04,2.72E-03,3.19E+00
27,8.02E-04,-7.41E-04,2.72E-03,4.32E+00
28,9.63E-04,-6.21E-04,2.78E-03,3.30E+00
29,7.65E-04,-5.55E-04,2.77E-03,4.42E+00
30,9.33E-04,-4.40E-04,2.82E-03,3.41E+00
31,7.40E-04,-3.62E-04,2.81E-03,4.50E+00
32,9.13E-04,-2.54E-04,2.85E-03,3.58E+00
33,7.25E-04,-1.66E-04,2.84E-03,4.59E+00
34,9.04E-04,-6.46E-05,2.87E-03,3.55E+00
35,7.21E-04,3.22E-05,2.84E-03,4.61E+00
36,9.06E-04,1.25E-04,2.87E-03,3.56E+00
37,7.29E-04,2.30E-04,2.83E-03,4.63E+00
38,9.19E-04,3.14E-04,2.85E-03,3.46E+00
39,7.49E-04,4.26E-04,2.81E-03,4.59E+00
40,9.43E-04,4.99E-04,2.82E-03,3.28E+00
41,7.79E-04,6.17E-04,2.76E-03,4.69E+00
42,9.77E-04,6.80E-04,2.77E-03,3.13E+00
43,8.20E-04,8.01E-04,2.70E-03,4.41E+00
44,1.02E-03,8.53E-04,2.70E-03,2.87E+00
45,8.71E-04,9.78E-04,2.63E-03,3.81E+00
46,1.08E-03,1.02E-03,2.63E-03,2.67E+00
47,9.33E-04,1.14E-03,2.54E-03,3.43E+00
48,1.14E-03,1.17E-03,2.53E-03,2.38E+00
49,1.00E-03,1.30E-03,2.44E-03,3.10E+00
50,1.21E-03,1.31E-03,2.43E-03,2.01E+00
51,1.08E-03,1.44E-03,2.32E-03,2.65E+00
52,1.29E-03,1.44E-03,2.32E-03,1.72E+00
53,1.17E-03,1.56E-03,2.20E-03,2.29E+00
54,1.38E-03,1.55E-03,2.19E-03,1.47E+00
55,1.27E-03,1.67E-03,2.06E-03,1.99E+00
56,1.47E-03,1.65E-03,2.06E-03,1.24E+00
57,1.37E-03,1.76E-03,1.92E-03,1.63E+00
58,1.57E-03,1.72E-03,1.92E-03,1.05E+00
59,1.48E-03,1.83E-03,1.77E-03,1.35E+00
60,1.68E-03,1.78E-03,1.77E-03,9.23E-01
61,1.59E-03,1.88E-03,1.61E-03,1.13E+00
62,1.79E-03,1.82E-03,1.62E-03,8.19E-01
63,1.70E-03,1.91E-03,1.45E-03,9.52E-01
64,2.02E-03,-1.86E-03,1.01E-03,6.78E-01
65,2.01E-03,-1.77E-03,1.45E-03,7.05E-01
66,1.90E-03,1.84E-03,1.47E-03,7.67E-01
67,1.82E-03,1.92E-03,1.29E-03,8.47E-01
