Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,5.23E-04,3.64E-12,-1.49E-02,3.00E-01, null
1,6.23E-04,0.00E+00,-1.49E-02,3.00E-01, null
2,8.17E-04,1.46E-11,-1.46E-02,2.86E-01, null
3,8.28E-04,-9.09E-13,-1.47E-02,2.88E-01, null
4,7.83E-04,7.28E-12,-1.39E-02,2.81E-01, null
5,9.23E-04,-7.28E-12,-1.38E-02,1.53E-01, null
6,8.67E-04,0.00E+00,-1.40E-02,1.84E-01, null
7,1.06E-03,7.28E-12,-1.39E-02,0.00E+00,7.68E+00
8,1.08E-03,4.55E-13,-1.42E-02,0.00E+00,8.84E+00
9,1.06E-03,0.00E+00,-1.45E-02,0.00E+00,1.03E+01
10,8.43E-04,0.00E+00,-1.46E-02,2.63E-01, null
11,8.20E-04,0.00E+00,-1.46E-02,2.85E-01, null
12,1.77E-04,-1.46E-11,-1.34E-02,3.71E-01, null
13,4.07E-04,7.28E-12,-1.36E-02,3.60E-01, null
14,3.01E-04,7.28E-12,-1.34E-02,3.67E-01, null
15,5.13E-04,7.28E-12,-1.36E-02,3.57E-01, null
16,4.58E-04,0.00E+00,-1.30E-02,3.72E-01, null
17,6.43E-04,7.28E-12,-1.30E-02,3.21E-01, null
18,4.86E-04,7.28E-12,-1.29E-02,3.73E-01, null
19,7.97E-04,0.00E+00,-1.35E-02,2.77E-01, null
20,7.94E-04,0.00E+00,-1.34E-02,2.71E-01, null
21,1.06E-03,0.00E+00,-1.36E-02,1.21E-02, null
22,8.67E-04,0.00E+00,-1.34E-02,2.01E-01, null
23,2.28E-04,0.00E+00,-1.33E-02,3.76E-01, null
24,8.14E-04,0.00E+00,-1.33E-02,2.66E-01, null
25,3.55E-04,0.00E+00,-1.46E-02,3.12E-01, null
26,4.82E-04,-1.82E-12,-1.47E-02,3.06E-01, null
27,4.02E-04,-1.46E-11,-1.45E-02,3.15E-01, null
28,4.04E-04,5.00E-12,-1.39E-02,3.43E-01, null
29,3.92E-04,0.00E+00,-1.39E-02,3.45E-01, null
30,3.91E-04,-1.82E-12,-1.39E-02,3.47E-01, null
31,8.19E-04,0.00E+00,-1.31E-02,2.56E-01, null
32,6.40E-04,0.00E+00,-1.32E-02,3.30E-01, null
33,7.30E-04,0.00E+00,-1.46E-02,2.92E-01, null
34,4.67E-04,-1.09E-11,-1.45E-02,3.11E-01, null
35,1.07E-03,0.00E+00,-1.33E-02,0.00E+00,6.67E+00
36,1.08E-03,4.77E-12,-1.36E-02,0.00E+00,6.98E+00
37,1.08E-03,0.00E+00,-1.36E-02,0.00E+00,7.00E+00
38,1.08E-03,-1.36E-12,-1.42E-02,0.00E+00,8.78E+00
39,1.07E-03,-9.09E-13,-1.42E-02,1.06E-02, null
40,5.58E-04,0.00E+00,-1.33E-02,3.60E-01, null
41,7.45E-04,0.00E+00,-1.41E-02,2.90E-01, null
42,1.07E-03,0.00E+00,-1.49E-02,0.00E+00,1.20E+01
43,1.07E-03,-7.28E-12,-1.47E-02,0.00E+00,1.13E+01
44,8.58E-04,0.00E+00,-1.46E-02,2.48E-01, null
45,1.08E-03,4.77E-12,-1.36E-02,0.00E+00,6.99E+00
46,6.17E-04,7.28E-12,-1.37E-02,3.29E-01, null
47,1.08E-03,1.32E-11,-1.42E-02,0.00E+00,8.81E+00
48,8.17E-04,6.37E-12,-1.45E-02,2.85E-01, null
49,6.96E-04,7.28E-12,-1.35E-02,3.04E-01, null
50,9.18E-04,0.00E+00,-1.32E-02,1.67E-01, null
51,8.24E-04,1.09E-11,-1.49E-02,3.00E-01, null
52,5.00E-04,7.28E-12,-1.32E-02,3.69E-01, null
53,3.46E-04,0.00E+00,-1.31E-02,3.80E-01, null
54,1.07E-03,-2.27E-13,-1.36E-02,4.53E-03, null
55,7.18E-04,0.00E+00,-1.33E-02,3.06E-01, null
56,8.89E-04,-3.64E-12,-1.49E-02,2.27E-01, null
57,7.98E-04,0.00E+00,-1.37E-02,2.81E-01, null
58,4.83E-04,1.82E-12,-1.49E-02,3.00E-01, null
59,8.10E-04,7.28E-12,-1.29E-02,2.47E-01, null
60,1.02E-03,0.00E+00,-1.30E-02,5.01E-02, null
61,7.49E-04,-7.28E-12,-1.42E-02,2.86E-01, null
62,6.81E-04,0.00E+00,-1.41E-02,2.97E-01, null
63,1.07E-03,0.00E+00,-1.31E-02,0.00E+00,6.16E+00
64,1.07E-03,0.00E+00,-1.30E-02,0.00E+00,6.09E+00
65,4.30E-04,1.46E-11,-1.44E-02,3.17E-01, null
66,3.83E-04,-9.55E-12,-1.39E-02,3.46E-01, null
67,3.87E-04,4.55E-13,-1.39E-02,3.46E-01, null
68,1.22E-04,-5.46E-12,-1.28E-02,3.94E-01, null
69,1.23E-04,5.46E-12,-1.28E-02,3.95E-01, null
70,1.76E-04,1.46E-11,-1.49E-02,3.00E-01, null
71,1.07E-03,-1.09E-11,-1.14E-02,0.00E+00,4.99E+00
72,1.08E-03,0.00E+00,-1.13E-02,0.00E+00,4.98E+00
73,1.04E-03,1.82E-12,-1.14E-02,2.40E-02, null
74,7.37E-04,0.00E+00,-1.19E-02,2.72E-01, null
75,6.90E-04,7.28E-12,-1.16E-02,2.94E-01, null
76,4.65E-04,0.00E+00,-1.17E-02,3.99E-01, null
77,1.07E-03,0.00E+00,-1.28E-02,0.00E+00,5.94E+00
78,9.12E-04,-3.64E-12,-1.29E-02,1.56E-01, null
79,1.07E-03,-3.64E-12,-1.21E-02,0.00E+00,5.14E+00
80,1.08E-03,3.64E-12,-1.23E-02,0.00E+00,5.31E+00
81,9.76E-04,-7.28E-12,-1.24E-02,7.45E-02, null
82,8.71E-04,0.00E+00,-1.23E-02,1.43E-01, null
83,9.42E-04,3.64E-12,-1.26E-02,1.20E-01, null
84,1.07E-03,0.00E+00,-1.25E-02,0.00E+00,5.59E+00
85,5.97E-04,-1.82E-12,-1.14E-02,3.65E-01, null
86,7.78E-04,0.00E+00,-1.15E-02,2.49E-01, null
87,1.07E-03,0.00E+00,-1.26E-02,0.00E+00,5.74E+00
88,7.74E-04,0.00E+00,-1.11E-02,2.30E-01, null
89,9.62E-04,-7.28E-12,-1.10E-02,8.67E-02, null
90,1.07E-03,-9.09E-12,-1.14E-02,0.00E+00,5.01E+00
91,1.01E-03,1.82E-12,-1.14E-02,6.12E-02, null
92,8.03E-04,0.00E+00,-1.16E-02,2.39E-01, null
93,7.93E-04,3.64E-12,-1.19E-02,2.45E-01, null
94,8.32E-04,-1.09E-11,-1.19E-02,2.11E-01, null
95,8.83E-04,0.00E+00,-1.16E-02,1.69E-01, null
96,8.12E-04,3.64E-12,-1.28E-02,2.48E-01, null
97,1.07E-03,0.00E+00,-1.10E-02,0.00E+00,5.05E+00
98,1.07E-03,0.00E+00,-1.18E-02,0.00E+00,5.21E+00
99,1.08E-03,-1.82E-12,-1.15E-02,0.00E+00,5.05E+00
100,9.10E-04,-3.64E-12,-1.27E-02,1.48E-01, null
101,5.54E-04,0.00E+00,-1.25E-02,3.42E-01, null
102,5.11E-04,-3.64E-12,-1.26E-02,3.65E-01, null
103,4.56E-04,1.09E-11,-1.26E-02,3.79E-01, null
104,7.57E-04,0.00E+00,-1.23E-02,2.41E-01, null
105,8.34E-04,0.00E+00,-1.26E-02,2.10E-01, null
106,8.33E-04,3.64E-12,-1.26E-02,2.17E-01, null
107,1.07E-03,0.00E+00,-1.21E-02,0.00E+00,5.14E+00
108,9.07E-04,0.00E+00,-1.20E-02,1.48E-01, null
109,1.08E-03,3.64E-12,-1.20E-02,0.00E+00,5.15E+00
110,3.63E-04,-2.73E-12,-1.21E-02,3.94E-01, null
111,3.31E-04,1.18E-11,-1.21E-02,4.05E-01, null
112,7.87E-04,-3.64E-12,-1.20E-02,2.46E-01, null
113,3.36E-04,0.00E+00,-1.21E-02,4.04E-01, null
114,3.47E-04,1.18E-11,-1.21E-02,4.00E-01, null
115,8.72E-04,3.64E-12,-1.26E-02,1.76E-01, null
116,6.22E-04,0.00E+00,-1.28E-02,3.33E-01, null
117,7.79E-04,0.00E+00,-1.19E-02,2.48E-01, null
118,5.72E-04,0.00E+00,-1.13E-02,3.76E-01, null
119,5.62E-04,0.00E+00,-1.13E-02,3.81E-01, null
120,4.97E-04,-3.64E-12,-1.26E-02,3.75E-01, null
121,2.27E-04,1.82E-12,-1.27E-02,3.90E-01, null
122,3.25E-04,0.00E+00,-1.21E-02,4.06E-01, null
123,3.41E-04,-2.73E-12,-1.21E-02,4.05E-01, null
124,4.78E-04,-1.82E-12,-1.14E-02,3.96E-01, null
125,4.21E-04,0.00E+00,-1.11E-02,4.14E-01, null
126,1.81E-04,0.00E+00,-1.14E-02,4.31E-01, null
127,3.86E-04,0.00E+00,-1.11E-02,4.20E-01, null
128,6.74E-04,0.00E+00,-1.26E-02,2.87E-01, null
129,6.33E-04,0.00E+00,-1.27E-02,3.18E-01, null
130,5.51E-04,0.00E+00,-1.14E-02,3.87E-01, null
131,5.53E-04,0.00E+00,-1.13E-02,3.85E-01, null
132,2.28E-04,-3.64E-12,-1.15E-02,4.26E-01, null
133,1.07E-03,9.09E-13,-1.01E-02,0.00E+00,4.82E+00
134,1.07E-03,0.00E+00,-1.05E-02,0.00E+00,4.91E+00
135,1.05E-03,-4.55E-12,-1.01E-02,2.26E-02, null
136,9.62E-04,0.00E+00,-1.04E-02,8.87E-02, null
137,7.30E-04,-1.46E-11,-1.01E-02,2.52E-01, null
138,7.16E-04,0.00E+00,-1.03E-02,2.67E-01, null
139,3.44E-04,0.00E+00,-1.01E-02,4.22E-01, null
140,7.59E-04,0.00E+00,-1.08E-02,2.58E-01, null
141,7.55E-04,-7.28E-12,-1.07E-02,2.61E-01, null
142,9.01E-04,0.00E+00,-1.07E-02,1.40E-01, null
143,9.17E-04,0.00E+00,-1.09E-02,1.22E-01, null
144,1.06E-03,0.00E+00,-1.08E-02,0.00E+00,5.06E+00
145,7.76E-04,7.28E-12,-1.10E-02,2.38E-01, null
146,6.87E-04,0.00E+00,-9.96E-03,2.84E-01, null
147,6.73E-04,7.28E-12,-9.82E-03,2.92E-01, null
148,8.91E-04,-3.64E-12,-9.82E-03,1.29E-01, null
149,1.08E-03,-9.09E-13,-1.01E-02,0.00E+00,4.74E+00
150,7.55E-04,7.28E-12,-9.67E-03,2.65E-01, null
151,9.89E-04,0.00E+00,-9.75E-03,7.23E-02, null
152,6.98E-04,7.28E-12,-1.05E-02,2.78E-01, null
153,9.81E-04,1.09E-11,-1.05E-02,7.40E-02, null
154,2.98E-04,0.00E+00,-1.01E-02,4.40E-01, null
155,2.78E-04,-7.28E-12,-1.01E-02,4.47E-01, null
156,2.93E-04,1.82E-12,-1.00E-02,4.45E-01, null
157,5.28E-04,1.46E-11,-1.04E-02,3.41E-01, null
158,1.07E-03,-9.09E-13,-1.01E-02,0.00E+00,4.81E+00
159,6.25E-04,-7.28E-12,-9.87E-03,3.09E-01, null
160,1.08E-03,0.00E+00,-9.57E-03,0.00E+00,4.55E+00
161,1.07E-03,0.00E+00,-9.45E-03,0.00E+00,4.64E+00
162,1.01E-03,0.00E+00,-9.44E-03,5.43E-02, null
163,1.07E-03,0.00E+00,-1.06E-02,0.00E+00,4.92E+00
164,1.07E-03,0.00E+00,-9.41E-03,0.00E+00,4.65E+00
165,7.56E-04,7.28E-12,-9.51E-03,2.62E-01, null
166,5.70E-04,-7.28E-12,-9.56E-03,3.50E-01, null
167,1.07E-03,3.64E-12,-9.81E-03,0.00E+00,4.48E+00
168,5.56E-04,7.28E-12,-9.74E-03,3.47E-01, null
169,3.00E-04,7.28E-12,-9.65E-03,4.34E-01, null
170,2.26E-04,0.00E+00,-1.02E-02,4.51E-01, null
171,1.93E-04,0.00E+00,-1.05E-02,4.20E-01, null
172,9.19E-05,0.00E+00,-1.04E-02,4.53E-01, null
173,6.01E-04,0.00E+00,-1.08E-02,3.24E-01, null
174,5.19E-04,0.00E+00,-1.06E-02,3.51E-01, null
175,3.88E-04,9.09E-12,-1.11E-02,4.20E-01, null
176,2.84E-04,-7.28E-12,-1.01E-02,4.46E-01, null
177,1.04E-04,-3.64E-12,-1.05E-02,4.50E-01, null
178,3.84E-04,9.09E-12,-1.11E-02,4.20E-01, null
179,3.52E-04,0.00E+00,-1.07E-02,4.12E-01, null
180,3.96E-04,0.00E+00,-1.11E-02,4.17E-01, null
181,3.86E-04,0.00E+00,-1.11E-02,4.20E-01, null
182,3.94E-04,0.00E+00,-1.11E-02,4.17E-01, null
183,3.77E-04,0.00E+00,-9.44E-03,4.24E-01, null
184,7.28E-04,0.00E+00,-8.84E-03,2.74E-01, null
185,7.19E-04,-1.09E-11,-9.09E-03,2.93E-01, null
186,9.57E-04,-7.28E-12,-8.90E-03,9.84E-02, null
187,7.62E-04,-1.09E-11,-9.16E-03,2.51E-01, null
188,1.06E-03,0.00E+00,-8.97E-03,0.00E+00,4.54E+00
189,7.18E-04,0.00E+00,-8.69E-03,2.86E-01, null
190,5.48E-04,0.00E+00,-8.15E-03,3.71E-01, null
