Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,2.41E-03,-4.65E-05,8.78E-04,7.92E-02
1,-3.08E-03,-7.21E-03,5.18E-03,1.67E-01
2,-3.29E-03,-5.83E-03,5.92E-03,9.31E-02
3,-1.34E-03,3.37E-03,2.07E-03,1.64E-01
4,3.10E-04,9.42E-04,-4.77E-03,2.15E-01
5,-1.56E-03,4.70E-03,2.05E-03,6.81E-02
6,-9.34E-04,2.32E-05,-1.18E-02,2.55E-01
7,-3.58E-03,-2.00E-03,7.39E-04,8.42E-02
8,-6.51E-04,-6.27E-04,-1.04E-02,2.47E-01
9,1.33E-03,-1.06E-03,-3.66E-03,3.58E-02
10,-3.41E-03,5.15E-03,1.07E-02,1.06E-01
11,-2.00E-03,2.66E-03,-2.34E-03,2.92E-02
12,-2.73E-03,7.00E-03,7.13E-03,1.89E-01
13,4.25E-03,7.10E-04,2.59E-03,4.03E-03
14,-1.64E-03,-5.16E-03,9.57E-03,9.28E-02
15,-3.40E-03,-4.78E-03,1.22E-02,1.03E-01
16,-3.01E-03,-5.81E-03,1.23E-02,1.34E-01
17,3.72E-03,-1.79E-03,-1.13E-04,1.12E-02
18,-3.45E-03,-5.77E-03,2.34E-03,1.31E-01
19,-3.59E-03,1.96E-03,8.41E-04,9.77E-02
20,-3.02E-03,4.73E-03,7.24E-04,9.31E-02
21,-2.18E-03,6.28E-03,1.54E-03,6.10E-02
22,2.24E-03,-1.41E-03,3.09E-03,2.18E-01
23,-3.34E-03,-5.99E-03,1.01E-02,9.69E-02
24,-1.63E-03,-5.33E-03,1.21E-02,1.29E-01
25,-1.38E-03,3.92E-03,2.53E-04,9.10E-02
26,-3.42E-03,-1.56E-03,1.59E-03,1.37E-01
27,4.45E-04,1.17E-03,-3.98E-03,3.97E-02
28,-2.98E-03,-3.49E-03,2.06E-04,9.65E-02
29,-1.89E-03,-4.98E-03,2.69E-03,1.22E-01
30,-3.32E-03,6.47E-03,7.81E-03,1.42E-01
31,5.97E-04,-7.16E-04,-1.34E-02,2.69E-01
32,-1.65E-03,-3.80E-03,2.75E-04,1.36E-01
33,2.10E-04,9.54E-04,-8.10E-03,2.32E-01
34,-1.62E-03,4.97E-03,1.21E-02,1.31E-01
35,-1.92E-03,-7.01E-03,6.00E-03,1.87E-01
36,-2.14E-03,6.08E-03,1.12E-02,1.65E-01
37,-9.12E-04,2.11E-04,-1.43E-02,3.01E-01
38,-7.94E-04,6.48E-04,-4.32E-03,1.82E-01
39,-2.53E-03,5.62E-03,3.98E-03,1.20E-01
40,-3.62E-03,2.02E-03,1.64E-06,8.80E-02
41,-2.74E-03,-5.90E-03,1.30E-02,1.01E-01
42,-2.22E-03,-7.23E-03,2.88E-03,8.17E-02
43,-5.32E-04,-7.33E-04,-1.46E-02,3.03E-01
44,-1.96E-03,-4.32E-03,5.66E-04,7.60E-02
45,6.62E-04,7.11E-04,-1.41E-02,2.87E-01
46,-8.20E-04,5.04E-04,-7.31E-03,2.37E-01
47,-3.30E-03,5.89E-03,5.81E-03,9.89E-02
48,2.21E-03,-6.03E-04,3.33E-03,2.45E-01
49,-3.23E-03,-4.22E-03,2.21E-03,1.54E-01
50,-9.13E-04,-2.46E-04,-5.69E-03,2.30E-01
51,-2.77E-04,-8.49E-04,-1.25E-02,2.96E-01
52,-2.48E-03,5.32E-03,3.20E-03,2.05E-01
53,9.75E-04,1.28E-04,-1.44E-02,2.75E-01
54,-8.46E-04,2.71E-04,-1.31E-02,2.90E-01
55,-9.86E-04,-3.22E-03,2.29E-03,1.70E-01
56,-3.46E-03,5.72E-03,2.03E-03,1.12E-01
57,-2.99E-03,5.65E-03,3.47E-03,2.04E-01
58,5.18E-03,-3.70E-04,1.51E-03,5.98E-03
59,-3.67E-04,9.35E-04,-1.21E-02,2.15E-01
60,-3.20E-03,-5.46E-03,1.29E-02,1.43E-01
61,-2.99E-03,4.52E-03,2.52E-03,1.79E-01
62,-3.42E-03,-3.71E-03,1.53E-03,1.53E-01
63,3.40E-03,-2.26E-03,6.21E-05,5.88E-03
64,3.42E-04,-4.46E-04,-1.45E-02,3.15E-01
65,-2.23E-03,-5.59E-03,3.73E-03,1.41E-01
66,3.63E-04,8.84E-04,-1.14E-02,2.49E-01
67,-2.38E-04,-9.74E-04,-4.32E-03,1.98E-01
68,-1.27E-03,-1.61E-04,-3.94E-03,2.82E-02
69,4.86E-04,8.47E-04,-8.88E-03,2.10E-01
70,-5.63E-04,-3.93E-03,6.13E-04,6.00E-02
71,-1.82E-03,-2.61E-03,2.61E-03,1.68E-01
72,-3.46E-03,6.51E-03,4.48E-03,1.16E-01
73,-6.31E-04,3.71E-03,1.57E-03,1.51E-01
74,-2.09E-03,-6.28E-03,1.02E-02,1.48E-01
75,1.15E-03,1.19E-03,-3.76E-03,3.16E-02
76,-2.68E-03,-6.90E-03,7.61E-03,1.87E-01
77,1.71E-03,-3.68E-04,-3.68E-03,2.42E-02
78,-2.05E-03,4.24E-03,1.23E-02,1.17E-01
79,-2.32E-03,-2.12E-03,-2.54E-03,2.50E-02
80,-3.06E-03,3.06E-03,1.01E-04,6.80E-02
81,-2.17E-03,4.86E-03,8.49E-03,7.56E-02
82,-8.75E-04,-2.22E-04,-8.64E-03,2.51E-01
83,-2.00E-03,-6.49E-03,9.07E-03,1.39E-01
84,-3.42E-03,-5.70E-03,8.16E-03,1.11E-01
85,-1.52E-03,-3.69E-03,-6.10E-04,7.33E-02
86,-7.17E-04,-5.34E-04,-9.58E-03,2.54E-01
87,-3.29E-03,5.64E-03,6.71E-03,8.89E-02
88,-2.97E-03,5.61E-03,1.29E-02,1.81E-01
89,-1.61E-03,3.83E-03,1.81E-03,1.96E-01
90,4.88E-03,8.21E-04,7.01E-04,1.09E-02
91,-2.89E-03,5.38E-03,1.03E-03,9.93E-02
92,2.15E-03,9.55E-04,3.32E-03,2.45E-01
93,-3.76E-03,1.50E-03,3.19E-04,1.30E-01
94,-1.72E-03,5.31E-03,9.29E-03,1.44E-01
95,-3.32E-03,1.71E-03,1.79E-03,1.35E-01
96,-3.41E-03,5.17E-03,1.28E-02,1.04E-01
97,-2.08E-03,-5.58E-03,1.29E-02,1.86E-01
98,-1.23E-03,1.14E-03,-3.73E-03,2.88E-02
99,-2.78E-04,-1.34E-03,-3.90E-03,1.67E-02
100,-5.22E-04,-8.42E-04,-6.91E-03,1.81E-01
101,-9.10E-04,-1.19E-03,-3.85E-03,1.88E-02
102,-1.46E-03,-3.80E-03,-3.72E-04,7.18E-02
103,-3.30E-03,-4.61E-03,1.28E-02,1.38E-01
104,-2.91E-03,2.77E-03,-7.03E-04,2.06E-02
105,6.09E-04,-6.74E-04,-7.21E-03,2.52E-01
106,-2.26E-03,6.84E-03,2.12E-03,6.82E-02
107,9.80E-04,1.36E-04,-5.46E-03,1.88E-01
108,-1.91E-04,8.75E-04,-9.75E-03,2.75E-01
109,-1.71E-03,-6.67E-03,2.71E-03,9.02E-02
110,6.59E-04,-6.68E-04,-9.15E-03,2.35E-01
111,-3.06E-03,3.69E-03,3.50E-04,8.79E-02
112,-1.88E-03,-4.48E-03,1.14E-02,9.73E-02
113,-1.69E-03,-4.61E-03,1.24E-02,1.19E-01
114,-2.07E-03,-5.08E-03,7.95E-03,8.58E-02
115,1.17E-04,-9.31E-04,-8.17E-03,2.24E-01
116,-1.51E-03,-2.60E-03,2.70E-03,1.76E-01
117,-2.82E-03,-6.69E-03,8.28E-03,1.67E-01
118,-1.75E-03,-5.83E-03,6.32E-03,1.32E-01
119,-3.44E-03,-5.44E-03,1.14E-02,1.08E-01
120,-2.61E-03,-4.59E-03,9.45E-03,7.51E-02
121,-2.36E-03,4.59E-03,9.72E-03,9.27E-02
122,-1.92E-03,-7.29E-03,3.90E-03,1.13E-01
123,-2.31E-03,5.55E-03,5.07E-03,5.11E-02
124,-3.15E-03,6.41E-03,8.68E-03,1.47E-01
125,-2.84E-03,7.14E-03,6.23E-03,1.90E-01
126,-3.47E-03,2.44E-03,3.98E-04,8.87E-02
127,-1.60E-03,6.42E-03,5.24E-03,1.44E-01
