Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,1.22E-03,0.00E+00,-1.32E-02,0.00E+00,6.03E+00
1,1.22E-03,0.00E+00,-1.33E-02,0.00E+00,6.28E+00
2,1.06E-03,0.00E+00,-1.32E-02,1.67E-01, null
3,9.14E-04,0.00E+00,-1.41E-02,2.80E-01, null
4,9.60E-04,-7.28E-12,-1.42E-02,2.75E-01, null
5,1.17E-03,3.64E-12,-1.40E-02,5.72E-02, null
6,9.80E-04,-7.28E-12,-1.44E-02,2.70E-01, null
7,7.33E-04,-3.64E-12,-1.45E-02,2.96E-01, null
8,7.52E-04,0.00E+00,-1.43E-02,3.05E-01, null
9,6.07E-04,-3.64E-12,-1.44E-02,3.18E-01, null
10,9.99E-04,0.00E+00,-1.36E-02,2.42E-01, null
11,9.46E-04,0.00E+00,-1.38E-02,2.71E-01, null
12,1.10E-03,0.00E+00,-1.37E-02,1.31E-01, null
13,6.48E-04,0.00E+00,-1.42E-02,3.19E-01, null
14,5.65E-04,0.00E+00,-1.42E-02,3.26E-01, null
15,7.57E-04,9.09E-13,-1.31E-02,3.36E-01, null
16,7.32E-04,0.00E+00,-1.31E-02,3.46E-01, null
17,7.26E-04,0.00E+00,-1.31E-02,3.49E-01, null
18,1.22E-03,7.28E-12,-1.34E-02,0.00E+00,6.55E+00
19,1.23E-03,-3.64E-12,-1.36E-02,0.00E+00,7.15E+00
20,1.02E-03,0.00E+00,-1.35E-02,2.19E-01, null
21,9.58E-04,0.00E+00,-1.46E-02,2.79E-01, null
22,9.05E-04,-9.09E-12,-1.49E-02,2.71E-01, null
23,1.23E-03,-1.82E-12,-1.49E-02,0.00E+00,1.05E+01
24,1.19E-03,-1.82E-12,-1.48E-02,4.33E-02, null
25,8.92E-04,0.00E+00,-1.48E-02,2.94E-01, null
26,1.22E-03,-7.28E-12,-1.46E-02,0.00E+00,1.06E+01
27,1.15E-03,0.00E+00,-1.46E-02,9.29E-02, null
28,1.23E-03,-3.64E-12,-1.37E-02,0.00E+00,7.25E+00
29,1.02E-03,1.36E-11,-1.36E-02,2.23E-01, null
30,1.23E-03,2.73E-12,-1.29E-02,0.00E+00,5.81E+00
31,1.23E-03,0.00E+00,-1.29E-02,0.00E+00,5.81E+00
32,1.22E-03,0.00E+00,-1.29E-02,1.39E-02, null
33,1.05E-03,0.00E+00,-1.33E-02,1.81E-01, null
34,9.62E-04,0.00E+00,-1.39E-02,2.70E-01, null
35,6.80E-04,0.00E+00,-1.39E-02,3.35E-01, null
36,6.45E-04,0.00E+00,-1.38E-02,3.41E-01, null
37,7.11E-04,-2.73E-12,-1.31E-02,3.54E-01, null
38,7.19E-04,0.00E+00,-1.31E-02,3.53E-01, null
39,7.01E-04,0.00E+00,-1.31E-02,3.55E-01, null
40,9.93E-04,-1.09E-11,-1.32E-02,2.33E-01, null
41,9.62E-04,0.00E+00,-1.30E-02,2.35E-01, null
42,1.20E-03,-4.55E-13,-1.30E-02,3.19E-02, null
43,8.65E-04,1.82E-12,-1.48E-02,3.00E-01, null
44,8.73E-04,-9.09E-12,-1.49E-02,3.00E-01, null
45,1.23E-03,0.00E+00,-1.42E-02,0.00E+00,8.89E+00
46,1.23E-03,0.00E+00,-1.40E-02,0.00E+00,8.15E+00
47,1.23E-03,-3.64E-12,-1.39E-02,0.00E+00,7.80E+00
48,1.21E-03,3.64E-12,-1.43E-02,2.27E-02, null
49,7.18E-04,-1.46E-11,-1.35E-02,3.30E-01, null
50,8.19E-04,0.00E+00,-1.36E-02,3.10E-01, null
51,6.37E-04,0.00E+00,-1.37E-02,3.49E-01, null
52,1.23E-03,3.64E-12,-1.45E-02,0.00E+00,1.04E+01
53,4.85E-04,0.00E+00,-1.43E-02,3.22E-01, null
54,1.23E-03,2.73E-12,-1.43E-02,0.00E+00,9.27E+00
55,1.00E-03,0.00E+00,-1.38E-02,2.26E-01, null
56,9.63E-04,-7.28E-12,-1.28E-02,2.41E-01, null
57,3.86E-04,3.64E-12,-1.49E-02,3.00E-01, null
58,8.43E-04,0.00E+00,-1.49E-02,3.00E-01, null
59,6.02E-04,0.00E+00,-1.46E-02,3.09E-01, null
60,1.23E-03,0.00E+00,-1.43E-02,0.00E+00,9.10E+00
61,6.37E-04,7.28E-12,-1.46E-02,3.11E-01, null
62,5.81E-04,-3.64E-12,-1.46E-02,3.12E-01, null
63,4.19E-04,0.00E+00,-1.29E-02,3.69E-01, null
64,7.13E-04,-2.73E-12,-1.31E-02,3.55E-01, null
65,2.88E-04,-1.46E-11,-1.31E-02,3.70E-01, null
66,4.56E-04,7.28E-12,-1.33E-02,3.63E-01, null
67,5.79E-04,0.00E+00,-1.42E-02,3.30E-01, null
68,7.38E-04,0.00E+00,-1.34E-02,3.25E-01, null
69,1.00E-03,-9.09E-13,-1.35E-02,2.37E-01, null
70,1.23E-03,-3.64E-12,-1.40E-02,0.00E+00,7.99E+00
71,6.18E-04,1.27E-11,-1.38E-02,3.47E-01, null
72,5.54E-04,0.00E+00,-1.38E-02,3.48E-01, null
73,6.37E-04,0.00E+00,-1.35E-02,3.53E-01, null
74,1.81E-04,-7.28E-12,-1.46E-02,3.04E-01, null
75,1.11E-04,0.00E+00,-1.43E-02,3.15E-01, null
76,4.18E-04,3.64E-12,-1.46E-02,3.08E-01, null
77,3.00E-04,-1.82E-12,-1.48E-02,3.01E-01, null
78,9.95E-04,0.00E+00,-1.33E-02,2.30E-01, null
79,6.18E-04,0.00E+00,-1.39E-02,3.42E-01, null
80,3.48E-04,0.00E+00,-1.35E-02,3.54E-01, null
81,2.19E-04,0.00E+00,-1.32E-02,3.64E-01, null
82,5.94E-04,0.00E+00,-1.38E-02,3.46E-01, null
83,1.60E-04,0.00E+00,-1.42E-02,3.18E-01, null
84,3.90E-04,-3.64E-12,-1.40E-02,3.32E-01, null
85,1.70E-04,0.00E+00,-1.40E-02,3.29E-01, null
86,2.60E-04,0.00E+00,-1.39E-02,3.36E-01, null
87,2.26E-04,0.00E+00,-1.35E-02,3.54E-01, null
88,2.55E-04,-7.28E-12,-1.30E-02,3.73E-01, null
89,2.21E-04,3.64E-12,-1.37E-02,3.42E-01, null
90,1.22E-03,0.00E+00,-1.27E-02,0.00E+00,5.39E+00
91,1.22E-03,0.00E+00,-1.26E-02,0.00E+00,5.13E+00
92,1.02E-03,0.00E+00,-1.26E-02,2.26E-01, null
93,1.02E-03,0.00E+00,-1.26E-02,2.26E-01, null
94,6.33E-04,-6.37E-12,-1.21E-02,3.75E-01, null
95,3.17E-04,-7.28E-12,-1.23E-02,3.96E-01, null
96,5.87E-04,9.09E-13,-1.21E-02,3.80E-01, null
97,2.69E-04,3.64E-12,-1.20E-02,4.06E-01, null
98,1.23E-03,0.00E+00,-1.16E-02,0.00E+00,4.72E+00
99,1.18E-03,3.64E-12,-1.15E-02,3.81E-02, null
100,1.15E-03,0.00E+00,-1.16E-02,7.12E-02, null
101,1.23E-03,3.64E-12,-1.15E-02,0.00E+00,4.71E+00
