Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,3.01E-04,1.82E-12,-1.49E-02,3.00E-01, null
1,4.02E-04,0.00E+00,-1.49E-02,3.00E-01, null
2,3.22E-04,0.00E+00,-1.48E-02,3.00E-01, null
3,1.18E-04,7.28E-12,-1.46E-02,3.10E-01, null
4,-1.53E-04,1.46E-11,-1.46E-02,3.10E-01, null
5,-8.99E-05,0.00E+00,-1.47E-02,3.03E-01, null
6,3.71E-04,0.00E+00,-1.36E-02,3.67E-01, null
7,3.91E-04,-7.28E-12,-1.39E-02,3.56E-01, null
8,1.38E-04,0.00E+00,-1.38E-02,3.58E-01, null
9,4.49E-04,0.00E+00,-1.46E-02,3.08E-01, null
10,6.37E-04,3.64E-12,-1.45E-02,2.99E-01, null
11,5.83E-04,-3.64E-12,-1.48E-02,3.04E-01, null
12,5.87E-04,0.00E+00,-1.38E-02,3.12E-01, null
13,5.83E-04,1.82E-12,-1.39E-02,3.10E-01, null
14,3.84E-04,0.00E+00,-1.45E-02,3.21E-01, null
15,6.63E-04,3.64E-12,-1.49E-02,3.00E-01, null
16,3.09E-04,1.82E-12,-1.48E-02,3.04E-01, null
17,2.35E-04,1.82E-12,-1.48E-02,3.01E-01, null
18,-3.37E-04,0.00E+00,-1.29E-02,3.93E-01, null
19,-3.46E-04,0.00E+00,-1.29E-02,3.91E-01, null
20,-1.23E-04,3.64E-12,-1.30E-02,3.97E-01, null
21,7.11E-04,7.28E-12,-1.45E-02,2.97E-01, null
22,5.37E-04,0.00E+00,-1.44E-02,3.19E-01, null
23,-6.00E-05,-5.46E-12,-1.42E-02,3.31E-01, null
24,3.25E-05,1.82E-12,-1.38E-02,3.57E-01, null
25,-2.53E-04,0.00E+00,-1.39E-02,3.56E-01, null
26,-4.94E-05,-7.28E-12,-1.49E-02,3.00E-01, null
27,2.61E-04,0.00E+00,-1.49E-02,3.00E-01, null
28,2.21E-04,0.00E+00,-1.31E-02,3.90E-01, null
29,4.99E-04,-3.64E-12,-1.30E-02,3.61E-01, null
30,4.77E-04,7.28E-12,-1.32E-02,3.63E-01, null
