Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,5.14E-04,-3.64E-12,-1.38E-02,7.55E-02
1,3.70E-04,3.64E-12,-1.40E-02,7.55E-02
2,4.47E-04,0.00E+00,-1.36E-02,7.55E-02
3,2.39E-04,0.00E+00,-1.38E-02,7.55E-02
4,2.43E-04,-7.28E-12,-1.40E-02,7.55E-02
5,1.15E-04,7.28E-12,-1.40E-02,7.55E-02
6,1.37E-04,0.00E+00,-1.39E-02,7.55E-02
7,4.65E-04,0.00E+00,-1.44E-02,7.56E-02
8,2.82E-04,-2.27E-12,-1.46E-02,7.57E-02
9,1.77E-04,0.00E+00,-1.43E-02,7.56E-02
10,2.20E-04,0.00E+00,-1.45E-02,7.56E-02
11,7.53E-04,0.00E+00,-1.42E-02,7.54E-02
12,4.74E-04,-3.64E-12,-1.41E-02,7.55E-02
13,2.27E-04,-7.28E-12,-1.33E-02,7.55E-02
14,3.17E-04,0.00E+00,-1.32E-02,7.55E-02
15,2.16E-04,7.28E-12,-1.32E-02,7.55E-02
16,7.61E-04,8.64E-12,-1.42E-02,7.54E-02
17,7.62E-04,0.00E+00,-1.42E-02,7.54E-02
18,5.77E-04,-3.64E-12,-1.33E-02,7.55E-02
19,6.23E-04,0.00E+00,-1.34E-02,7.55E-02
20,5.04E-04,3.64E-12,-1.34E-02,7.55E-02
21,5.09E-04,1.46E-11,-1.32E-02,7.55E-02
22,7.57E-04,-5.46E-12,-1.42E-02,7.54E-02
23,-3.39E-04,-1.46E-11,-1.34E-02,7.55E-02
24,-3.05E-04,0.00E+00,-1.35E-02,7.55E-02
25,-2.30E-04,0.00E+00,-1.34E-02,7.55E-02
26,-3.63E-04,7.28E-12,-1.49E-02,7.58E-02
27,-1.48E-04,-5.46E-12,-1.49E-02,7.58E-02
28,-3.17E-04,-3.64E-12,-1.47E-02,7.57E-02
29,2.45E-04,0.00E+00,-1.35E-02,7.55E-02
30,9.37E-05,-7.28E-12,-1.34E-02,7.55E-02
31,4.57E-04,0.00E+00,-1.49E-02,7.58E-02
32,4.80E-04,-1.82E-12,-1.49E-02,7.58E-02
33,4.71E-04,0.00E+00,-1.49E-02,7.58E-02
34,-1.53E-04,0.00E+00,-1.46E-02,7.57E-02
35,2.73E-05,0.00E+00,-1.46E-02,7.57E-02
36,-4.63E-05,0.00E+00,-1.48E-02,7.58E-02
37,2.67E-04,-2.27E-12,-1.46E-02,7.57E-02
38,2.29E-04,1.36E-12,-1.47E-02,7.57E-02
39,-1.17E-04,-3.64E-12,-1.45E-02,7.56E-02
40,-2.02E-04,0.00E+00,-1.45E-02,7.56E-02
41,-1.61E-04,-1.09E-11,-1.44E-02,7.56E-02
42,6.99E-04,1.82E-12,-1.45E-02,7.56E-02
43,6.95E-04,0.00E+00,-1.44E-02,7.56E-02
44,5.67E-04,0.00E+00,-1.46E-02,7.56E-02
45,4.98E-04,0.00E+00,-1.48E-02,7.58E-02
46,3.36E-04,0.00E+00,-1.47E-02,7.57E-02
47,7.72E-04,-1.09E-11,-1.45E-02,7.56E-02
48,7.18E-04,-7.28E-12,-1.49E-02,7.59E-02
49,6.73E-04,3.64E-12,-1.47E-02,7.57E-02
50,1.53E-04,0.00E+00,-1.43E-02,7.56E-02
51,-1.50E-04,0.00E+00,-1.41E-02,7.55E-02
52,1.39E-04,0.00E+00,-1.44E-02,7.56E-02
53,-1.48E-04,0.00E+00,-1.44E-02,7.56E-02
54,3.72E-04,0.00E+00,-1.31E-02,7.55E-02
55,5.30E-04,-7.28E-12,-1.31E-02,7.55E-02
56,4.98E-04,-3.64E-12,-1.28E-02,7.55E-02
57,4.24E-04,0.00E+00,-1.28E-02,7.55E-02
58,-3.17E-04,7.28E-12,-1.42E-02,7.55E-02
59,-2.46E-04,0.00E+00,-1.44E-02,7.56E-02
60,2.77E-04,0.00E+00,-1.46E-02,7.57E-02
61,5.70E-04,-7.28E-12,-1.46E-02,7.56E-02
62,5.40E-04,1.46E-11,-1.37E-02,7.55E-02
