Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,6.35E-03,-1.57E-04,2.50E-03,8.51E-03
1,6.35E-03,3.31E-05,2.50E-03,7.33E-03
2,6.27E-03,-5.06E-05,2.65E-03,8.40E-03
3,4.70E-03,-2.54E-03,1.89E-03,1.26E-01
4,4.85E-03,-2.43E-03,1.95E-03,1.01E-01
5,4.64E-03,-2.52E-03,2.08E-03,1.33E-01
6,4.80E-03,-2.38E-03,2.17E-03,1.03E-01
7,4.57E-03,-2.49E-03,2.26E-03,1.48E-01
8,4.69E-03,-2.35E-03,2.38E-03,1.18E-01
9,4.50E-03,-2.44E-03,2.44E-03,1.72E-01
10,4.62E-03,-2.29E-03,2.56E-03,1.34E-01
11,4.44E-03,-2.37E-03,2.62E-03,1.99E-01
12,4.56E-03,-2.22E-03,2.73E-03,1.48E-01
13,4.38E-03,-2.29E-03,2.79E-03,2.29E-01
14,4.50E-03,-2.14E-03,2.89E-03,1.67E-01
15,4.32E-03,-2.20E-03,2.96E-03,2.66E-01
16,4.45E-03,-2.04E-03,3.04E-03,1.91E-01
17,4.26E-03,-2.09E-03,3.12E-03,3.11E-01
18,4.39E-03,-1.94E-03,3.18E-03,2.15E-01
19,4.20E-03,-1.97E-03,3.26E-03,3.60E-01
20,4.34E-03,-1.82E-03,3.32E-03,2.40E-01
21,4.15E-03,-1.84E-03,3.40E-03,4.10E-01
22,4.30E-03,-1.69E-03,3.45E-03,2.72E-01
23,4.11E-03,-1.69E-03,3.53E-03,4.65E-01
24,4.25E-03,-1.55E-03,3.57E-03,3.05E-01
25,4.06E-03,-1.54E-03,3.65E-03,5.34E-01
26,4.21E-03,-1.39E-03,3.67E-03,3.46E-01
27,4.02E-03,-1.38E-03,3.76E-03,5.96E-01
28,4.18E-03,-1.23E-03,3.77E-03,3.68E-01
29,3.99E-03,-1.21E-03,3.86E-03,6.55E-01
30,4.15E-03,-1.07E-03,3.86E-03,3.97E-01
31,3.96E-03,-1.03E-03,3.94E-03,7.32E-01
32,4.12E-03,-8.93E-04,3.93E-03,4.39E-01
33,3.93E-03,-8.41E-04,4.01E-03,8.01E-01
34,4.10E-03,-7.13E-04,3.99E-03,4.75E-01
35,3.91E-03,-6.51E-04,4.07E-03,8.25E-01
36,4.08E-03,-5.29E-04,4.04E-03,4.91E-01
37,3.90E-03,-4.57E-04,4.11E-03,8.64E-01
38,4.07E-03,-3.42E-04,4.07E-03,5.18E-01
39,3.88E-03,-2.60E-04,4.14E-03,9.02E-01
40,4.06E-03,-1.52E-04,4.09E-03,5.25E-01
41,3.88E-03,-6.14E-05,4.15E-03,9.18E-01
42,4.06E-03,3.84E-05,4.10E-03,5.36E-01
43,3.88E-03,1.38E-04,4.15E-03,9.11E-01
44,4.06E-03,2.29E-04,4.09E-03,5.37E-01
45,3.88E-03,3.37E-04,4.13E-03,8.96E-01
46,4.07E-03,4.18E-04,4.07E-03,5.30E-01
47,3.89E-03,5.33E-04,4.10E-03,8.73E-01
48,4.08E-03,6.06E-04,4.03E-03,5.12E-01
49,3.91E-03,7.27E-04,4.06E-03,8.31E-01
50,4.10E-03,7.89E-04,3.98E-03,4.87E-01
51,3.93E-03,9.17E-04,4.00E-03,7.91E-01
52,4.12E-03,9.68E-04,3.92E-03,4.71E-01
53,3.95E-03,1.10E-03,3.93E-03,7.45E-01
54,4.14E-03,1.14E-03,3.85E-03,4.45E-01
