Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,1.76E-04,0.00E+00,-1.37E-02,3.05E-01, null
1,2.55E-04,0.00E+00,-1.33E-02,3.18E-01, null
2,1.61E-04,0.00E+00,-1.37E-02,3.05E-01, null
3,2.71E-05,0.00E+00,-1.33E-02,3.17E-01, null
4,3.39E-04,-7.28E-12,-1.40E-02,3.00E-01, null
5,1.76E-04,-4.55E-13,-1.37E-02,3.04E-01, null
6,4.12E-04,-7.28E-12,-1.39E-02,3.01E-01, null
7,1.84E-04,0.00E+00,-1.37E-02,3.04E-01, null
8,-2.22E-05,0.00E+00,-1.40E-02,3.00E-01, null
9,-7.74E-05,7.28E-12,-1.40E-02,3.00E-01, null
10,-4.45E-05,7.28E-12,-1.40E-02,3.00E-01, null
11,6.81E-04,-7.28E-12,-1.32E-02,3.29E-01, null
12,6.68E-04,7.28E-12,-1.31E-02,3.34E-01, null
13,5.43E-04,-1.46E-11,-1.32E-02,3.29E-01, null
14,-2.95E-04,2.50E-12,-1.37E-02,3.04E-01, null
15,1.72E-04,-4.55E-13,-1.37E-02,3.05E-01, null
16,1.39E-04,-4.55E-13,-1.37E-02,3.04E-01, null
17,-2.75E-04,0.00E+00,-1.37E-02,3.04E-01, null
18,-3.73E-04,0.00E+00,-1.40E-02,3.00E-01, null
19,-3.01E-04,2.27E-12,-1.37E-02,3.04E-01, null
20,1.10E-04,0.00E+00,-1.24E-02,3.59E-01, null
21,-1.91E-04,0.00E+00,-1.22E-02,3.65E-01, null
22,2.66E-06,-6.37E-12,-1.20E-02,3.70E-01, null
23,-2.11E-05,0.00E+00,-1.19E-02,3.71E-01, null
24,-2.95E-04,2.27E-12,-1.37E-02,3.04E-01, null
25,-4.15E-04,-7.28E-12,-1.34E-02,3.19E-01, null
26,-1.33E-04,0.00E+00,-1.34E-02,3.12E-01, null
27,1.46E-04,0.00E+00,-1.25E-02,3.52E-01, null
28,1.35E-04,7.28E-12,-1.29E-02,3.38E-01, null
29,-2.46E-05,0.00E+00,-1.27E-02,3.47E-01, null
30,6.61E-04,-3.64E-12,-1.37E-02,3.07E-01, null
31,4.03E-04,-1.14E-13,-1.35E-02,3.10E-01, null
32,4.83E-04,-1.59E-12,-1.35E-02,3.12E-01, null
33,7.77E-05,0.00E+00,-1.40E-02,3.00E-01, null
34,6.25E-04,0.00E+00,-1.30E-02,3.39E-01, null
35,2.40E-04,7.28E-12,-1.31E-02,3.27E-01, null
36,4.30E-04,0.00E+00,-1.28E-02,3.42E-01, null
37,-2.98E-04,2.50E-12,-1.37E-02,3.04E-01, null
38,4.59E-04,0.00E+00,-1.40E-02,3.00E-01, null
39,2.71E-04,-7.28E-12,-1.24E-02,3.57E-01, null
40,2.70E-04,1.09E-11,-1.21E-02,3.72E-01, null
41,3.39E-04,1.46E-11,-1.21E-02,3.72E-01, null
42,-2.68E-04,0.00E+00,-1.26E-02,3.50E-01, null
43,4.68E-04,2.05E-12,-1.35E-02,3.12E-01, null
44,3.93E-04,7.28E-12,-1.26E-02,3.52E-01, null
45,4.69E-04,0.00E+00,-1.35E-02,3.12E-01, null
46,-4.60E-04,7.28E-12,-1.32E-02,3.26E-01, null
47,-2.38E-04,0.00E+00,-1.32E-02,3.22E-01, null
48,-2.92E-04,-7.28E-12,-1.31E-02,3.29E-01, null
49,-1.95E-04,0.00E+00,-1.29E-02,3.34E-01, null
50,4.72E-04,-1.23E-11,-1.35E-02,3.12E-01, null
51,-3.94E-04,0.00E+00,-1.30E-02,3.33E-01, null
52,-3.99E-04,-7.28E-12,-1.26E-02,3.50E-01, null
53,-5.70E-04,-3.64E-12,-1.22E-02,3.67E-01, null
54,-2.95E-04,0.00E+00,-1.25E-02,3.54E-01, null
55,5.72E-04,0.00E+00,-1.28E-02,3.48E-01, null
56,4.36E-04,-7.28E-12,-1.24E-02,3.54E-01, null
57,6.84E-04,0.00E+00,-1.23E-02,3.54E-01, null
58,5.69E-04,-1.46E-11,-1.26E-02,3.52E-01, null
59,4.02E-04,0.00E+00,-1.21E-02,3.69E-01, null
60,-2.83E-04,0.00E+00,-1.20E-02,3.75E-01, null
61,-9.43E-05,0.00E+00,-1.31E-02,3.25E-01, null
62,3.21E-04,1.46E-11,-1.20E-02,3.73E-01, null
63,-6.31E-04,0.00E+00,-1.22E-02,3.66E-01, null
64,-3.66E-04,2.18E-11,-1.26E-02,3.53E-01, null
65,-6.12E-04,0.00E+00,-1.22E-02,3.68E-01, null
66,3.65E-04,0.00E+00,-1.20E-02,3.73E-01, null
67,-3.49E-05,-7.28E-12,-1.19E-02,3.72E-01, null
68,-1.19E-05,9.09E-13,-1.19E-02,3.71E-01, null
69,5.13E-05,0.00E+00,-1.19E-02,3.72E-01, null
70,-3.03E-04,-2.27E-13,-1.37E-02,3.04E-01, null
71,-3.07E-04,2.50E-12,-1.37E-02,3.04E-01, null
72,-6.16E-04,1.46E-11,-1.37E-02,3.06E-01, null
73,-6.59E-04,-7.28E-12,-1.36E-02,3.14E-01, null
74,-6.34E-04,0.00E+00,-1.39E-02,3.01E-01, null
75,-6.66E-04,0.00E+00,-1.23E-02,3.64E-01, null
76,-4.76E-04,3.64E-12,-1.26E-02,3.53E-01, null
77,-6.82E-04,0.00E+00,-1.31E-02,3.34E-01, null
78,-6.81E-04,-7.28E-12,-1.29E-02,3.43E-01, null
79,-5.62E-04,0.00E+00,-1.40E-02,3.00E-01, null
80,-7.08E-04,0.00E+00,-1.26E-02,3.55E-01, null
81,-6.67E-04,-7.28E-12,-1.34E-02,3.22E-01, null
82,-7.31E-04,3.64E-12,-1.40E-02,3.00E-01, null
83,-7.17E-04,0.00E+00,-1.28E-02,3.48E-01, null
84,-6.62E-04,-3.64E-12,-1.22E-02,3.66E-01, null
85,3.14E-04,0.00E+00,-1.07E-02,4.09E-01, null
86,3.37E-04,-4.55E-13,-1.06E-02,4.10E-01, null
87,3.10E-04,4.55E-13,-1.07E-02,4.09E-01, null
88,-2.63E-04,0.00E+00,-1.03E-02,4.13E-01, null
89,-4.08E-05,0.00E+00,-1.05E-02,4.12E-01, null
