Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.58E-03,-1.60E-04,1.54E-03,9.82E-01
1,3.60E-03,3.31E-05,1.55E-03,9.50E-01
2,3.50E-03,-5.69E-05,1.70E-03,8.92E-01
3,2.58E-03,-1.25E-03,1.15E-03,2.61E+00
4,2.74E-03,-1.15E-03,1.21E-03,1.61E+00
5,2.51E-03,-1.24E-03,1.33E-03,3.12E+00
6,2.63E-03,-1.13E-03,1.44E-03,1.69E+00
7,2.43E-03,-1.19E-03,1.50E-03,3.94E+00
8,2.56E-03,-1.06E-03,1.61E-03,1.88E+00
9,2.36E-03,-1.11E-03,1.67E-03,4.73E+00
10,2.50E-03,-9.69E-04,1.77E-03,2.26E+00
11,2.29E-03,-1.01E-03,1.82E-03,5.74E+00
12,2.44E-03,-8.55E-04,1.91E-03,2.88E+00
13,2.23E-03,-8.85E-04,1.96E-03,6.44E+00
14,2.39E-03,-7.24E-04,2.02E-03,3.56E+00
15,2.18E-03,-7.37E-04,2.07E-03,7.30E+00
16,2.35E-03,-5.78E-04,2.12E-03,3.69E+00
17,2.14E-03,-5.72E-04,2.17E-03,7.84E+00
18,2.31E-03,-4.19E-04,2.19E-03,3.67E+00
19,2.10E-03,-3.92E-04,2.24E-03,8.22E+00
20,2.29E-03,-2.49E-04,2.24E-03,3.78E+00
21,2.08E-03,-2.03E-04,2.29E-03,8.29E+00
22,2.28E-03,-7.17E-05,2.27E-03,3.75E+00
23,2.08E-03,-8.73E-06,2.30E-03,7.91E+00
24,2.28E-03,1.07E-04,2.27E-03,3.71E+00
25,2.08E-03,1.86E-04,2.29E-03,7.85E+00
26,2.29E-03,2.84E-04,2.24E-03,3.66E+00
27,2.09E-03,3.78E-04,2.26E-03,7.08E+00
28,2.31E-03,4.54E-04,2.19E-03,3.14E+00
29,2.12E-03,5.61E-04,2.19E-03,6.26E+00
30,2.35E-03,6.14E-04,2.12E-03,2.88E+00
31,2.16E-03,7.31E-04,2.11E-03,5.90E+00
32,2.39E-03,7.60E-04,2.03E-03,2.77E+00
33,2.21E-03,8.85E-04,2.00E-03,5.27E+00
34,2.43E-03,8.90E-04,1.92E-03,2.33E+00
35,2.26E-03,1.02E-03,1.87E-03,4.41E+00
36,2.49E-03,1.00E-03,1.79E-03,2.09E+00
37,2.33E-03,1.13E-03,1.72E-03,3.88E+00
38,2.55E-03,1.09E-03,1.65E-03,1.84E+00
