Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,-8.17E-05,0.00E+00,-1.13E-02,4.53E-01, null
1,-1.47E-04,0.00E+00,-1.13E-02,4.42E-01, null
2,-1.29E-04,0.00E+00,-1.13E-02,4.49E-01, null
3,-6.11E-04,-7.28E-12,-1.13E-02,2.92E-01, null
4,-3.55E-04,0.00E+00,-1.14E-02,4.09E-01, null
5,-4.35E-04,-7.28E-12,-1.13E-02,3.86E-01, null
6,-2.26E-05,0.00E+00,-1.18E-02,4.46E-01, null
7,1.16E-05,1.82E-12,-1.19E-02,4.47E-01, null
8,1.21E-06,0.00E+00,-1.17E-02,4.48E-01, null
9,-1.68E-04,0.00E+00,-1.30E-02,4.01E-01, null
10,-1.53E-05,7.28E-12,-1.31E-02,4.02E-01, null
11,2.08E-04,1.82E-12,-1.29E-02,4.09E-01, null
12,3.59E-04,0.00E+00,-1.16E-02,4.10E-01, null
13,5.23E-05,0.00E+00,-1.14E-02,4.44E-01, null
14,2.61E-04,0.00E+00,-1.16E-02,4.18E-01, null
15,2.54E-05,-7.28E-12,-1.21E-02,4.34E-01, null
16,9.14E-05,0.00E+00,-1.21E-02,4.34E-01, null
17,-2.28E-04,0.00E+00,-1.20E-02,4.13E-01, null
18,-3.71E-04,0.00E+00,-1.19E-02,3.96E-01, null
19,-4.00E-04,0.00E+00,-1.19E-02,3.95E-01, null
20,-8.28E-05,3.64E-12,-1.17E-02,4.40E-01, null
21,2.31E-04,1.82E-12,-1.29E-02,4.08E-01, null
22,2.47E-04,1.82E-12,-1.29E-02,4.07E-01, null
23,2.62E-04,1.82E-12,-1.29E-02,4.07E-01, null
24,1.06E-05,-5.46E-12,-1.26E-02,4.22E-01, null
25,1.16E-05,0.00E+00,-1.26E-02,4.22E-01, null
26,2.16E-04,-1.27E-11,-1.29E-02,4.09E-01, null
27,4.83E-05,1.82E-12,-1.26E-02,4.20E-01, null
28,3.00E-04,3.64E-12,-1.32E-02,3.87E-01, null
29,3.75E-04,-3.64E-12,-1.32E-02,3.82E-01, null
30,-3.01E-04,0.00E+00,-1.43E-02,3.32E-01, null
31,-3.63E-04,-7.28E-12,-1.40E-02,3.50E-01, null
32,-6.84E-05,7.28E-12,-1.41E-02,3.41E-01, null
33,-4.05E-05,1.82E-12,-1.15E-02,4.54E-01, null
34,-6.20E-04,7.28E-12,-1.36E-02,2.90E-01, null
35,-6.77E-04,-1.09E-11,-1.38E-02,2.81E-01, null
36,-5.28E-04,0.00E+00,-1.38E-02,3.31E-01, null
37,-4.81E-04,0.00E+00,-1.36E-02,3.41E-01, null
38,-3.73E-04,3.64E-12,-1.40E-02,3.53E-01, null
39,-4.81E-04,1.82E-12,-1.40E-02,3.30E-01, null
