Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.56E-03,-1.50E-04,1.46E-03,1.90E-01
1,3.58E-03,3.31E-05,1.47E-03,1.85E-01
2,3.48E-03,-5.54E-05,1.62E-03,1.76E-01
3,2.58E-03,-1.21E-03,1.32E-03,8.74E-01
4,2.66E-03,-1.23E-03,1.13E-03,8.21E-01
5,2.80E-03,-1.13E-03,1.19E-03,6.32E-01
6,2.75E-03,-1.07E-03,1.41E-03,5.15E-01
7,2.51E-03,-1.16E-03,1.49E-03,1.07E+00
8,2.64E-03,-1.02E-03,1.60E-03,5.79E-01
9,2.44E-03,-1.08E-03,1.66E-03,1.31E+00
10,2.58E-03,-9.21E-04,1.75E-03,6.87E-01
11,2.38E-03,-9.68E-04,1.81E-03,1.62E+00
12,2.53E-03,-8.08E-04,1.88E-03,8.39E-01
13,2.32E-03,-8.36E-04,1.94E-03,1.90E+00
14,2.49E-03,-6.73E-04,1.99E-03,9.40E-01
15,2.28E-03,-6.82E-04,2.06E-03,2.14E+00
16,2.45E-03,-5.21E-04,2.08E-03,9.83E-01
17,2.24E-03,-5.12E-04,2.15E-03,2.29E+00
18,2.42E-03,-3.58E-04,2.15E-03,1.05E+00
19,2.21E-03,-3.28E-04,2.21E-03,2.45E+00
20,2.40E-03,-1.86E-04,2.19E-03,1.15E+00
21,2.20E-03,-1.35E-04,2.25E-03,2.56E+00
22,2.39E-03,-8.99E-06,2.21E-03,1.22E+00
23,2.19E-03,6.09E-05,2.26E-03,2.60E+00
24,2.39E-03,1.69E-04,2.20E-03,1.16E+00
25,2.20E-03,2.56E-04,2.24E-03,2.43E+00
26,2.41E-03,3.43E-04,2.17E-03,1.08E+00
27,2.22E-03,4.46E-04,2.19E-03,2.24E+00
28,2.43E-03,5.10E-04,2.11E-03,9.67E-01
29,2.25E-03,6.26E-04,2.11E-03,1.98E+00
30,2.47E-03,6.64E-04,2.03E-03,8.53E-01
31,2.29E-03,7.91E-04,2.02E-03,1.74E+00
32,2.51E-03,8.03E-04,1.93E-03,7.84E-01
33,2.34E-03,9.37E-04,1.89E-03,1.52E+00
34,2.56E-03,9.24E-04,1.81E-03,7.62E-01
35,2.39E-03,1.06E-03,1.75E-03,1.36E+00
36,2.62E-03,1.02E-03,1.67E-03,7.11E-01
37,2.46E-03,1.16E-03,1.59E-03,1.18E+00
38,2.68E-03,1.10E-03,1.52E-03,5.88E-01
39,2.53E-03,1.23E-03,1.42E-03,1.05E+00
40,2.74E-03,1.14E-03,1.36E-03,5.77E-01
41,2.60E-03,1.27E-03,1.25E-03,9.88E-01
42,2.81E-03,1.16E-03,1.20E-03,5.82E-01
43,2.73E-03,-1.22E-03,9.53E-04,7.90E-01
44,2.68E-03,1.28E-03,1.07E-03,9.62E-01
45,2.88E-03,1.16E-03,1.03E-03,6.03E-01
46,2.94E-03,-1.02E-03,1.24E-03,4.74E-01
47,2.75E-03,1.26E-03,8.85E-04,9.85E-01
48,2.95E-03,1.12E-03,8.72E-04,6.52E-01
49,2.82E-03,1.21E-03,7.10E-04,1.03E+00
50,3.45E-03,-2.29E-04,1.61E-03,1.85E-01
51,3.02E-03,1.05E-03,7.17E-04,6.87E-01
52,3.64E-03,-1.53E-05,1.27E-03,2.07E-01
53,3.49E-03,1.63E-04,1.60E-03,1.67E-01
54,2.89E-03,1.13E-03,5.44E-04,1.11E+00
55,3.07E-03,9.65E-04,5.75E-04,7.66E-01
56,2.95E-03,1.02E-03,3.93E-04,1.19E+00
57,3.13E-03,8.54E-04,4.46E-04,8.12E-01
