Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,2.54E-03,-1.52E-04,1.04E-03,3.29E-01
1,2.59E-03,3.31E-05,1.05E-03,3.03E-01
2,2.47E-03,-4.43E-05,1.20E-03,3.49E-01
3,1.83E-03,-7.35E-04,8.01E-04,2.31E+00
4,1.99E-03,-6.46E-04,8.55E-04,1.01E+00
5,1.75E-03,-7.06E-04,9.79E-04,2.78E+00
6,1.87E-03,-6.01E-04,1.09E-03,1.37E+00
7,1.68E-03,-6.28E-04,1.14E-03,3.73E+00
8,1.79E-03,-5.25E-04,1.22E-03,1.94E+00
9,1.62E-03,-5.06E-04,1.29E-03,4.61E+00
10,1.78E-03,-3.89E-04,1.33E-03,1.86E+00
11,1.57E-03,-3.48E-04,1.39E-03,5.35E+00
12,1.76E-03,-2.28E-04,1.41E-03,2.06E+00
13,1.55E-03,-1.65E-04,1.46E-03,6.02E+00
14,1.74E-03,-5.04E-05,1.45E-03,2.03E+00
15,1.54E-03,3.00E-05,1.48E-03,6.24E+00
16,1.74E-03,1.31E-04,1.45E-03,1.97E+00
17,1.55E-03,2.24E-04,1.45E-03,6.06E+00
18,1.76E-03,2.94E-04,1.40E-03,1.74E+00
19,1.58E-03,4.05E-04,1.38E-03,5.49E+00
20,1.79E-03,4.40E-04,1.32E-03,1.59E+00
21,1.62E-03,5.60E-04,1.27E-03,4.50E+00
22,1.85E-03,5.55E-04,1.21E-03,1.17E+00
23,1.69E-03,6.77E-04,1.13E-03,3.45E+00
24,1.91E-03,6.38E-04,1.07E-03,9.25E-01
25,1.76E-03,7.50E-04,9.60E-04,2.71E+00
26,1.98E-03,6.80E-04,9.15E-04,8.99E-01
27,1.91E-03,-7.12E-04,6.22E-04,2.12E+00
28,1.84E-03,7.73E-04,7.80E-04,2.22E+00
29,2.38E-03,-2.10E-04,1.18E-03,3.96E-01
30,2.04E-03,6.77E-04,7.56E-04,9.61E-01
31,2.45E-03,1.55E-04,1.19E-03,3.55E-01
32,2.61E-03,-5.44E-05,8.50E-04,3.41E-01
33,1.91E-03,7.45E-04,6.02E-04,2.08E+00
34,2.11E-03,6.29E-04,6.03E-04,1.06E+00
35,2.03E-03,-5.56E-04,1.04E-03,4.74E-01
36,1.98E-03,6.66E-04,4.37E-04,2.16E+00
37,2.17E-03,5.38E-04,4.65E-04,1.15E+00
38,2.05E-03,5.44E-04,2.95E-04,2.39E+00
39,2.22E-03,4.10E-04,3.58E-04,1.19E+00
40,2.09E-03,3.86E-04,1.88E-04,2.62E+00
