Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ], Wall Shear [ Pa ]
0,4.12E-04,0.00E+00,-1.21E-02,4.05E-01, null
1,6.34E-05,3.64E-12,-1.22E-02,4.37E-01, null
2,1.39E-04,7.28E-12,-1.21E-02,4.34E-01, null
3,-1.52E-05,0.00E+00,-1.18E-02,4.48E-01, null
4,-1.22E-05,3.87E-12,-1.18E-02,4.48E-01, null
5,3.92E-04,-1.46E-11,-1.18E-02,3.94E-01, null
6,-3.71E-06,-3.41E-12,-1.18E-02,4.47E-01, null
7,2.10E-04,-7.28E-12,-1.19E-02,4.22E-01, null
8,4.24E-04,9.09E-13,-1.21E-02,4.04E-01, null
9,-4.55E-04,9.09E-13,-1.45E-02,3.20E-01, null
10,-4.26E-04,-1.82E-12,-1.43E-02,3.29E-01, null
11,-3.61E-04,3.64E-12,-1.43E-02,3.30E-01, null
12,-4.18E-04,4.55E-12,-1.20E-02,3.96E-01, null
13,-4.07E-04,0.00E+00,-1.21E-02,3.97E-01, null
14,-7.53E-05,2.27E-13,-1.18E-02,4.41E-01, null
15,-4.26E-04,0.00E+00,-1.21E-02,3.91E-01, null
16,-9.19E-05,-7.28E-12,-1.22E-02,4.27E-01, null
17,-3.05E-05,0.00E+00,-1.21E-02,4.30E-01, null
18,-4.10E-04,0.00E+00,-1.21E-02,3.97E-01, null
19,-2.78E-04,0.00E+00,-1.23E-02,4.03E-01, null
20,-4.47E-05,9.09E-13,-1.42E-02,3.35E-01, null
21,-3.71E-04,1.82E-12,-1.42E-02,3.34E-01, null
22,-3.93E-05,0.00E+00,-1.41E-02,3.37E-01, null
23,-3.90E-04,-4.55E-12,-1.29E-02,3.89E-01, null
24,1.25E-05,-3.64E-12,-1.31E-02,4.02E-01, null
25,-2.98E-04,-7.28E-12,-1.31E-02,3.85E-01, null
26,4.33E-04,-3.64E-12,-1.24E-02,4.00E-01, null
27,3.76E-04,0.00E+00,-1.26E-02,4.00E-01, null
28,2.57E-04,0.00E+00,-1.25E-02,4.14E-01, null
29,1.86E-04,-7.28E-12,-1.23E-02,4.28E-01, null
30,3.37E-04,0.00E+00,-1.31E-02,3.82E-01, null
31,4.88E-04,3.64E-12,-1.30E-02,3.71E-01, null
32,2.16E-04,-3.64E-12,-1.29E-02,4.06E-01, null
33,3.92E-04,-7.28E-12,-1.28E-02,3.97E-01, null
34,1.39E-04,0.00E+00,-1.30E-02,4.02E-01, null
35,-9.62E-05,-9.09E-13,-1.41E-02,3.39E-01, null
36,-3.98E-04,1.82E-12,-1.41E-02,3.41E-01, null
37,-4.13E-04,9.09E-13,-1.29E-02,3.85E-01, null
38,-4.38E-04,-3.64E-12,-1.32E-02,3.75E-01, null
39,-4.15E-05,-3.64E-12,-1.35E-02,3.82E-01, null
40,3.07E-05,-3.64E-12,-1.34E-02,3.84E-01, null
41,-8.93E-05,0.00E+00,-1.34E-02,3.85E-01, null
42,6.09E-05,3.64E-12,-1.37E-02,3.65E-01, null
43,2.51E-05,-1.09E-11,-1.37E-02,3.63E-01, null
44,9.20E-06,0.00E+00,-1.36E-02,3.73E-01, null
45,-5.16E-05,9.09E-12,-1.14E-02,4.51E-01, null
46,-8.53E-05,0.00E+00,-1.14E-02,4.53E-01, null
47,-8.69E-05,1.09E-11,-1.14E-02,4.53E-01, null
48,-3.94E-04,0.00E+00,-1.39E-02,3.54E-01, null
49,-2.47E-04,1.82E-12,-1.37E-02,3.67E-01, null
50,-1.31E-04,-3.64E-12,-1.14E-02,4.49E-01, null
51,-1.18E-04,0.00E+00,-1.13E-02,4.51E-01, null
52,-3.96E-04,-9.09E-12,-1.43E-02,3.31E-01, null
53,-3.99E-04,0.00E+00,-1.25E-02,3.95E-01, null
54,-9.79E-05,7.28E-12,-1.25E-02,4.16E-01, null
55,-3.98E-04,-3.64E-12,-1.29E-02,3.88E-01, null
56,-4.09E-04,0.00E+00,-1.28E-02,3.89E-01, null
57,-3.67E-04,0.00E+00,-1.29E-02,3.91E-01, null
58,-2.99E-05,0.00E+00,-1.41E-02,3.37E-01, null
59,-1.34E-05,0.00E+00,-1.41E-02,3.37E-01, null
60,-1.81E-05,0.00E+00,-1.41E-02,3.41E-01, null
61,7.77E-05,0.00E+00,-1.38E-02,3.62E-01, null
62,1.81E-04,3.64E-12,-1.38E-02,3.62E-01, null
63,9.68E-05,3.64E-12,-1.37E-02,3.64E-01, null
64,4.08E-04,-1.46E-11,-1.38E-02,3.59E-01, null
65,3.93E-04,7.28E-12,-1.39E-02,3.55E-01, null
66,-4.37E-04,-9.09E-13,-1.21E-02,3.87E-01, null
67,1.10E-04,-1.46E-11,-1.26E-02,4.20E-01, null
68,-2.52E-04,0.00E+00,-1.45E-02,3.14E-01, null
69,-1.55E-04,0.00E+00,-1.44E-02,3.19E-01, null
70,7.39E-05,0.00E+00,-1.13E-02,4.48E-01, null
71,-6.29E-05,0.00E+00,-1.11E-02,4.60E-01, null
72,-3.84E-04,-4.55E-12,-1.29E-02,3.89E-01, null
73,4.31E-04,0.00E+00,-1.21E-02,4.03E-01, null
74,3.17E-04,0.00E+00,-1.15E-02,4.03E-01, null
75,2.60E-04,-1.82E-12,-1.12E-02,4.35E-01, null
76,2.42E-04,0.00E+00,-1.11E-02,4.33E-01, null
77,-4.21E-04,-4.55E-12,-1.29E-02,3.77E-01, null
78,1.02E-04,7.28E-12,-1.27E-02,4.19E-01, null
